areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00107180,12.5,51,25,11.5
E00107181,16,39.6,34.7,9.7
E00107182,14.3,46.4,25,14.3
E00107183,23.8,42.9,27,6.3
E00107184,12,44.8,31.2,12
E00107185,17.6,41.2,27.7,13.5
E00107186,16.1,45.2,23.7,15.1
E00107187,13.8,52.9,26.4,6.9
E00107188,11.2,42.5,27.6,18.7
E00107189,9.1,57.3,23.6,10
E00107190,10.6,48.5,30.3,10.6
E00107194,12.9,42.4,29.5,15.2
E00107195,5.3,37.7,37.7,19.3
E00107196,13.6,42.7,31.8,11.8
E00107197,13.7,32.9,35.6,17.8
E00107198,5.8,39.1,33.3,21.7
E00107268,25.3,33.1,27.1,14.5
E00107269,17.1,41,26.5,15.4
E00107270,25.8,47.7,23.5,3
E00107271,20.9,56.7,16.4,6
E00107272,38.2,33.6,22.1,6.1
E00107273,14.3,51.6,27,7.1
E00107275,30.5,46.6,20.3,2.5
E00107276,42.4,37.3,14.4,5.9
E00107277,8.5,53.2,30.5,7.8
E00107278,29.7,47.8,16.7,5.8
E00107279,25.6,55.2,14.4,4.8
E00107280,31.5,49.2,16.9,2.4
E00107281,31.3,50.7,15.3,2.7
E00107282,24.3,47.7,23.4,4.5
E00107283,11.2,43.9,31.6,13.3
E00107284,15.9,51.3,27.4,5.3
E00121721,29.8,46.3,18.2,5.8
E00121723,19.4,33.9,34.7,12.1
E00121724,29.2,45.4,16.9,8.5
E00121725,30,45,20,5
E00121726,24.4,39.3,28.9,7.4
E00121727,16.8,37.2,33.6,12.4
E00121730,15.6,44.8,30.5,9.1
E00121731,19.1,39.7,28.7,12.5
E00121732,50.4,36,8,5.6
E00121733,18.3,46.7,27.2,7.8
E00121734,32.3,34.1,22.6,11
E00121735,43.9,32.2,17.5,6.4
E00121736,30.9,43.1,16.3,9.8
E00121737,37.1,39.5,16.9,6.5
E00121738,20.4,46.5,23.9,9.2
