geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00097579,49.2,28.5,11.5,10.8
E00097588,35.8,45.1,9.9,9.3
E00097591,29.2,36.2,15.7,18.9
E00097592,29.9,42.4,11.3,16.4
E00097593,21.9,53.1,15.6,9.4
E00097594,23.1,52.3,12.3,12.3
E00097595,21.3,49.2,12.3,17.2
E00097596,31,46.9,9.7,12.4
E00097598,19.7,50,14.4,15.9
E00097599,25,47,13,15
E00097626,27.4,54.8,11.3,6.5
E00097627,28.8,40.5,13.5,17.2
E00097628,62.6,29,1.9,6.5
E00097629,47.6,29.7,11,11.7
E00097630,37.3,37.3,10.3,15.1
E00097631,37.9,37.9,7.8,16.4
E00097632,29,29.7,18.8,22.5
E00097633,35,39.3,15.4,10.3
E00097634,25,40,16.7,18.3
E00097635,26.4,41.5,13.2,18.9
E00097636,24.8,45.5,10.3,19.3
E00097666,36.2,44.1,9.4,10.2
E00097667,18.2,52.4,16.1,13.3
E00097668,24.6,39.4,18.9,17.1
E00097669,32.8,32.3,17.7,17.2
E00097723,22.9,45.8,15.7,15.7
E00097724,27.7,46.4,13.4,12.5
E00097725,20,53.3,5.2,21.5
E00097726,26.4,42.5,11.5,19.5
E00097727,31.6,49.7,9.7,9
E00097728,42.3,32.1,10.9,14.6
E00097729,31.6,36.1,14.3,18
E00097730,31.3,38.8,16.3,13.6
E00097731,22.2,37.8,15.6,24.4
E00097742,21.1,57.7,12.7,8.5
E00097744,24.6,41,13.1,21.3
E00097745,24,47,10,19
E00097746,32.1,37.4,9.9,20.6
E00097756,26.4,52,10.4,11.2
E00097757,20.6,46.3,17.5,15.6
E00097758,31.5,46.2,13.3,9.1
E00097759,24.6,54.2,11,10.2
E00097760,22.8,49.7,10.3,17.2
E00097761,47.9,42.6,7.4,2.1
E00097770,40.4,32.5,14.9,12.3
E00097771,36.6,29,16.1,18.3
E00097772,25.5,54.7,9.4,10.4
E00097773,27.2,50.9,13.3,8.7
E00097774,15.6,43.8,7.8,32.8
E00097775,26.8,32.9,15.9,24.4
E00097776,24,32,16,28
E00097778,28.4,45,9.2,17.4
E00097779,29.5,33.9,14.3,22.3
E00097780,20.7,50,15.5,13.8
E00097781,36,36,14.4,13.6
E00097782,18,41.8,15.6,24.6
E00097783,26.5,38.9,14.2,20.4
E00097784,30.2,41.5,13.2,15.1
E00097785,27.6,37.4,15.4,19.5
E00097787,25.7,45.7,11.4,17.1
E00097810,20.2,38.2,21.3,20.2
E00097811,19.7,51.3,13.2,15.8
E00097812,14,63.2,5.3,17.5
E00097813,16.9,51.2,15.1,16.9
E00097814,21.6,43.3,18.7,16.4
E00097815,28.3,39.9,14.5,17.4
E00097816,23.7,48.9,8.9,18.5
E00097817,24.3,46.3,10.3,19.1
E00097846,31.2,41.8,12.1,14.9
E00097847,28.8,34.1,15.2,22
E00097848,32.6,41.7,15.9,9.8
E00097849,30.1,40.7,13.8,15.4
E00097850,34.1,30.2,17.5,18.3
E00097851,23.4,48.9,13.9,13.9
E00097853,29.9,29.9,20.1,20.1
E00097854,25,34.7,15.7,24.5
E00097855,29.3,29.3,19.3,22
E00097856,30.8,32.7,20.2,16.3
E00097857,33.3,42.3,11.4,13
E00097858,35.5,37.2,17.4,9.9
E00097859,57.3,26.8,8.2,7.7
E00097860,38.8,34.9,9.3,17.1
E00097861,22.7,44.7,12.8,19.9
E00097862,36.8,46.6,10.5,6
E00097863,49.3,31.9,9.4,9.4
E00097865,27.6,48,13,11.4
E00097866,55.7,24.4,9.2,10.7
E00097867,26.9,38.5,19.2,15.4
E00097868,30.5,37.7,18.8,13
E00097869,24.5,32.4,17.3,25.9
E00097870,27.1,43.4,16.3,13.2
E00097871,27.5,54.2,7.5,10.8
E00097872,48.4,34.1,11.9,5.6
E00097873,30.2,46.5,11.6,11.6
E00097874,18.9,50.4,14.2,16.5
E00097875,31.8,45,10.9,12.4
E00097876,33.1,40,13.1,13.8
E00097877,27.6,44,12.9,15.5
E00097878,30.8,35.7,17.5,16.1
E00097879,21.2,48.9,12.4,17.5
E00097880,30.5,43,14.1,12.5
E00097881,52,36,10.7,1.3
E00097882,69.4,19,5.4,6.1
E00097883,43.2,31.1,9.1,16.7
E00097884,65.8,27.5,4,2.7
E00097885,56.5,23.1,12.4,8.1
E00097886,18.8,30.4,18.8,32.1
E00097887,27.3,35.6,21.2,15.9
E00097888,29.3,31,16.4,23.3
E00097889,25.4,26.2,19.7,28.7
E00097890,72.8,19.1,5.1,2.9
E00097891,17.8,26.2,21.5,34.6
E00097892,25.4,37.7,20.5,16.4
E00097893,29.7,45.7,15.2,9.4
E00097894,29.2,49.2,10,11.7
E00097895,32.8,35.2,18.4,13.6
E00097896,28.4,36.4,16,19.1
E00097897,24.6,44.6,15.4,15.4
E00097898,49.5,34.2,8.7,7.6
E00097899,23.4,56.2,10.9,9.5
E00097900,20.9,48.6,14.9,15.5
E00097901,20.7,37.2,18.2,24
E00097902,52.5,26.2,5.7,15.6
E00097903,39.8,38.3,12,9.8
E00097904,20.2,38.6,14.9,26.3
E00097906,33.1,38.1,13.1,15.6
E00097907,36.6,38.1,11.2,14.2
E00097909,29,29,27.5,14.5
E00097910,45.9,29,12,13.1
E00097911,49.2,28,11,11.9
E00097912,19.7,29.9,28.5,21.9
E00097913,21,49.6,16,13.4
E00097914,24.1,44.6,16.1,15.2
E00097915,20.7,40.2,17.1,22
E00097916,39.3,39.3,12.3,9
E00097917,23.1,38,17.4,21.5
E00097918,26.7,34.1,19.3,20
E00097919,34.5,43.4,9,13.1
E00097920,33.1,41.9,10.3,14.7
E00097921,26.7,44.8,17.2,11.2
E00097922,29,50.3,11.7,9
E00097923,33.9,38.8,11.6,15.7
E00097924,37.2,36.4,9.9,16.5
E00097925,28,39.2,16.8,16
E00097926,49.6,40.7,5.2,4.4
E00097927,47.2,34.7,11.1,6.9
E00097928,60,28.8,5.6,5.6
E00097930,34.1,40.7,16.3,8.9
E00097931,27,25.7,27,20.3
E00097932,39.7,31.9,14.2,14.2
E00097933,23.5,34.1,21.2,21.2
E00097934,27.9,36.4,12.9,22.9
E00097935,32.8,37.2,17.5,12.4
E00097936,22.5,27.5,15.8,34.2
E00097937,33.6,24,22.4,20
E00097938,39,26.2,17,17.7
E00097939,22.2,28.5,18.1,31.3
