geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00097579,24.8,35.8,19.3,20.2
E00097588,6.4,24.4,52.6,16.7
E00097591,31.8,35.5,14.5,18.2
E00097592,23.2,28.1,18.9,29.7
E00097593,12.3,30.8,43.1,13.8
E00097594,15.6,35.1,31.2,18.2
E00097595,9.8,23.3,42.1,24.8
E00097596,10.5,21.7,51.7,16.1
E00097598,12.4,31.7,36,19.9
E00097599,5.3,30.1,48.7,15.9
E00097626,18.9,24.5,41.5,15.1
E00097627,29.4,31,21.9,17.6
E00097628,17.2,34.5,27.6,20.7
E00097629,25.6,30.8,24.4,19.2
E00097630,22.6,33.1,24.1,20.3
E00097631,20.2,35.6,24,20.2
E00097632,28.5,36.2,8.5,26.9
E00097633,24.5,20.6,33.3,21.6
E00097634,6.8,25.7,52.7,14.9
E00097635,10.3,42.6,33.8,13.2
E00097636,18.7,27.7,38.7,14.8
E00097666,10.7,34.7,31.4,23.1
E00097667,11,32.9,41,15
E00097668,16,36.8,22.2,25
E00097669,16.7,44.2,15.5,23.5
E00097723,14.3,30.4,40.2,15.2
E00097724,12.1,23.4,38.3,26.2
E00097725,14.2,33.5,38.1,14.2
E00097726,19.8,24.8,43.6,11.9
E00097727,11,41.3,28.4,19.4
E00097728,17.7,41.5,23.8,16.9
E00097729,18.5,51.6,12.1,17.8
E00097730,18.9,37.4,27.4,16.3
E00097731,3.1,37.5,45.3,14.1
E00097742,13.2,26.4,39.6,20.8
E00097744,10,30,45,15
E00097745,9,17.2,55.7,18
E00097746,20.7,30.7,24.7,24
E00097756,13.5,34.2,31.5,20.7
E00097757,18.2,27.1,39.6,15.1
E00097758,24.5,35.5,20.9,19.1
E00097759,19.8,30.2,32.6,17.4
E00097760,18.3,30.5,38.4,12.8
E00097761,13.7,27.5,47.1,11.8
E00097770,46.3,16.5,17.4,19.8
E00097771,44.5,17.3,19.1,19.1
E00097772,37.8,26.7,18.9,16.7
E00097773,29.7,20.6,39.4,10.3
E00097774,21.4,25.5,39.8,13.3
E00097775,47.5,16.2,13.1,23.2
E00097776,44.4,20.6,11.1,23.8
E00097778,19.3,36.8,34.2,9.6
E00097779,25.8,31.1,25.8,17.2
E00097780,16.9,33.8,28.2,21.1
E00097781,15.4,38.5,31.5,14.6
E00097782,17.7,45.6,21.8,15
E00097783,19.8,44.6,23.8,11.9
E00097784,20.9,36.6,29.7,12.8
E00097785,22.8,38.6,21.5,17.1
E00097787,24.1,38.9,16.7,20.2
E00097810,9.1,38.2,36.4,16.4
E00097811,11.2,37.1,40.4,11.2
E00097812,9.4,23.4,50,17.2
E00097813,23.3,22.4,40.6,13.7
E00097814,26.7,26.7,30.2,16.3
E00097815,40.4,20.5,19.9,19.3
E00097816,29.4,19,34.4,17.2
E00097817,28.8,22.2,32.7,16.3
E00097846,29.7,21,29,20.3
E00097847,48.8,23.5,15.7,12
E00097848,35.4,20.1,26.4,18.1
E00097849,44.2,24.8,17.1,14
E00097850,45.1,18.9,12.8,23.2
E00097851,31.9,18.8,31.9,17.4
E00097853,45.8,21.8,9.5,22.9
E00097854,51,17.6,13.8,17.6
E00097855,54.6,15.8,15.3,14.3
E00097856,50.4,20,8,21.6
E00097857,39.3,22.2,17.9,20.5
E00097858,40,21.7,21.7,16.7
E00097859,39.7,23.8,24.3,12.1
E00097860,28.1,19.5,40.6,11.7
E00097861,29.1,24.7,34.8,11.4
E00097862,34.3,16.4,41.8,7.5
E00097863,43.6,25.5,20.9,10
E00097865,35.2,21.6,30.4,12.8
E00097866,36.3,18.6,23.5,21.6
E00097867,40.5,23.5,20.3,15.7
E00097868,43.2,19.1,23.5,14.2
E00097869,38.8,15.3,31.1,14.8
E00097870,34,28.9,20.1,17
E00097871,36.8,23,28.7,11.5
E00097872,42.5,24.5,17,16
E00097873,44.4,18.5,18.5,18.5
E00097874,45.4,20.8,21.5,12.3
E00097875,40.4,23.9,23.9,11.9
E00097876,47.7,23.6,18.5,10.2
E00097877,43.3,20.2,19.2,17.3
E00097878,36.3,25.6,24.4,13.7
E00097879,29.6,19.8,34,16.7
E00097880,34,24.8,32.7,8.5
E00097881,41.2,23.5,24.3,11
E00097882,44.9,28,13.1,14
E00097883,51.3,18.5,11.8,18.5
E00097884,50.9,22.4,23.3,3.4
E00097885,51.4,17.6,12.2,18.9
E00097886,50.6,17.5,12.7,19.3
E00097887,52.3,16.3,12.8,18.6
E00097888,46.8,23.4,12.1,17.7
E00097889,54.4,17.1,9.5,19
E00097890,45.2,24,14.4,16.3
E00097891,47.3,18.7,12.7,21.3
E00097892,46.1,16.9,16.9,20.1
E00097893,36.8,23.7,28.9,10.5
E00097894,24.5,31.8,30,13.6
E00097895,36.6,20.9,29.4,13.1
E00097896,42.4,14.3,25.7,17.6
E00097897,44.7,24.7,15.3,15.3
E00097898,46.1,23.3,11.7,18.9
E00097899,46,17.7,24.2,12.1
E00097900,40.2,19,24.1,16.7
E00097901,44.5,19.4,16.8,19.4
E00097902,33.7,24.7,30.3,11.2
E00097903,42.4,20.9,18,18.7
E00097904,46.4,23.2,19.2,11.3
E00097906,38.8,25.9,13.9,21.4
E00097907,49.7,21.4,12.4,16.6
E00097909,54.6,20.2,8.6,16.6
E00097910,52.3,16.1,16.8,14.8
E00097911,39.6,17.9,24.5,17.9
E00097912,48.2,22.3,13.4,16.1
E00097913,48.5,15.7,21.6,14.2
E00097914,42.9,15.1,25.4,16.7
E00097915,48.9,15.2,17,18.8
E00097916,42.1,17.2,21.4,19.3
E00097917,40.8,24.3,15.1,19.7
E00097918,37.4,19.6,29.6,13.4
E00097919,25.4,21.2,32.2,21.2
E00097920,44.2,21.2,19.2,15.4
E00097921,38.5,19.6,24.5,17.5
E00097922,29.9,19.6,27.1,23.4
E00097923,43.2,20.8,16,20
E00097924,43.3,14.4,22.2,20
E00097925,51.9,14,25.6,8.5
E00097926,44,16.3,22.7,17
E00097927,36.6,31.2,25.8,6.5
E00097928,52.1,16.8,19.8,11.4
E00097930,47,17.9,24.6,10.4
E00097931,45.5,20.5,11,23
E00097932,28.9,22.1,38.3,10.7
E00097933,42,15.3,25.6,17
E00097934,39.1,22.4,28.2,10.3
E00097935,41.8,24.2,9.9,24.2
E00097936,44.4,20.7,10.7,24.3
E00097937,45.2,30.8,10.3,13.7
E00097938,41.7,23.7,14.1,20.5
E00097939,40.6,17.6,20,21.8
E00097940,13.8,29.8,44.7,11.7
E00097941,12.9,31.4,42.9,12.9
E00097942,18.7,36.6,32.1,12.7
E00097943,21.3,30.3,31.6,16.8
E00097944,14.6,33.1,37.7,14.6
E00097945,25.8,28.1,33.7,12.4
E00097946,23,27.6,28.7,20.7
E00097947,29.8,36.3,19.4,14.5
E00097965,23,27.7,34.5,14.9
E00097966,23.7,29.8,28.1,18.4
E00097967,21.1,23.4,37.5,18
E00097968,30.4,17.3,35.7,16.7
E00097969,19.7,29.3,35.4,15.6
E00097970,27.7,25,27.7,19.6
E00097992,26.1,28.5,21.2,24.2
E00097993,29.5,36.4,14.7,19.4
E00097994,22.4,25.2,31.3,21.1
E00097995,25.7,35,21.3,18
E00097996,33.7,34.3,9.4,22.7
E00097997,30.1,30.8,12.2,26.9
E00097998,24.3,40.5,14.4,20.7
E00097999,21.6,23.5,34.6,20.3
E00098000,32.1,20.8,35.8,11.3
E00098001,43.8,19,22.6,14.6
E00098002,33.3,16.7,33.3,16.7
E00098003,33.6,19.9,31.4,15
E00098004,35.7,20,31.4,12.9
E00098005,29.9,17.5,31.8,20.8
E00098006,14.4,37.6,31.2,16.8
E00098007,13,22.7,48.7,15.6
E00098008,5.1,35,41.9,17.9
E00098009,8.4,32.1,44.3,15.3
E00098010,26.3,33.5,21,19.2
E00098011,29.3,36.7,14,20
E00098012,25,27.5,30.8,16.7
E00098013,24,32.8,24,19.2
E00098014,40.4,34.9,7.3,17.4
E00098015,11.5,21.5,56.2,10.8
E00098017,12.9,29,43,15.1
E00098074,20.7,25.9,37.1,16.4
E00098075,15.2,33.5,38,13.3
E00098077,20.9,23,41.7,14.4
E00098078,30.6,21.2,28,20.2
E00098080,20.7,24.1,41.4,13.8
E00098081,31.4,19.6,39.2,9.8
E00098082,17,19.5,47.8,15.7
E00127635,8.4,36.1,33.7,21.7
