geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00012716,58.1,41.9
E00012717,33.9,66.1
E00012719,52.4,47.6
E00012721,62.3,37.7
E00012722,64.4,35.6
E00012723,76.2,23.8
E00012724,61.7,38.3
E00012725,71.3,28.8
E00012738,61.1,38.9
E00012739,59.8,40.2
E00012740,60.2,39.8
E00012741,54.5,45.5
E00012743,63.2,36.8
E00012745,65.3,34.8
E00012889,55.6,44.4
E00012890,66.1,33.9
E00012893,47,53
E00012894,62.2,37.8
E00012895,47,53
E00012896,73.7,26.3
E00012897,52.3,47.7
E00012898,59.4,40.6
E00012899,45.1,54.9
E00012900,62.5,37.5
E00012902,56.8,43.2
E00012913,49.8,50.2
E00012915,40,60
E00012917,47.7,52.3
E00012920,65.9,34.1
E00012923,68.3,31.7
E00012925,67.6,32.4
E00012926,70.6,29.4
E00012927,79.5,20.5
E00012928,76,24
E00012929,52.4,47.6
E00012930,77.1,22.9
E00012931,60.1,39.9
E00012932,56.9,43.1
E00012933,58.7,41.3
E00012934,57,43
E00012936,76.8,23.2
E00012937,61.8,38.2
E00012939,64.6,35.4
E00012940,57.9,42.1
E00012941,50.7,49.3
E00012942,61,39
E00012943,52,48
E00012944,54,46
E00012945,61.8,38.2
E00012946,63.3,36.7
E00012947,48,52
E00012948,51.9,48.1
E00012949,68.3,31.7
E00012951,65.1,34.9
E00012952,60.3,39.7
E00012953,59.9,40.1
E00012954,57.9,42.1
E00012955,59.6,40.4
E00012956,70.9,29.1
E00012957,68.2,31.8
E00012958,63.6,36.4
E00012959,72,28
E00012960,67.1,32.9
E00012961,63.8,36.2
E00012962,67.8,32.2
E00012963,50.7,49.3
E00012964,56.4,43.6
E00012965,63.9,36.1
E00012966,82.3,17.7
E00012967,59.7,40.3
E00012969,56.3,43.7
E00012971,56.5,43.5
E00012972,66.1,33.9
E00012973,53.5,46.5
E00012974,60.1,39.9
E00012975,58.7,41.3
E00012976,61.9,38.1
E00012977,56.9,43.1
E00012978,47.5,52.5
E00012979,69.6,30.4
E00012980,63.5,36.5
E00012981,70.3,29.7
E00012982,61.8,38.2
E00012983,61.6,38.4
E00012984,62.6,37.4
E00012985,71.1,28.9
E00012986,67.1,32.9
E00012987,63,37
E00012988,67.5,32.5
E00012989,74.6,25.4
E00012990,57.4,42.6
E00012991,59.3,40.7
E00012992,74.9,25.1
E00012993,64.7,35.3
E00012994,46,54
E00012995,60.8,39.2
E00012996,49.4,50.6
E00012997,66.4,33.6
E00012998,62.2,37.8
E00012999,59.9,40.1
E00013000,68.3,31.7
E00013001,54.6,45.4
E00013002,68.1,31.9
E00013003,71.4,28.6
E00013004,66.9,33.1
E00013005,69.6,30.4
E00013006,72.9,27.1
E00013007,69,31
E00013008,60.8,39.2
E00013009,54.2,45.8
E00013010,50.2,49.8
E00013011,51.2,48.8
E00013013,79.2,20.8
E00013014,58.7,41.3
E00013015,53.1,46.9
E00013016,58,42
E00013017,51.6,48.4
E00013019,65.1,34.9
E00013020,60.7,39.3
E00013021,68,32
E00013022,53.5,46.5
E00013023,47.1,52.9
E00019148,85.5,14.5
E00019149,75.7,24.3
E00019150,79.9,20.1
E00019152,85.4,14.6
E00019153,85.2,14.8
E00019158,74.2,25.8
E00019159,78.1,21.9
E00019160,87.3,12.7
E00019162,82.7,17.3
E00019163,67.4,32.6
E00019168,77.6,22.4
E00019170,81.4,18.6
E00019174,77.3,22.7
E00019209,78.5,21.5
E00019210,82.3,17.7
E00019211,76.4,23.6
E00019212,67.1,32.9
E00019213,85.5,14.5
E00019214,84.3,15.7
E00019215,83.2,16.8
E00019216,84.6,15.4
E00019217,79.9,20.1
E00019218,81.9,18.1
E00019219,87.6,12.4
E00019220,81.3,18.8
E00019221,82.6,17.4
E00019222,85.4,14.6
E00019223,77.4,22.6
E00019224,79.7,20.3
E00019225,70.4,29.6
E00019226,72,28
E00019227,69,31
E00019228,80.8,19.2
E00019229,75.7,24.3
E00019230,75.3,24.7
E00019231,70.7,29.3
E00019232,77.9,22.1
E00019233,74.2,25.8
E00019234,81,19
E00019235,80.6,19.4
E00019236,76.3,23.7
E00019237,72.1,27.9
E00019240,87.6,12.4
E00019241,73.2,26.8
E00019242,69,31
E00019243,75.7,24.3
E00019244,65,35
