geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00012716,58,26,6.3,4.5,5.2
E00012717,33.8,12.9,4.6,14.6,34
E00012719,52.4,29.6,9.9,5.2,2.9
E00012721,62.7,26,5,3.1,3.3
E00012722,64.3,26.7,5.4,2.3,1.4
E00012723,76.5,19.8,1.9,0.2,1.6
E00012724,61.7,26.2,9.6,2.5,0
E00012725,71.8,20.4,4,2,1.8
E00012738,61.1,25.4,7.6,3.1,2.8
E00012739,59.8,26.4,5.4,5.2,3.1
E00012740,60.4,18.2,11.3,6.6,3.5
E00012741,53.7,25.8,5.9,9.8,4.7
E00012743,63,26.8,3.2,4.1,2.9
E00012745,65.6,26.6,4.3,2.5,1
E00012889,55.6,31.8,7.4,3.1,2.1
E00012890,66.1,24.2,4.6,3.2,1.9
E00012893,47.1,27.6,9.8,7.7,7.9
E00012894,62.3,25.2,6,4.2,2.3
E00012895,46.8,30.3,10.3,6.4,6.2
E00012896,73.5,21.1,3.9,1.4,0
E00012897,52.3,28.6,10.6,6.7,1.8
E00012898,59.6,26.4,6.9,3.2,3.9
E00012899,45.3,31.2,9.9,8.2,5.4
E00012900,62.6,22.7,5.5,6,3.2
E00012902,56.9,26,6.3,6.9,3.9
E00012913,49.7,30.7,8.1,5.8,5.8
E00012915,40.1,35.6,9.9,8.2,6.3
E00012917,47.6,33,8.2,5.2,6
E00012920,66.1,22.6,5.1,3.8,2.4
E00012923,68.5,23.2,4.9,1.3,2.1
E00012925,67,20.8,5.5,4.2,2.5
E00012926,70.2,23.1,4,1.6,1.1
E00012927,79.3,15.4,4.2,1.1,0
E00012928,76,20.8,1.9,1,0.3
E00012929,52.9,30,4.9,6.5,5.7
E00012930,77.5,19.7,0.9,1.1,0.7
E00012931,59.7,29.1,5.4,3.5,2.2
E00012932,57.3,30.7,4.9,2.2,4.9
E00012933,58.7,29,8.3,1.7,2.3
E00012934,57.6,29.8,4.7,3.1,4.7
E00012936,77,20.8,1.1,0.8,0.3
E00012937,61.8,23.5,5.3,6.2,3.2
E00012939,64.6,20.7,7.6,3.3,3.7
E00012940,57.7,31.1,5.1,2.6,3.5
E00012941,50.7,24.1,7.3,12.6,5.2
E00012942,61,26.5,11,1.3,0.3
E00012943,52.1,28.5,8,4.9,6.5
