areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00078251,8.2,24.7,41.2,25.8
E00078479,7.9,31.7,41.3,19
E00078480,12.8,41,35,11.1
E00078481,19.5,45.2,23.5,11.8
E00078482,26.7,45.7,18.1,9.5
E00078483,11.1,46.4,28.8,13.7
E00078484,5.2,36.1,40,18.7
E00078485,26.7,35.3,25,12.9
E00078486,5.4,26.2,51.2,17.3
E00078487,25.5,50,19.8,4.7
E00078488,12.4,41.6,31.9,14.2
E00078489,7.7,43.6,41.9,6.8
E00078490,1.7,35.8,47.5,15
E00078491,17.1,45.4,27.6,9.9
E00078492,28.9,45.6,20.2,5.3
E00078493,45.2,38.5,11.5,4.8
E00078494,7.2,49.3,31.9,11.6
E00078495,8.5,32.3,44.6,14.6
E00078496,41.6,44.6,11.9,2
E00078497,6.3,46.8,32.4,14.4
E00078498,19.8,35.3,35.3,9.5
E00078499,26.8,41.1,22.3,9.8
E00078500,3.3,28.1,41.8,26.8
E00078501,3.6,30.4,47.3,18.8
E00078502,5.4,37.8,44.1,12.6
E00078503,11.4,39.5,36,13.2
E00078504,15.7,41.2,34,9.2
E00078505,4.7,37.5,49.2,8.6
E00078506,9.3,45.8,36.4,8.5
E00078507,8.2,32.7,32.7,26.5
E00112876,9.9,32.7,37.6,19.8
E00112877,11.9,47.4,27.4,13.3
E00112878,13.3,60.1,22.5,4
E00112879,3.3,32.4,42.4,21.9
E00112880,5.1,30.5,30.5,33.9
E00112881,5.2,36.2,39.7,19
E00112882,27.7,49.2,20,3.1
E00112883,10.3,42.7,34.2,12.8
E00112884,9.5,46.4,31.8,12.3
E00112885,3.4,32.8,51.7,12.1
E00112886,7.3,34.1,43.1,15.4
E00112913,11.7,45.7,30.9,11.7
E00112915,6.3,31.7,40.8,21.1
E00112918,4.4,25.7,44.2,25.7
E00146242,2.9,24.5,39.2,33.3
E00146255,5.4,32.4,43.2,18.9
E00146256,5.8,39.1,31.9,23.2
E00146258,25.7,45.5,24.8,4
E00146259,18.5,43,28.1,10.4
E00146261,7,39.8,41.4,11.7
E00146262,9.5,33.3,37.3,19.8
E00146263,36.3,37.2,20.4,6.2
E00146264,19,54.5,20.7,5.8
E00146265,15.5,57.4,22.5,4.7
E00146266,20.3,52.4,20.3,7
E00146267,18,41.8,33.6,6.6
E00146269,17.7,56.3,20.3,5.7
E00146270,17.4,50.4,19.8,12.4
E00146271,5.1,32.8,44.5,17.5
E00146272,6.1,39.5,38.1,16.3
E00146273,23.2,45.5,20.2,11.1
E00146274,16.5,40.2,30.7,12.6
E00146275,11.3,34.7,37.9,16.1
E00146276,9.7,32.1,43.3,14.9
E00146277,6.4,33.6,43.6,16.4
E00146278,10.9,52.7,29.5,7
E00146279,6,26.9,41.8,25.4
E00146318,3.9,26.1,48.4,21.6
E00146319,7.2,29.9,46.4,16.5
E00146361,4.5,33.8,41.4,20.3
E00146362,7.3,30.9,40.6,21.2
E00146363,7.5,35.3,37.6,19.5
E00146364,4.2,38.3,39.2,18.3
E00146366,4.4,32.8,48.5,14.4
E00146368,1,29.4,39.2,30.4
E00146369,4.1,28.3,44.8,22.8
E00146370,3.5,26.8,49.3,20.4
E00146371,9,35.9,34.6,20.5
E00146372,0,30.2,39.6,30.2
E00146373,3.4,31.5,43.8,21.2
E00146374,2.1,24,52.1,21.9
E00146375,6,25.6,46.2,22.2
E00146376,5.7,26.7,39,28.6
E00146425,4.9,40.7,39.5,14.8
E00146426,2.9,23.5,44.1,29.4
E00146427,4.6,41.1,38.1,16.2
E00146428,15.3,46.6,23.7,14.5
E00146429,5.3,35.8,42.1,16.8
E00146430,7.5,35.1,43.3,14.2
E00146431,4.7,42.7,41.3,11.3
E00146432,8.6,35,38,18.4
E00146490,4.2,27.4,41.1,27.4
E00146491,5,37,31,27
E00146492,7.9,32.6,32.6,26.8
E00146493,5.7,22.7,37.5,34.1
E00146494,10.2,28.6,42.9,18.4
E00146495,5.9,34.2,29.6,30.3
E00146503,11,29.1,35.4,24.4
E00146504,7.7,42.3,34.6,15.4
E00146506,16.8,42,32.8,8.4
E00146507,15.8,30.1,43.8,10.3
E00146508,5.7,31.7,35.8,26.8
E00146509,6.6,36.9,41.8,14.8
E00146510,5.6,43.7,36.5,14.3
E00146511,8.3,47.4,29.3,15
E00146512,8,29.2,40.7,22.1
E00146513,4.2,39,33.9,22.9
E00146514,9.1,39.4,35.6,15.9
E00146515,2.5,29.4,47.1,21
E00146516,3.4,39.3,38.5,18.8
E00146517,11.7,31.7,34.2,22.5
E00146519,7.1,35.4,48,9.4
E00146520,4.2,29.2,35.4,31.3
E00146521,3.1,46.9,38.3,11.7
E00146522,3.3,34.4,39.3,23
E00146523,16.5,47,27.8,8.7
E00146524,12.4,48.8,31.8,7
E00146525,21.4,48.7,23.9,6
E00146526,8.2,33.6,39.1,19.1
E00146527,20.5,48.2,22.3,8.9
E00146529,13.6,39.4,30.3,16.7
E00146530,6.7,34.8,43,15.6
E00146533,10.1,50.7,27.5,11.6
E00146535,8.6,38.4,40.4,12.6
E00146536,6.3,28.6,55.6,9.5
E00146537,18.9,39.4,31.5,10.2
E00146538,11.7,45,33.3,9.9
E00146540,9.5,38.1,38.1,14.3
E00146541,23.2,45.7,25.4,5.8
E00146543,15.5,45.5,31.8,7.3
E00146544,7.3,47.2,37.4,8.1
E00146545,8,35.8,38.1,18.2
E00146546,14.1,43,28.9,14.1
E00146547,0.9,30.9,61.8,6.4
E00146548,0.8,42.4,52,4.8
E00146549,29,36.3,23.4,11.3
E00146550,18.2,40,31.5,10.3
E00146551,12.6,48.8,29.1,9.4
E00146552,12.2,26,46.3,15.4
E00146553,7.2,26.2,47.2,19.5
E00146554,8.3,41.4,37.6,12.8
E00146555,16.9,39.3,29.2,14.6
E00146556,13.4,39.6,28.3,18.7
E00146558,8.2,46.7,37.7,7.4
E00146559,25.2,38.9,29.8,6.1
E00146560,11.6,38.8,35.7,14
E00146561,10.9,42.2,32,14.8
E00146562,13.3,31.7,42.5,12.5
E00146563,15.8,40.4,36.8,7
E00146564,15.2,31.2,36,17.6
E00146566,4.7,35.9,43.8,15.6
E00146610,9.2,46.1,33.3,11.4
E00146611,4.2,25,42.5,28.3
E00146612,6.1,39,41.5,13.4
E00146613,7.5,35.1,32.8,24.6
E00146614,8.7,38.1,34.9,18.3
E00146615,12.5,32.8,39.1,15.6
E00146616,6.6,32.8,45.9,14.8
E00146634,5.6,24.6,41.5,28.2
E00146637,5.6,37,35.8,21.6
E00146648,5.3,32,42.7,20
E00146649,8.8,36.8,38.5,15.9
E00146650,1.1,36.3,37.4,25.3
E00146651,1.9,36.9,35.9,25.2
E00146652,4.6,24.8,44,26.6
E00146653,5.4,28.6,42.9,23.1
E00146655,10.7,30.3,41,18
E00146656,4.1,33.1,34.9,27.8
E00146657,9,31.3,43.3,16.4
E00146658,10.9,44.5,31.4,13.1
E00146659,6.6,39.3,29.5,24.6
E00146660,4.4,26.5,32.7,36.3
E00146684,9.5,23,44.4,23
