areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00078251,12.7,22.4,50,14.9
E00078479,13.5,18.2,54.1,14.2
E00078480,10.2,15.3,67.3,7.1
E00078481,6.6,16.3,64.8,12.2
E00078482,8.4,25.3,59,7.2
E00078483,9.9,21.1,57.9,11.1
E00078484,8.8,20.1,63.4,7.7
E00078485,6.3,20.8,64.6,8.3
E00078486,11.8,18.8,57.2,12.2
E00078487,8.7,25.2,57.3,8.7
E00078488,7.3,19.4,66.9,6.5
E00078489,7.8,20.7,66.4,5.2
E00078490,12,18.8,52.1,17.1
E00078491,7.9,20.6,63,8.5
E00078492,9.9,21.1,60.6,8.5
E00078493,13.6,18.6,57.6,10.2
E00078494,6.5,17.4,65.8,10.3
E00078495,11.9,21.5,54.1,12.6
E00078496,4,12,68,16
E00078497,4.7,15.3,69.3,10.7
E00078498,8.7,20.5,59.8,11
E00078499,11.4,13.6,65.5,9.5
E00078500,10.7,16,56.1,17.2
E00078501,13.5,18.2,60.1,8.1
E00078502,9.8,11.4,65.9,12.9
E00078503,7.8,15.6,72.7,3.9
E00078504,7,17.3,69.2,6.5
E00078505,7.2,18.7,64.5,9.6
E00078506,6.7,24.8,63.8,4.8
E00078507,15.8,12.3,63.2,8.8
E00112876,9.3,21.3,58.7,10.7
E00112877,11.1,19,62.7,7.1
E00112878,12.6,27.6,47.1,12.6
E00112879,12,16.7,55.8,15.5
E00112880,17.1,26.8,30.5,25.6
E00112881,10.3,20.6,50.5,18.7
E00112882,14,19.8,57,9.3
E00112883,9.9,19.8,56.8,13.5
E00112884,11.5,20.6,49.3,18.7
E00112885,7.3,23.3,57.3,12
E00112886,8.7,23.6,55.9,11.8
E00112913,15.1,22.6,44.1,18.3
E00112915,19.3,18.1,42.8,19.9
E00112918,18.6,17.1,48.1,16.3
E00146242,18.8,13.5,49.6,18
E00146255,12.4,14.4,58.8,14.4
E00146256,12.3,12.3,65.8,9.6
E00146258,11.4,25,60.2,3.4
E00146259,10.8,13.4,63.1,12.7
E00146261,8.8,17.7,63.9,9.5
E00146262,6.9,19.6,64.6,9
E00146263,7.7,24,60.6,7.7
E00146264,8.4,14.3,66.4,10.9
E00146265,6.3,12.5,70.8,10.4
E00146266,7.9,18,67.4,6.7
E00146267,14.1,18,60.9,7
E00146269,10.3,20.6,60,9.1
E00146270,11.8,21.8,56.4,10
E00146271,8.6,18.6,62.9,10
E00146272,9.2,15.7,64.7,10.5
E00146273,14.8,14.8,57.4,13
E00146274,15.7,20.9,55.7,7.8
E00146275,8.7,18.6,64.6,8.1
E00146276,9,18.5,64.5,8
E00146277,7,14.7,66.4,11.9
E00146278,6.1,10.3,68.5,15.2
E00146279,7,16.3,57,19.8
E00146318,9,12.4,62.7,15.8
E00146319,13.5,17.7,50,18.8
E00146361,16.6,13.9,61.6,7.9
E00146362,8.7,17.4,59.8,14.1
E00146363,10.7,18.3,60.4,10.7
E00146364,7.6,17.2,66.2,9
E00146366,7.1,20.4,61.6,10.8
E00146368,15.2,19.7,50,15.2
E00146369,13.1,17.1,55.4,14.3
E00146370,13.7,19.9,48.6,17.8
E00146371,12,13.3,61.3,13.3
E00146372,9.9,18.5,54.3,17.3
E00146373,14.1,20.8,51,14.1
E00146374,11.2,24,47.2,17.6
E00146375,8.6,21,53.7,16.7
E00146376,21.6,17.1,40.5,20.7
E00146425,10.3,11.3,68,10.3
