areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00001687,93.9,0,6.1
E00001939,95.3,0.3,4.4
E00001941,93,2.4,4.6
E00001955,90.7,2.3,7
E00001969,91.5,2.5,6
E00001971,95,0.8,4.1
E00002019,82.7,4.6,12.7
E00002022,77.3,5.1,17.6
E00007839,76.5,6.4,17.1
E00007840,74.4,8.5,17.1
E00007841,76.9,5.3,17.8
E00007842,73,3.1,23.9
E00007843,77.5,4.9,17.6
E00007844,76.7,7.7,15.7
E00007845,84.4,6.7,8.9
E00007846,75.6,6.2,18.2
E00007847,84.3,8.1,7.6
E00007848,78.5,5.3,16.2
E00007849,82.7,2.3,15
E00007850,77.6,3.7,18.7
E00007851,84.4,4.3,11.3
E00007852,88,1.6,10.4
E00007853,73.6,8.1,18.3
E00007854,77.2,8.3,14.5
E00007855,79.9,5.3,14.8
E00007856,80.8,5,14.2
E00007857,82.9,4.2,12.9
E00007858,71.7,5.8,22.5
E00007859,74.1,7.8,18.1
E00007860,77.3,10.1,12.6
E00007861,77.6,7.3,15.1
E00007862,82.7,5.4,11.9
E00007863,77.2,8.5,14.3
E00007865,72.3,6.3,21.4
E00007866,81.5,6.1,12.4
E00007867,83.1,2.8,14.1
E00007869,75.9,6.9,17.1
E00007870,83.8,1.9,14.3
E00007871,77.9,5.9,16.3
E00007872,70.4,9.1,20.5
E00007873,62.4,9.6,27.9
E00007874,86.8,3.9,9.3
E00007875,83.7,5.4,10.9
E00007876,84.9,5.5,9.6
E00007877,84.3,3.4,12.3
E00007878,73.8,3.5,22.7
E00007879,80.2,3.7,16
E00007880,78.3,3.2,18.5
E00007881,84,3.8,12.2
E00007882,71.9,6.6,21.5
E00007883,81.6,3.8,14.6
E00007884,75.8,6.1,18.1
E00007885,79.9,5.8,14.3
E00007886,78.5,3.7,17.8
E00007887,77.2,2.2,20.6
E00007888,73,7,20.1
E00007889,73.4,3.4,23.2
E00007890,74.2,4.2,21.6
E00007891,85.6,0.7,13.8
E00007892,71.6,6.2,22.1
E00007893,66.2,5.6,28.2
E00007894,71.9,4.6,23.5
E00007895,80.7,8.8,10.6
E00007896,72.2,1.1,26.6
E00007897,79.1,4.8,16.1
E00007898,75.4,3.6,21
E00007899,77.7,4.6,17.6
E00007900,71.9,5.3,22.8
E00007901,76.2,7.5,16.3
E00007902,78.2,3.6,18.2
E00007903,78.5,6.6,14.9
E00007904,78.7,4.1,17.2
E00007905,74,4.3,21.7
E00007906,73.6,7.8,18.7
E00007907,74.6,6.1,19.3
E00007908,73.5,4.4,22.1
E00007909,75.4,7.9,16.7
E00007910,78.2,4.5,17.3
E00007912,62.6,11.7,25.8
E00007913,68.9,7.3,23.8
E00007914,83.2,6.9,9.8
E00007915,78.7,4.8,16.5
E00007916,81.3,3.9,14.8
E00007917,77.4,3.6,19
E00007918,80.9,2.8,16.3
E00007919,85.4,3.7,10.9
E00007920,77.5,6.4,16.1
