areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00001687,88.2,10.9,0.3,0.6,0
E00001939,88.6,9.3,1.7,0.3,0
E00001941,84.4,12.6,1.6,0.5,0.8
E00001955,80.8,12.5,4.7,0.6,1.5
E00001969,80.2,18.6,0.6,0,0.6
E00001971,87.3,11.6,0.6,0.3,0.3
E00002019,72,19.3,5.5,2.6,0.6
E00002022,71.5,14.6,4.4,4.4,5.1
E00007839,70.2,14.5,11.1,3.8,0.4
E00007840,68.5,16.3,9.3,4.7,1.2
E00007841,66.9,21.5,3.5,5.2,2.9
E00007842,66.2,16.4,9.3,4.4,3.6
E00007843,70.1,19.4,5.6,3.2,1.8
E00007844,72.7,13.1,6.4,4.7,3
E00007845,79.8,12.4,6,1.1,0.7
E00007846,71.5,15.8,4.8,6.1,1.8
E00007847,73.7,15.7,5.5,2.5,2.5
E00007848,74.1,18.8,2.6,2.3,2.3
E00007849,68.4,21,3.7,3.3,3.7
E00007850,72.1,13.3,7.9,5,1.7
E00007851,76.3,17.4,2.3,1.6,2.3
E00007852,82.3,11.7,3.5,2.2,0.3
E00007853,64.2,25.9,2.8,3,4.1
E00007854,74.3,15.2,6.3,2.1,2.1
E00007855,66,23.8,5.3,1.5,3.4
E00007856,71,21.4,2.3,3.4,1.9
E00007857,74.9,14.1,4.2,3.4,3.4
E00007858,61.3,22.7,6.6,6.3,3.1
E00007859,67.5,18.6,6.9,6.9,0
E00007860,72.2,20.6,4.7,2.2,0.4
E00007861,74.9,17.7,2,1,4.4
E00007862,78,15.8,2.1,2.1,2.1
E00007863,69.8,14.8,9,5.3,1.1
E00007865,70.2,21,6.3,1.1,1.5
E00007866,74.3,17.1,2.5,2.9,3.2
E00007867,78.9,7.5,5.2,2.8,5.6
E00007869,76.2,15.9,3.7,3.3,0.9
E00007870,73,16.2,6.6,3.9,0.4
E00007871,72.4,17.2,3.8,3.8,2.8
E00007872,69.4,17.2,5.4,4,4
E00007873,63.6,14.6,10.6,7.6,3.5
E00007874,74.6,21,2.4,2,0
E00007875,76.3,13.8,6.3,2.7,0.9
E00007876,74.8,20.4,2.6,1.9,0.4
E00007877,72,20.3,3.4,1.5,2.7
E00007878,60.4,15.6,12.1,9,2.9
E00007879,77.7,13.6,3.3,3.3,2.2
E00007880,63.9,20.3,8.2,3.2,4.4
E00007881,76.5,15.7,3.8,3.8,0.3
E00007882,70.4,16.3,7.4,2.3,3.5
E00007883,75.9,14.3,5.1,4.6,0
E00007884,70,19.8,6.5,2.7,1
E00007885,75.4,17.1,4.1,1.4,2
E00007886,72.5,15.6,5.2,5.2,1.4
E00007887,72,14.5,6.5,4,3.1
E00007888,67.8,16.3,6.5,4.5,4.9
E00007889,62.4,21.4,6.4,7.5,2.3
E00007890,59.7,26.1,4.5,2.9,6.8
E00007891,76.4,17.5,3.7,1.5,0.9
E00007892,66.2,16.6,9,6.6,1.7
E00007893,54.1,23.6,10.8,4.9,6.6
E00007894,67.1,16.4,8.2,4.3,3.9
E00007895,71,23.6,2.1,2.6,0.8
E00007896,51.9,32.7,10.2,2.6,2.6
E00007897,68.8,20.3,6.2,3.6,1.1
E00007898,66.1,21.8,7.1,3.6,1.4
E00007899,71.4,17.4,5,3.7,2.5
E00007900,61.8,27.9,3.7,1.9,4.8
E00007901,61.7,23.5,8.7,4.3,1.7
E00007902,70.5,17.4,6.3,2.2,3.6
E00007903,63.9,25.1,5.8,3.3,1.9
E00007904,71.3,19.9,4.1,1.9,2.8
E00007905,60.7,20.4,9,6.2,3.7
E00007906,58.8,28.8,6.3,3.5,2.6
E00007907,72.1,17.8,3.9,2.8,3.3
E00007908,66.2,19.4,7.4,4.7,2.4
E00007909,68.5,17.7,10,2.5,1.4
E00007910,76.3,13.8,6.7,1.9,1.3
E00007912,67.2,17.2,7.1,6.1,2.5
E00007913,64.6,21,6.2,6.2,2.1
E00007914,76.2,16.8,3.5,1.7,1.7
E00007915,57.8,30.2,5.8,5.3,1
E00007916,65,28.1,3.9,1.8,1.2
