areacd,in_full_time_education-001,in_full_time_education-002
E00001687,17.4,82.6
E00001939,19,81
E00001941,20.1,79.9
E00001955,19.1,80.9
E00001969,17.7,82.3
E00001971,19.4,80.6
E00002019,18.9,81.1
E00002022,19.8,80.2
E00007839,15.2,84.8
E00007840,20.2,79.8
E00007841,9.1,90.9
E00007842,9,91
E00007843,16.1,83.9
E00007844,14,86
E00007845,20.7,79.3
E00007846,11.3,88.7
E00007847,21.1,78.9
E00007848,17.3,82.7
E00007849,22.9,77.1
E00007850,15.3,84.7
E00007851,20,80
E00007852,14.3,85.7
E00007853,26.3,73.7
E00007854,6,94
E00007855,32.8,67.2
E00007856,17.4,82.6
E00007857,13.7,86.3
E00007858,13.8,86.2
E00007859,23.3,76.7
E00007860,15.9,84.1
E00007861,29.5,70.5
E00007862,20.9,79.1
E00007863,17.7,82.3
E00007865,21.7,78.3
E00007866,22.2,77.8
E00007867,28.5,71.5
E00007869,26.1,73.9
E00007870,23.1,76.9
E00007871,17,83
E00007872,23.8,76.2
E00007873,8.5,91.5
E00007874,10.7,89.3
E00007875,13.7,86.3
E00007876,22.5,77.5
E00007877,19,81
E00007878,18.3,81.7
E00007879,12.8,87.2
E00007880,21.2,78.8
E00007881,17.1,82.9
E00007882,14.8,85.2
E00007883,12.4,87.6
E00007884,15.6,84.4
E00007885,20.5,79.5
E00007886,9.7,90.3
E00007887,19.2,80.8
E00007888,15.4,84.6
E00007889,18.5,81.5
E00007890,20,80
E00007891,22.3,77.8
E00007892,18.2,81.8
E00007893,19.5,80.5
E00007894,16.6,83.4
E00007895,26.6,73.4
E00007896,26.1,73.9
E00007897,14.9,85.1
E00007898,17.9,82.1
E00007899,16.7,83.3
E00007900,25.2,74.8
E00007901,18.2,81.8
E00007902,14.6,85.4
E00007903,25.8,74.2
E00007904,18.9,81.1
E00007905,20.7,79.3
E00007906,24.8,75.2
E00007907,17.8,82.2
E00007908,18.2,81.8
E00007909,20.7,79.3
E00007910,17.3,82.7
E00007912,20.6,79.4
E00007913,11.8,88.2
E00007914,23,77
E00007915,37.6,62.4
E00007916,32.1,67.9
E00007917,25.4,74.6
E00007918,34.2,65.8
E00007919,28.1,71.9
E00007920,14.1,85.9
E00007921,19,81
E00007922,14.5,85.5
E00007923,37.6,62.4
E00007924,19.8,80.2
E00007925,40.6,59.4
E00007926,15.5,84.5
E00007927,25,75
E00007928,23,77
E00007929,27.7,72.3
E00007930,21.6,78.4
E00007931,20,80
E00007975,14.6,85.4
E00007976,15.1,84.9
E00007977,18.4,81.6
E00007978,22.7,77.3
E00007979,19.9,80.1
E00007980,27.3,72.7
E00007981,22,78
E00007982,16.1,83.9
E00007983,22.7,77.3
E00007984,22.2,77.8
E00007985,18.3,81.7
E00007986,21.5,78.5
E00007993,20.7,79.3
E00007994,19.8,80.2
E00007995,21.3,78.7
E00007996,14.7,85.3
E00007997,24.3,75.7
E00007998,23.9,76.1
E00007999,20.9,79.1
E00008000,21.5,78.5
E00008001,17.5,82.5
E00008002,16.1,83.9
E00008003,17.4,82.6
E00008004,20.5,79.5
E00008005,22.2,77.8
E00008006,21.4,78.6
E00008007,17.3,82.7
E00008008,16.7,83.3
E00008009,20.9,79.1
E00008010,20.9,79.1
E00008011,9.3,90.7
E00008012,19.8,80.2
E00008013,17.4,82.6
E00008014,18.8,81.2
E00008015,21.1,78.9
E00008050,16.5,83.5
E00008052,21.3,78.7
E00008059,24.2,75.8
E00008064,26.3,73.7
E00008068,26.6,73.4
E00008071,25.9,74.1
E00008072,24.8,75.2
E00008074,25.1,74.9
E00008078,26.2,73.8
E00008079,33.3,66.7
E00008080,23.5,76.5
E00008082,26.8,73.2
E00008083,31.7,68.3
E00008084,21.4,78.6
E00008085,15.6,84.4
E00008086,23.3,76.7
E00008090,12,88
E00008093,12.2,87.8
E00008094,26.9,73.1
E00008095,16.5,83.5
E00008096,23,77
E00008097,20.1,79.9
E00008099,17,83
E00008100,23.8,76.2
E00008103,23.6,76.4
E00008104,21,79
E00008105,25.2,74.8
E00008107,18.2,81.8
E00008108,23.4,76.6
E00008109,22.3,77.7
E00008110,22.1,77.9
E00008111,31.4,68.6
E00008112,22,78
E00008113,25.6,74.4
E00008114,18.5,81.5
E00008115,24.9,75.1
E00008116,22.8,77.2
E00008117,18.9,81.1
E00008118,21.2,78.8
E00008119,26.2,73.8
E00008120,25.7,74.3
E00008121,22.1,77.9
E00008122,18.2,81.8
E00008124,22,78
E00008125,21.9,78.1
E00008126,14.1,85.9
E00008127,23.8,76.2
E00008129,26.4,73.6
E00008130,19.8,80.2
E00008132,22,78
E00008133,21.9,78.1
E00008134,15.4,84.6
E00008135,21.8,78.2
E00008138,19.4,80.6
E00008139,31.4,68.6
E00008140,19.7,80.3
E00008141,27.5,72.5
E00008142,20.1,79.9
E00008143,30.6,69.4
E00008144,33.6,66.4
E00008145,30.1,69.9
E00008146,22.6,77.4
E00008191,21.8,78.2
E00008192,21.8,78.2
E00008193,24.7,75.3
E00008194,24.6,75.4
E00008195,21.2,78.8
E00008196,25.8,74.2
E00008197,24.3,75.7
E00008198,18.4,81.6
E00008199,10.9,89.1
E00008200,17.1,82.9
E00008201,19.9,80.1
E00008202,21,79
E00008203,22.4,77.6
E00008204,19,81
E00008205,22,78
