areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00001687,51.8,48.2
E00001939,53.6,46.4
E00001941,51.2,48.8
E00001955,60.3,39.7
E00001969,57.5,42.5
E00001971,60,40
E00002019,54.5,45.5
E00002022,50.5,49.5
E00007839,39.3,60.7
E00007840,45.3,54.7
E00007841,26.5,73.5
E00007842,29.6,70.4
E00007843,44.2,55.8
E00007844,48.6,51.4
E00007845,53,47
E00007846,39.7,60.3
E00007847,64,36
E00007848,39.9,60.1
E00007849,37.2,62.8
E00007850,51.2,48.8
E00007851,52.7,47.3
E00007852,47.4,52.6
E00007853,46.3,53.7
E00007854,47.1,52.9
E00007855,24.9,75.1
E00007856,48.8,51.2
E00007857,43.7,56.3
E00007858,37.6,62.4
E00007859,37,63
E00007860,45,55
E00007861,55.9,44.1
E00007862,55.6,44.4
E00007863,40.8,59.2
E00007865,37,63
E00007866,60.7,39.3
E00007867,42.6,57.4
E00007869,39.1,60.9
E00007870,44.5,55.5
E00007871,46.3,53.7
E00007872,47.8,52.2
E00007873,33.9,66.1
E00007874,31.5,68.5
E00007875,40.5,59.5
E00007876,31.1,68.9
E00007877,29.7,70.3
E00007878,39.8,60.2
E00007879,29.6,70.4
E00007880,38.5,61.5
E00007881,37.7,62.3
E00007882,47.9,52.1
E00007883,38.8,61.2
E00007884,47.6,52.4
E00007885,34.4,65.6
E00007886,31.8,68.2
E00007887,53.3,46.7
E00007888,44.4,55.6
E00007889,39.5,60.5
E00007890,37.9,62.1
E00007891,20.6,79.4
E00007892,34.9,65.1
E00007893,32,68
E00007894,45,55
E00007895,38.4,61.6
E00007896,34.4,65.6
E00007897,34.9,65.1
E00007898,24.8,75.2
E00007899,35.8,64.2
E00007900,52.1,47.9
E00007901,34.7,65.3
E00007902,43.7,56.3
E00007903,31.5,68.5
E00007904,28.9,71.1
E00007905,33.1,66.9
E00007906,37.9,62.1
E00007907,51.1,48.9
E00007908,43.9,56.1
E00007909,33,67
E00007910,47.1,52.9
E00007912,51,49
E00007913,12.9,87.1
E00007914,61,39
E00007915,31.5,68.5
E00007916,29.6,70.4
E00007917,38.5,61.5
E00007918,33.2,66.8
E00007919,41,59
E00007920,40.3,59.7
E00007921,50.8,49.2
E00007922,36,64
E00007923,32.1,67.9
E00007924,46.2,53.8
E00007925,29.4,70.6
E00007926,32.5,67.5
E00007927,41.7,58.3
E00007928,34.1,65.9
E00007929,33.8,66.2
E00007930,44.6,55.4
E00007931,29.8,70.2
E00007975,56,44
E00007976,46.5,53.5
E00007977,56,44
E00007978,51.1,48.9
E00007979,38.7,61.3
E00007980,56.3,43.7
E00007981,52.5,47.5
E00007982,46.6,53.4
E00007983,62.8,37.2
E00007984,43.7,56.3
E00007985,63.4,36.6
E00007986,61.9,38.1
E00007993,52.5,47.5
E00007994,36.2,63.8
E00007995,48.4,51.6
E00007996,36.8,63.2
E00007997,31.9,68.1
E00007998,37.9,62.1
E00007999,54.7,45.3
E00008000,58,42
E00008001,50.6,49.4
E00008002,39,61
E00008003,43.6,56.4
E00008004,59.5,40.5
E00008005,57.1,42.9
E00008006,35.9,64.1
E00008007,47.8,52.2
E00008008,53.4,46.6
E00008009,53.2,46.8
E00008010,49.2,50.8
E00008011,31.5,68.5
E00008012,50.2,49.8
E00008013,55.8,44.2
E00008014,52.6,47.4
E00008015,59.2,40.8
E00008050,55.2,44.8
E00008052,55.6,44.4
E00008059,41,59
E00008064,41,59
E00008068,39.2,60.8
E00008071,43.8,56.2
E00008072,30.1,69.9
E00008074,38.8,61.2
E00008078,39.6,60.4
E00008079,36.4,63.6
E00008080,45.2,54.8
E00008082,41.1,58.9
E00008083,39.6,60.4
E00008084,40.4,59.6
E00008085,31.9,68.1
E00008086,38.9,61.1
E00008090,30.5,69.5
E00008093,45.1,54.9
E00008094,33.2,66.8
E00008095,39.8,60.2
E00008096,42.4,57.6
E00008097,42.2,57.8
E00008099,41.1,58.9
E00008100,38.3,61.7
E00008103,31.2,68.8
E00008104,38.9,61.1
E00008105,31,69
E00008107,35.2,64.8
E00008108,48.8,51.2
E00008109,26.7,73.3
E00008110,38.4,61.6
E00008111,26.7,73.3
E00008112,31.8,68.2
E00008113,32.5,67.5
E00008114,43,57
E00008115,48.6,51.4
E00008116,43.9,56.1
E00008117,45.7,54.3
E00008118,42,58
E00008119,31.6,68.4
E00008120,38.6,61.4
E00008121,33.4,66.6
E00008122,53.9,46.1
E00008124,44.3,55.7
E00008125,31.2,68.8
E00008126,32.6,67.4
E00008127,28.9,71.1
E00008129,32.5,67.5
E00008130,39.5,60.5
E00008132,26,74
E00008133,37.8,62.2
E00008134,24.7,75.3
E00008135,40.6,59.4
E00008138,33.5,66.5
E00008139,31.4,68.6
E00008140,37.6,62.4
E00008141,32.6,67.4
E00008142,37,63
E00008143,32.8,67.2
E00008144,21.1,78.9
E00008145,31.8,68.2
E00008146,34.8,65.2
E00008191,36.3,63.8
E00008192,51,49
E00008193,52.4,47.6
E00008194,36.8,63.2
E00008195,46.9,53.1
E00008196,46.6,53.4
E00008197,38.4,61.6
E00008198,30.8,69.2
E00008199,36.8,63.2
E00008200,45.5,54.5
E00008201,47,53
E00008202,51.1,48.9
E00008203,47.1,52.9
E00008204,27.8,72.2
E00008205,40.7,59.3
E00008206,41.4,58.6
E00008207,31.2,68.8
E00008208,49.8,50.2
E00008209,37.1,62.9
E00008210,38.2,61.8
E00008211,23.4,76.6
E00008212,38.7,61.3
E00008213,47.1,52.9
E00008214,47.7,52.3
E00008215,34.2,65.8
E00008216,33.5,66.5
E00008217,39.7,60.3
E00008219,35,65
E00008220,37.4,62.6
E00008221,46.6,53.4
E00008222,29.6,70.4
E00008223,43.6,56.4
E00008225,35.2,64.8
E00008226,49.8,50.2
E00008228,35.5,64.5
E00008229,51.1,48.9
E00008230,38.3,61.7
E00008231,45.9,54.1
E00008232,44.4,55.6
E00008233,29.6,70.4
E00008259,50.6,49.4
E00008260,56.3,43.7
E00008261,39.3,60.7
E00008262,34.1,65.9
E00008263,17.8,82.2
E00008264,66.8,33.2
E00008265,43.6,56.4
E00008266,39.5,60.5
E00008267,49.7,50.3
E00008268,52.6,47.4
E00008269,31.8,68.2
E00008270,22.9,77.1
E00008271,43.2,56.8
E00008273,37.4,62.6
E00008277,43.1,56.9
E00008279,33.3,66.7
E00008280,37.7,62.3
E00008282,41.5,58.5
E00008283,23.3,76.7
E00008284,22.1,77.9
E00008285,33.1,66.9
E00008287,31.5,68.5
E00008288,19.4,80.6
E00008290,40.7,59.3
E00008291,29.7,70.3
E00008293,29.4,70.6
E00008294,32.6,67.4
E00008296,36.8,63.2
E00008297,32.3,67.7
E00008298,46.8,53.2
E00008299,36.8,63.2
E00008300,20.7,79.3
E00008301,12.4,87.6
E00008303,51.9,48.1
E00008304,42.7,57.3
E00008306,35.2,64.8
E00008307,40.1,59.9
E00008310,26.8,73.2
E00008311,30.5,69.5
E00008312,28.6,71.4
E00008313,35.1,64.9
E00008314,31.5,68.5
E00008340,52.9,47.1
E00008361,39.9,60.1
E00008362,39.4,60.6
E00008364,25.6,74.4
E00008365,49.2,50.8
E00008366,53.1,46.9
E00008367,41.6,58.4
E00008368,42.9,57.1
E00008369,40.8,59.2
E00008370,43.2,56.8
E00008371,48.5,51.5
E00008373,34.6,65.4
E00008375,36.1,63.9
E00008376,38.1,61.9
E00008377,43.4,56.6
E00008379,44.9,55.1
E00008382,41.7,58.3
E00008383,48.1,51.9
E00008384,50.6,49.4
E00008386,38.5,61.5
E00008387,39.4,60.6
E00008388,45.5,54.5
E00008389,29.3,70.7
E00008391,45.4,54.6
E00008393,56.9,43.1
E00008394,49.8,50.2
E00008395,45.8,54.2
E00008396,50.5,49.5
E00008397,53,47
E00008398,36.9,63.1
E00008399,43.6,56.4
E00008400,37,63
E00008401,48.1,51.9
E00008402,44.5,55.5
E00008403,34.1,65.9
E00008406,15.8,84.2
E00008423,48,52
E00008425,36.4,63.6
E00008426,35.8,64.2
E00008427,22.2,77.8
E00008444,30,70
E00008445,38.9,61.1
E00008446,31.4,68.6
E00008448,44,56
E00008451,37.6,62.4
E00008452,28.4,71.6
E00008453,36.6,63.4
E00008454,41.8,58.2
E00008456,32.5,67.5
E00008457,54.3,45.7
E00008458,26.6,73.4
E00008459,38,62
E00008460,31,69
E00008461,20.4,79.6
E00008463,22.4,77.6
E00008464,31.6,68.4
E00008465,39.6,60.4
E00008466,26.9,73.1
E00008467,28.9,71.1
E00008468,35.7,64.3
E00008469,33.2,66.8
E00008470,27.1,72.9
E00008471,26.6,73.4
E00008472,39.4,60.6
E00008473,41,59
E00008474,29.7,70.3
E00008475,23,77
E00008476,32.7,67.3
E00008477,31.2,68.8
E00008478,49,51
E00008479,31,69
E00008480,34.7,65.3
E00008481,31.4,68.6
E00008482,32.6,67.4
E00008483,36.7,63.3
E00008484,34.2,65.8
E00008485,33.7,66.3
E00008486,33.8,66.2
E00008487,31,69
E00008488,25.4,74.6
E00008489,32.8,67.2
E00008490,63.6,36.4
E00008491,32.8,67.2
E00008492,28.9,71.1
E00008493,25.2,74.8
E00008494,32,68
E00008495,31.7,68.3
E00008497,20.1,79.9
E00008498,34.9,65.1
E00008499,28.6,71.4
E00008500,32.6,67.4
E00008501,32.8,67.2
E00008502,38.6,61.4
E00008503,33.5,66.5
E00008505,28.6,71.4
E00008507,26.6,73.4
E00008508,33.1,66.9
E00008509,35.3,64.7
E00008510,31.8,68.2
E00008513,29.1,70.9
E00008514,27.4,72.6
E00008516,29.9,70.1
E00008517,28.2,71.8
E00008518,41.6,58.4
E00008519,36.9,63.1
E00008520,35.4,64.6
E00008521,39.8,60.2
E00008522,43,57
E00008524,23.1,76.9
E00008525,28.7,71.3
E00008527,42.6,57.4
E00008528,29.8,70.2
E00008529,39.5,60.5
E00008530,35.6,64.4
E00008531,35.6,64.4
E00008532,26.8,73.2
E00008533,36.1,63.9
E00008534,46.7,53.3
E00008535,50.5,49.5
E00008536,49.2,50.8
E00016160,61.6,38.4
E00016161,33,67
E00016166,34,66
E00016167,46.4,53.6
E00016171,24.7,75.3
E00016173,37.9,62.1
E00016174,47.3,52.7
E00016178,25.2,74.8
E00016179,28.3,71.7
E00016180,34.9,65.1
E00016183,30.9,69.1
E00016185,47.9,52.1
E00016187,45.5,54.5
E00016188,32.3,67.7
E00016189,50.6,49.4
E00016190,25.1,74.9
E00016191,45.6,54.4
E00016192,31.8,68.2
E00016195,44.2,55.8
E00016196,29.2,70.8
