areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00090859,7.6,24.8,67.5
E00090860,2.4,24.7,72.9
E00090865,10.9,20,69.1
E00090885,3.1,23.1,73.8
E00090887,1.9,17,81.1
E00090889,5,34.7,60.4
E00090890,3.9,21.4,74.7
E00090891,4.7,30.2,65.1
E00090895,3.2,27.2,69.6
E00090896,5.5,21.5,73
E00090897,2.7,29,68.3
E00090898,1.4,29.5,69.1
E00090911,3.3,15.3,81.3
E00090912,6.9,21.3,71.9
E00090913,5.6,29.2,65.2
E00090914,5.9,27.2,66.9
E00090915,5.6,24.1,70.4
E00090916,7.9,25.8,66.3
E00090917,4.7,29.6,65.7
E00091901,1.3,20,78.7
E00091902,6.3,14.8,78.9
E00091903,5.8,37.4,56.8
E00091904,7.3,23.3,69.4
E00091905,1.6,20.5,77.9
E00091906,4.5,23.5,72.1
E00091907,5,17.4,77.6
E00108584,4.4,17.6,78
E00108741,4.7,23.3,72
E00108742,2.2,11.2,86.5
E00152265,3.6,27.4,69
E00152266,4.6,22.1,73.3
E00152283,0,39.4,60.6
E00152284,4.5,35.9,59.6
E00152285,1.6,22.5,75.8
E00152286,4.2,32.9,62.9
E00152287,1.2,28.7,70.1
E00152288,9,23.4,67.6
E00152289,0,35.9,64.1
E00152290,2.9,30.9,66.2
E00152291,0.6,21,78.3
E00152292,3.9,25.2,70.9
E00152293,4.6,18.5,76.9
E00152294,1.9,17.9,80.1
E00152496,12.6,50.3,37.1
E00152497,6.9,41.5,51.6
E00152498,8.9,54.5,36.6
E00152499,4.2,53.6,42.3
E00152500,6.5,43.9,49.6
E00152502,7,43,50
E00152503,6.4,26.4,67.2
E00152504,8,47.7,44.2
E00152506,9.3,31.1,59.6
E00152507,6.5,49.7,43.9
E00152508,8,28.3,63.7
E00152569,6.4,36.2,57.4
E00152570,7,15.4,77.6
E00152571,4.7,36.7,58.6
E00152572,4.6,21.1,74.3
E00152573,2.6,25.9,71.6
E00152574,6.7,33.3,60
E00152590,2.3,23.8,73.8
E00152591,4.4,34.2,61.4
E00152592,2.8,22.5,74.6
E00152636,3.7,37.5,58.8
E00152637,7.9,33.3,58.8
E00152638,6.5,37.9,55.6
E00152639,9.3,59.6,31.1
E00152640,8.3,28,63.6
E00152641,7.7,28.5,63.8
E00152642,3.3,27.9,68.9
E00152643,8.9,41.1,50
E00152644,6.7,40,53.3
E00152645,4.7,29.7,65.6
E00152646,7.6,31.7,60.7
E00152647,2.2,34.3,63.4
E00152648,9.4,35.2,55.5
E00152649,11.9,34.9,53.2
E00152650,8.8,24.5,66.7
E00152651,7.3,27,65.7
E00152652,6.2,40.8,53.1
E00152653,3.2,39.7,57.1
E00152654,4.2,52.1,43.7
E00152655,0.8,28.5,70.7
E00152656,8.7,50.3,41
E00152657,8.4,24.7,66.9
E00152658,13.8,16.1,70.1
E00152659,13,28,59
E00152660,4.5,26.9,68.7
E00152661,1.5,50.4,48.1
E00152662,5.4,33,61.6
E00152663,3.6,54.4,42.1
