areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00090859,2.5,19.9,46,31.7
E00090860,12.5,17.9,35.7,33.9
E00090865,0,11.1,42.6,46.3
E00090885,0.8,20.6,47.3,31.3
E00090887,1.9,44.4,33.3,20.4
E00090889,1.8,19.8,39.6,38.7
E00090890,0.7,20.3,41.8,37.3
E00090891,0,20.1,40.3,39.6
E00090895,1.3,20.6,28.1,50
E00090896,3.2,9.5,30.4,57
E00090897,1.1,29.7,58.9,10.3
E00090898,4.3,22.1,38.6,35
E00090911,1.3,12.6,35.8,50.3
E00090912,3.7,21.6,40.1,34.6
E00090913,5.5,20.9,29.4,44.2
E00090914,11.9,25.9,34.8,27.4
E00090915,1.9,16.7,44.4,37
E00090916,2.2,30.8,46.2,20.9
E00090917,4.8,18.8,35.8,40.6
E00091901,2.6,10.5,32.9,53.9
E00091902,0.7,10,37.1,52.1
E00091903,8.6,35.7,34.3,21.4
E00091904,3.6,18,40.7,37.6
E00091905,0.8,10.8,39.2,49.2
E00091906,1.1,13.5,44.9,40.4
E00091907,3.7,14.1,35,47.2
E00108584,0,16.3,34.2,49.5
E00108741,2.7,23.3,40.7,33.3
E00108742,0,15.2,34.8,50
E00152265,7.3,13.4,39,40.2
E00152266,4.7,12.4,30.6,52.3
E00152283,16,43.5,35.1,5.3
E00152284,5.1,42.4,38,14.6
E00152285,6.5,41.4,44.1,8.1
E00152286,3,30.5,39,27.4
E00152287,3,45.5,37.1,14.4
E00152288,2.1,20.5,48.6,28.8
E00152289,15.9,9.5,62.7,11.9
E00152290,15.2,28.8,33.3,22.7
E00152291,4.5,18.8,47.4,29.2
E00152292,5.4,16.3,55,23.3
E00152293,3.1,16.3,38,42.6
E00152294,4.4,23.4,37.3,34.8
E00152496,17.9,37.9,18.6,25.5
E00152497,14.3,47.1,30.7,7.9
E00152498,18.9,50.5,24.3,6.3
E00152499,7.6,69.4,14.1,8.8
E00152500,18.1,29.7,46.4,5.8
