areacd,heating_type_3a-001,heating_type_3a-002
E00057427,0,100
E00057428,0.9,99.1
E00057429,2.1,97.9
E00057902,0,100
E00057903,0,100
E00057904,3,97
E00057905,0.8,99.2
E00057911,1.6,98.4
E00057913,2.6,97.4
E00057914,3.4,96.6
E00057916,1.3,98.7
E00057917,1.5,98.5
E00057918,0,100
E00057919,0,100
E00057920,1.5,98.5
E00057935,1.9,98.1
E00057936,4.5,95.5
E00057937,2.8,97.2
E00057938,0.5,99.5
E00057939,0,100
E00057940,0,100
E00057941,0.8,99.2
E00057942,1.8,98.2
E00057943,1.1,98.9
E00057944,3,97
E00057945,1.2,98.8
E00057946,2.2,97.8
E00057947,4.2,95.8
E00057949,2.1,97.9
E00057950,1.2,98.8
E00057951,2.3,97.7
E00057952,3.1,96.9
E00057955,3.9,96.1
E00057956,0,100
E00057957,0.9,99.1
E00057959,0.9,99.1
E00057960,1.8,98.2
E00057961,5.2,94.8
E00057962,0,100
E00057963,0,100
E00057965,2.4,97.6
E00057966,0,100
E00057967,0.9,99.1
E00057968,0.7,99.3
E00057969,0.9,99.1
E00057970,0,100
E00058126,0.8,99.2
E00058127,0.7,99.3
E00058128,0,100
E00058129,0.8,99.2
E00058130,1.9,98.1
E00058131,0,100
E00058132,1.1,98.9
E00058133,0.8,99.2
E00058134,0.8,99.2
E00058136,0.7,99.3
E00058137,1.8,98.2
E00058138,1.4,98.6
E00058139,0,100
E00058140,0.8,99.2
E00058141,2.6,97.4
E00058142,1.4,98.6
E00058143,0.8,99.2
E00058145,0,100
E00058147,0,100
E00058148,4.3,95.7
E00058149,0.8,99.2
E00058150,0,100
E00058151,3.4,96.6
E00058152,0.7,99.3
E00058153,0,100
E00058154,0.7,99.3
E00058155,2.3,97.7
E00058156,2.1,97.9
E00058158,1.9,98.1
E00058159,0.8,99.2
E00058160,0.8,99.2
E00058161,2.1,97.9
E00058163,0,100
E00058164,1.4,98.6
E00058165,0.6,99.4
E00058166,1.8,98.2
E00058167,1.8,98.2
E00058168,1.2,98.8
E00058169,4.3,95.7
E00058170,3.3,96.7
