areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00057427,0.6,11.2,61.2,27.1
E00057428,0.9,17.4,46.8,34.9
E00057429,4.3,6.5,77.4,11.8
E00057902,0,11.9,75.5,12.6
E00057903,3.1,51.1,44.3,1.5
E00057904,14.8,15.6,68.1,1.5
E00057905,9.5,30.7,38,21.9
E00057911,1.6,23.2,45.6,29.6
E00057913,17.4,46.1,26.1,10.4
E00057914,47.5,15.6,32.6,4.3
E00057916,10.7,25.2,61,3.1
E00057917,20.6,43.2,33.2,3
E00057918,0,26.3,57.6,16.1
E00057919,1.5,42,53.4,3.1
E00057920,4.5,29.9,40.3,25.4
E00057935,7.6,11.4,77.8,3.2
E00057936,1.8,37.8,51.4,9
E00057937,2.8,48.6,35.2,13.4
E00057938,1.1,46.2,45.6,7.1
E00057939,12.2,43,34.9,9.9
E00057940,0,9.7,55.6,34.7
E00057941,0.8,26.2,42.9,30.2
E00057942,11.7,27.9,56.8,3.6
E00057943,2.3,11.5,86.2,0
E00057944,6.1,54.2,38.2,1.5
E00057945,38.8,29.4,25.9,5.9
E00057946,1.1,26.8,69.8,2.2
E00057947,2.1,41.7,55.2,1
E00057949,1.1,65.3,30.5,3.2
E00057950,0,26.5,53.6,19.9
E00057951,1.1,26.4,69,3.4
E00057952,4.2,36.5,56.3,3.1
E00057955,1.4,53.4,36.3,8.9
E00057956,0.8,49.6,46.2,3.4
E00057957,0,27.8,60,12.2
E00057959,7.3,3.6,83.6,5.5
E00057960,1.2,21.7,60.8,16.3
E00057961,4,25.4,43.9,26.6
E00057962,0,18.3,46.8,34.9
E00057963,4.8,15.9,67.5,11.9
E00057965,4.2,44.8,22.2,28.8
E00057966,9.3,8.4,80.4,1.9
E00057967,14.5,28.2,46.4,10.9
E00057968,7.4,31.9,26.7,34.1
E00057969,0.9,35.7,50,13.4
E00057970,1.1,21.8,55.2,21.8
E00058126,1.6,27.9,41.8,28.7
E00058127,18.6,27.6,43.4,10.3
E00058128,3.9,2.6,37,56.5
E00058129,2.3,28.6,53.4,15.8
E00058130,2.8,24.5,36.8,35.8
E00058131,3.4,6,23.1,67.5
E00058132,1.1,8,65.3,25.6
E00058133,2.5,2.5,18,77
E00058134,2.3,34.6,48.5,14.6
E00058136,3.6,22.6,30.7,43.1
E00058137,4.5,36.9,49.5,9
E00058138,1.4,23.2,63.8,11.6
E00058139,12.1,21.8,58.9,7.3
E00058140,0.8,79.8,17.8,1.6
E00058141,0.9,22.8,70.2,6.1
E00058142,3.4,49.7,37.4,9.5
E00058143,3,3.8,16.7,76.5
E00058145,0,4.9,43.1,52
E00058147,8.3,43.5,46.3,1.9
E00058148,2.8,29.8,58.9,8.5
E00058149,0,25.2,48,26.8
E00058150,3.8,24.4,45,26.7
E00058151,1.7,23.3,68.1,6.9
E00058152,14.3,22.4,43.5,19.7
E00058153,5.4,60.8,30,3.8
E00058154,3.9,20.4,50.7,25
E00058155,0.8,54.1,31.6,13.5
E00058156,1.4,19.9,34.8,44
E00058158,1.2,23.6,42.9,32.3
E00058159,43.4,14.8,39.3,2.5
E00058160,1.5,21.5,31.5,45.4
E00058161,4.8,24.7,47.3,23.3
E00058163,5.1,19,34.3,41.6
E00058164,0.7,21.4,56.6,21.4
E00058165,0.6,20.6,46.9,32
E00058166,0.9,30.6,57.4,11.1
E00058167,3.5,36,51.8,8.8
E00058168,1.2,36.7,47.3,14.8
E00058169,9.9,31.2,50.4,8.5
E00058170,1.6,48.4,37.7,12.3
E00058171,0.9,23.2,55.4,20.5
E00058172,0,1.4,6.4,92.2
E00058173,0,3.1,62.2,34.6
E00058174,23,18.6,46.9,11.5
E00058175,16.4,59.9,16.4,7.2
E00058186,0,8.7,76,15.3
E00058213,11.8,47.1,38.2,2.9
E00058223,3,12.9,31.1,53
E00058224,19,24.8,47.4,8.8
E00058605,4.3,21.7,25.6,48.3
E00058606,0,3.2,78.4,18.4
E00058627,12.6,43.7,34,9.7
E00058628,5.2,17.2,22.4,55.2
E00058629,1.6,20.2,59.7,18.5
E00058630,5.9,20.7,33.3,40
E00058631,33.9,25.2,25.2,15.7
E00058632,23.5,15.1,52.9,8.4
E00058633,13.4,15.7,59,11.9
E00058634,27.4,47.6,19.4,5.6
E00058636,0,22.6,56.2,21.2
E00058637,16.4,17.2,44.8,21.6
E00058638,3.8,23.1,60.8,12.3
E00058639,0,10.9,24.8,64.3
E00058640,5.9,18.3,43.8,32
E00058642,3,17,51.1,28.9
E00059320,23.4,20.4,41.9,14.4
E00059344,0,11.1,43.7,45.2
E00059345,6.9,53.4,30.2,9.5
E00059346,8.3,19.7,48.4,23.6
E00059347,0.8,17.5,40.5,41.3
E00059348,2.8,40.4,48.2,8.5
E00059349,0,15.4,52.8,31.7
E00059350,4.3,15.2,19.6,60.9
E00059351,2.4,29.1,37,31.5
E00059353,2.7,35.1,59.5,2.7
E00059354,2.3,29.5,55,13.2
E00059355,1.5,17.2,64.2,17.2
E00059356,0,24.5,44.7,30.8
E00059357,2.1,7.3,71.9,18.8
E00059358,1.6,22.8,51.2,24.4
E00059359,1.6,9.5,65.9,23
E00059360,0.8,11.6,37.2,50.4
E00059361,0,39.4,50,10.6
E00059362,2.2,31.6,47.1,19.1
E00059363,0.8,45.9,47.5,5.7
E00059468,8.2,27.4,29.5,34.9
E00059469,3.5,25.2,60,11.3
E00059470,10.4,21.7,54.8,13
E00059471,6.2,24.7,53.4,15.8
E00059472,12.4,20.7,28.3,38.6
E00059473,20.1,55,13.4,11.4
E00059474,0.5,15,62.6,21.9
E00059475,4.7,12.7,49.3,33.3
E00059476,1.6,22.1,47.5,28.7
E00059477,1.9,9.4,55.3,33.3
E00059478,5.1,39.3,53,2.6
E00059479,2.3,32.6,62.9,2.3
E00059480,55,30.6,12.6,1.8
E00059481,16.3,29.9,42.4,11.4
E00059482,12,40.7,28.7,18.5
E00059483,8.9,31.1,29.6,30.4
E00059484,3.8,24.6,33.6,37.9
E00059485,3.1,20.2,46.6,30.1
E00059486,0,48.6,37.5,13.9
E00059487,13.6,65.6,20,0.8
E00059488,1.3,32.3,40,26.5
E00059489,43.9,33.7,15.3,7.1
E00059490,0,8.7,49.6,41.7
E00059491,8.8,54.4,30.4,6.4
E00059492,0.8,32.8,49.6,16.8
E00059493,12,22.6,49.6,15.8
E00059494,2.2,58.2,29.1,10.4
E00059495,4.8,43.5,37.1,14.5
E00059496,3.5,8.7,69.6,18.3
E00059497,0,1.6,93.7,4.7
E00059498,5.4,45.4,30.8,18.5
E00059499,28.8,16,46.4,8.8
E00059500,8.3,23.3,58.3,10
E00059501,1.4,38.1,43.9,16.5
E00059502,7.6,23.5,51.5,17.4
E00059503,6.6,47.1,33.8,12.5
E00059504,1.9,51.9,39.4,6.9
