areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00057427,24.7,37.6,18.2,19.4
E00057428,23.6,40,12.7,23.6
E00057429,18.1,33,23.4,25.5
E00057902,16.9,35.9,22.5,24.6
E00057903,22.1,35.1,20.6,22.1
E00057904,35.6,25.9,17,21.5
E00057905,34.3,34.3,13.4,17.9
E00057911,21,36.3,20.2,22.6
E00057913,31.9,25.9,22.4,19.8
E00057914,54.2,15.5,15.5,14.8
E00057916,24.2,29.8,19.9,26.1
E00057917,41.4,24.7,17.2,16.7
E00057918,33.6,45.4,9.2,11.8
E00057919,14.5,32.1,21.4,32.1
E00057920,22.4,29.9,19.4,28.4
E00057935,24.8,30.1,20.3,24.8
E00057936,17.1,36,23.4,23.4
E00057937,27.7,41.8,18.4,12.1
E00057938,17.2,32.2,20.6,30
E00057939,33.3,28.7,20.5,17.5
E00057940,15.3,26.6,27.4,30.6
E00057941,20.6,34.1,24.6,20.6
E00057942,20.7,34.2,21.6,23.4
E00057943,21.3,34.8,18,25.8
E00057944,33.8,29.3,18,18.8
E00057945,55.7,21.6,12.5,10.2
E00057946,13.3,25.4,23.2,38.1
E00057947,35.1,25.8,15.5,23.7
E00057949,25,34.4,22.9,17.7
E00057950,26.7,47.3,11.5,14.5
E00057951,22.5,29.2,14.6,33.7
E00057952,21.1,36.8,22.1,20
E00057955,30.1,40.5,18.3,11.1
E00057956,21.8,32.8,17.6,27.7
E00057957,20.7,43.1,16.4,19.8
E00057959,19.5,28.3,21.2,31
E00057960,21.2,33.3,23.6,21.8
E00057961,25.1,31.4,19.4,24
E00057962,20.6,41.3,18.3,19.8
E00057963,25.6,24.8,23.2,26.4
E00057965,29,29.9,20.1,21
E00057966,23.4,31.8,24.3,20.6
E00057967,37.8,36.9,15.3,9.9
E00057968,31.1,44.4,15.6,8.9
E00057969,21.8,41.8,21.8,14.5
E00057970,23.3,32.2,23.3,21.1
E00058126,31.7,29.3,13,26
E00058127,45.9,30.1,14.4,9.6
E00058128,16.8,36.8,20,26.5
E00058129,33.3,40.2,12.1,14.4
E00058130,20.4,35.5,19.9,24.2
E00058131,16.8,35.3,22.7,25.2
E00058132,23.3,33.5,17.6,25.6
E00058133,7.7,35.9,28.2,28.2
E00058134,32.3,39.2,11.5,16.9
E00058136,22.3,29.5,23,25.2
E00058137,30,38.2,15.5,16.4
E00058138,27,39.4,8.8,24.8
E00058139,39.8,29.3,13,17.9
E00058140,30.5,39.8,18,11.7
E00058141,10.9,27.7,30.3,31.1
E00058142,33.3,28.6,15.6,22.4
E00058143,11.5,42.3,19.2,26.9
E00058145,12.2,48,18.7,21.1
E00058147,36.7,21.1,16.5,25.7
E00058148,28.4,43.3,12.8,15.6
E00058149,23.6,48.8,13,14.6
E00058150,34.1,40.9,9.8,15.2
E00058151,23.9,29.9,23.1,23.1
E00058152,34.9,30.2,14.8,20.1
E00058153,29.9,44.9,17.3,7.9
E00058154,29.6,44.1,11.8,14.5
E00058155,36.9,38.5,16.2,8.5
E00058156,22,36.9,19.1,22
E00058158,26.7,32.3,19.3,21.7
E00058159,58.9,25.8,8.1,7.3
E00058160,20.6,46.6,12.2,20.6
E00058161,25.2,39.5,23.1,12.2
E00058163,15.8,42.4,20.1,21.6
E00058164,21.4,39.3,17.9,21.4
E00058165,23.3,36.9,16.5,23.3
E00058166,25.2,48.6,14,12.1
E00058167,26.5,52.2,10.6,10.6
E00058168,22,42.9,20.8,14.3
E00058169,29.1,41.8,16.3,12.8
E00058170,32.5,33.3,18.7,15.4
E00058171,28.2,44.5,10,17.3
E00058172,6.3,36.8,22.2,34.7
E00058173,15.6,35.9,24.2,24.2
E00058174,28.7,32.2,14.8,24.3
E00058175,26.8,41.2,15.7,16.3
E00058186,16.8,36.2,27.6,19.4
E00058213,35.8,34.3,17.9,11.9
E00058223,18.1,41.3,15.9,24.6
E00058224,37,35.5,12.3,15.2
E00058605,29.1,35,16.5,19.4
E00058606,19.8,43.7,23.8,12.7
E00058627,53.9,30.4,5.9,9.8
E00058628,22.8,35.3,17.6,24.3
E00058629,27.4,45.2,14.5,12.9
E00058630,26.7,34.8,15.6,23
E00058631,41.1,34.8,11.6,12.5
E00058632,37.9,22.4,17.2,22.4
E00058633,23.1,35.1,23.1,18.7
E00058634,54.1,26.2,13.1,6.6
E00058636,23.4,41.6,19,16.1
E00058637,33.1,36,11.8,19.1
E00058638,34.8,42.4,7.6,15.2
E00058639,20.3,31.3,21.9,26.6
E00058640,30.2,28.4,21.3,20.1
E00058642,20.7,49.6,14.8,14.8
E00059320,40.4,28.3,12.7,18.7
E00059344,18.4,31.6,23.5,26.5
E00059345,49.1,27.6,14.7,8.6
E00059346,26.1,33.8,11.5,28.7
E00059347,26.2,50.8,10.3,12.7
E00059348,28.6,41.4,16.4,13.6
E00059349,20.7,49.6,7.4,22.3
E00059350,17.4,31.5,21.7,29.3
E00059351,23.6,36.2,19.7,20.5
E00059353,30.6,30.6,17.1,21.6
E00059354,33.8,40.6,17.3,8.3
E00059355,32.4,39.7,13.2,14.7
E00059356,22,39,20.1,18.9
