geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00096489,82.3,5.1,5.4,4.2,3
E00096760,98.5,1,0.5,0,0
E00096761,96.6,2.4,0.6,0.3,0
E00096762,99.1,0.6,0,0.3,0
E00096763,98,1.5,0,0.5,0
E00096764,97.1,1.3,0.3,1.3,0
E00096765,96.6,2.8,0,0.6,0
E00096766,99.4,0.3,0.3,0,0
E00096767,98.6,1.4,0,0,0
E00096768,98.3,1.4,0,0,0.3
E00096769,98.9,0.8,0.4,0,0
E00096770,98.1,1.9,0,0,0
E00096778,97,1.9,0.5,0.2,0.5
E00096779,97.4,0.8,1.9,0,0
E00097328,99.6,0.4,0,0,0
E00097329,97.8,1.1,0.4,0,0.7
E00097330,98.7,1.3,0,0,0
E00097331,97,2,0.5,0.5,0
E00097333,97.1,1.8,0.7,0,0.4
E00097335,97.2,0.6,2.3,0,0
E00097336,97.4,2,0,0,0.7
E00097343,93.2,2.4,1.4,2.4,0.5
E00097344,97,2.6,0,0.4,0
E00097345,98.5,1.1,0,0.4,0
E00097346,94.5,5.1,0,0.4,0
E00097347,98.7,0.9,0,0.4,0
E00097366,98.9,1.1,0,0,0
E00097367,95.4,3.3,0.8,0.4,0
E00097368,96.1,2.1,1.1,0,0.7
E00097369,99.3,0.4,0.4,0,0
E00097372,95.7,2.9,0.7,0.7,0
E00097376,98.3,1.7,0,0,0
E00097377,97.8,1.9,0.4,0,0
E00097380,98.1,1.9,0,0,0
E00097381,100,0,0,0,0
E00097382,99.6,0.4,0,0,0
E00097383,97.3,1.2,0.8,0,0.8
E00097428,93.8,3.1,0.4,2.2,0.4
E00097430,96.1,3,0.4,0.4,0
E00097431,97,2.6,0.4,0,0
E00097432,97.3,2.4,0,0,0.3
E00097433,97.8,0.9,0.3,0.3,0.6
E00097434,93.3,3.4,2.4,1,0
E00097435,95.6,3,0,1.1,0.4
E00097436,98.9,0.6,0,0.6,0
E00097437,97.3,1.3,0.8,0.2,0.4
E00097438,96.7,1.9,0,0.5,1
E00097439,97.3,0.9,0.9,0.4,0.4
E00097440,98.3,1.2,0,0.6,0
E00097441,97.5,1.5,0.3,0.8,0
E00097442,97.1,2.9,0,0,0
E00097443,97,1.5,0,0.5,1
E00097444,97.1,2.4,0,0,0.5
E00097445,97.1,2,0.8,0,0
E00097462,97.9,1.3,0.4,0.4,0
E00097463,97.5,2.5,0,0,0
E00097464,98.7,0.4,0.9,0,0
E00097465,98.1,1.9,0,0,0
E00097466,97.3,2.5,0,0,0.2
E00097490,96.9,2.1,0.3,0.3,0.3
E00097491,98.8,1.2,0,0,0
E00097492,97.6,1.6,0,0.4,0.4
E00097493,97,2.7,0.4,0,0
E00097494,98.4,1.6,0,0,0
E00097495,98.2,1.8,0,0,0
E00097496,97.2,2,0.4,0.4,0
E00097497,98.2,1.2,0,0.6,0
E00097498,97.5,2.2,0,0.3,0
E00097508,97.8,2.2,0,0,0
E00097509,97.3,2.4,0.3,0,0
E00097510,95.6,2.2,0.4,0,1.8
E00097511,95.6,3.5,0.9,0,0
E00097512,98.4,1.1,0.3,0,0.3
E00097532,97.1,1.1,0,1.1,0.7
E00097533,98.8,0.8,0,0,0.4
E00097534,98,1.6,0,0,0.4
E00097535,98.8,0.9,0.3,0,0
E00097536,94.5,5,0,0.5,0
E00097537,92.4,4.2,1,1.3,1
E00097538,99.4,0.6,0,0,0
E00097539,96,3,0,0.7,0.3
E00097540,99.3,0.7,0,0,0
E00097541,96,2.5,1,0.5,0
