geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00096489,85.9,0.6,13.5
E00096760,98.3,1,0.7
E00096761,100,0,0
E00096762,99.7,0,0.3
E00096763,98.5,0,1.5
E00096764,97.4,0.3,2.3
E00096765,98.5,1.2,0.3
E00096766,98.7,1.3,0
E00096767,98.2,0.4,1.4
E00096768,99.3,0,0.7
E00096769,97.7,0.8,1.5
E00096770,98.7,0,1.3
E00096778,98.4,0,1.6
E00096779,98.5,0,1.5
E00097328,98.2,0,1.8
E00097329,98.5,0.7,0.7
E00097330,99.6,0.4,0
E00097331,97.5,0.5,2
E00097333,97.5,1.1,1.4
E00097335,99.4,0.6,0
E00097336,98.7,0,1.3
E00097343,96.6,1,2.4
E00097344,97.8,1.9,0.4
E00097345,99.6,0,0.4
E00097346,94.9,1.5,3.6
E00097347,98.7,0,1.3
E00097366,99.6,0.4,0
E00097367,97.1,2.1,0.8
E00097368,98.2,0.4,1.4
E00097369,100,0,0
E00097372,97.5,1.1,1.4
E00097376,99.2,0.4,0.4
E00097377,98.9,0.8,0.4
E00097380,99.2,0.8,0
E00097381,99.3,0.7,0
E00097382,100,0,0
E00097383,96.2,0.4,3.5
E00097428,95.2,0.9,4
E00097430,97.4,0,2.6
E00097431,99.2,0.4,0.4
E00097432,98.5,0.3,1.2
E00097433,98.4,0.3,1.2
E00097434,94.2,1,4.8
E00097435,97.8,0.4,1.9
E00097436,98.6,0.6,0.9
E00097437,97.3,0.6,2.1
E00097438,98.6,0.5,1
E00097439,97.3,0.9,1.8
E00097440,99.4,0,0.6
E00097441,98,1,1
E00097442,97.8,0.7,1.5
E00097443,97,0,3
E00097444,97.6,0,2.4
E00097445,99.2,0,0.8
E00097462,98.3,0.9,0.9
E00097463,96.3,2.4,1.2
E00097464,99.6,0,0.4
E00097465,99.4,0.3,0.3
E00097466,98.3,0.6,1.2
E00097490,98.6,0,1.4
E00097491,99.2,0,0.8
E00097492,98.8,0,1.2
E00097493,98.5,0,1.5
E00097494,98.8,0.8,0.4
E00097495,98.6,1.1,0.4
E00097496,98.8,0.4,0.8
E00097497,99.4,0,0.6
E00097498,99.1,0,0.9
E00097508,99.1,0.4,0.4
E00097509,96.9,1.7,1.4
E00097510,95.6,1.1,3.3
E00097511,97.3,1.8,0.9
E00097512,98.6,0.5,0.8
E00097532,96.7,1.5,1.8
E00097533,99.6,0,0.4
