geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00070654,5,20.2,43.7,31.1
E00070656,5.9,14.7,47.1,32.4
E00070707,3.2,23.4,58.9,14.5
E00070708,0.7,17.5,40.1,41.6
E00070711,1.1,17.9,43.2,37.9
E00070715,2.8,12.3,45.3,39.6
E00070716,5.6,19.4,49.1,25.9
E00070717,15.7,13.7,42.2,28.4
E00070718,5.8,36.5,23.1,34.6
E00070719,2.7,9.8,40.2,47.3
E00070756,0.9,18.3,40.4,40.4
E00070757,2.2,21.7,52.2,23.9
E00070758,4.6,13.8,40.4,41.3
E00070759,1.8,22.8,43,32.5
E00070760,3.8,15.2,32.4,48.6
E00070762,2.1,12.9,52.9,32.1
E00070763,9.8,26,41.5,22.8
E00070764,14.5,41.1,39.5,4.8
E00070765,1.5,16.9,47.7,33.8
E00070766,0.6,24.7,41.8,32.9
E00070767,2.8,13.9,41.7,41.7
E00070768,2.2,18,46.1,33.7
E00070769,0,16.7,42.2,41.2
E00070770,3.2,16,40.8,40
E00070771,4.4,25,31.1,39.4
E00070772,4.3,12.2,39,44.5
E00070773,2,26.5,36.7,34.7
E00070777,8.3,14.3,48.8,28.6
E00070850,29.8,37.4,19.8,13
E00070851,8.7,32.6,43.5,15.2
E00070852,15.9,28.6,43.7,11.9
E00070853,9.3,38.3,36.1,16.4
E00070854,4.5,22.7,52.7,20
E00070855,5.3,45,33.6,16
E00070856,1.8,17.4,67.9,12.8
E00070857,6.8,23.3,45.1,24.8
E00070858,7.3,50.4,34.3,8
E00070859,5,13.3,52.5,29.2
E00070860,2.4,24.6,38.1,34.9
E00070943,1.7,18.3,50,30
E00070944,3.1,25.9,36.4,34.6
E00070945,2.6,15.6,40.3,41.6
E00070946,2.5,21.5,38,38
E00070947,1.7,25,36.7,36.7
E00070948,2.4,25.6,25.6,46.3
E00070949,1.2,28.2,48.5,22.1
E00070950,7.7,30,45.4,16.9
E00070951,3.1,21.3,45.7,29.9
E00070952,1.3,17.3,53.3,28
E00070953,0,15.8,43.9,40.4
E00070954,2.9,22.9,41.4,32.9
E00070955,1,27.1,58.3,13.5
E00070956,0.8,13.9,44.3,41
E00070969,3.4,14.9,46.9,34.9
E00070970,2.6,21.4,44.4,31.6
E00070971,9,13.5,46.8,30.6
E00070972,3,24.1,43.6,29.3
E00070973,8.5,18.6,55.1,17.8
E00070974,3.2,11.3,42.7,42.7
E00070975,1.4,19.3,55,24.3
E00070976,2.1,29.1,47.6,21.2
E00070977,1.4,20.3,46.4,31.9
