geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00008583,67.6,13.2,0.5,18.7
E00008584,81.7,10.2,0.5,7.6
E00008609,74.2,12.5,1.7,11.7
E00008610,71.9,11.7,2.3,14
E00008612,67.2,18.3,3.8,10.7
E00008613,74,8.7,4,13.3
E00008620,91,4.5,0,4.5
E00008621,68.1,12.3,4.3,15.2
E00008622,75.6,8.7,4.1,11.6
E00008623,58.9,15.2,8,17.9
E00008625,63.3,16.4,7.8,12.5
E00008626,57.9,17.5,6.3,18.3
E00008627,64.2,13.2,16,6.6
E00008628,72.7,14.1,0.8,12.5
E00008629,69.1,15.4,4.1,11.4
E00008630,75.7,8.7,1.9,13.6
E00008631,81.2,11.3,2.3,5.2
E00008632,70.6,16.5,3.5,9.4
E00008633,64.4,9.4,0.6,25.6
E00008635,70.1,10.7,2.3,16.8
E00008637,79,8.9,1.3,10.8
E00008638,76,14.4,2.1,7.5
E00008639,73.1,10.4,1.6,15
E00008640,76.7,11,3.4,8.9
E00008643,79,10.5,0.8,9.7
E00008644,87.2,10.6,0.7,1.4
E00008646,75.2,9.7,2.8,12.4
E00008647,81.7,5.8,8.7,3.8
E00008648,86.3,9.2,0.8,3.8
E00008649,69.7,13.4,2.5,14.3
E00008650,80.3,12,2.8,4.9
E00008651,89.2,7.2,0.9,2.7
E00008652,82.4,10.8,1,5.9
E00008653,78.9,11.9,3.7,5.5
E00008654,87.3,12.7,0,0
E00008655,84.5,7,2.3,6.2
E00008656,91.9,5.1,1,2
E00008657,74.2,7.2,2.1,16.5
E00008658,84.7,9.2,1,5.1
E00008659,78.3,12.7,2.4,6.6
E00008661,78.3,11.8,0.5,9.4
E00008662,74.2,12.6,4.4,8.8
E00008663,74.4,8.5,3.9,13.2
E00008666,77,14,1.5,7.5
E00008667,75.2,14.2,2.1,8.5
E00008668,80.7,11.1,3,5.2
E00008670,90,6.7,0,3.3
E00008671,82.2,8.1,3,6.7
E00008672,83.6,10.7,2.5,3.3
E00008673,80.9,13.7,1.5,3.8
E00008674,80.4,9.5,0,10.1
E00008676,71.7,10.6,4.4,13.3
E00008678,85.5,7.7,1.7,5.1
E00008679,53.9,26.1,3.5,16.5
E00008680,74.7,6.5,3.9,14.9
E00008681,78.6,5,2.9,13.6
E00008682,82.7,7.3,0.6,9.5
E00008683,68.4,16.2,6.8,8.5
E00008684,66.4,18.9,3.3,11.5
E00008685,73.8,15.4,0.8,10
E00008686,80.8,12.2,0.6,6.4
E00008687,91.6,1.2,1.2,6
E00008689,80.3,7.9,3.9,7.9
E00008691,79,9.2,1.5,10.3
E00008692,76,9.9,1,13
E00008694,82.8,8.6,1.2,7.4
E00008695,81.1,9,0.5,9.5
E00008696,59.3,20.4,5.6,14.8
E00008698,62.3,23,0.8,13.9
E00008699,73,9.6,1.1,16.3
E00008700,81.4,10.6,0.9,7.1
E00008702,70.5,14.8,3.3,11.5
E00008704,81.3,12.1,1.1,5.5
E00008705,81.7,12.7,0.7,4.9
E00008706,78,7.3,1.8,12.8
E00008707,78,11.2,1.2,9.5
E00008708,61.1,21.5,0,17.4
E00008709,78.4,13.6,0.6,7.4
E00008710,89.1,4.2,0.8,5.9
E00008711,75,10.3,4.3,10.3
E00008712,74.1,10.4,3.7,11.9
E00008713,56.9,27.7,9.2,6.2
E00008714,74.7,13.3,0,12
E00008715,72,16,2,10
E00008716,66.7,19.4,5.4,8.6
E00008717,77.7,12.8,3.7,5.9
E00008718,67.3,14.2,3.7,14.8
E00008719,63,22,3.9,11
E00008720,67.5,22.5,4,6
E00008721,87.6,8,1.5,2.9
E00008722,85.2,8.9,1.5,4.4
E00008723,73.9,9.6,6.1,10.4
E00008725,85.8,8.8,0.9,4.4
E00008726,85.7,8.9,1.8,3.6
E00008727,85.6,9.6,1.6,3.2
E00008728,86.1,6.5,0.9,6.5
E00008729,74.4,10.3,4.3,11.1
E00008731,82.7,11.8,0.8,4.7
E00008732,59.6,13.2,9.6,17.5
E00008734,72.4,8.6,6,12.9
E00008735,61.1,19.8,7.6,11.5
E00008737,70.5,12.8,7.4,9.4
E00008739,69.2,17.3,4.3,9.2
E00008740,90.8,6.9,0,2.3
E00008750,87.2,8,0,4.8
E00008752,73,15.7,5.2,6.1
E00008753,85.1,6.5,1.3,7.1
E00008754,83.1,12.5,1.3,3.1
E00008756,76.9,13.8,1.3,8
E00008757,75.4,14.2,1.5,9
E00008758,80.8,11.5,1.9,5.8
E00008760,69.9,11.5,3.2,15.4
E00008762,82.1,7.7,0.6,9.5
E00008763,82.8,8.6,2.5,6.1
E00008764,62.1,12.9,3.2,21.8
E00008765,71.9,13.4,1.3,13.4
E00008766,85.1,6.8,1.4,6.8
E00008767,76.3,10.8,4.3,8.6
E00008768,80.4,10.5,1.4,7.7
E00008769,82.4,5.9,3.4,8.4
E00008770,81,9.8,0.6,8.6
E00008771,81.8,7.6,1.5,9.1
E00008772,77.6,11.2,1.5,9.7
E00008773,72.9,17.7,2.1,7.3
E00008774,76.5,4.1,4.1,15.3
E00008775,63.2,20.5,5.1,11.1
E00008776,66.9,11.3,6,15.8
E00008777,76.7,10.8,5,7.5
E00008778,71.4,13.3,3.8,11.4
E00008779,68.5,14,2.2,15.2
E00008780,71.6,11,3.7,13.8
E00008781,67.5,13.5,5.6,13.5
E00008782,82.1,7.1,0.9,9.8
E00008783,67.1,20.5,4.8,7.5
E00008785,77,17.6,1.4,4.1
E00008786,75.3,14.3,0,10.4
E00008787,72.1,5.4,7.2,15.3
E00008788,73.9,9.1,5.1,11.9
E00008789,76.9,10.4,2.2,10.4
E00008790,84,10,0,6
E00008791,71.3,13.9,2.8,12
E00008792,67,10.6,6.9,15.4
E00008793,74,9.8,2.3,13.9
E00008794,73.6,6.3,8.3,11.8
E00008795,74.9,9.4,1.8,14
E00008796,63.4,23,1,12.6
E00008798,66.7,17,2.9,13.5
E00008799,78,6.6,0.5,14.8
E00008801,56.6,29.5,1.6,12.4
E00008802,69.2,12,3.4,15.4
E00008803,69.5,21.5,1.7,7.3
E00008804,77.3,11.8,2.5,8.4
E00008806,74.2,11.5,3.8,10.4
E00008807,77.3,9.2,1.4,12.1
E00008808,77.1,11.8,5.2,5.9
E00008809,81.5,7.5,0,11
E00008810,73.5,11.7,2.6,12.2
E00008811,68.5,24,2.1,5.5
E00008812,73.9,11.2,2.2,12.7
E00008813,81.4,15.3,0,3.4
E00008814,82,9.4,0,8.6
E00008815,72,12.6,1.4,14
E00008816,92,6.6,0,1.5
E00008817,79.4,12.2,0.8,7.6
E00008818,72.9,14.6,1.4,11.1
E00008819,86.7,10.2,0,3.1
E00008820,66.2,14.1,1.4,18.3
E00008821,75.6,18.7,0,5.7
E00008822,77.8,11.9,0.8,9.5
E00008823,53,29.1,7.7,10.3
E00008824,65.2,20.6,5.8,8.4
E00008825,76.4,9.4,2.4,11.8
E00008827,79,8.4,0,12.6
E00008830,68.8,11,2.8,17.4
E00008831,67.8,13.1,2.5,16.6
E00008832,77.3,11,2.5,9.2
E00008838,63.8,16.4,2.6,17.1
E00008839,73.9,14.3,1.9,9.9
E00008915,87.9,5.6,0.9,5.6
E00008917,75,9.6,4.4,11
E00008941,57.6,19.4,1.2,21.8
E00008942,77.8,13.2,1.1,7.9
E00008943,71.2,16.1,2,10.7
E00008944,79.5,14.5,1,5
E00008945,80.1,13.1,0.6,6.3
E00008946,72.9,15.5,0,11.6
E00008947,64.2,16.6,3.3,15.9
E00008948,75,16.4,1.6,7
E00008949,88.2,9.4,0,2.4
E00008950,79.7,13.4,2.1,4.8
E00008951,79.5,17.9,0,2.6
E00008952,81.9,11,1.9,5.2
E00008953,83,14.1,0.7,2.2
E00008954,70.1,23.4,0.7,5.8
E00008955,63.3,11.9,2.3,22.6
E00008956,68.1,17.4,0.7,13.8
E00008957,78.7,10.3,2.2,8.8
E00008958,86.3,8.6,0.7,4.3
E00008960,62.3,11.7,5.8,20.1
E00008962,65.6,11.5,3.8,19.1
E00008965,65.3,22.6,4.8,7.3
E00008967,73.5,17.6,2,6.9
E00008968,59,29.1,2.6,9.4
E00008970,69.5,11.5,2.3,16.8
E00008971,79.9,11.8,0.7,7.6
E00008994,76.6,10.9,5.5,7
E00008995,82.9,9.3,1.4,6.4
E00008997,84.1,5.1,0,10.8
E00008999,78,11.3,2.7,8
E00009045,80.6,12.9,0,6.5
E00009046,74.3,11.8,0,14
E00009047,74.8,15.1,3.4,6.7
E00009048,58.4,17.5,1.8,22.3
E00009049,83.7,8.5,2.8,5
E00009050,65.5,15.2,2.1,17.2
E00009051,79,5.7,0,15.2
E00009052,68.6,19.8,0,11.6
E00009053,84.1,12.7,0.6,2.5
E00009054,69.1,9.7,0,21.1
E00009056,84.9,10.9,0,4.2
E00009057,82.6,8.3,2.5,6.6
E00009058,76.5,14.7,2.9,5.9
E00009060,78.9,9,3.8,8.3
E00009062,83.3,4.2,1.7,10.8
E00009063,69.4,19,1.7,9.9
E00009064,89.4,7.6,0,3
E00009066,66.9,21.6,5,6.5
E00009067,80,14.2,0,5.8
E00009068,79.5,10.7,2.5,7.4
E00009069,80,6.7,3.3,10
E00009070,76.7,10,3.3,10
E00009071,68.7,18.7,1.3,11.3
E00009072,81.2,12,1.7,5.1
E00009073,79.2,12.4,2.8,5.6
E00009074,75,4.8,2.4,17.7
E00009075,72.6,14.8,2.2,10.4
E00009076,74.9,11.4,0,13.7
E00009077,72.8,17.9,3.5,5.8
E00009078,78.6,9,2.8,9.7
E00009079,74.1,13.9,0.9,11.1
E00009113,78.7,7.1,1.3,12.9
E00009114,77.4,15.1,0.7,6.8
E00009115,69.6,20.8,0,9.5
E00009116,73.9,19.1,0.9,6.1
E00009117,89.6,8,0,2.4
E00009118,85.9,7.8,0.8,5.5
E00009119,75.3,19.2,0,5.5
E00009120,66,13.9,1.4,18.7
E00009121,79.3,14.3,0,6.4
E00009122,76.4,11.8,0.6,11.2
E00009123,80.6,10.3,1.2,7.9
E00009124,62.7,17.2,1.8,18.3
E00009125,72.3,11.5,1.4,14.9
E00009126,77.4,8.7,3.5,10.4
E00009127,63.2,15.4,0.9,20.5
E00009128,85.3,11.9,0,2.8
E00009129,81.9,10.1,1.4,6.5
E00009130,62.7,18,2,17.3
E00009131,76,14.5,1.1,8.4
E00009132,64.3,11.9,6.5,17.3
E00009133,76.6,15.3,2.4,5.6
E00009134,75.9,14.6,2.9,6.6
E00009135,79,12.9,0.8,7.3
E00009136,70.5,14.7,5.1,9.6
E00009137,68.3,13.7,5,12.9
E00009138,80.3,12.9,0,6.8
E00009140,77.7,13.2,0,9.1
E00009141,77.7,13.6,0,8.7
E00009142,80.8,11.3,2,6
E00009143,73.7,12,1.4,12.9
E00009144,79.7,9.5,0,10.8
E00009145,75.4,6.5,0.7,17.4
E00009146,76.1,5.1,2.2,16.7
E00009147,78.1,13.2,0,8.8
E00009148,81.9,11.4,1.3,5.4
E00009149,75.7,10.4,1.7,12.2
E00009151,85.9,11.5,0,2.6
E00009152,82.3,9.4,1.1,7.2
E00009153,87.9,6.1,1,5.1
E00009154,71.1,13.3,3.1,12.5
E00009156,81,9.7,0.9,8.3
E00009158,87.9,8.1,0.8,3.2
E00009159,73.3,15.5,1.9,9.3
E00009160,74.3,16.2,2.2,7.4
E00009161,72.1,12.3,3.3,12.3
E00009162,88.2,3.6,0.9,7.3
E00009164,76.4,13.7,2.7,7.1
E00009167,76.8,17.9,1.1,4.2
E00009169,88.3,7.4,1.1,3.2
E00009170,76.3,12.7,2.5,8.5
E00009171,84.8,8.9,1.3,5.1
E00009172,85.4,8.7,1,4.9
E00009173,82.1,8.9,2.4,6.5
E00009174,84.3,3.7,3.7,8.3
E00009175,71.1,18.5,2.3,8.1
E00009179,76.5,8.3,8.3,6.8
E00009180,60.9,12.2,2.6,24.4
E00009181,63,24.4,6.7,5.9
E00009182,67.4,10.9,9.4,12.3
E00009183,67.6,14,8.8,9.6
E00009184,75.2,11.1,3.4,10.3
E00009185,79.1,13.6,0.9,6.4
E00009186,63.8,17.4,6,12.8
E00009199,74.5,18.2,4.5,2.7
E00009200,75.4,18,0.6,6
E00009218,64.4,14.4,8.5,12.7
E00009223,90.1,6.9,2,1
E00013509,88.3,9,0.9,1.8
E00013510,84.9,9.7,0,5.4
E00013512,77.1,12.4,0.7,9.8
E00013517,84.1,5.3,0,10.6
E00013520,81.7,9.1,1.1,8.1
E00013525,82.5,10.5,0.7,6.3
E00013527,73.2,11,3.7,12.2
E00013528,71.1,14.8,2.2,11.9
E00013531,84.3,5.7,2.9,7.1
E00013532,89.1,6.6,0.7,3.6
E00013535,80.3,9.4,0.9,9.4
E00013536,82.4,5.9,0,11.8
E00013542,87.3,8.2,0.9,3.6
E00013829,73.4,11.3,2.4,12.9
E00013830,81,13.2,2.5,3.3
E00013831,82.3,9.2,0,8.5
E00013832,73.4,11.2,2.8,12.6
E00013833,80.6,9.3,2.8,7.4
E00013835,65.3,19.9,2.8,12
E00013837,83.6,13.6,1.4,1.4
E00013843,69,13.8,6.9,10.3
E00013844,80.3,9.5,1.5,8.8
E00013846,77.3,13.5,1.4,7.8
E00013847,58,24,9,9
E00013848,60,16.4,7.3,16.4
E00013849,61.9,20.4,7.1,10.6
E00013850,77.3,14.4,2.1,6.2
E00013852,78.6,11.1,0.9,9.4
E00013853,89.7,5.6,1.6,3.2
E00013854,80.6,9.7,0,9.7
E00013857,63.3,22.2,5.7,8.9
E00013859,70.7,8.5,1.8,18.9
E00013861,76.2,7.7,2.1,14
E00013865,80.3,9.6,0.9,9.2
E00013867,87.5,9,0.7,2.8
E00013869,75.9,11.3,3,9.8
E00013871,78.5,7.4,5.8,8.3
E00174833,80.7,8.4,0,10.9
E00176220,49.2,9.2,0,41.5
E00176221,77.3,12,1.3,9.3
E00176222,78.2,10,0,11.8
E00176223,75.6,18,1.2,5.2
E00176224,63.3,21.1,2.2,13.3
E00176235,73.2,14.4,1.4,11
E00176236,72.1,13.2,4.7,10.1
E00176239,71.8,13.6,1.8,12.7
E00176240,72.6,14.2,2.3,11
E00176250,70.6,7.8,2,19.6
E00176251,74,11.6,1.1,13.3
E00176253,68.8,17.4,2.9,10.9
E00176254,73.6,11.6,0.8,14
E00176258,67,15.8,5.6,11.6
E00176259,76.2,11.1,0,12.7
E00176265,83.1,12.3,1.5,3.1
E00176268,80,16,2,2
E00176269,62.9,17.6,1.8,17.6
E00176270,69.5,17.4,1.8,11.4
E00176271,70.5,20.5,0,9.1
E00176272,82.6,6.4,1.8,9.2
E00176274,64.6,15,4.4,15.9
E00176277,73.1,3,3,20.9
E00176279,74.4,7.8,2.2,15.6
E00176280,85.1,7.9,1,5.9
E00176287,69.8,14.8,3.1,12.3
E00176298,50.4,24,6.6,19
E00176299,61.7,12.6,3.4,22.3
E00176300,78.3,6.6,1.9,13.2
E00176301,73.6,9.9,0.4,16.1
E00176302,56.8,8.6,0,34.6
E00176303,81.3,13,2.4,3.3
E00176304,82.7,10.2,0,7.1
E00176306,75.6,14.1,0.5,9.9
E00176313,68.3,13.3,0.8,17.5
E00176316,71.7,15.2,9.1,4
E00176317,71,11.3,0.8,16.9
E00176318,72.4,12.9,2.6,12.1
E00176319,78.9,14.1,0.5,6.5
E00176320,82.3,8.3,0,9.4
E00176321,79.3,6.9,0,13.8
E00176322,82.8,5.4,1.1,10.8
E00176323,86.7,6,0,7.2
E00176324,64.1,16.2,4.3,15.4
E00176328,88,6.8,0.9,4.3
E00176330,68.7,22.4,1.5,7.5
E00176331,80.9,11.3,0.9,7
E00176332,77,12.2,2.7,8.1
E00176335,67.7,22.2,2,8.1
E00183720,86.5,6,1.5,6
E00183733,67.6,14.8,1.4,16.2
E00183755,64.1,14.1,5.6,16.2
E00183781,74.4,8.9,0,16.7
E00183786,80.6,6,0.7,12.7
E00183809,67.5,12.5,0,20
E00183813,73.6,13.2,2.8,10.4
E00183816,70.4,14.5,1.1,14
E00183826,62.5,11.5,1,25
E00183831,68.8,19.3,3.7,8.3
E00183872,80.6,11.5,2.2,5.8
E00183891,65.7,22.9,1.9,9.5
E00183894,75.9,6.6,3.6,13.9
E00183912,79.7,7.6,1.7,11
E00183916,77.3,12.5,3.9,6.3
E00183917,74.4,9.4,4.3,12
E00183918,74.6,16.7,2.6,6.1
E00183921,73.3,16.2,0,10.5
E00183940,68.5,12.6,2.8,16.1
E00183944,65,11.7,1.5,21.9
E00183945,66.1,25.2,3.1,5.5
E00183952,72.1,12.2,0,15.6
E00183955,66.7,8.6,6.5,18.3
E00183956,79.1,7.2,0.7,12.9
E00183971,81.3,9.4,1.4,7.9
E00183974,80.9,12.2,0.9,6.1
E00183976,54.4,19.1,5.9,20.6
E00183996,70.9,13.4,0.8,15
E00183997,63.6,22.5,4.7,9.3
E00184010,82.2,5.9,1.3,10.5
E00184018,74.5,14.1,3.4,8.1
E00184025,73.2,11.5,3.2,12.1
E00184027,71.2,13.7,0,15.1
E00184030,61.1,7.4,8.4,23.2
E00184031,68.8,11.2,1.6,18.4
E00184052,68.5,8.9,0.7,21.9
E00184087,73.1,7.7,3.8,15.4
E00184103,75.6,15.9,0,8.5
E00184118,76.7,12.4,0,10.9
E00184120,64,5.5,1.2,29.3
E00184123,62,15.7,3.3,19
E00184131,65.4,17.3,3.8,13.5
E00184138,65.9,15.9,0,18.2
E00185724,77.9,11,2.2,8.8
