geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00008583,75,18.1,6.9
E00008584,85.5,11.8,2.7
E00008609,78.6,15.9,5.6
E00008610,81.6,12,6.4
E00008612,73.6,21.4,5
E00008613,81.4,14.1,4.5
E00008620,94.2,2.9,2.9
E00008621,79.1,14.1,6.9
E00008622,81.7,12.5,5.9
E00008623,69.4,21.2,9.4
E00008625,75.5,17.7,6.8
E00008626,72.9,18.7,8.4
E00008627,72.2,21.8,6
E00008628,81.5,11.3,7.3
E00008629,76.8,17.6,5.5
E00008630,82.4,15.2,2.4
E00008631,89.4,8.1,2.5
E00008632,82.3,12.2,5.5
E00008633,76.3,20,3.8
E00008635,74.5,20,5.4
E00008637,83.8,10.3,6
E00008638,85.8,10.2,3.9
E00008639,78.7,17.8,3.5
E00008640,85.1,11.7,3.2
E00008643,82.1,13.6,4.4
E00008644,91.9,8.1,0
E00008646,80.5,12.1,7.4
E00008647,88.6,9.2,2.2
E00008648,90.7,7.5,1.9
E00008649,80.7,16.3,3
E00008650,87.3,10.4,2.2
E00008651,94.2,4.7,1.1
E00008652,90.4,7.9,1.7
E00008653,83.7,10.8,5.6
E00008654,94.4,4.2,1.4
E00008655,87.6,11.6,0.8
E00008656,95.1,3.7,1.2
E00008657,80.1,15.2,4.7
E00008658,88.5,8.1,3.4
E00008659,85.1,11.6,3.3
E00008661,87.4,10.9,1.7
E00008662,84.9,11.5,3.6
E00008663,82.1,12.4,5.5
E00008666,85.8,12.6,1.6
E00008667,85.8,10.5,3.6
E00008668,88.5,10.1,1.4
E00008670,93.3,5.6,1.1
E00008671,88.9,8.8,2.3
E00008672,91.1,7.2,1.6
E00008673,89.8,8.6,1.7
E00008674,84.5,14.2,1.3
E00008676,77.8,14,8.2
E00008678,90.1,9.1,0.8
E00008679,69.4,22.5,8
E00008680,76.9,18.1,5
E00008681,83.5,8.7,7.9
E00008682,87.9,10.6,1.6
E00008683,76.6,17.9,5.5
E00008684,77.1,13.3,9.5
E00008685,77.1,18.3,4.6
E00008686,88.7,11,0.3
E00008687,94.3,5.7,0
E00008689,86.6,9.5,3.8
E00008691,85.4,9.5,5
E00008692,81.4,14.3,4.3
E00008694,87.8,11.9,0.3
E00008695,87.1,10.6,2.3
E00008696,74,19.2,6.8
E00008698,75.3,20.6,4.2
E00008699,81,17.6,1.4
E00008700,87.3,9.7,3
E00008702,83.8,14.1,2.1
E00008704,88.5,8.9,2.6
E00008705,88,9,3.1
E00008706,84.4,14.7,0.9
E00008707,83.1,14,3
E00008708,75,17.9,7.1
E00008709,86.6,11,2.4
E00008710,89.8,6.2,4
E00008711,81.6,13.9,4.5
E00008712,79.4,13.7,6.9
E00008713,75,17.3,7.7
E00008714,81.9,12.2,5.9
E00008715,80.7,12.3,7
E00008716,81.5,13.3,5.2
E00008717,81.9,14,4.1
E00008718,79.2,15.4,5.5
E00008719,77.3,16.5,6.2
E00008720,79.7,16.7,3.6
E00008721,91.3,7.8,0.9
E00008722,89.7,9.1,1.3
E00008723,80.8,16,3.2
E00008725,88.6,8.5,2.8
E00008726,91.2,8.4,0.4
E00008727,91.5,7.3,1.2
E00008728,91.8,5.6,2.6
E00008729,79.7,15.5,4.8
E00008731,87.3,10.9,1.9
E00008732,73.4,19.8,6.8
E00008734,77.9,15.5,6.6
E00008735,72.7,21.4,5.8
E00008737,77.3,17.7,5
E00008739,78.8,15.9,5.2
E00008740,93.5,5.8,0.7
E00008750,91.3,8.3,0.4
E00008752,80.3,15,4.7
E00008753,88,11.7,0.3
E00008754,89.2,8.7,2.1
E00008756,84.5,13.7,1.8
E00008757,80.9,13.2,5.8
E00008758,87.2,9.7,3.1
E00008760,79.8,15.6,4.6
E00008762,84.5,12.2,3.3
E00008763,85.1,14.3,0.6
E00008764,72.4,17.3,10.3
E00008765,79.6,15.8,4.6
E00008766,85.9,10.5,3.6
E00008767,83.4,15,1.7
E00008768,84.8,11.8,3.5
E00008769,84.6,11.1,4.3
E00008770,86.5,10.6,2.9
E00008771,84.5,14,1.6
E00008772,84,10.8,5.2
E00008773,82.4,12.3,5.3
E00008774,81.1,11.7,7.2
E00008775,76.7,17.2,6.1
E00008776,74.1,16.4,9.5
E00008777,79.9,15.4,4.7
E00008778,78.5,15.3,6.1
E00008779,77.9,16.9,5.2
E00008780,77.1,16.9,6
E00008781,80.3,13.4,6.4
E00008782,85.1,13.5,1.4
E00008783,85.4,8.7,5.9
E00008785,86.4,10.3,3.3
E00008786,81.1,11.6,7.3
E00008787,78.9,18.3,2.8
E00008788,77.5,17.8,4.8
E00008789,79.8,18.2,2.1
E00008790,89.6,6.5,3.9
E00008791,77.1,17.2,5.7
E00008792,76.2,17.7,6.1
E00008793,80.2,12.4,7.4
E00008794,81.7,11.3,7.1
E00008795,78.2,13.9,7.9
E00008796,76.1,18.6,5.3
E00008798,71.7,18.6,9.7
E00008799,81,11,8
E00008801,75.1,15,9.8
E00008802,75.5,16.5,8
E00008803,80.6,13.4,6.1
E00008804,80.6,14.7,4.8
E00008806,81.8,14,4.1
E00008807,85.7,10,4.3
E00008808,84.5,10.6,4.9
E00008809,80.7,15.3,4
E00008810,79.1,16.5,4.4
E00008811,75.6,19.8,4.6
E00008812,77.1,12.9,10
E00008813,91.2,7.8,0.9
E00008814,86.8,9.6,3.6
E00008815,78.7,16.9,4.4
E00008816,93.3,5,1.7
E00008817,85.1,10.2,4.6
E00008818,82,12.1,5.9
E00008819,91.6,7.1,1.3
E00008820,77.1,16.9,6
E00008821,86.5,9.7,3.9
E00008822,82.4,12.9,4.7
E00008823,74.5,15.2,10.3
E00008824,79.4,14.3,6.3
E00008825,80.9,13.9,5.2
E00008827,85.1,10.9,4
E00008830,76.4,15.7,7.9
E00008831,76,18.9,5
E00008832,82.7,13.7,3.6
E00008838,75.6,13.9,10.6
E00008839,83.5,10.8,5.7
E00008915,93.6,4.5,1.9
E00008917,82.7,11.1,6.1
E00008941,69.1,26.9,4
E00008942,87.4,10.2,2.4
E00008943,83.7,13.3,3
E00008944,85.7,11.6,2.7
E00008945,88.6,8.6,2.8
E00008946,84.2,11,4.8
E00008947,74.1,19.7,6.2
E00008948,81.3,13,5.8
E00008949,94.6,4.4,1
E00008950,88.1,9.7,2.2
E00008951,89,7.7,3.3
E00008952,90.4,8,1.6
E00008953,90.5,8.6,0.9
E00008954,86,11.4,2.5
E00008955,69.7,24.2,6.1
E00008956,79.8,15,5.2
E00008957,86.7,11.7,1.5
E00008958,90.9,5.8,3.2
E00008960,71.2,19.9,8.9
E00008962,72.2,22.2,5.6
E00008965,74.8,18.8,6.4
E00008967,83.2,11.7,5.1
E00008968,73.3,19.8,6.9
E00008970,71.8,21.8,6.3
E00008971,86.5,11.7,1.8
E00008994,84.6,10.6,4.8
E00008995,86.6,10.5,2.9
E00008997,89.2,10.2,0.6
E00008999,82.7,11,6.3
E00009045,86.3,7.9,5.8
E00009046,76.7,17.7,5.7
E00009047,81.7,13.1,5.2
E00009048,69.8,20.7,9.5
E00009049,89.1,7.4,3.5
E00009050,71.5,14.6,13.9
E00009051,84.5,9.8,5.7
E00009052,77.9,15,7.1
E00009053,91.1,6.3,2.6
E00009054,76.4,13.8,9.8
E00009056,89.6,8.3,2.1
E00009057,86.2,11.6,2.2
E00009058,87.1,10.1,2.8
E00009060,84.9,8.1,7
E00009062,85.8,8.4,5.8
E00009063,80.2,15.6,4.2
E00009064,92.3,5.7,2
E00009066,81.6,14.4,4
E00009067,88.8,7.9,3.3
E00009068,84.9,11.4,3.7
E00009069,84.4,11.2,4.5
E00009070,80.3,13.8,5.9
E00009071,80.6,8.8,10.6
E00009072,86,11.3,2.7
E00009073,84.7,12.5,2.8
E00009074,73.5,17.9,8.6
E00009075,77.8,15.6,6.6
E00009076,80.4,17.7,1.8
E00009077,83,14.6,2.4
E00009078,82.1,14.3,3.6
E00009079,85.2,8.4,6.4
E00009113,82.1,13.7,4.1
E00009114,88.4,9.4,2.3
E00009115,83.4,14.4,2.2
E00009116,82.1,13.3,4.6
E00009117,93.5,5.3,1.1
E00009118,91.2,8,0.9
E00009119,86.9,10.5,2.6
E00009120,73.1,19.4,7.5
E00009121,88.5,9.4,2.2
E00009122,84.4,12.1,3.6
E00009123,86.6,9.9,3.5
E00009124,76.5,15.8,7.8
E00009125,80.1,17.7,2.3
E00009126,80,13.8,6.3
E00009127,71.4,20.9,7.7
E00009128,88.8,10.2,1.1
E00009129,86.5,6.8,6.8
E00009130,69,24.8,6.3
E00009131,83.8,13.1,3.1
E00009132,72.4,19.4,8.3
E00009133,84.5,10.9,4.7
E00009134,86.8,10.3,3
E00009135,84.3,13.4,2.3
E00009136,82.7,13.7,3.5
E00009137,72.1,19.8,8.1
E00009138,84.7,15.3,0
E00009140,84.7,14,1.3
E00009141,83.7,14.8,1.5
E00009142,85.9,8.3,5.8
E00009143,83.2,14.3,2.6
E00009144,88,10.6,1.3
E00009145,75.8,16.1,8.1
E00009146,83.7,15.6,0.7
E00009147,86.3,10.1,3.6
E00009148,87.3,9.2,3.5
E00009149,76.9,17.8,5.3
E00009151,91.2,6.4,2.4
E00009152,86.4,11,2.7
E00009153,90.5,7.3,2.2
E00009154,81.2,15.9,2.9
E00009156,86,11,3
E00009158,93.1,6.9,0
E00009159,83.5,13,3.6
E00009160,84,11.3,4.6
E00009161,82.1,13,4.9
E00009162,89.8,7.9,2.3
E00009164,83.2,15.5,1.3
E00009167,84.7,12.7,2.6
E00009169,95,4.6,0.5
E00009170,82.8,13.2,4
E00009171,88.1,9.5,2.4
E00009172,89.8,9.8,0.5
E00009173,87.2,7.8,5
E00009174,87.2,11.2,1.7
E00009175,79.2,18.6,2.2
E00009179,81.9,13.8,4.4
E00009180,67.2,23.5,9.4
E00009181,74,15.9,10.1
E00009182,75.5,15.2,9.2
E00009183,78.7,15.1,6.2
E00009184,84.2,11.7,4.2
E00009185,88.6,7.5,3.9
E00009186,74.9,16.9,8.1
E00009199,85.3,10,4.7
E00009200,84,14.8,1.2
E00009218,74.7,16.8,8.6
E00009223,94.7,3.6,1.6
E00013509,91.6,8.4,0
E00013510,89.2,8.2,2.6
E00013512,83.9,15.4,0.7
E00013517,85.1,13.4,1.5
E00013520,85.6,12.6,1.8
E00013525,84.9,12.2,2.9
E00013527,80.5,13.2,6.2
E00013528,78.2,14.8,7
E00013531,88.5,10.2,1.3
E00013532,93.7,6,0.3
E00013535,84.6,12.9,2.5
E00013536,85.3,14.7,0
E00013542,90.5,9.1,0.5
E00013829,82.2,14.7,3.1
E00013830,84.9,11.6,3.5
E00013831,86.6,11.1,2.2
E00013832,78.7,18.9,2.5
E00013833,84.3,12.6,3.1
E00013835,76.2,16.2,7.6
E00013837,90.9,4.7,4.4
E00013843,79.3,18.4,2.3
E00013844,84.7,13,2.3
E00013846,84.2,14,1.8
E00013847,78.9,18,3.1
E00013848,73.2,17.6,9.2
E00013849,74.8,17.7,7.4
E00013850,86.7,7.9,5.4
E00013852,83.5,15.2,1.3
E00013853,91.9,5.9,2.3
E00013854,86.1,11.5,2.4
E00013857,81.1,15.3,3.6
E00013859,73.8,24.5,1.7
E00013861,79.7,17.4,2.8
E00013865,86,12.8,1.2
E00013867,90.5,7.1,2.4
E00013869,83.9,11.7,4.4
E00013871,79.8,14.1,6.1
E00174833,83.6,14.9,1.5
E00176220,54.8,33.7,11.6
E00176221,84.9,12.5,2.7
E00176222,81.1,17.9,1.1
E00176223,85,14.5,0.5
E00176224,70.3,21.6,8.1
E00176235,79.5,18.9,1.6
E00176236,80.6,17.1,2.3
E00176239,79.5,19.1,1.4
E00176240,79.1,18.5,2.3
E00176250,75,20.3,4.7
E00176251,82.1,13.6,4.4
E00176253,78.8,17.8,3.4
E00176254,81.4,12.4,6.2
E00176258,75.4,16.1,8.4
E00176259,87.4,11.9,0.7
E00176265,90.8,8,1.2
E00176268,86.2,9.8,4.1
E00176269,73.6,18.6,7.8
E00176270,79.6,13.7,6.7
E00176271,79.4,18.9,1.7
E00176272,87.8,9.1,3
E00176274,78.2,17.9,3.9
E00176277,77.8,17.8,4.4
E00176279,78.2,19.9,1.9
E00176280,91.3,7.7,1
E00176287,77.8,21.1,1.1
E00176298,64.8,24.8,10.5
E00176299,69.8,21.4,8.8
E00176300,81.5,13.7,4.8
E00176301,79.6,18.1,2.3
E00176302,61.5,34.5,4.1
E00176303,89.3,10,0.7
E00176304,91.3,7.5,1.3
E00176306,81.3,17.6,1.2
E00176313,71.2,22.8,5.9
E00176316,79.8,15.7,4.5
E00176317,75.1,23.3,1.6
E00176318,82.4,12.9,4.8
E00176319,85.4,13.3,1.3
E00176320,86.7,11.6,1.7
E00176321,84.1,12.6,3.3
E00176322,87.8,10.3,1.9
E00176323,86.7,9.8,3.5
E00176324,77.4,20.1,2.5
E00176328,89.7,7.8,2.6
E00176330,83.9,14.1,2
E00176331,86,14,0
E00176332,84.7,10.9,4.4
E00176335,83.4,12.9,3.7
E00183720,92.7,6.1,1.2
E00183733,80.2,10.4,9.3
E00183755,74.3,17,8.8
E00183781,77.8,20.3,1.9
E00183786,86.6,11.1,2.4
E00183809,74.5,24.2,1.3
E00183813,82.6,15.8,1.6
E00183816,79.9,18.4,1.7
E00183826,74.5,23,2.4
E00183831,80.9,12.7,6.4
E00183872,87.5,11.2,1.2
E00183891,75.7,19.2,5.1
E00183894,80.8,16.8,2.4
E00183912,84.8,15.2,0
E00183916,84.1,11.9,4
E00183917,80.9,15.3,3.8
E00183918,84.9,12,3
E00183921,82.2,16.5,1.2
E00183940,78.1,15.7,6.2
E00183944,75.1,19.2,5.7
E00183945,81.8,14.8,3.3
E00183952,77.1,19.8,3.1
E00183955,71.6,20.5,7.9
E00183956,82.8,16.1,1.1
E00183971,88.6,10.7,0.7
E00183974,88.1,10.3,1.6
E00183976,66.3,30.1,3.5
E00183996,77.2,22.8,0
E00183997,78.6,15.9,5.4
E00184010,85.5,11.3,3.2
E00184018,80.9,15.4,3.7
E00184025,80.2,13.1,6.7
E00184027,77.6,22,0.4
E00184030,68.4,18.2,13.4
E00184031,78,20.5,1.5
E00184052,73.6,25.5,0.9
E00184087,80.8,13.5,5.7
E00184103,84.1,13.5,2.4
E00184118,82.6,16.1,1.3
E00184120,65.7,23.7,10.6
E00184123,74.4,18.4,7.1
E00184131,76.7,21,2.3
E00184138,69.8,27,3.2
E00185724,82.4,13.3,4.3
