geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00008583,5,95,0
E00008584,33.8,66.2,0
E00008609,14.9,85.1,0
E00008610,37.9,61.5,0.6
E00008612,0.8,99.2,0
E00008613,33.8,66.2,0
E00008620,68.7,31.3,0
E00008621,24.3,75.7,0
E00008622,2.3,97.7,0
E00008623,1.8,98.2,0
E00008625,0.8,99.2,0
E00008626,0,100,0
E00008627,1.9,98.1,0
E00008628,0.8,99.2,0
E00008629,0.8,99.2,0
E00008630,13.9,85.6,0.5
E00008631,5.7,93.9,0.5
E00008632,13.7,86.3,0
E00008633,13.3,86.2,0.6
E00008635,5.7,94.3,0
E00008637,10.2,89.8,0
E00008638,20.1,79.9,0
E00008639,11.5,88.5,0
E00008640,19.7,78.2,2
E00008643,32,68,0
E00008644,72,28,0
E00008646,1.4,98.6,0
E00008647,10.6,88.5,1
E00008648,53.8,46.2,0
E00008649,33.6,66.4,0
E00008650,35,65,0
E00008651,53.5,46.5,0
E00008652,51.9,48.1,0
E00008653,11.3,88.7,0
E00008654,94.1,5.9,0
E00008655,7.7,90.8,1.5
E00008656,77,22,1
E00008657,3.1,96.9,0
E00008658,88.7,11.3,0
E00008659,0,100,0
E00008661,21.8,78.2,0
E00008662,18.2,81.1,0.6
E00008663,25.8,74.2,0
E00008666,20.1,79.9,0
E00008667,7,93,0
E00008668,31.1,68.9,0
E00008670,27.3,72.7,0
E00008671,19.3,80.7,0
E00008672,50.8,49.2,0
E00008673,93.1,6.9,0
E00008674,17.6,82.4,0
E00008676,0.9,99.1,0
E00008678,31.9,68.1,0
E00008679,0,100,0
E00008680,20,80,0
E00008681,0,100,0
E00008682,22,78,0
E00008683,1.7,98.3,0
E00008684,23.8,76.2,0
E00008685,46.2,53.8,0
E00008686,21.6,78.4,0
E00008687,34.1,65.9,0
E00008689,12.6,87.4,0
E00008691,16,84,0
E00008692,25.4,74.6,0
E00008694,29.4,70.6,0
E00008695,33.5,66.5,0
E00008696,37.4,62.6,0
E00008698,33.3,66.7,0
E00008699,7.3,92.7,0
E00008700,17.5,81.6,0.9
E00008702,31.4,68.6,0
E00008704,31.1,68.9,0
E00008705,34.8,65.2,0
E00008706,10.2,89.8,0
E00008707,45.8,54.2,0
E00008708,49.3,50.7,0
E00008709,40.1,59.9,0
E00008710,41.3,58.7,0
E00008711,3.5,96.5,0
E00008712,1.5,98.5,0
E00008713,0,100,0
E00008714,34.7,64.7,0.7
E00008715,6,94,0
E00008716,2.2,97.8,0
E00008717,1.6,98.4,0
E00008718,28.8,71.3,0
E00008719,0.8,99.2,0
E00008720,17.8,82.2,0
E00008721,58.1,41.9,0
E00008722,53.7,46.3,0
E00008723,1.7,98.3,0
E00008725,22.1,77.9,0
E00008726,86.5,13.5,0
E00008727,54.4,45.6,0
E00008728,37.4,62.6,0
E00008729,12.8,87.2,0
E00008731,26.8,73.2,0
E00008732,15.9,84.1,0
E00008734,1.7,98.3,0
E00008735,3.8,96.2,0
E00008737,0.7,94.6,4.7
E00008739,11.8,87.7,0.5
E00008740,1.1,97.7,1.1
E00008750,50,50,0
E00008752,4.2,95.8,0
E00008753,41.2,58.8,0
E00008754,45.9,54.1,0
E00008756,9.4,90.6,0
E00008757,48.1,51.1,0.8
E00008758,37.9,60.2,1.9
E00008760,39.4,60.6,0
E00008762,10.2,89.2,0.6
E00008763,20.2,79.8,0
E00008764,27.4,72.6,0
E00008765,19.5,80.5,0
E00008766,2,98,0
E00008767,21.9,78.1,0
E00008768,2.4,97.6,0
E00008769,10.7,89.3,0
E00008770,19.3,80.7,0
E00008771,7.6,92.4,0
E00008772,19.5,80.5,0
E00008773,3.1,95.9,1
E00008774,1,99,0
E00008775,1.7,98.3,0
E00008776,0,100,0
E00008777,0,100,0
E00008778,0,100,0
E00008779,7.3,92.2,0.6
E00008780,14.7,85.3,0
E00008781,0.8,99.2,0
E00008782,8.9,91.1,0
E00008783,0,100,0
E00008785,61.6,38.4,0
E00008786,6.5,92.2,1.3
E00008787,0.9,99.1,0
E00008788,9.6,90.4,0
E00008789,16.3,83.7,0
E00008790,31.4,68.6,0
E00008791,6.5,93.5,0
E00008792,11.6,88.4,0
E00008793,13.5,86.5,0
E00008794,43,57,0
E00008795,1.2,98.8,0
E00008796,23.9,76.1,0
E00008798,16.4,83.6,0
E00008799,24.2,75.8,0
E00008801,53.5,46.5,0
E00008802,6,94,0
E00008803,42.7,55.6,1.7
E00008804,17.8,82.2,0
E00008806,10.6,88.8,0.6
E00008807,14.8,85.2,0
E00008808,7.8,91.5,0.7
E00008809,20.4,79.6,0
E00008810,32.8,67.2,0
E00008811,28.6,71.4,0
E00008812,19.3,80,0.7
E00008813,46.3,53.7,0
E00008814,28.9,71.1,0
E00008815,36.8,63.2,0
E00008816,10.9,89.1,0
E00008817,14.6,85.4,0
E00008818,10,90,0
