geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00008583,14.6,31.8,53.6
E00008584,12.9,43.2,43.9
E00008609,18,31.1,50.8
E00008610,19.9,38.7,41.4
E00008612,11.6,42,46.4
E00008613,17.6,44.6,37.8
E00008620,19,47.6,33.3
E00008621,24.7,39.8,35.5
E00008622,13.1,45.4,41.5
E00008623,21.8,27.5,50.7
E00008625,19.8,30.6,49.6
E00008626,19.1,31.8,49.1
E00008627,19,34,47
E00008628,15.2,44.6,40.2
E00008629,15.2,41.1,43.8
E00008630,22.3,34,43.6
E00008631,19.3,47.6,33.1
E00008632,17.7,43.4,38.9
E00008633,26.5,36.7,36.7
E00008635,29,41,30
E00008637,20,44.4,35.6
E00008638,22,44,34.1
E00008639,33.7,30.3,36
E00008640,11.2,44.9,43.9
E00008643,16.9,46.8,36.4
E00008644,23.1,56.4,20.5
E00008646,14.9,32.2,52.9
E00008647,17.1,46.3,36.6
E00008648,12,46.7,41.3
E00008649,14.3,38.1,47.6
E00008650,18.2,63.6,18.2
E00008651,26.7,45,28.3
E00008652,15.3,39,45.8
E00008653,10.5,45.3,44.2
E00008654,17.7,48.4,33.9
E00008655,23.8,57.1,19
E00008656,15.1,60.3,24.7
E00008657,13.8,41.5,44.6
E00008658,17.1,47.6,35.4
E00008659,17.6,45.4,37
E00008661,29.5,32.4,38.1
E00008662,16.7,47.6,35.7
E00008663,15.4,48.4,36.3
E00008666,22.6,47.3,30.1
E00008667,18.3,50.7,31
E00008668,24.7,43.8,31.5
E00008670,29.2,38.5,32.3
E00008671,14.3,34.9,50.8
E00008672,19.7,59.2,21.1
E00008673,8.5,70.7,20.7
E00008674,39,40.7,20.3
E00008676,10.6,42.3,47.1
E00008678,11.8,58.8,29.4
E00008679,14.5,30.8,54.7
E00008680,16.3,44.6,39.1
E00008681,12.4,55.7,32
E00008682,16.7,53.3,30
E00008683,12.4,40.2,47.4
E00008684,11.6,45.5,42.9
E00008685,18.8,37.5,43.8
E00008686,22.2,49.4,28.4
E00008687,12,60,28
