geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00075894,13.8,63,20.3,2.9
E00075895,16.9,42.9,33.1,7.1
E00075896,37.9,35.3,17.2,9.5
E00075897,12,49.5,36.4,2.2
E00075898,49.1,40.4,8.8,1.8
E00075899,39.8,43.5,14.4,2.3
E00075900,8.2,28.4,41,22.4
E00075901,18.3,58.8,19.1,3.8
E00075902,41.9,44.2,10.9,3.1
E00075903,32.8,47.5,15.6,4.1
E00075904,23.5,47.1,21.8,7.6
E00075905,33.6,41.2,20.2,5
E00075906,19.4,50.9,23.1,6.5
E00075907,25.5,48.9,20.6,5
E00075908,32.3,41.9,19.4,6.5
E00075910,15.6,44.8,35.1,4.5
E00075911,29,41,24,6
E00075912,16.1,45.5,31.3,7.1
E00075913,8.9,43.8,30.4,17
E00075914,16.9,48.5,20,14.6
E00075915,9.7,50.3,32.4,7.6
E00075916,7.1,39.8,36.3,16.8
E00075917,3.7,32.8,46.3,17.2
E00075918,5.6,37.3,42.1,15.1
E00075919,11,40.7,39.8,8.5
E00075920,28.1,43.8,24,4.1
E00075921,9.7,35.2,42.1,13.1
E00075922,27.5,40.8,19.2,12.5
E00075923,37.4,47.2,10.6,4.9
E00075924,8,39.2,39.8,13.1
E00075925,6.3,38.1,43.7,11.9
E00075926,10.8,41.5,39.2,8.5
E00075927,44,39.7,10.6,5.7
E00075928,46,35.5,16.9,1.6
E00075929,25.7,41.6,27.4,5.3
E00075930,34.5,43.7,17.6,4.2
E00075931,38.3,45.3,12.5,3.9
E00075932,37.7,43.8,10.8,7.7
E00075933,26.8,43.3,21.3,8.7
E00075934,8.1,39,43.4,9.6
E00075935,43.3,34.5,18.7,3.5
E00075936,20.8,53.8,23.8,1.5
E00076101,44.9,37.8,13.5,3.8
E00076103,9.2,44.2,33.3,13.3
E00076105,10,44.2,35,10.8
E00076118,13.3,48.7,31,7.1
E00076119,20.9,49.3,22.4,7.5
E00076120,20.6,49.6,24.1,5.7
E00076122,30.2,45.2,22.2,2.4
E00076123,22,43.2,25.8,9.1
E00076124,8.7,44.7,38.7,8
E00076125,15.6,41,30.3,13.1
E00076126,9.9,50.5,27,12.6
E00076127,12.4,50.4,28.7,8.5
E00076128,5,41.2,42,11.8
E00076129,13.9,40,28.7,17.4
E00076130,25,35.3,32.8,6.9
E00076131,11.8,36.4,40.9,10.9
E00076132,18.7,46.5,29.8,5.1
E00076133,41.3,43.1,12.8,2.8
E00076134,21.1,49.6,21.8,7.5
E00076135,3.8,40.6,42.1,13.5
E00076136,10.9,37,37.8,14.3
E00076137,61.3,34.5,4.2,0
E00076138,6.3,51.6,38.1,4
E00076139,27.5,45.7,21,5.8
E00076150,26.4,44.3,25,4.3
E00076152,38.3,45.1,12.8,3.8
E00076184,15.7,41.7,30.6,12
E00076185,18.5,50.4,26.9,4.2
E00076186,28.1,45.5,24.2,2.2
E00076187,33.9,33.1,29.1,3.9
E00076188,44.3,43.4,9.8,2.5
E00076189,11.4,39,42.3,7.3
E00076190,19.4,43.5,26.6,10.5
E00076191,23.1,51.3,23.1,2.6
E00076192,22,47.7,26.5,3.8
E00076193,20.7,37.9,34.5,6.9
E00076194,26,52.7,19.2,2.1
E00076195,33.6,46.4,17.6,2.4
E00076196,36.5,43.7,15.9,4
E00076197,37.6,39.3,17.1,6
E00076198,16.7,48,29.4,5.9
E00076199,30.3,42.6,23.9,3.2
E00076200,24.1,45.7,25,5.2
E00076201,19.2,38.5,29.8,12.5
E00076202,21.5,44.4,29.2,4.9
E00076203,24.3,47.1,23.6,5
E00076204,26.2,43.8,25.4,4.6
E00076205,23.4,45.3,24.8,6.6
E00076206,29.8,45,21.4,3.8
E00076207,36.8,31,25.8,6.5
E00076208,30.9,44.5,20.9,3.7
E00076209,29.4,46,17.5,7.1
E00076210,25.6,45.7,23.3,5.4
E00076211,31,42.3,19.6,7.1
E00076212,43.1,38.8,16.3,1.9
E00076213,22.7,43.9,19.7,13.6
E00076214,24.1,46.7,21.9,7.3
E00076215,17.6,44.8,28.8,8.8
E00076216,29.5,47.3,20.5,2.7
