geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00075894,76,17.1,6.9
E00075895,78,14.3,7.7
E00075896,69.1,20.3,10.5
E00075897,94,4.8,1.2
E00075898,63.9,19.1,17
E00075899,73.4,17.1,9.5
E00075900,86.8,9,4.1
E00075901,79,15,6.1
E00075902,74.5,15.6,9.9
E00075903,61.8,22.4,15.8
E00075904,73.2,19.8,7
E00075905,76.1,18.3,5.6
E00075906,71.1,17.3,11.7
E00075907,77.3,13.3,9.4
E00075908,73.5,17.5,8.9
E00075910,85.1,12,2.9
E00075911,75.5,17.6,6.9
E00075912,78.8,16.5,4.7
E00075913,81.4,13,5.5
E00075914,81.7,13,5.3
E00075915,79.3,14.1,6.6
E00075916,84.6,10.7,4.7
E00075917,87.8,10.4,1.8
E00075918,83,12,5
E00075919,77.4,16.7,5.9
E00075920,69.9,18.2,11.9
E00075921,76.6,12.6,10.7
E00075922,76.3,17.7,6
E00075923,76.3,15.7,8
E00075924,81.1,16.5,2.5
E00075925,83.9,12.7,3.3
E00075926,86.2,12.1,1.7
E00075927,75.1,15.3,9.6
E00075928,70.8,19.2,10
E00075929,78.7,12.7,8.6
E00075930,69.1,16.5,14.3
E00075931,79.9,14,6.1
E00075932,65.7,20.1,14.2
E00075933,77.6,12.9,9.5
E00075934,84.4,10.6,5
E00075935,78.2,14,7.7
E00075936,82.3,13.9,3.8
E00076101,65.2,21.2,13.6
E00076103,83.2,12.9,3.9
E00076105,83.6,12.1,4.3
E00076118,81.3,15.4,3.3
E00076119,80.3,13.8,5.9
E00076120,77.9,17.6,4.6
E00076122,71.1,15.2,13.7
E00076123,81.4,13.3,5.4
E00076124,86.1,11.3,2.6
E00076125,80.5,14.6,4.9
E00076126,88.7,9,2.3
E00076127,78.1,16.9,5
E00076128,87.7,9.2,3.1
E00076129,85.1,11.6,3.4
E00076130,71.2,17.4,11.4
E00076131,82.1,12.1,5.8
E00076132,80.9,13.7,5.4
E00076133,66.2,20,13.8
E00076134,67.3,24.6,8.1
E00076135,85.5,12.3,2.2
E00076136,82.8,12.4,4.8
E00076137,38.1,33.9,28
E00076138,92.6,6.1,1.3
E00076139,78.1,12.3,9.7
E00076150,78.3,16.1,5.6
E00076152,80.3,13,6.7
E00076184,75.3,19.5,5.2
E00076185,84.4,10.8,4.8
E00076186,74.4,15.5,10.2
E00076187,69.6,19.6,10.8
E00076188,71,17.7,11.3
E00076189,77.4,16.5,6
E00076190,75.1,16.8,8.1
E00076191,71.6,18.1,10.3
E00076192,72.3,20.7,7
E00076193,73.1,18.3,8.6
E00076194,67.1,17.8,15.1
E00076195,62.4,24.8,12.8
E00076196,66.7,20.7,12.6
E00076197,78.4,14.1,7.5
E00076198,76.8,15.9,7.3
E00076199,74.8,17,8.2
E00076200,77.2,15.8,7
E00076201,72.7,20.5,6.8
E00076202,77.4,14.5,8
E00076203,78.1,13.8,8.1
E00076204,71.5,15.9,12.5
E00076205,76.8,15.1,8.1
E00076206,77.7,13.3,9
E00076207,58.9,21,20.1
E00076208,71.6,19.3,9.2
E00076209,73.1,13.6,13.3
E00076210,74.4,16,9.5
E00076211,74.3,16.7,9
E00076212,66.9,16.3,16.9
E00076213,78.7,13.2,8.1
E00076214,72.8,20,7.2
E00076215,67.5,24.2,8.3
E00076216,62.8,22.2,14.9
E00076217,77.7,13,9.3
E00076218,74.1,17.4,8.5
E00076219,70.7,20,9.3
E00076220,65,21.7,13.3
E00076221,74.8,15.7,9.5
E00076222,77.6,18.5,3.9
E00076223,77.3,14.4,8.3
E00076224,75.6,13.1,11.3
E00076225,78.5,17.4,4.1
E00076226,73.8,16.4,9.8
E00076227,84,11.8,4.2
E00076228,77.6,11.8,10.7
E00076229,76.9,13,10.1
E00076230,69.3,22.8,7.9
E00076231,83.2,11.9,4.9
E00076233,70.7,22.6,6.8
E00076234,79,14.2,6.8
E00076235,73.9,15.7,10.5
E00076236,76.8,17,6.2
E00076237,78.1,14.9,6.9
E00076238,67.5,20.6,11.9
E00076239,76.3,17.3,6.4
E00076240,76.3,15.1,8.7
E00076243,80.3,13.7,6
E00076246,81.9,12.3,5.8
E00076248,84.5,12.8,2.7
E00076249,78.4,16.7,4.8
E00076250,76.3,16.5,7.2
E00076251,74.8,17.5,7.8
E00076252,82.4,12.9,4.7
E00076253,76.9,15.7,7.5
E00076254,83.6,10.5,5.9
E00076255,66.2,21.6,12.2
E00076256,82.6,12.9,4.5
E00076257,67.4,16.8,15.8
E00076258,74.8,17.2,8
E00076260,84.9,9.9,5.1
E00076261,76.4,16.2,7.4
E00076262,79.2,16.6,4.2
E00076263,75.3,16,8.7
E00076264,72.8,16.4,10.7
E00076265,63.8,23,13.2
E00076266,73.3,16.3,10.5
E00076268,62.7,26.3,11
E00076269,79,13.4,7.6
E00076489,78.7,17,4.3
E00076490,77,13.2,9.8
E00076491,80.5,14.5,5
E00076492,78.8,15,6.2
E00076493,65.2,19.3,15.6
E00076494,72.1,17.7,10.2
E00076495,74.4,17.7,7.9
E00076496,71.6,19.8,8.6
E00076497,69.4,17.3,13.3
E00076498,70.6,18.8,10.6
E00076499,71,18.7,10.4
E00076500,76.9,17.5,5.6
E00076501,78.4,14.5,7
E00076502,79.9,15.1,5
E00076503,78.9,15.9,5.3
E00076504,75.3,17.7,7
E00076505,72.3,16.6,11.1
E00076506,64.3,22.5,13.2
E00076507,79.1,13.3,7.6
E00076508,76.8,15.9,7.4
E00076509,68.2,22.2,9.6
E00076510,72.7,17.8,9.4
E00076511,73.1,19.2,7.7
E00076512,81,15.2,3.8
E00076513,76.4,17.6,6
E00076515,75.6,16.2,8.3
E00076517,80.7,12.9,6.3
E00076527,65,18.5,16.5
E00076528,74.9,15.5,9.6
E00076529,70,21.7,8.3
E00076530,82.8,12.2,5.1
E00076531,77.4,14.6,8
E00076588,84.5,11.4,4
E00076589,79.3,14.4,6.4
E00076590,74.5,15,10.4
E00076591,80.9,11.4,7.7
E00076592,77.3,14.6,8.1
E00076593,76.9,17.3,5.9
E00076594,79.9,16.1,3.9
E00076595,70.1,21.2,8.7
E00076596,75.8,17.6,6.6
E00076597,74.9,17.5,7.6
E00076598,68.4,19.6,12
E00076599,70.8,17.8,11.5
E00076600,69.8,20.1,10.2
E00076601,72.9,17.5,9.7
E00076602,78.5,14.2,7.3
E00076603,85.3,10,4.7
E00076604,75.6,15.4,9
E00076605,75.6,15.9,8.5
E00076606,75.5,14.8,9.7
E00076607,75.4,17.1,7.5
E00076608,82,14.3,3.8
E00076609,67,22.5,10.6
E00076610,78.1,14.5,7.4
E00076611,76,16,8
E00076612,81.6,10.7,7.7
E00076613,88.3,7.9,3.8
E00076614,79.8,16.3,4
E00076615,91.4,6.1,2.4
E00076616,56.5,23.5,20
E00076617,83.4,12.1,4.5
E00076618,87.4,9,3.6
E00076619,84.8,11.4,3.8
E00076620,83.6,12.6,3.8
E00076621,91.7,6.5,1.8
E00076622,72.3,16.9,10.8
E00076623,77.4,16.4,6.2
E00076624,74.1,16.4,9.5
E00076625,78.2,13,8.9
E00076626,75.9,18,6
E00094662,79.1,18,2.9
E00094664,75.7,16.7,7.6
E00094668,79,16.2,4.8
E00094669,81.2,12.8,6
E00094718,82.4,13.2,4.4
E00094853,81.8,11,7.2
E00094855,78.6,16.9,4.5
E00094860,81.4,13.9,4.7
E00094862,78.6,15.1,6.4
E00094864,74.6,16.7,8.7
E00094868,79.8,13.9,6.4
E00094869,81.5,12,6.5
E00094870,73.1,19.5,7.4
E00094871,81.8,12.1,6.1
E00094872,76,21.4,2.6
E00094873,73.8,17.8,8.4
E00094874,83.9,10.6,5.5
E00094875,68.6,26.1,5.3
E00094876,77.8,15.8,6.4
E00102009,76.1,16.7,7.2
E00102010,90.4,7.4,2.1
E00102011,81.5,14.7,3.8
E00102012,81.8,12.7,5.5
E00102013,89.7,5.5,4.7
E00102014,80.2,14.2,5.6
E00102015,83.7,11.4,4.8
E00102016,85.3,10.9,3.8
E00102017,84.5,11.9,3.5
E00102018,89.7,7.2,3
E00102019,89,9.8,1.3
E00102020,87.1,10.6,2.3
E00102023,84.3,11.5,4.2
E00102900,77.7,16.8,5.5
E00102901,78.5,16,5.5
E00102902,80.3,14.3,5.3
E00102903,82.4,10.9,6.7
E00102904,73.1,20.8,6.1
E00102905,71,20.9,8.1
E00102906,74.5,15.7,9.8
E00102907,74.4,15.9,9.8
E00102908,80.1,14.1,5.9
E00102909,77.5,17.2,5.3
E00102915,85,11.1,3.9
E00102916,67.3,22.6,10.1
E00102917,84,12.6,3.3
E00102918,88.1,8.7,3.2
E00102919,86.7,10.8,2.6
E00102920,84.6,10.1,5.3
E00102921,65.8,24.5,9.7
E00102922,86,8.6,5.5
E00102923,86.7,10.6,2.8
E00102924,78.2,17.7,4.1
E00102925,76.7,17.9,5.4
E00102926,87.5,8.7,3.8
E00102927,86.9,10.1,3
E00102928,85.2,11.9,3
E00102929,82.7,11.1,6.2
E00102930,81.4,14.7,3.9
E00102931,83,12.7,4.3
E00102932,78.3,19.3,2.4
E00103058,80.8,14.8,4.4
E00103059,82.8,13,4.1
E00103060,78.9,11.2,9.9
E00103061,80.7,13.7,5.6
E00103062,79.3,11.5,9.2
E00103063,75.1,20.8,4.2
E00103064,81.4,13.9,4.7
E00103065,78.9,12.8,8.3
E00172041,71.2,20.5,8.3
E00172042,79.8,13.5,6.7
E00172043,87.9,9.2,2.9
E00172044,83.2,13,3.8
E00172045,87.8,8.9,3.2
E00172046,86.7,10.2,3
E00172047,85.3,10.9,3.8
E00172048,87.6,9.9,2.6
E00172070,80.6,13.5,5.9
E00172078,87.2,9.4,3.4
E00172079,89.8,8.7,1.5
E00172083,83.2,9.8,7
