geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00075894,97.8,2.2,0,0
E00075895,99.3,0,0.7,0
E00075896,97.4,0,0.9,1.7
E00075897,94,4.4,1.1,0.5
E00075898,94.7,0,1.8,3.5
E00075899,94.5,0.5,1.4,3.7
E00075900,98.5,0,0,1.5
E00075901,98.5,0.8,0,0.8
E00075902,97.6,1.6,0.8,0
E00075903,98.4,1.6,0,0
E00075904,92.6,1.7,4.1,1.7
E00075905,97.5,0.8,0.8,0.8
E00075906,96.3,0.9,0.9,1.9
E00075907,97.1,0,0,2.9
E00075908,96.8,2.4,0.8,0
E00075910,96.2,1.3,1.9,0.6
E00075911,98,1,0,1
E00075912,98.2,0.9,0,0.9
E00075913,98.2,0.9,0.9,0
E00075914,98.5,0,0,1.5
E00075915,99.3,0,0,0.7
E00075916,97.3,2.7,0,0
E00075917,99.2,0.8,0,0
E00075918,97.7,1.6,0,0.8
E00075919,98.3,1.7,0,0
E00075920,98.3,0.8,0,0.8
E00075921,97.2,2.8,0,0
E00075922,95,0.8,1.7,2.5
E00075923,92.9,1.6,0,5.5
E00075924,96.6,1.7,0,1.7
E00075925,96.1,2.4,0,1.6
E00075926,94.6,2.3,0.8,2.3
E00075927,90.1,1.4,1.4,7.1
E00075928,95.2,0.8,0.8,3.2
E00075929,91.9,1.8,4.5,1.8
E00075930,99.2,0.8,0,0
E00075931,99.2,0,0.8,0
E00075932,93.8,0.8,1.6,3.9
E00075933,100,0,0,0
E00075934,94.9,1.5,2.2,1.5
E00075935,95.9,1.8,1.8,0.6
E00075936,96.1,0.8,0.8,2.3
E00076101,98.1,0,0.6,1.3
E00076103,99.2,0,0,0.8
E00076105,97.5,1.6,0,0.8
E00076118,98.2,1.8,0,0
E00076119,93.4,1.5,1.5,3.7
E00076120,94.3,2.1,0,3.5
E00076122,98.4,0.8,0,0.8
E00076123,99.2,0,0,0.8
E00076124,98,0.7,0,1.4
E00076125,100,0,0,0
E00076126,99.1,0.9,0,0
E00076127,96.9,1.6,0.8,0.8
E00076128,97.5,0.8,1.7,0
E00076129,98.3,0,0,1.7
E00076130,98.3,1.7,0,0
E00076131,96.3,2.8,0,0.9
E00076132,96.5,1.5,1.5,0.5
E00076133,94.5,1.8,0.9,2.8
E00076134,99.2,0.8,0,0
E00076135,97.7,1.5,0,0.8
E00076136,99.2,0,0,0.8
E00076137,100,0,0,0
E00076138,94.4,3.2,0.8,1.6
E00076139,96.3,1.5,1.5,0.7
E00076150,97.9,1.4,0,0.7
E00076152,94.8,1.5,3.7,0
E00076184,100,0,0,0
E00076185,95.8,0.8,0,3.4
E00076186,95.5,1.1,1.7,1.7
E00076187,95.2,0.8,1.6,2.4
E00076188,96.7,0,0.8,2.5
E00076189,97.5,0.8,0,1.6
E00076190,96.7,1.6,0,1.6
E00076191,95.8,1.7,0.8,1.7
E00076192,98.5,0,0,1.5
E00076193,100,0,0,0
E00076194,95.9,2,0.7,1.4
E00076195,96.8,2.4,0.8,0
E00076196,96,1.6,0.8,1.6
E00076197,95.8,1.7,0,2.5
E00076198,96.1,2,1,1
E00076199,95.5,1.3,0,3.2
E00076200,99.1,0.9,0,0
E00076201,97.1,1,1,1
E00076202,95.2,0.7,1.4,2.8
E00076203,98.6,0.7,0,0.7
E00076204,98.5,0.8,0,0.8
E00076205,94.9,2.2,0.7,2.2
E00076206,98.5,0,0.8,0.8
E00076207,97.4,0.6,0,1.9
E00076208,94.8,2.1,1,2.1
E00076209,97.6,0.8,0.8,0.8
E00076210,94.7,0,0,5.3
E00076211,94.6,1.8,0.6,3
E00076212,99.4,0.6,0,0
E00076213,97,0.8,1.5,0.8
E00076214,97.8,0.7,0,1.5
E00076215,95,4.1,0,0.8
E00076216,99.3,0.7,0,0
E00076217,100,0,0,0
E00076218,100,0,0,0
E00076219,97.7,1.6,0.8,0
E00076220,97.9,0.7,0,1.4
E00076221,94.5,2.3,0.8,2.3
E00076222,98.4,0,0,1.6
E00076223,99.2,0.8,0,0
E00076224,93.8,0.8,0.8,4.6
E00076225,97.2,1.8,0.9,0
E00076226,98.2,0,0.9,0.9
E00076227,91.1,3.7,3,2.2
E00076228,96.5,0,0.9,2.6
E00076229,95.2,0.8,3.2,0.8
E00076230,97.4,0,0.9,1.8
E00076231,95.9,1.4,1.4,1.4
E00076233,97.7,0,0,2.3
E00076234,93.3,2.9,1,2.9
E00076235,95.3,0.8,0.8,3.1
E00076236,98.2,0.9,0.9,0
E00076237,100,0,0,0
E00076238,96.2,1.9,0.6,1.3
E00076239,96.6,0.8,0.8,1.7
E00076240,96.1,1.6,0,2.3
E00076243,100,0,0,0
E00076246,96.7,0,0,3.3
E00076248,94.9,5.1,0,0
E00076249,100,0,0,0
E00076250,98.1,1.9,0,0
E00076251,92.9,1.2,1.2,4.7
E00076252,100,0,0,0
E00076253,99.1,0,0,0.9
E00076254,100,0,0,0
E00076255,100,0,0,0
E00076256,93.8,1.3,1.9,3.1
E00076257,97.5,0,1.3,1.3
E00076258,99.2,0.8,0,0
E00076260,99.1,0.9,0,0
E00076261,97.5,0,0.8,1.7
E00076262,100,0,0,0
E00076263,100,0,0,0
E00076264,100,0,0,0
E00076265,97.5,0.8,0.8,0.8
E00076266,99.2,0.8,0,0
E00076268,99.2,0,0.8,0
E00076269,98.4,0.8,0,0.8
E00076489,100,0,0,0
E00076490,96.3,2.2,0,1.5
E00076491,98.6,0.7,0.7,0
E00076492,95.1,1.6,0,3.3
E00076493,98.4,0,1.6,0
E00076494,97.2,0,0,2.8
E00076495,97.6,0.8,0,1.6
E00076496,96.6,1.7,0,1.7
E00076497,97.8,0,1.5,0.7
E00076498,96.5,2.8,0,0.7
E00076499,90.3,2.7,3.5,3.5
E00076500,93.9,2,1.4,2.7
E00076501,100,0,0,0
E00076502,97.6,0.8,0.8,0.8
E00076503,100,0,0,0
E00076504,99.1,0,0.9,0
E00076505,97.8,0.7,0,1.5
E00076506,99.1,0.9,0,0
E00076507,94.9,1.5,0.7,2.9
E00076508,96.2,3.8,0,0
E00076509,98.4,0.8,0.8,0
E00076510,96.8,1.6,0,1.6
E00076511,100,0,0,0
E00076512,97.5,1.6,0,0.8
E00076513,92.1,4.8,1.6,1.6
E00076515,95.8,0.8,0,3.3
E00076517,94.6,1.4,1.4,2.7
E00076527,97,0.7,0.7,1.5
E00076528,99.3,0.7,0,0
E00076529,97.6,0.8,0,1.6
E00076530,95,2.5,0.8,1.7
E00076531,96.3,1.5,0,2.2
E00076588,96.7,3.3,0,0
E00076589,96.6,0.6,0.6,2.3
E00076590,98.5,1.5,0,0
E00076591,94,2.7,2.7,0.7
E00076592,98.5,0.8,0.8,0
E00076593,96.9,1.6,1.6,0
E00076594,100,0,0,0
E00076595,95.2,2.4,1.6,0.8
E00076596,99.2,0.8,0,0
E00076597,95.8,3.3,0.8,0
E00076598,96,0,3.2,0.8
E00076599,95.7,2.6,0,1.7
E00076600,96.7,1.6,0,1.6
E00076601,96.9,0,0.8,2.3
E00076602,99.2,0.8,0,0
E00076603,95.6,1.3,2.2,0.9
E00076604,99,0,0,1
E00076605,97.6,0.8,0.8,0.8
E00076606,97.4,0.9,0.9,0.9
E00076607,100,0,0,0
E00076608,96.7,2.5,0,0.8
E00076609,98.1,0,0.9,0.9
E00076610,97.5,0,0,2.5
E00076611,97.3,1.8,0.9,0
E00076612,98.4,1.6,0,0
E00076613,94.2,2.2,1.4,2.2
E00076614,97.2,0.7,0.7,1.4
E00076615,92.6,3.7,0,3.7
E00076616,98.2,0.9,0,0.9
E00076617,99.3,0,0,0.7
E00076618,97,2.3,0,0.8
E00076619,98.4,0.8,0,0.8
E00076620,99.2,0,0.8,0
E00076621,96.4,1.4,0.7,1.4
E00076622,99,1,0,0
E00076623,99.3,0.7,0,0
E00076624,99.3,0,0,0.7
E00076625,99.2,0,0,0.8
E00076626,98.4,0,1.6,0
E00094662,99.4,0,0,0.6
E00094664,96.6,3.4,0,0
E00094668,94.6,2.7,0,2.7
E00094669,97.6,1.6,0,0.8
E00094718,96.6,3.4,0,0
E00094853,97.3,1.8,0,0.9
E00094855,96,3.2,0,0.8
E00094860,99.3,0.7,0,0
E00094862,98.7,1.3,0,0
E00094864,99.2,0,0,0.8
E00094868,98.1,1.3,0,0.6
E00094869,100,0,0,0
E00094870,99.3,0.7,0,0
E00094871,99.3,0.7,0,0
E00094872,98.7,1.3,0,0
E00094873,96.9,0.8,0,2.3
E00094874,99.3,0,0.7,0
E00094875,95.2,0,1.6,3.2
E00094876,94.2,0.6,0,5.2
E00102009,99.3,0.7,0,0
E00102010,95.2,0.8,0.8,3.2
E00102011,97.8,0,0,2.2
E00102012,98.6,0,0.9,0.5
E00102013,98.4,0,0.8,0.8
E00102014,100,0,0,0
E00102015,97.1,1.5,0.7,0.7
E00102016,97.5,0.8,0,1.7
E00102017,96.9,3.1,0,0
E00102018,96.6,2.6,0.9,0
E00102019,91.5,0.8,4.2,3.4
E00102020,97.6,1.6,0.8,0
E00102023,100,0,0,0
E00102900,100,0,0,0
E00102901,97.7,2.3,0,0
E00102902,100,0,0,0
E00102903,99.5,0,0.5,0
E00102904,99,0,0,1
E00102905,100,0,0,0
E00102906,100,0,0,0
E00102907,98.3,1.7,0,0
E00102908,100,0,0,0
E00102909,99.3,0.7,0,0
E00102915,99.3,0.7,0,0
E00102916,98.9,0,0,1.1
E00102917,98.4,0.8,0,0.8
E00102918,100,0,0,0
E00102919,98.9,0,0,1.1
E00102920,100,0,0,0
E00102921,98.7,1.3,0,0
E00102922,99.1,0.9,0,0
E00102923,100,0,0,0
E00102924,96.6,0,0,3.4
E00102925,98.3,1.7,0,0
E00102926,97.8,1.5,0,0.7
E00102927,100,0,0,0
E00102928,99.1,0,0,0.9
E00102929,100,0,0,0
E00102930,100,0,0,0
E00102931,100,0,0,0
E00102932,100,0,0,0
E00103058,97.2,2.1,0,0.7
E00103059,97.9,2.1,0,0
E00103060,98.5,1.5,0,0
E00103061,100,0,0,0
E00103062,99.2,0.8,0,0
E00103063,99.3,0.7,0,0
E00103064,99.3,0.7,0,0
E00103065,100,0,0,0
E00172041,100,0,0,0
E00172042,95,3.3,0.8,0.8
E00172043,95,0.8,1.7,2.5
E00172044,92.5,2.8,2.8,1.9
E00172045,89.9,1.9,3.1,5
E00172046,97.9,0.7,0,1.4
E00172047,99,0,0,1
E00172048,96.9,0.6,0,2.5
E00172070,96.8,2.4,0,0.8
E00172078,95,0.8,0.8,3.3
E00172079,88.7,2.1,0,9.3
E00172083,96.8,0,0.8,2.4
E00172084,99,0,0,1
E00172085,96.7,0,0,3.3
E00172086,98.9,1.1,0,0
E00181097,97.6,0.6,0.6,1.2
E00181102,73.4,6.3,0,20.3
E00181129,98.7,0.7,0.7,0
E00181152,87.9,5.2,1.7,5.2
E00181157,92.7,3.2,0,4
E00181168,88.5,4.1,0.9,6.5
E00181175,100,0,0,0
E00181179,96.7,2,0,1.3
E00181181,98.6,1.4,0,0
E00181195,91.4,2.3,0.9,5.4
