areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00011984,13.1,46.2,29.2,11.5
E00011989,13.7,40.5,38.9,6.9
E00011990,16.7,43,28.9,11.4
E00011992,12.5,38.2,40.3,9
E00012000,33.9,45.5,13.4,7.1
E00012011,29.9,45.7,21.3,3
E00012012,36.3,41.8,17.1,4.8
E00012013,18.8,50,20.5,10.7
E00012015,22.2,43.6,27.4,6.8
E00012016,19.4,45.5,26.7,8.5
E00012017,17.5,43.4,30.8,8.4
E00012018,27.1,35.5,23.5,13.9
E00012019,14.7,33.6,39.2,12.6
E00012020,13.4,47,27.6,11.9
E00012021,14.2,37,33.9,15
E00012023,17.2,38.5,39.6,4.7
E00012024,22.4,47.6,21.7,8.4
E00012025,37.5,40.2,18.8,3.6
E00012026,15.4,44.6,29.2,10.8
E00012027,17.3,32.3,35.3,15
E00012028,29.6,47.8,19.1,3.5
E00012029,18,40.6,29.3,12
E00012030,19.3,44.7,28.9,7
E00012031,44.8,43.4,10.3,1.4
E00012032,32.3,39.5,23.4,4.8
E00012033,22.8,42.5,28.3,6.3
E00012034,18.8,44.3,29,8
E00012035,17.9,54.5,18.8,8.9
E00012036,31.6,36.8,24.3,7.4
E00012037,17.6,44.5,26.9,10.9
E00012038,30.7,42.5,25.2,1.6
E00012039,33.6,41,23.1,2.2
E00012040,36.4,40.9,17.3,5.5
E00012041,25.9,47.2,22.2,4.6
E00012042,31.8,40.3,22.5,5.4
E00012043,44.1,42.5,10.2,3.1
E00012090,16.1,47.5,22,14.4
E00012209,9.2,48.3,32.5,10
E00012212,32.4,33.8,28.8,5
E00012213,16.7,34.8,32.6,15.9
E00012214,12.8,40.2,39.3,7.7
E00012215,13.6,40,33.6,12.7
E00012216,21.7,40.3,27.9,10.1
E00012217,15.4,39.2,35.4,10
E00012218,11,51.7,26.2,11
E00012219,24.8,47.8,23,4.4
E00012220,9.6,41.7,39.1,9.6
E00012221,27.6,48.3,20,4.1
E00012222,16.8,44,32,7.2
E00012223,18.6,42.1,29.3,10
E00012224,21.5,43,24,11.6
E00012225,20.1,47,22.4,10.4
E00012226,30.3,42,18.5,9.2
E00012227,8.7,44.1,34.6,12.6
E00012228,25,41.9,26.5,6.6
E00012229,26.4,38.8,26.4,8.3
E00012230,14.8,40,29.6,15.7
E00012231,21.7,39.9,30.8,7.7
E00012232,31.1,45.1,21.3,2.4
E00012233,24.4,44.9,25,5.8
E00012234,8.6,45.3,28.9,17.2
E00012235,25.7,42.1,23.6,8.6
E00012236,6.3,41.3,36.5,15.9
E00012239,9.8,40.9,31.1,18.2
E00012240,9.2,27.7,47.1,16
E00012241,8.9,51.5,29.7,9.9
E00012242,8.2,47.8,33.6,10.4
E00012243,4.8,41.3,38.9,15.1
E00012244,8.3,49.2,22.7,19.7
E00012252,16.4,34.3,28.4,20.9
E00012256,17.5,45.2,26.2,11.1
E00012258,10.1,41.1,31,17.8
E00012259,5.3,43.5,37.4,13.7
E00012260,17.8,52.5,22.9,6.8
E00012262,7,40.4,43,9.6
E00012263,4.1,26,43.9,26
E00012266,12.4,38.8,39.7,9.1
E00012267,4.9,32.4,40.8,21.8
E00012268,10.3,25.2,46.7,17.8
E00012270,9.6,41.9,35.3,13.2
E00012273,7.6,36.6,37.4,18.3
E00012274,10.3,31.7,34.9,23
E00012275,8.4,38.2,32.8,20.6
E00012491,14.4,43.2,35.2,7.2
E00012492,9.5,43.5,40.8,6.1
E00012494,11.7,37.5,36.7,14.2
E00012495,5,42.9,38.7,13.4
E00012496,7.8,27.1,36.4,28.7
E00012497,8.9,44.4,36.3,10.5
E00012498,11.1,34.8,34.1,20
E00012499,26.8,51.4,18.8,2.9
E00012501,12.2,46.1,28.7,13
E00012502,43.2,35.8,13.5,7.4
E00012503,22,49.2,23.7,5.1
E00012504,7.7,27.3,31.5,33.6
E00012505,12.3,34,35.8,17.9
E00012506,19,54,21.4,5.6
E00012507,20.9,57.4,16.3,5.4
E00012508,6.1,41.7,34.8,17.4
E00012509,42.8,42.8,10.1,4.4
E00012511,9.9,34.5,37.3,18.3
E00012513,51,38.9,8.1,2
E00012514,21.6,51.5,20.1,6.7
E00012515,31,44.3,19,5.7
E00012516,36.8,38.4,21.6,3.2
E00012517,5.3,37.1,41.7,15.9
E00012518,3.9,29.9,40.2,26
E00012519,4.7,33.3,37.2,24.8
E00012520,33.3,42,19,5.7
E00012521,46.7,43.8,8.1,1.4
E00012524,8.5,28.8,38.1,24.6
E00012525,10.2,37,32.3,20.5
E00012526,29.2,35.8,24.2,10.8
E00012527,26.3,49.1,22.2,2.3
E00012528,25,52.1,18.1,4.9
E00012529,19.5,53.7,18.8,8.1
E00012530,45.7,37.7,14.5,2.2
E00012531,36,39.5,17.4,7
E00012532,34.7,38.1,20.4,6.8
E00012533,18.4,39,28.7,14
E00012534,20,36.9,33.8,9.2
E00012535,26.2,41.1,22.4,10.3
E00012537,25.2,33.1,26,15.7
E00012538,17.1,53.7,26,3.3
E00012539,39.7,49.6,10.7,0
E00012540,47.5,41.8,9.6,1.1
E00012542,60.9,31,7.6,0.5
E00012543,37.4,46.8,12.9,2.9
E00012544,47.4,38,13.9,0.7
E00012545,37.8,46.8,13.5,1.8
E00012546,47.8,38.3,9.6,4.3
E00012547,19.6,47.6,24.5,8.4
E00012548,36,46.5,14.9,2.6
E00012549,31.8,42.2,17.5,8.4
E00012550,25.6,60.8,11,2.6
E00012551,62.5,35,0.8,1.7
E00012552,35.4,42.3,15.4,6.9
E00012553,22.1,47.8,23.9,6.2
E00012554,27.3,44.7,23,5
E00012555,23.1,50,17.7,9.2
E00012556,29,52.4,13.7,4.8
E00012557,25.6,51.9,19.4,3.1
E00012558,35.1,50,14,0.9
E00012559,24.6,47.5,20.3,7.6
E00012560,19.7,43.7,25.4,11.3
E00012561,33.6,44.8,19.2,2.4
E00012562,21.5,35.5,30.6,12.4
E00012563,21.1,28.9,36,14
E00012564,37.7,47.8,8.7,5.8
E00012565,35.4,49.2,12.3,3.1
E00012582,15.6,41.3,29.4,13.8
E00012583,37.7,44,16.4,1.9
E00012676,38.2,44.7,13.8,3.3
E00012677,28.8,61,9.3,0.8
E00012678,18.7,40.3,31.7,9.4
E00012679,28.7,43.6,15.8,11.9
E00012680,20,49.6,23.5,7
