geography_code,in_full_time_education-001,in_full_time_education-002
E00070774,15.2,84.8
E00070775,22.7,77.3
E00070776,14.9,85.1
E00070778,16.3,83.7
E00070780,12.8,87.2
E00070781,13.8,86.2
E00070782,19.7,80.3
E00070784,18.9,81.1
E00070785,16.2,83.8
E00070786,20,80
E00070787,17.2,82.8
E00070788,15.4,84.6
E00070789,16,84
E00070790,19.6,80.4
E00071099,15.3,84.7
E00071100,22.4,77.6
E00071101,17,83
E00071102,14.3,85.7
E00071197,14.6,85.4
E00071198,12.7,87.3
E00071199,19.2,80.8
E00071201,31.1,68.9
E00071202,18,82
E00071203,18.9,81.1
E00071204,17.8,82.2
E00187155,12.2,87.8
W00002320,17.8,82.2
W00002321,11.5,88.5
W00002323,15.2,84.8
W00002324,12.8,87.2
W00002325,15,85
W00002376,11.7,88.3
W00002465,16.3,83.7
W00002466,15.1,84.9
W00002467,17.9,82.1
W00008075,10.7,89.3
W00008076,14.1,85.9
W00008077,12.2,87.8
W00008078,14.3,85.7
W00008079,15.3,84.7
W00008080,13.2,86.8
W00008153,10.7,89.3
W00008168,13.7,86.3
W00008172,13.9,86.1
W00008178,13.1,86.9
W00008179,14.4,85.6
W00008180,22.9,77.1
W00008181,11.2,88.8
W00008182,16.4,83.6
W00009787,15.3,84.7
W00009788,18.1,81.9
W00009789,9,91
W00009790,11.3,88.7
