geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00070774,0,0.3,3.3,96.1,0.3
E00070775,0.7,0,0.7,98.5,0
E00070776,0,0,0.3,99.3,0.3
E00070778,0,0,2,98,0
E00070780,0.7,0,1.5,97.8,0
E00070781,0.3,0,3,96.6,0
E00070782,0.3,0,0.6,99.1,0
E00070784,0.3,0.3,2.4,97,0
E00070785,0,0,0.3,99.7,0
E00070786,0,1.6,0,98.4,0
E00070787,0.7,0,1.4,97.9,0
E00070788,0.5,0,0,99.5,0
E00070789,0,0,0,99.4,0.6
E00070790,0.5,0,1.6,97.9,0
E00071099,1.6,0,1.1,95.7,1.6
E00071100,0,0,3.3,96.7,0
E00071101,2,0,0.7,97.3,0
E00071102,0.2,0.2,0,99.6,0
E00071197,1.1,0.6,0,97.7,0.6
E00071198,0,0,0,97.5,2.5
E00071199,0,1.3,0.7,98,0
E00071201,0.3,0,0,98.3,1.4
E00071202,1,0,0.7,98.3,0
E00071203,0.7,0.7,1.1,96.5,1.1
E00071204,0.2,0,2.1,97.7,0
E00187155,1.2,0,1.2,97.6,0
W00002320,3.6,0,1.2,94,1.2
W00002321,0.3,0.3,0,98.3,1
W00002323,2,0,1.7,96.4,0
W00002324,2,0,1.7,96.3,0
W00002325,1.2,0,0.9,97.9,0
W00002376,0,0,0,100,0
W00002465,2.7,0,1.9,95.1,0.3
W00002466,0.3,0.6,1.9,97.2,0
W00002467,0,0.4,1.9,97.7,0
W00008075,0.3,0,0.7,98.7,0.3
W00008076,0.3,0,0,99.7,0
W00008077,0,0.3,0.7,99,0
W00008078,0,0,0,100,0
W00008079,1.5,0,1.8,96.7,0
W00008080,0.8,0,0.6,98.5,0
W00008153,0.7,0,0,98.6,0.7
W00008168,0.3,0.3,0.3,99.1,0
W00008172,0,0,0.3,99.7,0
W00008178,1.4,0,1.8,96.9,0
W00008179,0.8,0.8,0,98.4,0
W00008180,1.5,0,0.8,93.7,4
W00008181,0,0.3,1.7,97.9,0
W00008182,0,0,0.9,99.1,0
W00009787,3.9,1,1.6,93.4,0
W00009788,1.9,0,0.5,97.5,0
W00009789,0,1.3,2.5,96.2,0
W00009790,0,0,2.9,97.1,0
