geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00045717,30.2,49.1,8.8,11.9
E00047678,26.8,29,38.4,5.8
E00047683,54.8,29.8,1,14.4
E00047706,46.7,45.2,0,8.1
E00047712,26.3,12.8,43.6,17.3
E00047714,44.1,13.5,9.9,32.4
E00047715,38.2,40.7,4.1,17.1
E00047716,25,34.8,32.1,8
E00047718,38.3,40.7,1.8,19.2
E00047719,65.8,23.4,1.8,9
E00047720,35.6,30.3,18.2,15.9
E00047721,45.5,41.7,1.5,11.4
E00047722,32,16.4,34.4,17.2
E00047723,52.9,44.5,0,2.5
E00047724,37.5,41.7,1.7,19.2
E00047725,65.7,27.1,1.1,6.1
E00047726,60.1,26.8,2.6,10.5
E00047727,60.2,38.1,0.9,0.9
E00047728,41.3,53.6,0.7,4.3
E00047729,59.8,34.2,0,6
E00047730,54.6,33.3,0.9,11.1
E00047731,66.4,27,0,6.6
E00047732,59.6,34.2,1.8,4.4
E00047733,57.4,33.9,2.6,6.1
E00047734,69.3,23.4,0.7,6.6
E00047735,50.4,43.2,0,6.5
E00047736,50.4,42.6,1.7,5.2
E00047737,61.3,36.1,0,2.5
E00047738,22.9,41.7,1.1,34.3
E00047739,55.2,39.2,0.8,4.8
E00047740,53,43.6,0,3.4
E00047741,13.2,16,35.8,34.9
E00047742,22.4,21.4,26.5,29.6
E00047743,67.2,27.7,2.5,2.5
E00047744,62.5,35.8,0,1.7
E00047745,43.6,33.6,2.7,20
E00047746,57.4,37.6,0.7,4.3
E00047747,43.5,39.1,2.2,15.2
E00047748,49.6,48,0,2.4
E00047749,32.4,21.3,0.9,45.4
E00047750,56,38.1,0.7,5.2
E00047751,54.3,41.1,1.6,3.1
E00047752,56.1,42.1,0,1.8
E00047753,46.3,38.1,1.5,14.2
E00047754,22,28.3,12.1,37.6
E00047755,52.8,32.1,0,15.1
E00047756,46,28.4,13.1,12.5
E00047757,53.9,36.7,0,9.4
E00047758,52,20.5,3.1,24.4
E00047759,27.8,34.4,4.6,33.1
