geography_code,heating_type_3a-001,heating_type_3a-002
E00006185,2.6,97.4
E00006186,4.8,95.2
E00006187,3.4,96.6
E00006188,0,100
E00006219,0.7,99.3
E00006224,0.7,99.3
E00006225,0.7,99.3
E00006820,0.8,99.2
E00006822,0,100
E00006823,1.8,98.2
E00006824,2.3,97.7
E00006827,0.7,99.3
E00006828,1.8,98.2
E00006829,1.8,98.2
E00006830,3.4,96.6
E00006831,2.5,97.5
E00006833,0,100
E00006834,2.2,97.8
E00006835,0,100
E00006836,0.9,99.1
E00006838,0.9,99.1
E00006839,2.8,97.2
E00006840,0.9,99.1
E00006841,2.5,97.5
E00006842,0,100
E00006843,0,100
E00006846,0.8,99.2
E00006851,4.5,95.5
E00006852,2.4,97.6
E00006853,2.8,97.2
E00006861,4.5,95.5
E00006862,1.5,98.5
E00006863,4.1,95.9
E00006864,6.2,93.8
E00006866,0.9,99.1
E00009227,2,98
E00009230,5.4,94.6
E00009233,3.2,96.8
E00009235,0,100
E00009236,7.4,92.6
E00009238,0.8,99.2
E00009240,5,95
E00009242,2.9,97.1
E00009247,2.2,97.8
E00009248,2.1,97.9
E00009253,1.6,98.4
E00009254,7.3,92.7
E00009255,5.3,94.7
E00009257,3.4,96.6
E00009262,3.2,96.8
E00009264,0,100
E00009265,2,98
E00009266,2.7,97.3
E00009267,3.2,96.8
E00009269,3.1,96.9
E00009271,2.5,97.5
E00009272,0,100
E00009273,3.8,96.2
E00009274,3.4,96.6
E00009275,1.8,98.2
E00009276,2.8,97.2
E00009277,1.6,98.4
E00009278,7.3,92.7
E00009279,2.4,97.6
E00009280,4.5,95.5
E00009281,0,100
E00009282,3.5,96.5
E00009283,0,100
E00009284,4,96
E00009285,2.6,97.4
E00009286,0,100
E00009287,2.3,97.7
E00009288,6.3,93.8
E00009289,5.3,94.7
E00009291,0.8,99.2
E00009292,0,100
E00009293,1.6,98.4
E00009294,5.5,94.5
E00009295,2.2,97.8
E00009296,1.9,98.1
E00009297,3.4,96.6
E00009298,2.6,97.4
E00009299,2,98
E00009300,12.2,87.8
E00009301,0.8,99.2
E00009302,6,94
E00009303,1.5,98.5
E00009304,4.6,95.4
E00009305,3.1,96.9
E00009306,2.3,97.7
E00009307,1.4,98.6
E00009308,8.4,91.6
E00009309,1.7,98.3
E00009310,1.8,98.2
E00009311,0.8,99.2
E00009312,1.8,98.2
E00009313,4,96
E00009314,4.2,95.8
E00009334,0.8,99.2
E00009341,0,100
E00009424,2.6,97.4
E00009429,0,100
E00009430,1.7,98.3
E00009432,1.9,98.1
E00009439,0,100
E00009445,2,98
E00009449,2.1,97.9
E00009452,3.8,96.2
E00009455,0,100
E00009457,3.2,96.8
E00009459,0.9,99.1
E00009460,1.9,98.1
E00009462,2.7,97.3
E00009463,1.8,98.2
E00009464,1.6,98.4
E00009465,4.3,95.7
E00009466,2.4,97.6
E00009467,1.4,98.6
E00009468,1.1,98.9
E00009469,1.7,98.3
E00009470,0.8,99.2
E00009471,0,100
E00009472,0,100
E00009473,1,99
E00009474,2.2,97.8
E00009475,0,100
E00009476,0.9,99.1
E00009477,1,99
E00009478,0,100
E00009479,1.1,98.9
E00009480,1.5,98.5
E00009481,2.6,97.4
E00009482,5.7,94.3
E00009483,3.1,96.9
E00009484,0.9,99.1
E00009485,0.9,99.1
E00009486,1.2,98.8
E00009487,0.9,99.1
E00009488,1.3,98.7
E00009490,2.5,97.5
E00009491,3.8,96.2
E00009492,5,95
E00009493,2.8,97.2
E00009494,5.3,94.7
E00009495,1.7,98.3
E00009496,1,99
E00009497,2,98
E00009498,2.2,97.8
E00009499,4,96
E00009500,3.1,96.9
E00009501,4.3,95.7
E00009586,0,100
E00009644,1.3,98.7
E00009645,1.4,98.6
E00009646,2.4,97.6
E00009647,0,100
E00009648,5,95
E00009649,0,100
E00009651,2.5,97.5
E00009652,3.8,96.2
E00009653,4.4,95.6
E00009654,1.6,98.4
E00009655,1.7,98.3
E00009656,2.3,97.7
E00009657,1.1,98.9
E00009659,4.4,95.6
E00009660,2.7,97.3
E00009661,1.8,98.2
E00009662,3.9,96.1
E00009663,5.5,94.5
E00009664,2.2,97.8
E00009665,3.1,96.9
E00009666,0,100
E00009667,2,98
E00009668,4.8,95.2
E00009669,9.6,90.4
E00009670,1.8,98.2
E00009671,1.5,98.5
E00009672,3.2,96.8
E00009673,4.2,95.8
E00009674,1.1,98.9
E00009675,2.2,97.8
E00009676,0.8,99.2
E00009677,3.2,96.8
E00009678,2,98
E00009679,0,100
E00009680,0,100
E00009681,0.9,99.1
E00009718,2.3,97.7
E00009720,2.8,97.2
E00009721,1.7,98.3
E00009722,2.6,97.4
E00009723,6.1,93.9
E00009724,3.8,96.2
E00009725,2.7,97.3
E00009726,1.3,98.7
E00009727,2.4,97.6
E00009728,2.7,97.3
E00009732,1.2,98.8
E00009733,3.3,96.7
E00009735,0,100
E00009736,0.9,99.1
E00009737,0.8,99.2
E00009741,2.1,97.9
E00009742,1.8,98.2
E00009743,2.1,97.9
E00009744,3,97
E00009745,3,97
E00009747,1.7,98.3
E00009748,6,94
E00009749,0.9,99.1
E00009750,4.2,95.8
E00009751,2.2,97.8
E00009752,0.7,99.3
E00009753,1.4,98.6
E00009754,3.3,96.7
E00009755,3.5,96.5
E00009756,1.8,98.2
E00009795,2.1,97.9
E00009814,2.2,97.8
E00009818,1.4,98.6
E00009820,0.9,99.1
E00009821,0.8,99.2
E00009822,2,98
E00009823,1.9,98.1
E00009824,2.2,97.8
E00009825,1.8,98.2
E00012783,2.8,97.2
E00012784,1.8,98.2
E00012785,3.2,96.8
E00012786,0,100
E00012787,0,100
E00012788,1.2,98.8
E00012789,2.5,97.5
E00012790,0,100
E00012791,2.8,97.2
E00012792,0.8,99.2
E00012797,0,100
E00012798,0,100
E00012799,0.9,99.1
E00012800,1.4,98.6
E00012801,0,100
E00012802,2.1,97.9
E00012803,2.2,97.8
E00012804,0.6,99.4
E00012805,1.9,98.1
E00012806,1.5,98.5
E00012807,2.2,97.8
E00012808,1,99
E00012809,2.4,97.6
E00012810,3.4,96.6
E00012811,2.8,97.2
E00012812,0.7,99.3
E00012813,0,100
E00012814,0.8,99.2
E00012815,0,100
E00012816,1.4,98.6
E00012817,2.9,97.1
E00012818,1.6,98.4
E00012823,5.8,94.2
E00013348,2.5,97.5
E00013349,3.3,96.7
E00013352,3.8,96.2
E00013353,3.6,96.4
E00013354,3.3,96.7
E00013359,1.6,98.4
E00013366,1.6,98.4
E00013367,0.8,99.2
E00013368,1.8,98.2
E00013369,0,100
E00013370,3.6,96.4
E00013372,0.8,99.2
E00013373,1.5,98.5
E00013380,1.9,98.1
E00013381,2.6,97.4
E00019077,1.6,98.4
E00019078,0.6,99.4
E00019079,1.5,98.5
E00019080,1,99
E00019081,3.5,96.5
E00019082,1.5,98.5
E00019083,0.7,99.3
E00019084,0,100
E00019085,0,100
E00019086,0.8,99.2
E00019087,4.4,95.6
E00019088,0,100
E00019089,0,100
E00019090,2.6,97.4
E00019091,4.3,95.7
E00019108,2.4,97.6
E00019109,1.6,98.4
E00165798,3.4,96.6
E00166852,9,91
E00166853,9,91
E00166855,0.7,99.3
E00166866,1.7,98.3
E00167281,0.6,99.4
E00167282,0.9,99.1
E00167285,0.5,99.5
E00167286,0,100
E00167287,4.4,95.6
E00167288,3.2,96.8
E00167289,1.2,98.8
E00167290,3.7,96.3
E00167296,2.2,97.8
E00179085,2.7,97.3
E00179153,2.5,97.5
E00179223,0,100
E00179230,2,98
E00179238,0,100
E00179257,3.2,96.8
E00183094,2.5,97.5
E00183113,2.3,97.7
E00183125,5,95
E00183126,2.3,97.7
E00183135,5.3,94.7
E00183139,4.1,95.9
E00183143,4.9,95.1
E00183148,3.3,96.7
E00183158,3.6,96.4
E00183180,1.2,98.8
E00183220,6.9,93.1
E00183221,3,97
