areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00006949,84.9,10.2,4.9
E00006950,85.3,11.4,3.3
E00006951,81.6,13.3,5.1
E00006952,76.4,9.6,14
E00006953,86.8,11.5,1.7
E00006954,81.4,11.1,7.5
E00006955,85,9.4,5.6
E00006956,83.4,11,5.6
E00006957,83.7,13,3.3
E00006958,88.5,7,4.5
E00006959,93.2,3.2,3.6
E00006960,85.3,7.2,7.5
E00006961,82.4,12.7,4.9
E00006962,90.3,7,2.7
E00006963,64.7,33.7,1.6
E00006965,84.5,11.2,4.2
E00006966,81.5,13.4,5.1
E00006967,72.1,14.5,13.4
E00006969,87.6,10.4,2
E00006970,85.8,9.8,4.4
E00006971,80.4,17,2.6
E00006972,81.3,15.2,3.6
E00006973,82.2,14.4,3.4
E00006974,80.4,15.4,4.2
E00006975,80.3,10.7,9
E00006976,76.8,17.1,6.1
E00006977,81.8,14.9,3.3
E00006978,70.3,22.6,7.1
E00006979,81.5,11.5,6.9
E00006980,78.4,16.7,4.9
E00006981,77.6,14.4,8
E00006982,77,14.2,8.9
E00006983,80,11.4,8.6
E00006984,80,12.3,7.7
E00006985,74.8,18.1,7.1
E00006986,63.2,27.2,9.6
E00006987,67.6,19.9,12.4
E00006988,80.9,10.9,8.2
E00006989,72.7,23.2,4.1
E00006990,75.8,18.7,5.5
E00006991,81,6.1,12.9
E00006992,87.2,7.6,5.2
E00006993,72,16.4,11.5
E00006994,86.7,7.6,5.8
E00006995,91.6,5.2,3.2
E00006996,81.5,8.7,9.8
E00006997,78.6,12.4,9
E00006998,86.9,8.4,4.7
E00006999,86.9,10.3,2.8
E00007000,82.2,8.5,9.3
E00007001,77,14.8,8.1
E00007002,78.5,16.1,5.4
E00007004,83.4,10,6.6
E00007005,86.9,8.3,4.8
E00007007,81.9,10.3,7.8
E00007009,77.3,13.7,9
E00007010,80.6,9.9,9.5
E00007011,71.5,17,11.5
E00007012,80.2,12.6,7.2
E00007015,82.8,7.1,10.1
E00007016,76.4,16.1,7.5
E00007019,78.3,16.1,5.7
E00007020,84.5,6.7,8.8
E00007021,76.9,13.8,9.3
E00007022,85.8,9.6,4.5
E00007023,73.1,16.8,10.1
E00007024,86,7.7,6.3
E00007025,74.2,20.6,5.2
E00007027,76.7,15.3,8
E00007028,78.4,14.4,7.2
E00007075,78.3,14.3,7.4
E00007076,73.3,21.8,4.9
E00007092,84,11.3,4.8
E00007093,65.9,28.7,5.4
E00007094,67.4,27.5,5.1
E00007096,78,11.2,10.8
E00007098,68.5,20.6,10.9
E00007099,68.1,26.7,5.2
E00007100,73.7,21.7,4.5
E00007101,68.8,22.4,8.9
E00007102,65,24,11
E00007103,80.4,11.7,7.9
E00007105,57.6,32.6,9.8
E00007106,59.4,33.4,7.1
E00007107,69.6,22,8.4
E00007108,76,16,7.9
E00007109,67.2,28.5,4.3
E00007110,71.1,17.7,11.2
E00007111,69.6,24.3,6.1
E00007112,70,24,6
E00007113,65.9,28.8,5.3
E00007114,67.1,25.2,7.7
E00007115,64.2,30.6,5.1
E00007116,79.5,15.8,4.7
E00007117,70,21.7,8.3
E00007119,75.5,18.1,6.4
E00007120,72.9,19,8.2
E00007122,66.8,23.5,9.7
E00007124,78.3,16.7,5
E00007125,78.3,15.7,6
E00007126,77,17.3,5.7
E00007127,74.4,19.5,6.1
E00007128,69.1,19.1,11.8
E00007129,72.7,12.6,14.7
E00007130,76.6,20.1,3.2
E00007131,79.1,14.7,6.3
E00007132,61.6,26.7,11.7
E00007133,72,17.4,10.7
E00007134,69.2,22.8,7.9
E00007135,62.4,29.6,8
E00007136,67.2,23.8,9
E00007137,71.5,23.9,4.6
E00007138,69,21.6,9.4
E00007139,58.3,33.5,8.2
E00007140,67.8,25.5,6.8
E00007141,70.5,23,6.5
E00007142,71.4,15.3,13.3
E00007143,78.1,16.8,5.2
E00007144,69.8,21.4,8.8
E00007146,70.6,19.3,10
E00007147,82.7,12.7,4.5
E00007148,79.9,12.5,7.6
E00007149,78.9,10.8,10.3
E00007150,75.5,17.8,6.6
E00007151,78.3,15,6.7
E00007152,65.8,17.6,16.6
E00007153,78.6,15.4,5.9
E00007154,74,14.4,11.6
E00007155,78.4,13.3,8.4
E00007156,75.1,16.6,8.3
E00007157,71.2,20.4,8.3
E00007158,76.8,17.3,5.9
E00007159,62,24,14
E00007160,79.5,14.7,5.8
E00007161,73.1,17.5,9.4
E00007162,82.2,10.5,7.4
E00007163,79,18.4,2.7
E00007164,74.7,19.9,5.4
E00007165,74.4,20,5.6
E00007166,72.1,19.8,8.1
E00007167,78.2,13.9,7.9
E00007168,69.3,20.6,10
E00007170,72.8,20.3,7
E00007171,74.3,16.4,9.3
E00007172,65.8,24.9,9.4
E00007173,72.6,20.7,6.7
E00007174,79.9,13.1,7
E00007175,75,12.5,12.5
E00007176,65.8,26.4,7.8
E00007177,77.3,15.3,7.4
E00007179,70.7,19.9,9.4
E00007180,79.8,12.1,8.1
E00007181,75.2,15.4,9.3
E00007182,76.3,17.1,6.6
E00007183,77.4,19.4,3.2
