areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00006949,81.3,11.9,1.5,5.2
E00006950,90.2,4.1,1.6,4.1
E00006951,85.8,7.5,0.9,5.7
E00006952,86.3,10.8,0,2.9
E00006953,83.6,10.7,3.3,2.5
E00006954,92.9,4,0.8,2.4
E00006955,80.8,9.2,4.2,5.8
E00006956,84.6,8.5,0.8,6.2
E00006957,90.6,5.7,0,3.8
E00006958,84.1,11.1,0.8,4
E00006959,89.6,2.6,1.7,6.1
E00006960,85.6,5.9,1.7,6.8
E00006961,78,9.1,1.5,11.4
E00006962,86.2,8.6,0.9,4.3
E00006963,70,10,12.1,7.9
E00006965,88.9,6,1.7,3.4
E00006966,77.8,11.1,1.7,9.4
E00006967,82,1.8,1.8,14.4
E00006969,71.8,19.4,0.8,8.1
E00006970,84.1,6.3,0.8,8.7
E00006971,74.6,11,2.5,11.9
E00006972,78.5,11.1,1.5,8.9
E00006973,76.6,15.2,1.4,6.9
E00006974,77.4,12.1,3.2,7.3
E00006975,80,11.7,0,8.3
E00006976,67.6,12.2,8.6,11.5
E00006977,65.4,19.5,5.3,9.8
E00006978,79.1,5,3,12.9
E00006979,85.7,4.3,2.9,7.1
E00006980,77.4,7.3,4,11.3
E00006981,90,4.6,1.5,3.8
E00006982,84.9,7.6,1.7,5.9
E00006983,88.1,2.5,1.7,7.6
E00006984,83.6,7.4,3.3,5.7
E00006985,78.3,10.1,0.8,10.9
E00006986,72.1,10.2,4.8,12.9
E00006987,75,4.7,5.5,14.8
E00006988,75.6,14.1,3,7.4
E00006989,67.2,13.4,4.5,14.9
E00006990,79.4,5.6,3.2,11.9
E00006991,89.1,7,0,3.9
E00006992,95.9,1.6,0.8,1.6
E00006993,88.6,4.1,4.9,2.4
E00006994,91.6,5,0,3.4
E00006995,89.7,7.8,0.9,1.7
E00006996,91.3,5.8,1,1.9
E00006997,75.4,10.3,5.6,8.7
E00006998,92.1,2.4,2.4,3.1
E00006999,77.8,16.7,0.8,4.8
E00007000,95.6,2.6,0.9,0.9
E00007001,72.3,12.6,6.7,8.4
E00007002,59.6,23.1,6.7,10.6
E00007004,89,2.4,2.4,6.3
E00007005,95.2,3.2,0.8,0.8
E00007007,92,5.6,0.8,1.6
E00007009,78.2,3.8,2.3,15.8
E00007010,75.7,10.8,5.4,8.1
E00007011,79.8,4.8,0,15.4
E00007012,73,12.7,5.6,8.7
E00007015,94.1,4.2,0,1.7
E00007016,67.9,24.3,2.1,5.7
E00007019,91.2,4,1.6,3.2
E00007020,89,5.5,1.6,3.9
E00007021,82.9,5.7,2.4,8.9
E00007022,85.7,8.7,0,5.6
E00007023,87.8,8.2,2,2
E00007024,91.3,4.8,1.6,2.4
E00007025,75.5,8.2,2.7,13.6
E00007027,78.5,5.4,3.1,13.1
E00007028,78.1,6.6,1.5,13.9
E00007075,64,18.4,4,13.6
E00007076,51.2,17.6,7.3,23.9
E00007092,68.8,9.2,1.8,20.2
E00007093,57,4.3,9.7,29
E00007094,57.9,19.3,5,17.9
E00007096,65.2,15.7,5.6,13.5
E00007098,54.6,6.3,1.7,37.4
E00007099,56.3,12.7,11.4,19.6
E00007100,52.6,22.6,7.3,17.5
E00007101,61.7,14.8,6.1,17.4
E00007102,63.4,14.3,4.5,17.9
E00007103,65,16.5,2.9,15.5
E00007105,42.4,11.2,7.2,39.2
E00007106,58.2,12.3,11.5,18
E00007107,68.7,8.2,4.5,18.7
E00007108,49.2,32.2,1.7,16.9
E00007109,61.3,11.3,5.6,21.8
E00007110,65.3,21.5,5,8.3
E00007111,55.2,15.9,5.5,23.4
E00007112,57.1,18.4,5.1,19.4
E00007113,61.6,17,3.6,17.9
E00007114,54.5,17.2,7.6,20.7
E00007115,52.1,8.9,8.2,30.8
E00007116,51.3,20.2,8.4,20.2
E00007117,54.4,15.8,7.9,21.9
E00007119,64.6,13.8,6.2,15.4
E00007120,50.8,21.8,11.3,16.1
E00007122,58.6,6.9,9.5,25
E00007124,61.1,23.8,4.8,10.3
E00007125,69.9,16.3,4.1,9.8
E00007126,61.5,19.2,6.9,12.3
E00007127,65.5,14.6,3.5,16.4
E00007128,68.7,9.7,9,12.7
E00007129,60,27,4,9
E00007130,59.3,24.4,6.7,9.6
E00007131,75,10.2,4.7,10.2
E00007132,65.8,14.2,5.8,14.2
E00007133,69.8,8.7,5.8,15.7
E00007134,70.9,13.4,5.2,10.4
E00007135,52.5,16.3,9.9,21.3
E00007136,58.1,10.3,5.1,26.5
E00007137,66.2,12.3,7.7,13.8
E00007138,71.2,14.4,5.6,8.8
E00007139,61.3,14.3,9.2,15.1
E00007140,61.1,18.8,6.3,13.9
E00007141,63.2,14.2,7.5,15.1
E00007142,76,13.2,2.5,8.3
E00007143,64.5,23.1,4.1,8.3
E00007144,66.9,13.4,5.5,14.2
E00007146,59.6,12.8,16,11.7
E00007147,66.7,14.9,5.3,13.2
E00007148,66.9,18.2,3.3,11.6
E00007149,68.6,12.4,5.7,13.3
E00007150,55.9,21.6,8.8,13.7
E00007151,72.3,9.9,7.9,9.9
E00007152,70.5,8.6,5.7,15.2
E00007153,66.7,13.3,8.9,11.1
E00007154,72.1,9.3,6.2,12.4
E00007155,70.8,16.7,6.7,5.8
E00007156,72.9,11.7,4.8,10.6
E00007157,66.2,14.9,5.2,13.6
E00007158,68.5,16.9,4.6,10
E00007159,59.5,13.7,9.8,17
E00007160,69.3,11.7,5.1,13.9
E00007161,67.9,14.2,8.2,9.7
E00007162,64.5,16.4,7.3,11.8
E00007163,65.3,16.1,4,14.5
E00007164,71,12.9,6.5,9.7
E00007165,72.4,9,6.9,11.7
E00007166,62,17.4,5,15.7
E00007167,72.2,9,8.3,10.5
E00007168,72.4,9.8,4.9,13
E00007170,63.9,13.2,6.3,16.6
E00007171,70.7,4.8,3.4,21.1
E00007172,62.3,16.7,4.3,16.7
E00007173,72,13.3,8,6.7
E00007174,68.6,17.8,5.1,8.5
E00007175,60.5,18.4,8.8,12.3
E00007176,61.1,15.1,7.1,16.7
E00007177,78.2,6.7,5.7,9.3
E00007179,65.5,15.8,6.5,12.2
E00007180,66.9,13.2,2.5,17.4
E00007181,77.2,8.4,3.6,10.8
