areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00006949,48.1,31.3,17.6,3.1,0
E00006950,66.9,23.1,7.4,2.5,0
E00006951,60.4,31.1,8.5,0,0
E00006952,42.2,36.3,21.6,0,0
E00006953,59.3,32.5,6.5,1.6,0
E00006954,58.9,30.6,10.5,0,0
E00006955,58.8,31.9,5.9,2.5,0.8
E00006956,63.6,25.6,7,3.9,0
E00006957,46.2,43.4,10.4,0,0
E00006958,60.8,24.8,12.8,1.6,0
E00006959,56.1,30.7,11.4,1.8,0
E00006960,44.4,39.3,15.4,0.9,0
E00006961,39.7,44.3,16,0,0
E00006962,45.7,41.4,12.1,0.9,0
E00006963,40.8,27.5,27.5,3.5,0.7
E00006965,53,31.3,13,2.6,0
E00006966,54.6,38.7,6.7,0,0
E00006967,37.8,37.8,17.1,6.3,0.9
E00006969,51.2,35.2,9.6,3.2,0.8
E00006970,62.2,27.6,10.2,0,0
E00006971,34.5,45.7,15.5,4.3,0
E00006972,59.3,32.6,7.4,0.7,0
E00006973,36.6,40,21.4,2.1,0
E00006974,42.7,39.5,16.1,1.6,0
E00006975,44.2,38.3,11.7,5.8,0
E00006976,43.8,38.7,13.1,4.4,0
E00006977,47.4,33.1,14.3,3.8,1.5
E00006978,42.8,36.8,16.9,2.5,1
E00006979,38.1,44.6,13.7,2.9,0.7
E00006980,46.8,33.9,14.5,4,0.8
E00006981,54.5,31.1,8.3,6.1,0
E00006982,55.5,37,7.6,0,0
E00006983,60.3,31.9,7.8,0,0
E00006984,44.8,35.2,15.2,4.8,0
E00006985,33.6,45.3,16.4,4.7,0
E00006986,41.1,32.9,13,12.3,0.7
E00006987,47.2,37.8,10.2,4.7,0
E00006988,54.8,28.1,13.3,3.7,0
E00006989,49.3,33.8,16.2,0.7,0
E00006990,50,37.3,12.7,0,0
E00006991,45.2,40.5,8.7,5.6,0
E00006992,63.1,27,9,0,0.8
E00006993,45.5,35.5,13.2,5.8,0
E00006994,63.9,24.4,11.8,0,0
E00006995,60.3,31,7.8,0.9,0
E00006996,50,32.7,15.4,1.9,0
E00006997,34.9,37.3,16.7,11.1,0
E00006998,50,37.9,11.3,0.8,0
E00006999,49.2,29.4,15.9,5.6,0
E00007000,64.9,25.4,9.6,0,0
E00007001,42.7,32.5,20.5,4.3,0
E00007002,34,38.8,21.4,4.9,1
E00007004,55,26.4,11.6,7,0
E00007005,56.7,33.1,8.7,1.6,0
E00007007,64,22.4,9.6,4,0
E00007009,25.6,37.6,29.3,4.5,3
E00007010,27.8,42.6,17.6,11.1,0.9
E00007011,20,28.6,34.3,15.2,1.9
E00007012,38.4,37.6,20,4,0
E00007015,63.6,28.9,7.4,0,0
E00007016,42.4,30.9,23,3.6,0
E00007019,61.6,23.2,14.4,0.8,0
E00007020,51.2,36.4,6.2,3.9,2.3
E00007021,35,39,15.4,7.3,3.3
E00007022,64.5,25,8.9,1.6,0
E00007023,57.6,27.3,12.1,3,0
E00007024,48,34.4,15.2,2.4,0
E00007025,44.4,37,12,5.6,0.9
E00007027,38.8,32.6,16.3,12.4,0
E00007028,29.4,40.4,22.8,5.9,1.5
E00007075,28.2,37.9,22.6,9.7,1.6
E00007076,25.9,42.4,17.1,12.7,2
E00007092,28.4,33,23.9,13.8,0.9
E00007093,18.7,45.1,23.1,13.2,0
E00007094,26.4,40,23.6,9.3,0.7
E00007096,15.9,40.9,30.7,12.5,0
E00007098,13.2,31.6,39.7,15.5,0
E00007099,34.2,41.1,17.7,7,0
E00007100,36.5,38,17.5,8,0
E00007101,22.4,45.7,19.8,12.1,0
E00007102,35.7,40,18.3,6.1,0
E00007103,24,39.4,24,11.5,1
E00007105,26.6,39.5,22.6,11.3,0
E00007106,30.9,39.8,16.3,11.4,1.6
E00007107,21.6,32.1,30.6,14.9,0.7
E00007108,32.2,36.4,22.3,8.3,0.8
E00007109,29.6,44.8,20,5.6,0
E00007110,33.3,44.2,19.2,3.3,0
E00007111,29.7,42.8,18.6,7.6,1.4
E00007112,36.7,29.6,21.4,12.2,0
E00007113,26.8,42,23.2,7.1,0.9
E00007114,22.2,42.4,24.3,10.4,0.7
E00007115,32.9,41.8,19.2,4.8,1.4
E00007116,23.5,38.7,30.3,7.6,0
E00007117,22.6,41.7,24.3,10.4,0.9
E00007119,23.1,37.7,27.7,10.8,0.8
E00007120,28.3,31.7,25.8,12.5,1.7
E00007122,21.6,41.4,27.6,7.8,1.7
E00007124,31,36.5,22.2,10.3,0
E00007125,36.4,40.5,19,3.3,0.8
E00007126,40.8,40,13.8,4.6,0.8
E00007127,35.7,40.4,17,5.8,1.2
E00007128,34.8,38.5,18.5,8.1,0
E00007129,28,44,23,5,0
E00007130,44,34.3,16.4,4.5,0.7
E00007131,36.2,40.9,16.5,6.3,0
E00007132,37.5,39.2,16.7,6.7,0
E00007133,35.3,37.6,20.6,5.9,0.6
E00007134,31.6,39.7,25.7,2.9,0
E00007135,25.2,39.6,25.2,9.4,0.7
E00007136,23.9,35.8,31.3,9,0
E00007137,45,35.7,14.7,4.7,0
E00007138,42.3,36.6,14.6,6.5,0
E00007139,37.5,27.5,21.7,6.7,6.7
E00007140,34.9,36.3,23.3,5.5,0
E00007141,28.3,36.8,27.4,5.7,1.9
E00007142,20.7,34.7,31.4,13.2,0
E00007143,35.8,35,24.2,5,0
E00007144,36.8,42.4,17.6,3.2,0
E00007146,48.9,34,11.7,3.2,2.1
E00007147,47.4,32.5,15.8,4.4,0
E00007148,28.1,38.8,27.3,5,0.8
E00007149,25.2,35.9,29.1,7.8,1.9
E00007150,22.5,40.2,27.5,7.8,2
E00007151,28.2,40.8,16.5,13.6,1
E00007152,22.3,36.9,29.1,11.7,0
E00007153,37.6,42.1,15,5.3,0
E00007154,28.3,38.6,19.7,8.7,4.7
E00007155,26.7,41.7,23.3,8.3,0
E00007156,29.1,40.2,23.3,6.3,1.1
E00007157,39,37,17.5,5.8,0.6
E00007158,43.8,33.8,16.2,6.2,0
E00007159,29.6,42.1,19.7,8.6,0
E00007160,51.8,28.1,16.5,3.6,0
E00007161,29,35.1,27.5,7.6,0.8
E00007162,33,43.1,19.3,4.6,0
E00007163,46,33.3,17.5,3.2,0
E00007164,34.7,31.5,25.8,7.3,0.8
E00007165,47.3,29.7,14.9,7.4,0.7
E00007166,37.2,44.6,14.9,3.3,0
E00007167,15.3,53.4,24.4,6.9,0
E00007168,28.2,40.3,20.2,11.3,0
E00007170,37.1,36.6,18.5,7.3,0.5
E00007171,16.9,39.2,28.4,12.2,3.4
E00007172,26.6,45.3,22.3,5,0.7
E00007173,36.2,42.1,17.1,4.6,0
E00007174,37.9,38.8,19,4.3,0
E00007175,28.3,30.1,30.1,10.6,0.9
E00007176,36.2,32.3,25.2,4.7,1.6
E00007177,50.3,32.6,13,4.1,0
E00007179,42.1,30,17.1,7.9,2.9
E00007180,26.4,35.5,28.1,8.3,1.7
E00007181,29,42.6,17.2,10.1,1.2
E00007182,36.8,41.9,14.5,6.8,0
E00007183,48,39,9.8,2.4,0.8
E00007184,37.4,42.7,17.6,2.3,0
E00007185,23,36.1,30.3,10.7,0
E00007186,30,40,20,8.5,1.5
E00007187,44.1,35.4,14.9,5.6,0
E00007188,46.3,31.5,17.4,4,0.7
E00007189,34.3,38.1,21.6,6,0
E00007191,41.5,34,18.4,6.1,0
E00007204,27.5,34.9,26.6,9.2,1.8
E00007207,29.3,39,22.6,7.3,1.8
E00007209,55.5,35.3,9.2,0,0
E00007218,47.8,32.4,16.2,3.7,0
E00007220,31.9,41.5,20.7,5.9,0
E00007221,58.5,31.4,6.9,2.7,0.5
E00007222,57.1,31.6,9,2.3,0
E00007223,42.2,39.1,14.1,4.7,0
E00007226,60.9,32.3,6,0.8,0
E00007227,48.1,29.5,20.9,1.6,0
E00007232,49.3,36.2,13.8,0.7,0
E00007233,56.1,33.3,7.9,2.6,0
E00007235,56.2,38,4.1,1.7,0
E00007239,48.7,40.9,8.7,1.7,0
E00007245,49,38,9,4,0
E00007246,54.1,33,11.9,0.9,0
E00007247,62.7,23.6,8.2,5.5,0
E00007248,50,31.8,16.4,1.8,0
E00007249,31.5,42.5,14.2,11,0.8
E00007250,26.8,33.6,25.5,12.8,1.3
E00007251,41.2,31.9,19.3,5,2.5
E00007252,32.7,30.7,21.8,10.9,4
E00007253,39.3,38.7,16,6,0
E00007254,26.7,34.3,21.9,15.2,1.9
E00007255,23.3,45.7,23.3,7,0.8
E00007256,49.6,32.6,14,3.9,0
