areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00025621,68.8,3.8,27.4
E00025627,69.1,2.6,28.3
E00025762,74.3,2.9,22.8
E00025763,78,3.3,18.6
E00025764,76.4,2,21.6
E00025766,77.6,0.6,21.9
E00025767,66.4,2.4,31.3
E00025768,66.7,2.9,30.3
E00025769,92.2,0,7.8
E00025771,73.5,0.6,25.9
E00025773,77.8,2,20.1
E00025774,67.6,3.2,29.2
E00025775,64.5,1.7,33.8
E00025776,82.9,0.6,16.6
E00025777,74.6,2.9,22.6
E00025778,67.8,1.5,30.7
E00025779,79.8,0.7,19.5
E00025780,78,1.4,20.6
E00025781,68.3,2.6,29.1
E00025782,78.7,2,19.3
E00025786,61.9,1.1,37
E00025832,72.9,2.2,25
E00025834,74.8,2.7,22.5
E00025835,75,3.2,21.8
E00025836,63.9,4.1,32
E00025838,76.7,1.4,22
E00025840,80.7,2.3,17
E00025841,63.1,3.7,33.2
E00025843,71.4,0.6,28
E00025844,73.3,2.8,23.8
E00025845,82,1.4,16.6
E00025846,65.9,3.6,30.5
E00025850,72.1,3.8,24.1
E00025851,64.7,2.8,32.5
E00025852,70.7,0.8,28.5
E00025853,93.9,0.6,5.5
E00025855,78.4,1.2,20.4
E00025856,76,1.3,22.7
E00025858,79.1,0.8,20.1
E00025859,76.7,1,22.3
E00026257,77.3,2.8,19.9
E00026258,85.4,1.6,13
E00026259,80.4,0.4,19.1
E00026260,78.1,1.6,20.3
E00026261,73.7,0.9,25.4
E00026262,72.6,1.8,25.6
E00026263,64.2,2.8,32.9
E00026264,80.6,2.8,16.5
E00026265,78.1,0,21.9
E00026266,54.1,0.8,45.1
E00026267,77.4,2.6,20
E00026268,61,1.7,37.3
E00026269,51.6,1.4,47
E00026270,62.8,2.1,35.1
E00026272,89,0.3,10.6
E00026273,86.9,3.3,9.7
E00026274,73.8,1.8,24.5
E00026275,88.5,1.5,10
E00026277,80.2,0.8,19.1
E00026278,75.7,2.3,22
E00026279,66.1,3.5,30.3
E00026280,63.7,2.7,33.6
E00026281,84.9,0.7,14.4
E00026282,63.3,3.4,33.3
E00026283,81.4,2,16.7
E00026284,63.1,2.4,34.5
E00026285,66.7,2,31.3
E00026286,67.1,1.1,31.8
E00026287,78.8,0.6,20.7
E00026288,73.6,3.7,22.7
E00026289,72.2,0,27.8
E00026290,69.3,1.4,29.3
E00026291,71.9,2.5,25.6
E00026292,91.3,1.3,7.4
E00026293,83,0.7,16.3
E00026294,64.3,1.5,34.2
E00026295,86.6,1.7,11.7
E00026296,63.9,2.1,34
E00026297,76.5,0.4,23.1
E00026298,89.3,0.6,10.1
E00026299,66.9,2.9,30.3
E00026300,72.8,1.4,25.8
E00026301,73.5,3.2,23.3
E00026302,84.6,2.5,13
E00026304,77.9,2.9,19.2
E00026305,82,1.5,16.5
E00026306,72.2,1.6,26.1
E00026307,56.8,1.7,41.5
E00026308,62.4,3.5,34.1
E00026309,79.1,0.6,20.3
E00026310,62.5,3.1,34.4
E00026312,49.5,1.8,48.7
E00026313,68.9,4.4,26.6
E00026314,64.3,5.2,30.5
E00026315,62.3,3.6,34.1
E00026316,56.7,4.3,39
E00026317,69.6,4.3,26.1
E00026318,76.9,3.6,19.5
E00026319,75.9,2.5,21.6
E00026320,84.3,4.2,11.5
E00026321,63.7,0.3,36
E00026322,77.6,1,21.4
E00026323,60.5,2.6,36.9
E00026324,78.3,1.3,20.3
E00026325,55.4,3.5,41.1
E00026326,71.5,1.9,26.7
E00026327,77.4,2.3,20.2
E00026328,60.8,1.9,37.3
E00026329,84.8,1.4,13.9
E00026330,49.4,3,47.5
E00026331,85,1.1,13.9
E00026332,87.6,1,11.4
E00026333,77.2,2.4,20.4
E00026335,62.4,2.5,35
E00026336,80.8,2.9,16.3
E00026337,75.8,2.9,21.3
E00026338,49.3,6.4,44.3
E00026410,83.7,4.9,11.4
E00026411,75.4,1.1,23.5
E00026413,71.3,3.9,24.8
E00026415,72.1,3,24.9
E00026416,76.4,3.8,19.8
E00026418,83.5,4,12.4
E00026419,71.5,4.5,23.9
E00026420,59.4,3.6,37
E00026423,83.5,4.7,11.8
E00026424,81.8,3.9,14.4
E00026425,89.9,3,7.1
E00026428,74.2,2.1,23.7
E00026429,84,4.3,11.7
E00026430,83.7,2,14.4
E00026431,86.8,2.3,10.9
E00026433,63.8,2,34.2
E00026434,82,5.6,12.4
E00026437,72.4,2.8,24.7
E00026439,79.6,7.8,12.5
E00026440,58.4,3.7,37.9
E00026441,64.3,5.2,30.5
E00026442,65.1,6.5,28.4
E00026443,81.1,1.1,17.8
E00026444,64.1,2.5,33.4
E00026446,63.1,6.7,30.2
E00026447,75.8,3.5,20.7
E00026448,58.7,1.9,39.4
E00026449,65,4.7,30.3
E00026450,77.3,2.9,19.7
E00026451,69.1,2,28.9
E00026489,79.4,2.5,18.1
E00026491,70.5,3.8,25.7
E00026492,71.2,4.1,24.7
E00026501,52.5,2.8,44.7
E00026506,65.8,1.5,32.8
E00026511,54.9,4,41.1
E00026512,59.1,5.8,35.1
E00026521,60,3.9,36
E00026526,68.7,3.3,28
E00026527,74.3,1.3,24.4
E00026528,78.5,2.8,18.6
E00026532,70.4,2.2,27.4
E00029807,97.1,1.8,1.1
E00029808,95.9,1.7,2.5
E00029809,91.8,1.6,6.5
E00029810,94.5,0.8,4.7
E00029811,93.5,2,4.5
E00029812,94.7,0.4,4.9
E00029813,93.4,2.8,3.8
E00029814,94.3,0,5.7
E00029815,93.4,0.7,5.9
E00029816,97.7,0,2.3
E00029817,97.1,1.7,1.1
E00029818,89.7,1.8,8.6
E00029819,88.2,3.5,8.4
E00029820,90.9,0.7,8.4
E00029821,95.3,0,4.7
E00029822,93,0.4,6.6
E00029823,94.2,0,5.8
E00029824,94,0.9,5.1
E00029825,89.8,1.2,8.9
E00029826,90.2,1.4,8.3
E00029827,92.6,1.4,6
E00029828,89.1,3.5,7.3
E00029829,97.7,0,2.3
E00029830,93.8,0.3,5.9
E00029831,96.4,0,3.6
E00029832,92,1.1,6.9
E00029833,90.8,2.4,6.8
E00029834,92.1,0.8,7.1
E00029835,88.5,2.3,9.2
E00029837,94.6,0.7,4.7
E00029838,93.1,2.3,4.6
E00029839,91.7,0.6,7.8
E00029840,94.7,0.7,4.6
E00029841,94.7,0.7,4.6
E00029842,96.7,1.2,2
E00029843,93.4,0.7,5.9
E00029844,95.4,0.4,4.2
E00029845,92,2.8,5.2
E00029846,87.2,2,10.8
E00029854,93.6,0.8,5.6
E00029855,86.5,1.6,11.9
E00029856,92.2,1,6.9
E00029857,98.5,0.5,1
E00029858,90.3,0.9,8.8
E00029859,87.5,1.6,10.9
E00029860,96.6,0.7,2.7
E00029955,96.5,0.3,3.2
E00029956,90.1,1.2,8.7
E00029977,94.9,1.8,3.3
E00029978,92.9,1.2,6
E00030124,82.4,1.2,16.4
E00030125,87.6,4.7,7.6
E00030126,78.5,1.2,20.3
E00030127,82.9,1.3,15.7
E00030133,77.8,5.6,16.5
E00030134,85.4,1.2,13.4
E00030136,75.5,3.2,21.3
E00030137,86.8,1.6,11.5
E00030138,77.5,0.3,22.2
E00030139,83.2,2.6,14.2
E00030140,82.2,2.1,15.7
E00030147,84,2.1,13.9
E00030195,93.8,0.6,5.6
E00030196,95.6,0,4.4
E00030197,91.4,1.4,7.2
E00030198,95.3,1.3,3.4
E00030200,98.4,0.3,1.4
E00030201,91.4,0,8.6
E00030202,93.3,3.1,3.6
E00030203,92.3,1,6.6
E00030204,94.2,1.7,4.1
E00030205,95.3,0.7,3.9
E00030206,97.8,0.4,1.8
E00030207,98.5,0,1.5
E00030208,96.1,1.2,2.7
E00030209,96.8,0,3.2
E00030210,98.1,0,1.9
E00030211,94.5,0.3,5.2
E00030213,95,0.3,4.7
E00030214,95.9,0.7,3.4
E00030215,97.2,0,2.8
E00030217,93.1,0.8,6.2
E00030218,93.8,0.9,5.3
E00030219,95.6,0.3,4.1
E00030220,94.5,0,5.5
E00030221,96.9,0.3,2.7
E00030222,92.2,0.9,7
E00030223,86.5,3,10.5
E00030224,92,2.2,5.8
E00030225,89.1,1.5,9.4
E00030226,95.6,1,3.4
E00030227,92.7,2.6,4.7
E00030228,86.8,0.4,12.8
E00030229,93.2,1.7,5.1
E00030230,96.8,0.2,3
E00030231,96.3,1.1,2.6
E00030232,97.7,0.3,1.9
E00030233,95.8,1.1,3
E00030234,97,1,2
E00030235,93.7,1,5.2
E00030236,92.3,0,7.7
E00030240,86.5,0.7,12.8
E00030241,91.1,0.3,8.5
E00030243,99,0,1
E00030245,94.6,0.7,4.7
E00030247,94.1,1.6,4.3
E00030248,93.2,0,6.8
E00030252,94.9,1.3,3.7
E00030253,91.2,0,8.8
E00030257,92.5,0.8,6.7
E00030260,96.6,1.2,2.2
E00030263,98.4,0,1.6
E00030264,88.2,0.6,11.2
E00030265,99.3,0,0.7
E00030266,85.6,0,14.4
E00030268,96.3,1.5,2.2
E00030269,93.9,0.3,5.8
E00030271,96.9,0,3.1
E00030272,88.8,0,11.2
E00030273,92.7,2.8,4.6
E00030275,87.9,1,11.1
E00030282,93.7,0.3,6
E00030284,92.9,0,7.1
E00030290,96.3,0.3,3.4
E00030292,97.7,0.6,1.8
E00030294,97.2,0.4,2.4
E00030311,94.9,0.8,4.3
E00030314,97.6,0,2.4
E00030317,96.7,0.4,3
E00030318,96.4,0.6,2.9
E00030319,95.8,1,3.2
E00030320,97.8,0,2.2
E00030321,95.6,0.4,3.9
E00030322,92.5,1.2,6.3
E00030323,98.7,0,1.3
E00030324,92.2,0.7,7.1
E00030325,93.2,0,6.8
E00030326,98.7,0.3,1
E00030327,98,1.2,0.8
E00030328,92.4,1.3,6.3
E00030329,95.7,0.6,3.6
E00030330,97.5,0.4,2.1
E00030331,96.3,0.4,3.3
E00030332,96.8,0,3.2
E00030333,95,0.4,4.7
E00030334,97.1,1.4,1.4
E00030335,97.1,0.3,2.6
E00030336,92.6,0,7.4
E00030337,98.6,0,1.4
E00030338,97.8,0,2.2
E00030339,97,0,3
E00030340,98,0,2
E00030341,98.1,0,1.9
E00030342,98.7,0.7,0.7
E00030343,96.6,0,3.4
E00030344,96.8,0,3.2
E00030345,93.7,0.7,5.7
E00030346,97.8,0,2.2
E00030347,97,0.7,2.4
E00030348,95.9,0.3,3.8
E00030349,96.9,0.5,2.6
E00030350,95.7,2.1,2.1
E00030351,97.9,0,2.1
E00030352,97.7,0,2.3
E00030353,98.3,0.7,1
E00030354,97.9,0,2.1
E00030355,95.4,0.4,4.1
E00030356,95.3,0.7,4
E00030357,82.9,0,17.1
E00030358,91.5,0,8.5
E00030360,96.9,0,3.1
E00030363,96.8,2.1,1.1
E00030364,92.4,1.5,6.1
E00030365,95.8,0.6,3.5
E00030366,95.4,0.5,4.1
E00030367,94.3,2.5,3.2
E00030368,95.3,2.6,2
E00030371,90.8,0.3,8.9
E00030372,96.9,1,2.1
E00030373,96.3,2.3,1.4
E00030374,93.1,0.6,6.3
E00030375,95.1,0.8,4.1
E00030376,91.6,1.8,6.6
E00030377,90,0.4,9.6
E00030378,96.2,1.7,2
E00030379,85.5,1.6,12.9
