areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00072272,34.6,41.2,4.5,17.3,2.4
E00072273,26.9,40.5,9.7,21.1,1.8
E00072274,18.8,36.5,9.4,32.2,3.1
E00072276,20.4,40.4,10.6,26.3,2.4
E00072277,8.7,46.5,3.8,38.5,2.4
E00072278,9.2,45,6.3,37.6,1.8
E00072280,33.2,32.8,11.4,21,1.7
E00072281,13,44.4,6.5,36.1,0
E00072282,35.6,37.4,7.3,16.4,3.2
E00072283,21.4,36.2,8.7,31.9,1.7
E00072284,9.6,42.6,6.4,38.6,2.8
E00072285,29.3,37.5,6.8,23.9,2.5
E00072286,11.1,41.7,6.9,37,3.2
E00072287,17.6,43.3,7.6,25.7,5.7
E00072288,8.9,54.5,7.1,29.5,0
E00072289,16.7,42,5.2,35.1,1
E00072290,25.4,46.5,9.2,15.8,3.1
E00072291,28,38.3,12.4,20.2,1
E00072292,24.5,46.8,8.7,16.2,3.8
E00072293,22.2,53.2,7.9,15.1,1.6
E00072294,22.8,50.3,5.2,20.2,1.6
E00072298,37,35.9,9.2,17.9,0
E00072299,31.4,40.8,6.1,20,1.6
E00072300,30.6,45.3,5,17.1,1.9
E00072302,25.3,50.2,3.9,18.9,1.7
E00072303,35.2,52.1,4.6,6.4,1.8
E00072304,22.4,48.5,7.7,17.9,3.6
E00072306,26.3,39.6,7.4,24.4,2.3
E00072307,32.9,46.8,3.5,13.9,3
E00072308,29.9,47.1,5.4,14.6,3.1
E00072311,27.6,37.1,7.3,27.6,0.4
E00072312,30.4,42.2,6.8,17.7,3
E00072313,14.7,48.2,5.4,31.7,0
E00072522,30.3,43.3,5.5,16.4,4.6
E00072523,29.9,48.6,4.8,15.9,0.8
E00072524,31.9,48,4.9,14.2,1
E00072527,28.8,44.4,5.4,19.5,2
E00072528,23.4,39.6,7.1,22.8,7.1
E00072529,27,51.6,5.1,15.3,0.9
E00072530,21.6,47.4,7.2,22.2,1.5
E00072531,32.7,46,4.7,13.3,3.3
E00072532,24.6,47.7,7,18,2.7
E00072533,35.6,36.4,8.9,14.6,4.5
E00072534,30.8,46.8,4.4,13.6,4.4
E00072535,27.9,46.3,7.5,16.7,1.7
E00072536,20.4,47.5,11.4,17.9,2.9
E00072537,34.3,40.6,9.2,12.9,2.9
E00072538,21.6,49,5.9,20.6,2.9
E00072539,38.8,35.8,8,13.9,3.5
E00072540,23.6,47.9,6.7,21.7,0
E00072541,24.1,39.3,11.2,23.2,2.2
E00072542,23.6,47.1,7.9,19.6,1.8
E00072543,22.1,42.2,11.2,22.5,1.9
E00072544,18,44.6,7.7,27,2.7
E00072545,20.8,46.5,6.7,24.9,1.1
E00072546,21.6,41.5,8.7,25.3,2.9
E00072547,43.5,29.6,11.1,11.6,4.2
E00072549,30.4,37.4,11.7,16.4,4.2
E00072550,31.4,36,10.6,18.2,3.8
E00072551,30.8,44.7,8.6,12.8,3
E00072552,35.5,38.4,8.6,15.8,1.8
E00072553,34.8,35.8,12.4,13.9,3
E00072555,32.6,36.6,6.6,17.6,6.6
E00072556,38.7,36.2,7.2,15.7,2.1
