areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00072272,54,2.8,43.2
E00072273,56.8,0.9,42.3
E00072274,45.8,1.2,53
E00072276,42,0,58
E00072277,77,3.1,19.9
E00072278,64.8,1.1,34.1
E00072280,37.6,0.4,62
E00072281,68,4.1,27.8
E00072282,48.6,3.2,48.2
E00072283,56.1,0.4,43.5
E00072284,68.4,2,29.5
E00072285,60.8,1.8,37.4
E00072286,70.9,0,29.1
E00072287,59.4,2.4,38.2
E00072288,74.7,2.7,22.7
E00072289,53.4,0.3,46.2
E00072290,57,0.4,42.5
E00072291,59.8,1.5,38.7
E00072292,57.4,4.2,38.5
E00072293,61.9,4,34.1
E00072294,46.9,8.2,44.9
E00072298,44.9,1.1,54
E00072299,56.9,3.2,39.9
E00072300,48.4,6.2,45.3
E00072302,51.7,3,45.3
E00072303,47.2,5.1,47.7
E00072304,63.9,5.7,30.4
E00072306,42.2,4.1,53.7
E00072307,49.1,3.5,47.4
E00072308,53.1,7.3,39.6
E00072311,52.4,3.5,44.2
E00072312,50,2.5,47.5
E00072313,61.7,3.2,35.1
E00072522,49.2,5.4,45.4
E00072523,46,6.3,47.6
E00072524,48.3,6.4,45.3
E00072527,51.9,4.9,43.2
E00072528,52.4,4.8,42.8
E00072529,51.8,5.5,42.7
E00072530,64.2,4.1,31.6
E00072531,44.1,2.8,53.1
E00072532,70.5,1.1,28.4
E00072533,37.8,4.4,57.8
E00072534,47.2,6.8,46
E00072535,56.3,2.9,40.8
E00072536,59.2,5.8,35
E00072537,41.9,2.7,55.5
E00072538,55.6,3.9,40.5
E00072539,37.6,2.9,59.5
E00072540,64.4,1.9,33.7
E00072541,55.3,1.3,43.4
E00072542,63.7,3.1,33.2
E00072543,52.3,2.3,45.3
E00072544,58.7,1.3,39.9
E00072545,68,3.3,28.7
E00072546,60.1,0.8,39.1
E00072547,31.3,1.4,67.3
E00072549,44.9,0.5,54.7
E00072550,44.1,0.4,55.5
E00072551,53.9,3,43.1
E00072552,50,1.1,48.9
E00072553,47.5,0.5,52
E00072555,48,1.5,50.5
E00072556,49.6,1.3,49.2
E00072557,55.3,3.1,41.6
E00072558,44.8,1.7,53.5
E00072559,60.7,1.8,37.4
E00072560,52.8,4.4,42.8
E00072561,51.3,5.1,43.6
E00072562,52.1,8,39.9
E00099182,51.7,0.6,47.7
E00099205,65.4,1.9,32.7
E00099211,57.6,2.4,40
E00099312,61.3,2.2,36.5
E00099313,67.9,0.4,31.7
E00149825,62.3,1.9,35.8
E00149826,57.8,1,41.1
E00149827,65.3,2.9,31.8
E00149828,65.1,1.5,33.5
E00149829,52.7,1.8,45.6
E00149830,48.7,3,48.3
E00149909,55.7,2.6,41.8
E00149910,42.2,0,57.8
E00149911,54,1.4,44.6
E00149912,70,0.9,29.1
E00149913,59.9,2.4,37.7
E00149914,52.5,2.9,44.6
E00149915,63.8,3.1,33.1
E00149916,65,2.7,32.3
E00149917,62.2,4,33.7
E00150131,56.2,0.7,43.1
E00150132,41.5,1.9,56.6
E00150133,58.3,4.8,36.8
E00150134,63.9,1.7,34.3
E00150135,63.9,2,34.1
E00150136,60.1,2.2,37.7
E00150137,54.9,2.3,42.7
E00150138,48.8,0.8,50.4
E00151341,48.4,2.2,49.3
E00151342,55.1,1.6,43.4
E00151343,58.6,0.5,41
E00151345,37.2,0,62.8
E00151346,50,0,50
E00151347,42.8,1.3,55.9
E00151349,58.7,2.1,39.3
E00151350,58.6,0,41.4
E00151351,49.1,3.7,47.2
E00151352,60.8,0.4,38.8
E00151353,42.6,1.6,55.8
E00151354,54.1,3.7,42.2
E00151355,50.6,2.4,46.9
E00151356,53.5,1.6,45
E00151357,58.8,1.2,40
E00151358,46.4,2.7,51
E00151359,52.7,2.7,44.6
E00151501,69.3,0.4,30.3
E00151642,54,2.8,43.1
E00151643,44.2,3,52.8
E00151644,54.1,3.6,42.3
E00151645,57.5,1.8,40.7
E00151646,66.1,2.5,31.4
E00151648,49.2,1.3,49.5
E00151650,55.3,0,44.7
E00151730,57.3,1.3,41.5
E00151733,56.1,1.2,42.8
E00151734,60.4,0.4,39.3
E00151735,54.8,2.2,43
E00151736,62,1.6,36.4
E00151737,55.2,2,42.8
E00151738,50,2.9,47.1
E00151739,56.8,2.1,41
E00151740,56.6,2.2,41.2
E00151741,44.9,3.7,51.3
E00151742,59.4,1.8,38.8
E00151743,46.9,0.3,52.8
E00151744,48.1,1.7,50.2
E00151745,52.4,2,45.6
E00151746,61.7,1.5,36.8
E00151747,60.2,0.8,39
E00151748,57.8,0.4,41.8
E00151749,39.2,3.3,57.5
E00151750,62,1.7,36.3
E00151751,58.3,3.5,38.2
E00151752,40.1,3.8,56.1
E00151753,61.9,1.2,36.9
E00151754,48.7,0,51.3
E00151755,48.8,2.1,49.1
E00151756,63.1,2,34.8
E00151757,58.2,1.8,39.9
E00151758,54.7,1.4,43.9
E00151759,38.1,0.8,61.2
E00151760,65.2,1.8,33
E00151761,49.2,1.5,49.2
E00151762,54.7,4.3,41
E00151763,50.6,2.6,46.8
E00151764,65.6,3,31.5
E00151765,48.5,1.5,50
E00151766,51.7,2.1,46.2
