areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00072272,14,19.1,57.3,9.6
E00072273,58.4,31.9,4.4,5.3
E00072274,70.6,27.9,0.7,0.7
E00072276,70.7,26.4,0,2.9
E00072277,29.2,56.9,0,13.8
E00072278,47.2,48,0.8,3.9
E00072280,67.7,25,3.2,4
E00072281,42.5,50,5,2.5
E00072282,16.8,21.9,51.1,10.2
E00072283,52.1,39.3,0.9,7.7
E00072284,39.8,48,0.8,11.4
E00072285,32.6,43.7,17,6.7
E00072286,41.2,39.5,2.5,16.8
E00072287,51,38.5,2.9,7.7
E00072288,28.6,47.9,0.8,22.7
E00072289,64.3,34.1,1.6,0
E00072290,55.7,35.2,0.8,8.2
E00072291,39.8,34.3,2.8,23.1
E00072292,44.1,39.9,0.7,15.4
E00072293,41.7,40.2,0.8,17.4
E00072294,17.3,16.5,11.3,54.9
E00072298,62.1,31.1,1,5.8
E00072299,18.2,16.1,51.8,13.9
E00072300,19.7,12.7,53.5,14.1
E00072302,17.3,18.9,52,11.8
E00072303,13.8,16.3,58.5,11.4
E00072304,44.3,40.2,2.1,13.4
E00072306,68.9,24.4,0.8,5.9
E00072307,17.3,16.5,51.9,14.3
E00072308,8,24.8,48.8,18.4
E00072311,10.7,20.7,60,8.7
E00072312,21.6,24.8,42.4,11.2
E00072313,46.6,42.2,0.9,10.3
E00072522,16,15.3,52.7,16
E00072523,10.8,10,70,9.2
E00072524,24.8,17.1,45.3,12.8
E00072527,4.5,5.3,75.9,14.3
E00072528,35.8,37.1,8.6,18.5
E00072529,10.2,25.2,43.3,21.3
E00072530,10.4,21.7,45.3,22.6
E00072531,14.4,11.2,58.4,16
E00072532,10.2,32.7,41.5,15.6
E00072533,43.3,16.5,32.3,7.9
E00072534,16.9,15.4,56.2,11.5
E00072535,25.4,33.6,9,32
E00072536,16.6,24.9,13,45.6
E00072537,23.2,24.1,36.5,16.2
E00072538,15.4,20,44.6,20
E00072539,15.1,12.7,62.7,9.5
E00072540,35.4,47.2,11.8,5.6
E00072541,50.4,39.8,3.3,6.5
E00072542,19.6,39.2,32.7,8.5
E00072543,62.4,34.4,0.8,2.4
E00072544,56.8,36.9,0.9,5.4
E00072545,20,52.9,18.6,8.6
E00072546,47.2,43.3,4.7,4.7
E00072547,84.3,3.9,3.1,8.7
E00072549,68.5,21.6,3.6,6.3
E00072550,68,23.4,3.1,5.5
E00072551,43.2,30.3,18.9,7.6
E00072552,64,28,3.2,4.8
E00072553,61.4,28.1,4.4,6.1
E00072555,51.2,33.6,7.2,8
E00072556,36.9,22.7,27,13.5
E00072557,31.3,38.3,25.8,4.7
E00072558,71.2,22.9,0,5.9
E00072559,48.8,34.1,3.1,14
E00072560,35.7,27,26.2,11.1
E00072561,12.4,14,52.1,21.5
E00072562,32.8,15.6,34.4,17.2
E00099182,53.9,19.1,1.1,25.8
E00099205,63.8,25.5,2.1,8.5
E00099211,57.6,18.2,0,24.2
E00099312,54.9,31,3.3,10.9
E00099313,47.2,27.6,7.3,17.9
E00149825,52,36,0,12
