geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00069551,60.4,37.6,2,0,0
E00069552,54.4,37.7,7.9,0,0
E00069553,53.2,31,15.1,0.8,0
E00069554,61.5,30.1,7.7,0.7,0
E00069556,71.9,27.1,1,0,0
E00069557,54,31.7,11.9,2.4,0
E00069558,62.7,29.9,6,1.5,0
E00069559,53.3,36.4,10.3,0,0
E00069565,76.2,19,4.8,0,0
E00069566,49.1,41.6,6.2,3.1,0
E00069567,58.8,23.7,15.3,2.3,0
E00069633,58.2,34.1,7.7,0,0
E00131493,50.7,36.7,10.7,2,0
E00133530,53.4,34.7,10.2,1.7,0
E00133532,53.8,42.3,1.9,1.9,0
E00133533,58.8,30.6,7.1,3.5,0
E00133536,52.6,28.2,18.2,1,0
E00133537,54.2,36.3,8.9,0.6,0
E00133553,52.2,34.5,12.4,0.9,0
E00133554,46.4,42.9,10.7,0,0
E00133558,71,24.8,4.1,0,0
E00133559,50,32.3,15.4,1.5,0.8
E00133560,63.6,25.5,9.1,1.8,0
E00133561,60.9,30,7.3,1.8,0
E00133562,51.4,36.7,11,0.9,0
E00133563,44.5,45.5,10,0,0
E00133564,46.4,30.8,20.9,1.9,0
E00133565,41.1,41.7,15.3,1.8,0
E00133566,54.2,30.8,15,0,0
E00133567,27.7,46,22.6,3.6,0
E00133568,36.2,38.4,20.3,5.1,0
E00133569,26.3,38.1,30.5,5.1,0
E00133570,27.9,39.3,26.2,6.6,0
E00133571,44.1,41.4,11.5,2.6,0.4
E00133572,37.3,38.6,19.9,4.2,0
E00133573,38.5,37.8,19.6,2.8,1.4
E00133575,37.5,39.1,22.7,0.8,0
E00133576,43.8,41.4,13,1.9,0
E00133578,38.9,47.3,11.5,2.3,0
E00133580,52.5,37.6,7.1,2.8,0
E00133581,56.8,30.4,12,0.8,0
E00133582,50.4,36.6,12.2,0.8,0
E00133583,54.2,34.7,10.2,0.8,0
E00133584,59.3,32.1,8,0.6,0
E00133585,47.5,38.3,10.5,3.1,0.6
E00133586,57.1,35.7,7.1,0,0
E00133587,47.2,37.6,13.6,1.6,0
E00133589,50.7,42.6,6.8,0,0
E00133590,32.6,31.5,22.8,13,0
E00133591,53.2,35.5,10.6,0.7,0
E00133592,58.3,36.7,5,0,0
E00133593,48,37.4,11.4,3.3,0
E00133594,50,34.5,14.7,0.9,0
E00133595,45.5,35.9,16,1.9,0.6
E00133596,59.8,26.5,12.8,0.9,0
E00133597,53.3,36.1,10.1,0.6,0
E00133621,46.9,42.2,10.9,0,0
E00133624,27.8,39.7,22.2,10.3,0
E00133626,25.5,42.7,25.5,5.5,0.9
E00133627,40.8,31.6,19,8.6,0
E00133628,39.7,39.7,17.6,2.9,0
E00133629,27.9,35.1,27,9.9,0
E00133630,25.6,36.4,26.4,11.6,0
E00133631,20.4,41.7,29.6,8.3,0
E00133632,29.1,31.8,28.2,10.9,0
E00133633,27.7,32.8,31.1,8.4,0
E00133634,24,39.4,26,10.6,0
E00133635,34,35.9,20.9,9.2,0
E00133652,48.6,35.8,14.5,1.2,0
E00133653,49.2,38.5,9.2,3.1,0
E00133654,51.8,37.5,10.7,0,0
E00133655,50,35.8,10.8,2.5,0.8
E00133656,47.3,40.9,10.8,1.1,0
E00133661,52.9,38.1,9,0,0
E00133662,46.3,37.4,11.8,4.5,0
E00133663,51.8,32.8,10.9,4.4,0
E00133664,66.7,27.2,4.9,1.2,0
E00133665,52.9,40.6,6.5,0,0
E00133666,43,33.6,18.7,4.7,0
E00133667,39.7,39,19.1,1.5,0.7
E00133669,52.3,32.3,11.5,3.8,0
E00133670,48.7,33.3,16,1.9,0
E00133671,26.3,46,24.8,2.2,0.7
E00133672,55.2,33.6,10.4,0.8,0
E00133673,41.3,33,17.8,6.5,1.3
E00133675,37.3,34.2,20.3,8.2,0
E00133676,49.7,32.2,16.8,1.4,0
E00133678,51.5,31.5,13.8,2.3,0.8
E00133680,52.9,31.2,14,1.9,0
E00133681,43.8,42.2,11.7,2.3,0
E00133734,65.3,28.8,5.9,0,0
E00133735,56.3,32.8,10.9,0,0
E00133736,53.5,35.5,9.5,1.5,0
E00133738,52.4,33.5,12.2,1.8,0
E00133739,59.5,35.7,4.8,0,0
E00133740,50.6,42.5,6.9,0,0
E00133741,47.9,30.3,16.9,4.9,0
E00133742,47.5,38.4,11.9,2.3,0
E00133743,53.3,33.7,10.9,2.2,0
E00133744,57.1,31.9,10.9,0,0
E00133745,41.2,39,16.9,2.9,0
E00133747,62.3,24.6,11.5,1.6,0
E00133748,52.8,36.8,9,1.4,0
E00133751,51.3,29.9,16.2,2.6,0
E00133752,63.1,24.6,12.3,0,0
E00133753,46.5,38.4,14.1,1,0
E00133754,67.7,29.2,2.1,0,1
E00133755,59.4,29,10.1,1.4,0
E00133756,43.2,41.8,11,4.1,0
E00133757,54.7,32.8,11.7,0.7,0
E00133786,59.3,23.1,12,5.6,0
E00133787,63.3,28.5,6.8,1.4,0
E00133788,41.6,40.3,16.9,1.3,0
E00133789,58.1,26.9,10.2,4.8,0
E00133790,64.6,23.8,10.9,0.7,0
E00133791,40.5,35.7,19.8,4,0
E00133792,51.1,35.9,11.5,1.5,0
E00133793,53.5,32.6,12.5,1.4,0
E00133801,64.5,25.4,8.6,1.5,0
E00133802,54.6,31.1,13.4,0.8,0
E00133803,59.5,29.8,9.9,0.8,0
E00133804,51,38,10,1,0
E00133805,51.2,35.3,10.6,1.8,1.2
E00133806,41.8,39.4,15.9,2.9,0
E00133807,58.7,26.6,13.3,1.4,0
E00133808,51.8,35.5,12.8,0,0
E00133809,32.6,32.6,23.3,11.6,0
E00133814,41.2,29.4,17,11.1,1.3
E00133815,44.3,32.9,17.1,3.8,1.9
E00133816,50.7,31.7,14.1,3.5,0
E00133817,47.8,33.3,12.4,6.5,0
E00133818,52.3,38.6,8.3,0.8,0
E00133819,54.4,33.1,12.4,0,0
E00133820,49.6,32.8,12.8,4,0.8
E00133821,36.8,42.9,15.8,3.8,0.8
E00133822,47.4,41.4,11.2,0,0
E00133823,51.2,36,11.2,1.6,0
E00133900,45.5,41.3,11.6,1.7,0
E00133901,62.3,31.1,6.6,0,0
E00133902,45.2,36.5,14.3,4,0
E00133903,58.4,39.4,2.2,0,0
E00133904,59.7,32.1,7.5,0.7,0
E00133905,62.8,29.5,7,0.8,0
E00133906,47.4,40.5,8.6,1.7,1.7
E00133911,55.4,35.8,8.1,0.7,0
E00133912,45.9,36.6,14.6,2.9,0
E00133916,53.7,30.6,12.4,3.3,0
E00133917,49,39.6,9.9,1.5,0
E00169399,55.9,31.7,11,1.4,0
E00169402,58,30.5,7.6,3.8,0
E00169403,54.7,32.8,10.9,1.6,0
E00169404,65.5,25,7.8,1.7,0
E00169406,60.7,27.9,9,2.5,0
E00169407,65.4,26.8,6.8,1,0
E00169408,63.7,30.6,5.1,0.6,0
E00169409,54.3,33.6,12.1,0,0
E00169410,59.2,37.6,3.2,0,0
E00169411,65,26.8,6.5,1.6,0
E00169412,49.3,33.3,15.9,1.4,0
E00169413,59.5,26.2,9.5,4,0.8
E00169414,45.7,30.4,19.6,4.3,0
E00169415,60.3,32.5,5.3,2,0
E00169417,46.1,38.2,13.8,1.3,0.7
E00169422,56.8,32.7,8,2.5,0
E00169423,47.5,38.4,11.1,3,0
E00172627,70.7,25.9,3.4,0,0
E00172628,60.9,29.7,9.4,0,0
E00185270,38.4,34.3,24.2,3,0
E00185280,45.8,43.1,8.3,2.8,0
E00185282,66.7,28.3,5,0,0
E00185305,80.4,15.2,4.3,0,0
E00185306,66.7,24.2,9.2,0,0
E00185308,80,18,1.5,0.5,0
E00185313,54.6,28.6,14.3,2.5,0
E00185333,68.6,28.3,2.5,0.6,0
E00185338,33.9,42,19.6,4.5,0
E00185364,51.5,35,9.5,4,0
E00185368,74.4,22.4,2.7,0.4,0
E00185374,62.3,24.6,8.2,4.9,0
E00185386,58.9,28.9,10.2,2,0
E00185398,55,32.5,10,2.5,0
E00185404,47.5,27.9,23,1.6,0
E00185410,69.9,26.3,3,0.8,0
E00185412,40.4,35.1,17.5,6.1,0.9
E00185437,49,27.3,19.6,3.6,0.5
E00185446,50,39.1,10.9,0,0
E00185453,59.4,28.3,11.3,0.9,0
E00185458,65.5,28.2,5.7,0.6,0
E00187388,66,25,9,0,0
E00187417,60,32.5,7.5,0,0
