areacd,disability_3a-001,disability_3a-002
E00056849,28.4,71.6
E00056892,14.6,85.4
E00056897,14.4,85.6
E00056993,12.1,87.9
E00056994,20.6,79.4
E00056995,13.4,86.6
E00056997,11.7,88.3
E00056998,13.6,86.4
E00056999,12,88
E00057001,12.9,87.1
E00057002,19.8,80.2
E00057003,8.5,91.5
E00057004,22.2,77.8
E00057005,28,72
E00057006,12.8,87.2
E00057007,14.2,85.8
E00057008,12.4,87.6
E00057009,14,86
E00057010,17.6,82.4
E00057011,15.6,84.4
E00057012,15.8,84.2
E00057013,15,85
E00057014,15.4,84.6
E00057015,11.1,88.9
E00057016,9.9,90.1
E00057017,13.3,86.7
E00057018,14.1,85.9
E00057019,13.4,86.6
E00057020,13,87
E00057021,18.9,81.1
E00057022,15.9,84.1
E00057023,10.7,89.3
E00057024,22.6,77.4
E00057025,14.8,85.2
E00057026,15.6,84.4
E00057027,9.1,90.9
E00057028,11.3,88.7
E00057029,13,87
E00057031,17.7,82.3
E00057032,20.5,79.5
E00057034,15.5,84.5
E00057035,11.7,88.3
E00057036,12.7,87.3
E00057037,21.9,78.1
E00057038,16.9,83.1
E00057039,29.1,70.9
E00057040,16.4,83.6
E00057041,11.1,88.9
E00057043,20.5,79.5
E00057044,12.6,87.4
E00057046,17.5,82.5
E00057047,16,84
E00057124,16.8,83.2
E00057138,28.2,71.8
E00057140,13.9,86.1
E00057141,8.8,91.2
E00057169,16.5,83.5
E00057177,13.8,86.2
E00057178,14.3,85.7
E00057254,20.1,79.9
E00057255,15.3,84.7
E00057256,8.1,91.9
E00057257,20.1,79.9
E00057258,14,86
E00057259,16.4,83.6
E00057261,13,87
E00057262,19.3,80.7
E00057264,14.3,85.7
E00057265,16.1,83.9
E00057266,13,87
E00057267,18.4,81.6
E00057268,20.6,79.4
E00057269,9.5,90.5
E00057270,11.7,88.3
E00057271,16.8,83.2
E00057272,19.6,80.4
E00057273,15.6,84.4
E00057274,19.1,80.9
E00057275,15.2,84.8
E00057276,12.2,87.8
E00057277,16.9,83.1
E00057278,21.2,78.8
E00057280,11.5,88.5
E00057281,14.6,85.4
