areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00056849,32.5,67.5
E00056892,25,75
E00056897,36.5,63.5
E00056993,47.2,52.8
E00056994,49.2,50.8
E00056995,41.4,58.6
E00056997,29.5,70.5
E00056998,33.2,66.8
E00056999,41.2,58.8
E00057001,48.1,51.9
E00057002,45.6,54.4
E00057003,45.8,54.2
E00057004,49.7,50.3
E00057005,20.8,79.2
E00057006,45,55
E00057007,51.7,48.3
E00057008,56.9,43.1
E00057009,29.5,70.5
E00057010,49.3,50.7
E00057011,49,51
E00057012,30.4,69.6
E00057013,25.6,74.4
E00057014,40.2,59.8
E00057015,23.1,76.9
E00057016,31,69
E00057017,37.8,62.2
E00057018,38.6,61.4
E00057019,43.3,56.7
E00057020,33.5,66.5
E00057021,41.6,58.4
E00057022,42,58
E00057023,45.9,54.1
E00057024,30.7,69.3
E00057025,34.2,65.8
E00057026,61.4,38.6
E00057027,37.2,62.8
E00057028,30.4,69.6
E00057029,36.6,63.4
E00057031,40.4,59.6
E00057032,40.3,59.7
E00057034,33.8,66.2
E00057035,43.2,56.8
E00057036,43.5,56.5
E00057037,42.2,57.8
E00057038,32.1,67.9
E00057039,28.4,71.6
E00057040,48.6,51.4
E00057041,53.5,46.5
E00057043,27.6,72.4
E00057044,43.2,56.8
E00057046,43.8,56.3
E00057047,38.4,61.6
E00057124,35.4,64.6
E00057138,43.4,56.6
E00057140,36.1,63.9
E00057141,40.7,59.3
E00057169,22.5,77.5
E00057177,29.9,70.1
E00057178,34.3,65.7
E00057254,36.2,63.8
E00057255,29,71
E00057256,37.6,62.4
E00057257,26.4,73.6
E00057258,30.1,69.9
E00057259,44.4,55.6
E00057261,38.3,61.7
E00057262,41.9,58.1
E00057264,42.8,57.2
E00057265,34,66
E00057266,40.5,59.5
E00057267,31.7,68.3
E00057268,24.2,75.8
E00057269,43.1,56.9
E00057270,41.2,58.8
E00057271,23.4,76.6
E00057272,34.7,65.3
E00057273,31.5,68.5
E00057274,22.5,77.5
E00057275,28.5,71.5
E00057276,31.8,68.2
E00057277,25.2,74.8
E00057278,31.4,68.6
E00057280,21.8,78.2
E00057281,42.4,57.6
E00057282,29.7,70.3
E00057283,40.5,59.5
E00057284,30.4,69.6
E00057285,20.7,79.3
E00057286,52.7,47.3
E00057287,41.9,58.1
E00057288,43.2,56.8
E00057289,38.9,61.1
E00057290,32.2,67.8
E00057291,42.9,57.1
E00057292,34.5,65.5
E00057293,38,62
E00057294,46.1,53.9
E00057295,21.3,78.7
E00057296,28.3,71.7
E00057297,45.2,54.8
E00057298,38.6,61.4
E00057300,21.4,78.6
E00057303,21.1,78.9
E00057304,31.9,68.1
