areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00056849,42.1,27.1,13.5,17.3
E00056892,26.8,33,14.3,25.9
E00056897,35,34.2,10.3,20.5
E00056993,26.4,20.9,16.3,36.4
E00056994,26.6,32.3,12.9,28.2
E00056995,28.1,28.9,18,25
E00056997,36.2,20.6,18.4,24.8
E00056998,43.9,15.2,7.6,33.3
E00056999,30.1,30.1,15.4,24.4
E00057001,25.5,32.2,13.4,28.9
E00057002,29.4,30.4,18.6,21.6
E00057003,28.2,25.8,16.1,29.8
E00057004,32.2,35.6,18.9,13.3
E00057005,58.8,24.4,5.9,10.9
E00057006,32.1,33,16.1,18.8
E00057007,29.6,40,14.4,16
E00057008,18.6,38.1,20.6,22.7
E00057009,32.7,25.6,17.9,23.7
E00057010,26,41,15,18
E00057011,30.5,30.5,22.1,16.8
E00057012,24.5,25.8,22.7,27
E00057013,38.7,21.6,17.1,22.5
E00057014,32.8,16.4,4.7,46.1
E00057015,46.7,21.6,13.2,18.6
E00057016,33.8,24.6,10.6,31
E00057017,38,18.2,6.6,37.2
E00057018,36.9,28.8,14.4,19.8
E00057019,38.4,26.1,10.1,25.4
E00057020,40.1,16.3,20.4,23.1
E00057021,31.1,28.7,18,22.1
E00057022,31.8,23.3,20.9,24
E00057023,27.9,21.3,13.9,36.9
E00057024,32.7,32.7,19,15.6
E00057025,32.8,24.4,22.7,20.2
E00057026,20.1,46.8,15.1,18
E00057027,35.8,17.6,8.5,38.2
E00057028,31.4,32.1,13.9,22.6
E00057029,22.1,20.7,21.4,35.7
E00057031,29.5,25.4,15.6,29.5
E00057032,24,33.6,12.3,30.1
E00057034,47.3,25,11.4,16.4
E00057035,21,21,12.9,45.2
E00057036,34.3,22.6,13.1,29.9
E00057037,29.7,23.4,20,26.9
E00057038,24.4,24.4,23.7,27.4
E00057039,53.6,25.7,8.6,12.1
E00057040,24.1,41.1,10.7,24.1
E00057041,14.4,32.4,9.9,43.2
E00057043,34.1,36.5,12.7,16.7
E00057044,32.5,32.5,13.7,21.4
E00057046,36.4,24.8,17.4,21.5
E00057047,41.9,26.4,12.4,19.4
E00057124,35.9,16.6,15.9,31.7
E00057138,39,33.2,15.6,12.2
E00057140,29.3,26.5,12.2,32
E00057141,33.1,19.4,12.9,34.5
E00057169,61.6,20.7,9.8,7.9
E00057177,49.7,18.3,6.5,25.4
E00057178,34.2,28.1,15.8,21.9
E00057254,37.6,26.1,15.2,21.2
E00057255,29,31.8,13.1,26.1
E00057256,40.5,28.8,14.4,16.2
E00057257,34.6,26.9,13.5,25
E00057258,39.8,31,12.4,16.8
E00057259,16.2,31.1,17.6,35.1
E00057261,43.6,26.4,12.7,17.3
E00057262,36.5,35.2,15.7,12.6
E00057264,29.5,17.2,13.9,39.3
E00057265,30.7,36.2,22.1,11
E00057266,22.1,20.6,12.5,44.9
E00057267,43.8,31.4,16.3,8.5
E00057268,35.7,25,16.7,22.6
E00057269,15.8,14.9,14.9,54.4
E00057270,18.8,20.3,15.8,45.1
E00057271,34.3,36.4,15.2,14.1
E00057272,19.4,22.6,18.5,39.5
E00057273,34.7,24.8,12.4,28.1
E00057274,59.9,20.4,11.4,8.4
E00057275,29.7,24.8,19.8,25.7
E00057276,40.8,26.1,16.9,16.2
E00057277,58.1,21,8.6,12.4
E00057278,48.3,25.8,7.5,18.3
E00057280,68.5,12,5.4,14.1
E00057281,40.8,19.2,16,24
E00057282,38.6,32.5,8.8,20.2
E00057283,21.5,22.6,14,41.9
E00057284,33.6,25.2,11.2,29.9
E00057285,47.3,28.5,11.3,12.9
E00057286,21.2,32.9,23.5,22.4
E00057287,44.6,13.2,5,37.2
E00057288,29.3,39.4,15.2,16.2
E00057289,29.1,37.6,17.9,15.4
E00057290,39.7,14,10.3,36
E00057291,32.5,17.9,12,37.6
E00057292,40.7,15.4,10.6,33.3
E00057293,35.2,24.8,12.8,27.2
E00057294,23.9,30.4,6.5,39.1
E00057295,55.7,33.6,8.1,2.7
E00057296,42.9,29.9,8.4,18.8
E00057297,20.9,14.9,7.5,56.7
E00057298,32.3,21,14.5,32.3
E00057300,65.8,17.8,9.8,6.7
E00057303,33.6,36.1,18.3,12
E00057304,31.3,29.5,20.5,18.8
E00057305,31.1,32,17.5,19.4
E00057307,27,24.3,27,21.6
E00057309,53.3,18.3,10.6,17.8
E00057310,32.4,20.6,23.5,23.5
E00057311,71.6,16.2,5.4,6.8
E00057312,78.8,16.1,4.4,0.7
E00057313,48.5,22.2,11.3,18
E00057322,40.2,30.7,13.4,15.7
E00057323,41.7,29.2,16.1,13
E00057325,69.6,22.5,2.9,5.1
E00057326,37.6,20.8,16.8,24.8
E00057327,52.1,16.7,15.6,15.6
E00057328,42.4,31.9,13.2,12.5
E00057329,57.7,20.9,9.2,12.3
E00057330,38.2,28.2,9.9,23.7
E00057331,35,23.3,14.6,27.2
E00057332,26.4,14,18.2,41.3
E00057333,36.7,24.7,22,16.7
E00057776,35.1,30.5,12.2,22.1
E00057777,44.2,31,9.3,15.5
E00057778,22.1,39.3,23.8,14.8
E00057779,28,25.4,16.1,30.5
E00057780,32.8,23.9,26.1,17.2
E00057781,33.3,30.8,22.2,13.7
E00057782,16.1,32.2,22.9,28.8
E00057783,35,17.5,13.9,33.6
E00057784,28.1,29.7,14.8,27.3
E00057785,29.5,31.8,20.5,18.2
E00057786,31.2,27.2,18.4,23.2
E00057787,26.1,33.3,22.2,18.3
E00057788,44.3,26.9,10.2,18.6
E00057789,57.5,19.9,11.6,11
E00057790,25,44.3,17,13.6
E00057791,34.8,27.7,23.4,14.2
E00057792,28.9,41.3,17.4,12.4
E00057793,36.4,30.6,19.8,13.2
E00057794,52.3,21.5,16.2,10
E00057795,21,47.8,14.5,16.7
E00057796,46.4,26.8,17,9.8
E00057797,22.6,32.1,23.4,21.9
E00057798,34.7,27.8,15.3,22.2
E00057799,33,42,9.1,15.9
E00057800,44.1,21.6,12.6,21.6
E00057801,35.7,23,19,22.2
E00057802,47.7,30.2,11.6,10.5
E00057803,19.3,26.6,26.6,27.5
E00057804,20.3,35.6,17.8,26.3
E00057805,27.5,22,14.7,35.8
E00057806,27.3,33.8,19.2,19.7
E00057807,60,30,7.5,2.5
E00057808,15.2,33.3,17.4,34.1
E00057809,37.2,23.4,20.2,19.1
E00057810,27.8,27.1,22.6,22.6
E00057811,36.6,28,22,13.4
E00057812,26.5,46.9,15.9,10.6
E00057813,32.2,38.8,17.4,11.6
E00057814,24.1,30.1,22.6,23.3
E00057815,29.9,44.5,16.1,9.5
E00057816,22.9,24.8,20.2,32.1
E00057817,24.5,44.4,20.5,10.6
E00057818,34.1,34.1,24.4,7.3
E00057819,32.1,24.4,18.3,25.2
E00057820,39.5,37.8,10.1,12.6
E00057821,40.3,34.5,13.4,11.8
