areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00056849,62.2,28.9,6.7,2.2
E00056892,37.2,47.8,13.3,1.8
E00056897,53,35,12,0
E00056993,38.1,41.3,16.7,4
E00056994,19.5,45.5,28.5,6.5
E00056995,33.3,47.3,13.2,6.2
E00056997,62.4,32.6,5,0
E00056998,67.8,22.1,6,4
E00056999,30.3,47.5,19.7,2.5
E00057001,32.7,49.7,15,2.7
E00057002,33,51,14,2
E00057003,26.4,43.2,21.6,8.8
E00057004,23.7,43,25.8,7.5
E00057005,58,33.6,6.7,1.7
E00057006,22.5,45.9,27,4.5
E00057007,21.8,44.4,25.8,8.1
E00057008,12.1,49.5,34.3,4
E00057009,46.2,34,18.6,1.3
E00057010,18.8,44.6,26.7,9.9
E00057011,23,52.4,18.7,5.9
E00057012,45.5,42.4,10.9,1.2
E00057013,61.6,31.3,6.3,0.9
E00057014,53.1,32,8.6,6.3
E00057015,71.9,22.2,4.7,1.2
E00057016,45.8,38.7,13.4,2.1
E00057017,29,40.3,21,9.7
E00057018,48.7,38.9,11.5,0.9
E00057019,41,39.6,13.7,5.8
E00057020,70.7,23.8,5.4,0
E00057021,39.7,47.1,9.9,3.3
E00057022,43.4,42.6,14,0
E00057023,48.8,43,5.8,2.5
E00057024,37.2,45.5,15.9,1.4
E00057025,36.7,45.8,14.2,3.3
E00057026,12.1,62.9,20,5
E00057027,57,31.5,5.5,6.1
E00057028,52.9,37.5,5.1,4.4
E00057029,61,29.1,6.4,3.5
E00057031,36.9,36.9,22.1,4.1
E00057032,43.1,40.3,16.7,0
E00057034,38.4,43.4,14.2,4.1
E00057035,31,46.8,16.7,5.6
E00057036,37.7,39.9,15.9,6.5
E00057037,42.4,40.3,11.1,6.3
E00057038,49.6,37.6,11.3,1.5
E00057039,56,38.3,5,0.7
E00057040,25.9,51.8,19.6,2.7
E00057041,16.2,48.6,26.1,9
E00057043,52.8,37.8,6.3,3.1
E00057044,21.7,50.4,22.6,5.2
E00057046,17.9,60.7,17.9,3.4
E00057047,37.7,43.1,13.8,5.4
E00057124,47.3,39,11.6,2.1
E00057138,61.2,32,5.8,1
E00057140,46.9,41.5,8.8,2.7
E00057141,44.6,38.8,14.4,2.2
E00057169,69.5,29.9,0,0.6
E00057177,61.5,33.1,3.6,1.8
E00057178,50.3,38.1,10.2,1.4
E00057254,47.9,45.5,5.5,1.2
E00057255,55.7,34.7,7.4,2.3
E00057256,68.8,25.9,3.6,1.8
E00057257,60,35.2,3.8,1
E00057258,49.6,40.7,8.8,0.9
E00057259,38.4,45.2,16.4,0
E00057261,56.9,34.9,6.4,1.8
E00057262,29.4,53.1,15,2.5
