areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00056849,88.1,1,10.9
E00056892,80,7.2,12.8
E00056897,73.5,2.2,24.3
E00056993,78.3,1.3,20.4
E00056994,85.1,4.3,10.7
E00056995,74.7,1.9,23.4
E00056997,71.2,1.4,27.4
E00056998,64.8,3.5,31.7
E00056999,80.1,3.4,16.5
E00057001,81.4,1,17.6
E00057002,82.9,6.2,10.9
E00057003,79.7,2.7,17.6
E00057004,93.2,0,6.8
E00057005,84.5,1.5,14.1
E00057006,93.4,0,6.6
E00057007,92.5,2.1,5.4
E00057008,87.3,5.2,7.5
E00057009,70.3,4,25.7
E00057010,90.1,0.9,9
E00057011,88,1.6,10.3
E00057012,73.5,5.5,21.1
E00057013,62.3,1.8,35.9
E00057014,75.3,4,20.7
E00057015,58.1,2.7,39.3
E00057016,60.1,0,39.9
E00057017,76.7,1.9,21.4
E00057018,79.6,0.7,19.7
E00057019,85.5,1.2,13.3
E00057020,45.7,2.5,51.8
E00057021,80.1,1,18.9
E00057022,73.1,3.6,23.4
E00057023,52.4,3.1,44.5
E00057024,90.7,1.2,8
E00057025,81.4,2.4,16.2
E00057026,88.6,1.2,10.3
E00057027,69.2,0.6,30.1
E00057028,74.4,3.8,21.8
E00057029,58.8,1.1,40
E00057031,88.2,0.3,11.5
E00057032,77.4,2.5,20.1
E00057034,84.9,2.9,12.2
E00057035,78.3,1.7,20
E00057036,75.4,0.8,23.7
E00057037,78.5,0.3,21.2
E00057038,85.9,1.7,12.4
E00057039,79.2,1.5,19.3
E00057040,84.7,0.7,14.5
E00057041,80.5,4.9,14.6
E00057043,85.1,0.4,14.6
E00057044,88.1,1.1,10.8
E00057046,82.5,3.6,13.9
E00057047,73.1,2.3,24.6
E00057124,71.4,3.3,25.3
E00057138,72.2,5.6,22.2
E00057140,78.2,3.4,18.4
E00057141,70.6,2.1,27.3
E00057169,65,1.5,33.6
E00057177,67.5,3.1,29.4
E00057178,72.8,1.7,25.5
E00057254,68.6,0.8,30.6
E00057255,67,2.5,30.5
E00057256,50.8,4,45.2
E00057257,74.2,1.5,24.3
E00057258,59.9,2.6,37.5
E00057259,69.3,3.6,27.1
E00057261,57.8,1.3,40.8
E00057262,93.7,0.3,6
E00057264,67.8,2.8,29.4
E00057265,78.9,1.1,20
E00057266,67.6,2.6,29.8
E00057267,72.6,1.4,26
E00057268,84.7,3.3,12
E00057269,79,1.5,19.5
E00057270,66.5,3.8,29.6
E00057271,76.4,2.2,21.3
E00057272,76.8,2.6,20.6
E00057273,65.4,1.8,32.7
E00057274,80.7,1.7,17.6
E00057275,72.1,1.9,26
E00057276,76.8,2.5,20.7
E00057277,61.4,2,36.6
E00057278,62.1,6,31.9
E00057280,72.6,4,23.4
E00057281,75.4,1.2,23.4
E00057282,56.5,4.1,39.4
E00057283,67.1,4.6,28.3
E00057284,80.7,3.3,16.1
E00057285,74.5,0.8,24.7
E00057286,88.5,0,11.5
E00057287,66.8,4.8,28.5
E00057288,93.5,0.4,6.1
E00057289,92,2.3,5.7
E00057290,72.4,1.2,26.4
