areacd,sex-001,sex-002
E00134325,49,51
E00134326,51.5,48.5
E00134327,52.2,47.8
E00134328,51,49
E00134658,55,45
E00134659,49.8,50.2
E00134661,52.6,47.4
E00134662,48.1,51.9
E00134663,48.9,51.1
E00134664,51.2,48.8
E00134665,52.9,47.1
E00134666,54.1,45.9
E00134668,52.5,47.5
E00134669,53.5,46.5
E00134670,56,44
E00134671,51.9,48.1
E00134672,55.1,44.9
E00134673,48.8,51.2
E00134674,54.4,45.6
E00134675,52.1,47.9
E00134676,52.2,47.8
E00134677,57.8,42.2
E00134678,47.7,52.3
E00134679,51.3,48.7
E00134680,50.6,49.4
E00134681,49.4,50.6
E00134682,53.8,46.2
E00134683,51.5,48.5
E00134730,51.3,48.7
E00134731,48.3,51.7
E00134732,52.8,47.2
E00134733,47,53
E00134734,49.3,50.7
E00134735,52.8,47.2
E00134736,49.6,50.4
E00134737,51.1,48.9
E00134738,46.4,53.6
E00134739,51.6,48.4
E00134740,46.3,53.7
E00134741,54.1,45.9
E00134742,49.1,50.9
E00134743,54.1,45.9
E00134744,52.1,47.9
E00134745,50,50
E00134746,52.3,47.7
E00134747,52.5,47.5
E00134767,52.3,47.7
E00134768,49.7,50.3
E00134769,48.8,51.2
E00134770,48.1,51.9
E00134771,52.3,47.7
E00134776,48.4,51.6
E00134777,52.9,47.1
E00134778,46.3,53.7
E00134779,52.8,47.2
E00134780,49.2,50.8
E00134781,49.8,50.2
E00134782,49,51
E00134785,47.5,52.5
E00134786,48.9,51.1
E00134826,52.1,47.9
E00134827,52.4,47.6
E00134828,52.2,47.8
E00134829,46.3,53.7
E00134830,51.9,48.1
E00134831,48.1,51.9
E00134832,56.6,43.4
E00134833,48.2,51.8
E00134834,49,51
E00134835,54.8,45.2
E00134836,47.3,52.7
E00134837,50.4,49.6
E00134838,50,50
E00134839,49.4,50.6
E00134840,46.9,53.1
E00134841,51.4,48.6
E00134842,50,50
E00134844,55,45
E00134845,53.4,46.6
E00134846,50.4,49.6
E00134847,50.8,49.2
E00134848,52,48
E00134893,58.1,41.9
E00134894,46.6,53.4
E00134895,54.5,45.5
E00134896,52,48
E00134897,49.3,50.7
E00134898,53.8,46.2
E00134899,51.8,48.2
E00134900,50.4,49.6
E00134901,53.9,46.1
E00135058,47.1,52.9
E00135059,52.4,47.6
E00135061,52.2,47.8
E00135062,50.2,49.8
E00135063,50.4,49.6
E00135064,50.9,49.1
E00135871,54.5,45.5
E00135872,51.6,48.4
E00135873,51.7,48.3
E00135876,53.3,46.7
E00135877,48.9,51.1
E00135882,50.1,49.9
E00135883,50.4,49.6
E00135884,50,50
E00135887,47.3,52.7
E00135889,52.2,47.8
E00135890,53,47
E00135891,48.1,51.9
E00135892,51.8,48.2
E00135893,50.9,49.1
E00135894,54.5,45.5
E00135895,47.6,52.4
E00135896,46.4,53.6
E00135912,49.1,50.9
E00135913,50.9,49.1
E00135914,46.5,53.5
E00135915,50.4,49.6
E00135916,48.1,51.9
E00135917,48.5,51.5
E00135918,51.4,48.6
E00135919,48.4,51.6
E00135920,50,50
E00135921,48.4,51.6
E00135922,49.3,50.7
E00135924,48.4,51.6
E00135925,50.8,49.2
E00135926,51.4,48.6
E00135927,53.8,46.2
E00135934,55.5,44.5
E00135935,50.8,49.2
E00135956,57.6,42.4
E00135957,50.4,49.6
E00135958,55.9,44.1
E00135959,55.6,44.4
E00135960,51.9,48.1
E00135961,49.2,50.8
E00135963,51.8,48.2
E00135965,52.2,47.8
E00135966,53.4,46.6
E00136017,57.1,42.9
E00136018,52,48
E00136020,49.6,50.4
E00136022,56.3,43.7
E00136023,53.8,46.2
E00136024,52.6,47.4
E00136025,55.4,44.6
E00136026,51.9,48.1
E00136027,54.6,45.4
E00136028,50.5,49.5
E00136029,49.8,50.2
E00136030,48.7,51.3
E00136031,56.8,43.2
E00136032,52.7,47.3
E00136033,56.9,43.1
E00136034,45.7,54.3
E00136035,54.9,45.1
E00136036,54,46
E00136037,54.1,45.9
E00136038,54.9,45.1
E00136039,55.3,44.7
E00136040,51.9,48.1
E00136041,53.7,46.3
E00136042,51.4,48.6
E00136043,48.1,51.9
E00136044,49.6,50.4
E00136045,53.5,46.5
E00136046,56.1,43.9
E00136047,50.6,49.4
E00136048,49.8,50.2
E00136049,55.1,44.9
E00136051,49.8,50.2
E00136052,50,50
E00136053,48.3,51.7
E00136054,48.5,51.5
E00136055,52.3,47.7
E00136056,52.7,47.3
E00136057,54,46
E00136058,49.4,50.6
E00136059,50.8,49.2
E00136060,51.2,48.8
E00136067,50.7,49.3
E00136068,48.4,51.6
E00136085,47.8,52.2
E00136086,49.9,50.1
E00136087,46.4,53.6
E00136089,50.2,49.8
E00136090,51.4,48.6
E00136091,48.4,51.6
E00136092,49.4,50.6
E00136093,50.9,49.1
E00136095,44.4,55.6
E00136096,51.1,48.9
E00136097,50.9,49.1
E00136101,52.4,47.6
E00136224,49.8,50.2
E00136225,52.9,47.1
E00136226,49.4,50.6
E00136227,51.1,48.9
E00136228,51.5,48.5
E00136229,55.1,44.9
E00169818,49.5,50.5
E00169872,7.7,92.3
E00169873,55.2,44.8
E00184648,56.1,43.9
E00184650,56.8,43.2
E00184651,50.9,49.1
E00184652,50.2,49.8
E00184663,53.2,46.8
E00184672,49.3,50.7
E00184674,52.8,47.2
E00184676,54.1,45.9
E00184678,52.3,47.7
E00184685,51.6,48.4
E00184690,50.7,49.3
E00184692,57.8,42.2
E00184694,53,47
E00184695,49.5,50.5
E00184697,52.6,47.4
E00184698,52.2,47.8
E00184703,54.2,45.8
