areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
W00001336,85.6,0,14.4
W00001337,86.9,1,12.1
W00001338,79.3,1.3,19.4
W00001339,82.5,2.3,15.2
W00001340,90.1,0,9.9
W00001341,82.8,2.9,14.2
W00001342,86.2,2.5,11.4
W00001343,84.6,0.4,15
W00001344,83.3,3,13.8
W00001345,87.5,2.4,10
W00001346,83.3,2.7,14
W00001347,85.2,2.7,12.2
W00001348,83.1,3.7,13.2
W00001349,77.9,3.8,18.2
W00001350,89.5,1.4,9.1
W00001351,81.9,2.4,15.7
W00001352,70.1,3.2,26.7
W00001353,73.7,3.9,22.4
W00001354,85.9,0.9,13.2
W00001355,74.3,0.7,25
W00001369,66.9,10.2,22.9
W00001371,79.9,0.3,19.7
W00001372,77,2.2,20.8
W00001373,87.4,4,8.6
W00001376,89.2,1.2,9.6
W00001377,79.4,2.1,18.5
W00001378,76.8,5.7,17.5
W00001379,88.9,1.4,9.7
W00001380,91,1.9,7.1
W00001381,83.8,6.6,9.7
W00001387,89.8,3.1,7.1
W00001395,86.8,0,13.2
W00001396,75.4,5.5,19
W00001397,87.9,1.8,10.3
W00001398,82.8,3.8,13.4
W00001399,81,1.9,17.1
W00001400,67.8,2.2,30
W00001401,86.5,1.2,12.3
W00001402,65.4,6.4,28.2
W00001403,75.7,4.9,19.4
W00001404,76.2,0,23.8
W00001405,79.6,1,19.4
W00001406,83.6,0.9,15.5
W00001407,86,0,14
W00001408,86.1,1.5,12.4
W00001409,69.6,1.3,29.1
W00001410,86.1,2,11.9
W00001411,64.5,0.6,34.8
W00001412,72,8.5,19.5
W00001413,80.7,2.7,16.7
W00001414,70,0.6,29.4
W00001415,62,2.5,35.4
W00001416,69.1,3.3,27.6
W00001417,72,3.5,24.5
W00001418,75.4,2.3,22.3
W00001419,70.5,2.1,27.4
W00001420,82.1,3.6,14.3
W00001421,75.4,3,21.6
W00001422,86.8,1.9,11.3
W00001423,83,1.5,15.5
W00001424,81.1,1.2,17.8
W00001425,84.5,1.6,13.9
W00001426,86,2.1,11.9
W00001427,86.4,1,12.6
W00001428,86.8,1,12.3
W00001429,83.2,1.1,15.6
W00001430,81,0.9,18.2
W00001431,86.5,0.4,13.1
W00001432,86.6,1.2,12.2
W00001433,80.1,0.7,19.2
W00001434,75.7,2.8,21.5
W00001435,77.1,3.1,19.8
W00001436,87.4,2.3,10.3
W00001437,82.2,1.4,16.4
W00001438,94.6,1.4,4.1
W00001439,86.1,2.6,11.2
W00001440,89.8,1.3,8.9
W00001442,85.1,0.8,14
W00001443,85.2,1.5,13.3
W00001444,89.6,4,6.4
W00001467,60,16.7,23.3
W00001468,74.5,7.9,17.5
W00001469,61.6,18.2,20.2
W00001470,70.2,10.6,19.2
W00001471,59.9,14.1,26
W00001472,61.2,19.7,19
W00001473,72.6,6.3,21
W00001474,70.4,9.3,20.3
W00001475,45.8,28.2,26
W00001476,57.9,25,17.1
W00001477,62.8,10.5,26.8
W00001478,64.8,13.3,21.9
W00001479,83.3,4.2,12.4
W00001480,65.7,14.3,20
W00001481,74.2,16.3,9.5
W00001482,64.7,10.9,24.5
W00001483,79.4,14.3,6.3
W00001484,77.2,7.3,15.5
W00001485,76.6,6.6,16.8
W00001486,70.2,6.6,23.2
W00001487,77.9,4.3,17.8
W00001488,80.7,7.9,11.5
W00001489,86.7,5.2,8.1
W00001491,51.3,8.3,40.4
W00001492,83.4,5.9,10.7
W00001493,56.5,22.7,20.7
W00001494,72.6,7.1,20.3
W00001495,84.4,5.2,10.4
W00001496,83.7,2.4,13.9
W00001497,81.1,9.4,9.4
W00001498,77.5,2.1,20.3
W00001500,87.9,2.1,10
W00001501,91.3,2.3,6.4
W00001502,70.2,7.8,22
W00001503,82.5,3.4,14.1
W00001504,86.6,3.1,10.3
W00001505,75.5,5,19.5
W00001506,72.7,2.5,24.8
W00001507,79.2,3.8,17
W00001508,92.9,2.5,4.6
W00001509,91.6,0.9,7.5
W00001510,92.7,1.9,5.4
W00001511,80.1,4,15.9
W00001512,79.1,3.8,17.1
W00001513,90.7,1,8.3
W00001514,81.7,5.8,12.5
W00001515,50.9,26.8,22.3
W00001516,73.2,10.1,16.8
W00001517,73.2,10.6,16.1
W00001518,86.2,3.2,10.7
W00001519,73.8,7.1,19.1
W00001520,82.9,5.2,11.8
W00001521,79.1,4.9,16
W00001522,93.7,1.7,4.6
W00001523,90.3,0.9,8.8
W00001524,93.9,2.2,3.9
W00001525,90.7,3.2,6.1
W00001526,88.7,3.5,7.8
W00001527,90.1,1.4,8.5
W00001528,82,3.3,14.7
W00001530,87,1,12.1
W00001531,88.6,4.6,6.8
W00001532,86.1,4.1,9.8
W00001533,89.3,1.4,9.3
W00001534,85,3.4,11.7
W00001574,91.8,1.2,6.9
W00001582,82,1.6,16.4
W00001609,86.4,1.9,11.7
W00001610,85.1,0.4,14.5
W00001617,89.8,0.6,9.6
W00001618,89.6,1.8,8.6
W00001619,91.7,2.3,6
W00001620,80.1,2.4,17.5
W00001621,79.3,5.4,15.3
W00001622,87.9,2.3,9.7
W00001623,91.1,0,8.9
W00001624,88.6,1.9,9.6
W00001625,89,2,8.9
W00001626,89,2.6,8.4
W00001627,89,0.8,10.3
W00001628,86.2,1.2,12.6
W00001653,87.3,2,10.7
W00001654,85.5,1.7,12.8
W00001655,88.1,0.7,11.2
W00001658,81.3,1.6,17.1
W00001659,77.1,0,22.9
W00001660,77.1,1.4,21.5
W00001661,87.5,1.5,11
W00001662,57.4,3.4,39.2
W00001663,66.6,2.7,30.7
W00001664,80.5,1.9,17.6
W00001665,79.2,6.9,13.9
W00001671,76.8,4.2,19
W00001672,89.6,1.7,8.7
W00001674,77,5.4,17.6
W00001675,80.3,8.4,11.3
W00001676,75.3,10.8,13.9
W00001677,75.2,6,18.8
W00001678,69.4,13.7,16.9
W00001679,59.9,6.9,33.2
W00001680,81.3,7,11.8
W00001681,67.3,8.1,24.6
W00001683,81,2.4,16.6
W00001684,73.4,2.3,24.3
W00001685,76.9,4.7,18.4
W00001686,86.8,1.1,12.1
W00001687,78.1,2.2,19.7
W00001688,78,3.7,18.3
W00001689,85.3,4.2,10.4
W00001690,82.9,3.2,13.9
W00001691,75.6,3.5,20.9
W00001692,83.3,2.7,14
W00001693,75.5,5.3,19.2
W00001694,72.1,0.3,27.6
W00001695,82,3.1,14.9
W00001696,86.5,1.9,11.6
W00001697,74.9,1.4,23.7
W00001698,83.1,1.9,14.9
W00001699,88.8,1.4,9.8
W00001700,79.6,2.2,18.2
W00001701,87.2,1.8,11
W00001702,77.3,1.3,21.4
W00001703,87.9,1,11.1
W00001704,87.9,1.1,11.1
W00001706,96.5,0.3,3.2
W00001707,60.4,4.5,35.1
W00001708,68.9,2.8,28.3
W00001709,85.8,1.1,13.1
W00001710,79.6,4.3,16.1
W00001711,69.8,5.3,24.9
W00001712,75,1.6,23.4
W00001713,71.8,8,20.2
W00001714,65.8,3.6,30.6
W00001715,72.4,2.8,24.8
W00001723,84.2,1.6,14.2
W00001724,83.6,2.1,14.3
W00001725,86.6,1.1,12.3
W00001726,78.4,0.6,21.1
W00001727,91.4,0.9,7.7
W00001728,78.6,2.8,18.7
W00001729,88.7,1.4,9.9
W00001730,83.8,0.8,15.4
W00001731,89,1,10
W00001732,83.3,1,15.7
W00001733,84.5,3.2,12.3
W00001734,88.7,1.5,9.9
W00001735,85.6,0.5,14
W00001736,86.8,0.3,12.8
W00001737,87.6,4.2,8.2
W00001738,75.9,1.5,22.6
W00001739,88.5,0.7,10.8
W00001740,87.7,0,12.3
W00001741,88.5,0.7,10.8
W00001742,88.5,3.4,8.2
W00001743,86.7,1,12.3
W00001745,83.7,2,14.3
W00001746,90.2,1.1,8.6
W00001747,93.5,1.6,4.8
W00001748,84.9,0.5,14.6
W00001749,83.2,3.5,13.3
W00001750,78.9,3.8,17.3
W00001751,87.9,0.3,11.8
W00001752,88.1,0.8,11.1
W00001753,85.7,1.6,12.7
W00001754,89.5,0.6,9.9
W00001756,83.2,0.7,16.2
W00001757,90,1.7,8.3
W00001758,87.2,3.7,9.1
W00001759,83.2,0.7,16.1
W00001760,72.7,10.9,16.4
W00001761,68.6,17.1,14.3
W00001763,50.4,34.3,15.3
W00001765,68.1,19.1,12.8
W00001766,79.8,4.7,15.6
W00001783,63.5,4.5,32.1
W00001784,58.1,13.2,28.7
W00001785,52.7,8.2,39.1
W00001786,57.4,17.1,25.5
W00001787,66.9,23.1,10
W00001789,61.7,9.4,28.9
W00001791,57.7,12.6,29.7
W00001792,45.4,27.7,27
W00001793,54.1,25.3,20.6
W00001794,64.1,19.1,16.7
W00001795,47,26.4,26.7
W00001796,69.9,8.8,21.3
W00001797,81.7,0,18.3
W00001798,57.5,10.6,31.8
W00001799,54,11.8,34.2
W00001800,55.8,12.2,32
W00001801,57.9,9.5,32.5
W00001802,57.3,7.3,35.3
W00001803,69.2,3,27.8
W00001804,54.5,11.8,33.7
W00001805,75.3,7.3,17.4
W00001806,85.2,4.3,10.5
W00001807,82.4,6.2,11.4
W00001808,49.3,32.8,17.9
W00001809,54.2,23.7,22.1
W00001810,57.1,26.8,16.1
W00001811,80.8,4.2,14.9
W00001812,73.4,11,15.6
W00001823,87.9,1.4,10.7
W00010017,86.4,3.4,10.2
W00010022,75,10.8,14.3
W00010454,90.9,3.2,5.9
W00010455,53.7,28.5,17.8
W00010460,94.5,1.2,4.3
W00010462,87.7,4.1,8.2
W00010465,76.4,6.4,17.2
W00010466,80.8,2.5,16.6
W00010471,81.9,6.8,11.3
W00010472,93.8,1.7,4.6
W00010473,93,0.9,6.1
W00010474,92,1.2,6.8
W00010478,84.2,4.6,11.2
W00010479,86.7,5.2,8.1
W00010484,89.6,2.3,8.1
W00010485,90.7,1.9,7.3
W00010490,90.1,1,8.9
W00010492,93,0,7
