areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
W00001336,57.7,35.8,0,6.5
W00001337,49.2,40.2,0.8,9.8
W00001338,48.4,42.7,0.8,8.1
W00001339,59.1,29.1,2.4,9.4
W00001340,69.9,24.8,0,5.3
W00001341,51.3,24.8,6.8,17.1
W00001342,47.3,44.3,1.5,6.9
W00001343,43.3,44.1,2.4,10.2
W00001344,57.4,38,0,4.7
W00001345,62.6,32.5,1.6,3.3
W00001346,53.1,44.2,0,2.7
W00001347,48.5,32.1,11.2,8.2
W00001348,55.6,26.9,11.1,6.5
W00001349,23.9,42.1,24.5,9.4
W00001350,52.6,37.1,2.6,7.8
W00001351,20.5,33.9,37.5,8
W00001352,10.2,18.6,61.9,9.3
W00001353,67.4,21.5,0.7,10.4
W00001354,73.6,20.7,1.7,4.1
W00001355,54.9,32,1.6,11.5
W00001369,22.6,20.9,40,16.5
W00001371,47.1,36.4,8.3,8.3
W00001372,23.5,31.8,19.7,25
W00001373,29.3,46.4,0,24.3
W00001376,60,36.4,0,3.6
W00001377,16.9,25,47.6,10.5
W00001378,27.5,39.7,23.7,9.2
W00001379,43.6,41.9,7.7,6.8
W00001380,23.5,65.5,0.8,10.1
W00001381,24.6,32.4,14.1,28.9
W00001387,36.2,38.3,7.8,17.7
W00001395,39.8,38.3,3.8,18
W00001396,37.7,24.5,13.2,24.5
W00001397,57.8,31,0.9,10.3
W00001398,65.1,22.6,1.9,10.4
W00001399,58.6,36.1,0.8,4.5
W00001400,14.3,25.4,22.2,38.1
W00001401,40.4,47,0.7,11.9
W00001402,23.3,27.5,36.7,12.5
W00001403,27.9,22.1,28.7,21.3
W00001404,20.7,19.8,46.6,12.9
W00001405,64.8,30.4,0,4.8
W00001406,41.7,48,1.6,8.7
W00001407,52.5,26.3,5.9,15.3
W00001408,41.9,43.4,1.5,13.2
W00001409,17.9,31.6,33.3,17.1
W00001410,47.1,44.5,0.8,7.6
W00001411,6.6,5.7,83,4.7
W00001412,17,28.6,1.8,52.7
W00001413,42,36.9,1.3,19.7
W00001414,15.3,19.1,60.3,5.3
W00001415,8.2,8.2,80,3.6
W00001416,21.2,16.1,48.2,14.6
W00001417,17.4,42.8,18.1,21.7
W00001418,26.9,38.8,15.7,18.7
W00001419,42.5,27.6,11,18.9
W00001420,44.9,37.3,3.4,14.4
W00001421,44.7,36,0,19.3
W00001422,70.9,19.7,0.8,8.7
W00001423,30.2,39,4.4,26.3
W00001424,30.5,31.4,17.8,20.3
W00001425,48.1,37,2.8,12
W00001426,35.9,39.1,9.6,15.4
W00001427,44.2,48.6,2.8,4.4
W00001428,43.9,44.5,3.5,8.1
W00001429,25.5,46.6,20.6,7.4
W00001430,48.3,29.3,0.9,21.6
W00001431,46.2,26.5,16.2,11.1
W00001432,57.7,33.6,0.7,8.1
W00001433,37.4,40.7,11.4,10.6
W00001434,58.2,20.5,9.8,11.5
W00001435,25.3,23.3,15.1,36.3
W00001436,42.9,49.4,1.3,6.5
W00001437,30.8,28,32.7,8.4
W00001438,43.8,52.7,0,3.4
W00001439,41.2,45.6,0.5,12.6
W00001440,49.1,47.7,0,3.3
W00001442,45.5,29.8,3.4,21.3
W00001443,24.2,60.5,0,15.3
W00001444,62.4,27.4,0,10.3
W00001467,6.3,27.6,52,14.2
W00001468,55.2,35.1,2.2,7.5
W00001469,18.9,25.4,46.7,9
W00001470,43.5,37.9,12.1,6.5
W00001471,15.6,22.9,42.2,19.3
W00001472,28.8,36.4,15.3,19.5
W00001473,39.6,20.1,21.5,18.8
W00001474,40.8,26.4,25.6,7.2
W00001475,2.9,9.4,55.1,32.6
W00001476,15,28.1,7.2,49.7
W00001477,15.7,21.7,49.6,13
W00001478,14.7,27.1,43.4,14.7
W00001479,41.2,47.1,0,11.8
W00001480,15.1,26.9,43.7,14.3
W00001481,25.2,42.3,2.4,30.1
W00001482,34.6,31.6,22.6,11.3
W00001483,19.8,57.8,0,22.4
W00001484,33.6,40.2,3.3,23
W00001485,20.3,42.9,24.8,12
W00001486,7.1,25.2,59.8,7.9
W00001487,41.2,40.3,1.7,16.8
W00001488,32,41,2.5,24.6
W00001489,28.3,53.5,0.5,17.6
W00001491,2,1,86,11
W00001492,46.8,45.2,1.6,6.5
W00001493,18.8,28.2,9.4,43.6
W00001494,28.2,31.5,27.4,12.9
W00001495,47.6,38.1,3.2,11.1
W00001496,60.2,26.5,8,5.3
W00001497,51.8,39,1.4,7.8
W00001498,22.5,22.5,45.1,9.8
W00001500,67.5,30,1.7,0.8
W00001501,39.8,53.9,0.8,5.5
W00001502,45.7,27.1,17.8,9.3
W00001503,53.9,32.2,0.9,13
W00001504,60.5,36.1,0,3.4
W00001505,59.4,33.8,0.8,6
W00001506,66.1,26.6,1.6,5.6
W00001507,38.9,41.3,0.8,19
W00001508,33.6,63.8,2.6,0
W00001509,29.5,62.5,0,8
W00001510,24.6,65,0,10.4
