areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
W00001336,1.1,0,0,98.9,0
W00001337,0,0,0,100,0
W00001338,0.3,0,0,99.7,0
W00001339,0.4,0.4,0.8,98.1,0.4
W00001340,0.3,0,0,99.7,0
W00001341,0.4,0,0,99.6,0
W00001342,0,0.3,0.3,99.1,0.3
W00001343,0.4,0,0,99.6,0
W00001344,1,0,2,97,0
W00001345,1.4,0,0,98.3,0.3
W00001346,2.6,0,1.1,96.2,0
W00001347,0,0.3,0.9,98.8,0
W00001348,0,0,0,100,0
W00001349,1.1,0,0,98.2,0.7
W00001350,0,0,2,98,0
W00001351,0.3,0,1.7,97.9,0
W00001352,0.9,0,2.3,96.8,0
W00001353,0,1.9,0.4,97.7,0
W00001354,1.8,0,0.9,97.4,0
W00001355,0,0,0.3,99.7,0
W00001369,1.9,2.2,5.2,90.7,0
W00001371,0,0,0.3,99.7,0
W00001372,0,0,2.2,97.8,0
W00001373,2.9,0,2.5,94.5,0
W00001376,0.3,0,0.3,99.4,0
W00001377,2.7,0,3.3,94,0
W00001378,0,0.3,2.2,96.8,0.6
W00001379,2.8,0,2.4,93.4,1.4
W00001380,0.6,0,1.3,94.9,3.2
W00001381,0.7,0.7,1.7,96.9,0
W00001387,1,0.3,0.7,97.9,0
W00001395,1.6,0,1.3,97,0
W00001396,1,0,0.3,98.3,0.3
W00001397,0,0,0.4,98.9,0.7
W00001398,1.9,0,0.5,97.6,0
W00001399,0,0.4,0,99.6,0
W00001400,5.6,0,0.8,93.6,0
W00001401,0.3,0,0.9,98.8,0
W00001402,0.6,2.2,0,95.8,1.3
W00001403,0.3,0,0,99,0.6
W00001404,0.5,0,1.9,97.1,0.5
W00001405,0,0.3,0.3,99.3,0
W00001406,0.3,0,1.6,98.1,0
W00001407,1.5,0,1.5,96.9,0
W00001408,0,0.3,1.8,97,0.9
W00001409,1,0.3,3.2,95.6,0
W00001410,2,0.3,1,96.4,0.3
W00001411,0,0,0.6,99.4,0
W00001412,0.5,0,1,97,1.5
W00001413,0.3,0,0.6,99.1,0
W00001414,1,0,0.3,98.7,0
W00001415,0.4,0.4,0.4,98.7,0
W00001416,0.3,0,2.3,97.3,0
W00001417,3.2,0,0.6,96.2,0
W00001418,0.3,0,1,98.7,0
W00001419,0.4,0,1.1,98.6,0
W00001420,0,0,0,100,0
W00001421,0,1.7,0.4,97.9,0
W00001422,0.4,0,1.9,97.7,0
W00001423,0.9,0,2,96.9,0.2
W00001424,0,0,0,100,0
W00001425,0.4,0,2.4,97.1,0
W00001426,1.5,0.9,0.3,97.3,0
W00001427,1,0,1,97.7,0.2
W00001428,0,0,1,98.8,0.2
W00001429,0,0,0.8,99,0.2
W00001430,0,0.4,0,99.6,0
W00001431,0.4,0,0.8,98.3,0.4
W00001432,0,0.3,0,99.7,0
W00001433,0.7,0.4,2.5,96.1,0.4
W00001434,0.5,0,0.5,98.1,0.9
W00001435,2.1,0,1.4,95.9,0.7
W00001436,0.3,0,1.3,98.5,0
W00001437,0,0,0.5,99.5,0
W00001438,0,0,1.1,98.9,0
W00001439,1,0,1.2,97.6,0.2
W00001440,0.4,0,1.1,98.3,0.2
W00001442,0.6,0.3,1.1,98.1,0
W00001443,0.7,0,1,98.2,0.2
W00001444,2,0,0.4,97.6,0
W00001467,0.3,0,0.3,99.3,0
W00001468,1.7,0,0,98,0.3
W00001469,1.6,0,1.6,96.7,0
