areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
W00001336,99.3,0,0.7
W00001337,99,1,0
W00001338,98.7,0.7,0.7
W00001339,98.1,1.9,0
W00001340,100,0,0
W00001341,98.7,1.3,0
W00001342,98.4,0.6,0.9
W00001343,100,0,0
W00001344,99,0.7,0.3
W00001345,96.8,2.5,0.7
W00001346,95.7,4.3,0
W00001347,99.1,0.9,0
W00001348,98.3,1.7,0
W00001349,95.3,4,0.7
W00001350,99,0.7,0.3
W00001351,98.6,1.4,0
W00001352,99.1,0.5,0.5
W00001353,96.9,3.1,0
W00001354,99.6,0.4,0
W00001355,100,0,0
W00001369,98.1,1.1,0.8
W00001371,99.6,0.4,0
W00001372,97.4,2.6,0
W00001373,97,3,0
W00001376,100,0,0
W00001377,98.1,1.9,0
W00001378,95.8,3.2,1
W00001379,97.9,1.4,0.7
W00001380,99,1,0
W00001381,94,5.7,0.4
W00001387,97.9,1.7,0.3
W00001395,100,0,0
W00001396,95.4,3.9,0.7
W00001397,98.9,1.1,0
W00001398,96.6,2.9,0.5
W00001399,98.9,1.1,0
W00001400,98.1,0,1.9
W00001401,98.8,1.2,0
W00001402,95.4,1,3.6
W00001403,96,3.3,0.7
W00001404,99.5,0.5,0
W00001405,99.7,0.3,0
W00001406,100,0,0
W00001407,100,0,0
W00001408,99.7,0.3,0
W00001409,98.3,1.7,0
W00001410,96.6,2.4,1
W00001411,100,0,0
W00001412,88.5,8.9,2.6
W00001413,98.5,1.5,0
W00001414,98.3,1,0.7
W00001415,97.3,2.2,0.4
W00001416,97.5,1.8,0.7
W00001417,97.3,2.4,0.3
W00001418,99.3,0.7,0
W00001419,98.6,1.4,0
W00001420,97.2,2,0.8
W00001421,99.1,0.9,0
W00001422,99.2,0.8,0
W00001423,98.4,1.1,0.4
W00001424,100,0,0
W00001425,99.6,0.4,0
W00001426,98.2,1.8,0
W00001427,99.4,0.6,0
W00001428,99.5,0.5,0
W00001429,98.6,1.2,0.2
W00001430,97.8,1.8,0.4
W00001431,99.6,0.4,0
W00001432,99.7,0.3,0
W00001433,99.3,0.4,0.4
W00001434,94.4,3.3,2.3
W00001435,96.8,2.9,0.4
W00001436,99.7,0.3,0
W00001437,99.5,0,0.5
W00001438,100,0,0
W00001439,98.5,1.5,0
W00001440,99,1,0
W00001442,98.9,1.1,0
