areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
W00001336,54.8,35.5,8.9,0.8,0
W00001337,60.8,28.5,10.8,0,0
W00001338,55.6,28.6,15.1,0.8,0
W00001339,39.4,44.1,13.4,3.1,0
W00001340,62.7,27.6,7.5,2.2,0
W00001341,48.7,33.3,17.1,0.9,0
W00001342,49.6,36.8,12,1.5,0
W00001343,56.7,31.5,8.7,3.1,0
W00001344,53.8,36.9,9.2,0,0
W00001345,54.5,38.2,5.7,1.6,0
W00001346,54,29.2,15,1.8,0
W00001347,53.7,35.1,11.2,0,0
W00001348,47.2,35.2,16.7,0.9,0
W00001349,51.6,32.9,13,2.5,0
W00001350,64.1,27.4,7.7,0.9,0
W00001351,53,32.2,10.4,4.3,0
W00001352,26.7,37.9,31,4.3,0
W00001353,41.7,42.4,15.2,0.8,0
W00001354,36.7,50,10,3.3,0
W00001355,47.5,36.7,13.3,2.5,0
W00001369,36.2,42.2,15.5,6,0
W00001371,51.2,39,8.1,1.6,0
W00001372,47.3,35.1,14.5,3.1,0
W00001373,62.4,30.9,6.6,0,0
W00001376,50,42.1,7.9,0,0
W00001377,44.4,34.7,16.9,4,0
W00001378,49.2,33.1,12.3,5.4,0
W00001379,64.3,28.7,6.1,0.9,0
W00001380,73.9,21.8,4.2,0,0
W00001381,51.8,33.8,9.4,4.3,0.7
W00001387,51.4,37.9,9.3,1.4,0
W00001395,56.8,27.3,10.6,4.5,0.8
W00001396,43.7,34.8,19.6,1.9,0
W00001397,50,38.4,11.6,0,0
W00001398,44.9,31.8,21.5,1.9,0
W00001399,48.5,31.1,19.7,0.8,0
W00001400,41.6,36,16.8,5.6,0
W00001401,58.6,26.3,11.2,3.9,0
W00001402,44.2,28.3,20,6.7,0.8
W00001403,45.3,32.4,12.9,8.6,0.7
W00001404,35,32.5,25.6,6.8,0
W00001405,52.4,33.3,14.3,0,0
W00001406,55.1,26,18.1,0.8,0
W00001407,44.9,39.8,13.6,1.7,0
W00001408,50.4,35.6,13.3,0.7,0
W00001409,36.4,39,21.2,3.4,0
W00001410,55.5,35.3,8.4,0.8,0
W00001411,25.5,39.6,18.9,16,0
W00001412,58,25.9,13.4,2.7,0
W00001413,51.6,31.8,14,2.5,0
W00001414,25.8,34.1,32.6,6.8,0.8
W00001415,19.1,39.1,30,10,1.8
W00001416,35.8,25.5,29.9,8.8,0
W00001417,41.7,36.7,16.5,2.9,2.2
W00001418,40.2,43.9,11.4,4.5,0
W00001419,50,29,19.4,1.6,0
W00001420,41.5,39.8,16.9,1.7,0
W00001421,43,36.8,17.5,2.6,0
W00001422,39.7,39.7,18.3,2.3,0
W00001423,47.8,37.1,14.1,1,0
W00001424,53,26.5,18.8,1.7,0
W00001425,57.4,26.9,12,3.7,0
W00001426,51,34.2,13.5,1.3,0
W00001427,62.6,31.3,5.5,0.5,0
W00001428,54.7,36,8.1,1.2,0
W00001429,60.3,26.5,8.8,4.4,0
W00001430,53.5,33.3,10.5,2.6,0
W00001431,52.9,28.6,15.1,3.4,0
W00001432,53,35.6,9.4,2,0
W00001433,49.2,33.1,15.3,2.4,0
W00001434,30.6,45.2,21.8,2.4,0
W00001435,42,38.5,18.2,1.4,0
W00001436,64.7,27.6,7.1,0.6,0
W00001437,37.4,35.5,19.6,7.5,0
W00001438,75.3,19.2,4.8,0.7,0
W00001439,57.3,33.1,7.9,1.7,0
W00001440,52.8,40.2,6.1,0.5,0.5
W00001442,54.5,30.3,14,1.1,0
W00001443,71.8,22.2,6,0,0
W00001444,53.4,38.8,6.9,0.9,0
W00001467,36.2,34.6,18.1,11,0
W00001468,39,40.4,19.9,0.7,0
W00001469,43.9,35,17.9,3.3,0
W00001470,37.4,41.5,16.3,4.9,0
W00001471,29.4,41.3,19.3,9.2,0.9
W00001472,45.8,34.2,13.3,6.7,0
W00001473,42.9,34.7,17,5.4,0
W00001474,32.3,42.7,18.5,6.5,0
W00001475,26.1,29.7,25.4,18.8,0
W00001476,43.7,37.7,12,6,0.6
W00001477,28.9,31.6,34.2,5.3,0
W00001478,36.7,34.4,23.4,5.5,0
W00001479,59.8,29.9,8.5,1.7,0
W00001480,38.7,38.7,19.3,3.4,0
W00001481,57.7,31.7,8.9,1.6,0
W00001482,36.6,40.3,16.4,6,0.7
W00001483,70.7,22.4,6.9,0,0
W00001484,46.7,41,9.8,2.5,0
W00001485,62.7,29.1,6.7,1.5,0
W00001486,35.7,35.7,19.8,8.7,0
W00001487,52.1,33.9,14,0,0
W00001488,49.2,36.1,13.9,0.8,0
W00001489,64.2,29.9,4.8,1.1,0
W00001491,10.3,29.9,39.2,19.6,1
W00001492,48,36,15.2,0.8,0
W00001493,44.1,31.4,21.2,3.4,0
W00001494,44,32.8,17.6,5.6,0
W00001495,51.6,31,16.7,0.8,0
W00001496,45.6,40.4,13.2,0.9,0
W00001497,49.7,39.9,8.4,2.1,0
W00001498,32.4,40.2,22.5,4.9,0
W00001500,55.4,32.2,12.4,0,0
W00001501,63.5,31.7,4,0.8,0
W00001502,42.2,36.7,19.5,1.6,0
W00001503,46.1,40,13,0.9,0
W00001504,57.3,27.4,12,3.4,0
W00001505,45.1,37.6,15,2.3,0
W00001506,39.2,40.8,14.4,5.6,0
W00001507,52.4,39.7,7.1,0.8,0
W00001508,70.4,27.6,2,0,0
W00001509,67.9,23.9,8.3,0,0
W00001510,68.3,27.2,4.4,0,0
W00001511,45.5,35.8,14.2,4.5,0
W00001512,57.1,29.5,8.9,4.5,0
W00001513,57.3,26,16.8,0,0
W00001514,51.6,32.5,15.1,0.8,0
W00001515,45.5,34,15.2,5.2,0
W00001516,41.8,38.5,14.8,4.1,0.8
W00001517,49.3,30,17.1,2.9,0.7
W00001518,41.7,40,18.3,0,0
W00001519,42.1,37.2,17.4,3.3,0
W00001520,62.3,32.9,4.1,0.7,0
W00001521,51.1,36.4,11.9,0,0.6
W00001522,71.8,21.4,6.8,0,0
W00001523,58.1,29.7,12.2,0,0
W00001524,66.2,27.3,4.3,2.2,0
W00001525,61.8,28.7,8.1,1.5,0
W00001526,67,26.1,6.8,0,0
W00001527,59.3,30.7,10,0,0
W00001528,57.2,29.7,10.9,2.2,0
W00001530,57.4,30.1,10.3,2.2,0
W00001531,69.1,24.3,5.9,0.7,0
W00001532,58,33.1,8.8,0,0
W00001533,70.2,23.4,6.5,0,0
W00001534,51,33,14,2,0
W00001574,56.9,32.1,11,0,0
W00001582,54.2,35.7,9.5,0.6,0
W00001609,65.4,29.3,5.3,0,0
W00001610,49.6,36.3,12.4,1.8,0
W00001617,57.7,28.8,11.5,1.9,0
W00001618,52.6,35.1,12.3,0,0
W00001619,64.5,31.5,4,0,0
W00001620,56.2,32.4,6.7,4.8,0
W00001621,55.9,29.7,11.7,2.7,0
W00001622,52,35.4,10.2,2.4,0
W00001623,52.8,32.6,10.1,4.5,0
W00001624,55,37.4,6.9,0.8,0
W00001625,61,31.7,7.3,0,0
W00001626,69.1,22.5,6.2,1.7,0.6
