areacd,sex-001,sex-002
W00001336,49.6,50.4
W00001337,49.5,50.5
W00001338,50.7,49.3
W00001339,49,51
W00001340,50.5,49.5
W00001341,53.6,46.4
W00001342,52.8,47.2
W00001343,51.3,48.7
W00001344,53.1,46.9
W00001345,49.8,50.2
W00001346,52.6,47.4
W00001347,51.2,48.8
W00001348,57.4,42.6
W00001349,48.7,51.3
W00001350,50.8,49.2
W00001351,56.8,43.2
W00001352,50.7,49.3
W00001353,52.7,47.3
W00001354,56.8,43.2
W00001355,52.7,47.3
W00001369,53.1,46.9
W00001371,52.1,47.9
W00001372,50.6,49.4
W00001373,47.8,52.2
W00001376,50,50
W00001377,49.1,50.9
W00001378,54.5,45.5
W00001379,50.9,49.1
W00001380,57.4,42.6
W00001381,52.8,47.2
W00001387,54.3,45.7
W00001395,53.6,46.4
W00001396,50.7,49.3
W00001397,50.2,49.8
W00001398,51.7,48.3
W00001399,54.4,45.6
W00001400,50,50
W00001401,50.3,49.7
W00001402,54.2,45.8
W00001403,51.1,48.9
W00001404,54.4,45.6
W00001405,54.3,45.7
W00001406,51.7,48.3
W00001407,50.8,49.2
W00001408,50,50
W00001409,54.5,45.5
W00001410,49.8,50.2
W00001411,48.7,51.3
W00001412,47.5,52.5
W00001413,49.3,50.7
W00001414,48.6,51.4
W00001415,50.4,49.6
W00001416,55.8,44.2
W00001417,48.7,51.3
W00001418,54.7,45.3
W00001419,54.7,45.3
W00001420,53.4,46.6
W00001421,52.5,47.5
W00001422,56.8,43.2
W00001423,51.5,48.5
W00001424,53.1,46.9
W00001425,47.8,52.2
W00001426,53.3,46.7
W00001427,47.8,52.2
W00001428,51.2,48.8
W00001429,52.1,47.9
W00001430,51.9,48.1
W00001431,53.2,46.8
W00001432,48.4,51.6
W00001433,51.8,48.2
W00001434,59.3,40.7
W00001435,46.6,53.4
W00001436,50.5,49.5
W00001437,53.3,46.7
W00001438,49.4,50.6
W00001439,51.3,48.7
W00001440,49.5,50.5
W00001442,53.2,46.8
W00001443,47.6,52.4
W00001444,53,47
W00001467,57.8,42.2
W00001468,53.7,46.3
W00001469,48.3,51.7
W00001470,49.8,50.2
W00001471,48.9,51.1
W00001472,52.1,47.9
W00001473,53,47
W00001474,47.5,52.5
W00001475,49.8,50.2
W00001476,50.1,49.9
W00001477,45.8,54.2
W00001478,54.6,45.4
W00001479,45.8,54.2
W00001480,49.3,50.7
W00001481,49.3,50.7
W00001482,50.8,49.2
W00001483,47.7,52.3
