geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00072967,1.6,0.3,0.3,97.7,0
E00072968,0.3,0,1.6,97.9,0.3
E00072970,1.9,0,1.3,96.8,0
E00073224,0,2.9,2,94.8,0.3
E00073225,4.4,1.2,4.7,88.4,1.2
E00073226,0,10,3.7,85.9,0.4
E00073227,4.6,0.8,3.8,90.5,0.4
E00073228,1.1,0.8,3.1,94.9,0
E00073229,1.3,0,2.5,96.2,0
E00073230,0.3,0,4,95.7,0
E00073231,1.8,1.8,5.2,91,0.2
E00073232,3.5,0,3.2,93.2,0
E00073233,0.3,0.3,0,98.4,1
E00073234,1.3,1,5,92.6,0
E00073236,1.4,1.4,1.4,95.8,0
E00073237,0,0.3,1.9,95.7,2.2
E00073238,2,0.3,4.7,92.9,0
E00073239,6.4,1.7,3.2,87.2,1.5
E00073240,5.7,2.2,3.7,87.5,0.7
E00073241,1.8,2.2,3.6,92,0.4
E00073242,1.5,0.8,2.7,93.8,1.2
E00073243,1.4,0.3,0,97.2,1.1
E00073245,1.9,0.3,4.4,92.6,0.8
E00073246,5.8,0.3,1.8,92.1,0
E00073247,0.6,0.3,0.3,98.8,0
E00073248,1.3,0.3,1.3,96.4,0.7
E00073249,2.4,2.4,2.8,92.4,0
E00073250,1.8,2.4,2.4,92.1,1.2
E00073251,1.4,0,2.7,95.7,0.3
E00073252,3,5.1,3.3,86.4,2.1
E00073253,3.3,3.6,7.1,83.7,2.3
E00073254,2.8,1.8,2.2,91.1,2.2
E00073255,3.7,4.7,4.9,82.5,4.2
E00073256,3,3.3,4.4,87.6,1.7
E00073257,3.3,0,1,95.4,0.3
E00073258,8,2.3,3.5,85.3,1
E00073259,2.3,0.8,3.9,93.1,0
E00073260,0,1,1.7,97.4,0
E00073261,1.4,2.9,2.6,93,0
E00073262,3.4,2.5,4.2,85.3,4.6
E00073301,1.1,1.9,1.4,95.7,0
E00073302,2.4,1.6,4.9,91.1,0
E00073303,0.9,1.6,2.8,94.6,0
E00073304,0.3,2.2,3.5,93.9,0
E00073305,1.7,2.6,1.7,94.1,0
E00073306,0,1.5,3.8,94.7,0
E00073307,0,3.1,4.9,91.6,0.3
E00073308,1.2,2.1,2.4,93.1,1.2
E00073309,1,1.7,5.1,91.5,0.7
E00073310,0.8,3.8,2.2,93,0.3
E00073311,1,1.3,3.2,94.5,0
E00073312,0.5,2.7,5.2,89.7,1.9
E00073313,1.6,0,1.6,95.8,1
E00073314,0,6.6,3.1,90.2,0
E00073315,1,0,0,98,1
E00073316,1.2,10.2,3.4,85.1,0
E00073317,0,3.5,3.1,92.7,0.7
E00073318,3.2,0.3,1.9,94.7,0
E00073319,1.5,4.8,3.3,87.7,2.6
E00073320,3,0.5,2.2,94,0.3
E00073321,5.5,3.9,1,89.3,0.3
E00073322,0.9,1.6,0.3,97.2,0
E00073323,0,0.7,1.8,97.5,0
E00073324,2.1,1.3,2.1,93.1,1.3
E00073325,3.2,0.3,4,92.6,0
E00073326,2,2.3,4,89.4,2.3
E00073327,0.8,0,3.1,94.4,1.7
E00073328,1.9,3.3,1.7,93.1,0
E00073329,1.7,0.7,5,92.6,0
E00073330,0.3,3.6,3.3,92.8,0
E00073331,3.6,0,1.6,94.8,0
E00073332,0,0,1.7,98.3,0
E00073333,1.4,0,1.7,96.9,0
E00073334,0.9,0,4.7,93.1,1.2
E00073335,1.1,2.3,5.3,91,0.2
E00073336,4.2,0,6.8,85.8,3.2
E00073337,0.6,2.1,5.4,91.6,0.3
E00073339,1.7,5.1,7.8,84.4,1
E00073350,1.4,3.6,5.3,87,2.8
E00073353,0.6,0,1.9,96.1,1.4
E00073361,1.2,5,3.3,90.2,0.3
E00073366,2.8,1,5.3,88.7,2.3
E00073373,0,1.8,3.5,92.9,1.8
E00073374,2.6,0.9,3.8,92.7,0
E00073377,0.3,4.5,5.5,89.7,0
E00073378,1.1,2.9,5.7,90.3,0
E00073379,3.8,0,0.8,95.1,0.3
E00073380,2.8,1.5,3.6,90.7,1.3
E00073381,3.7,4.4,4.7,87.1,0
E00073382,7.9,1.5,2.3,87,1.3
E00073383,4.1,4.1,7.5,84.3,0
E00073384,4.8,1.7,1.5,92,0
E00073388,1.9,0.6,1.6,93.1,2.8
E00073389,3.9,5.5,3.9,85.5,1.2
E00073390,1.2,1.5,7.3,89.8,0.3
E00073391,0.6,2.5,2.8,94.1,0
E00073392,0.3,6.5,3.1,89.9,0.3
E00073393,1.7,5,6.4,86.6,0.3
E00073394,4.9,1.6,5.4,88.1,0
E00073395,0.3,9.4,12.5,75.7,2.1
E00073397,2.5,0.7,2.2,94.2,0.4
E00073398,1.4,0.4,2.5,94,1.8
E00073399,3.1,4.1,9.4,83.4,0
E00073400,6.6,1.6,4.4,87.4,0
E00073401,2,0,0.7,97,0.3
E00073402,6,1.5,6,86.2,0.4
E00073403,5.9,3.3,6.5,82.4,2
E00073404,2.8,0,4.1,92.4,0.7
E00073405,9.4,3.7,4.8,80.1,2
E00073406,2.4,0.3,2,93.5,1.7
E00073407,4.1,2,6.4,86.3,1.2
E00073408,1.9,0.3,1.1,96.4,0.3
E00073409,4.2,1.4,4.5,89.3,0.7
E00073410,1.7,1.4,3.4,93.6,0
E00073411,2.7,0,3,91.9,2.4
E00073412,2.6,3.9,7.2,84.8,1.6
E00073413,5.4,1,3,90.6,0
E00073432,8.7,13,7.5,65.2,5.6
E00073437,3.8,2.4,4.7,85.8,3.3
E00073447,4.3,6.6,8.9,74.7,5.4
E00073448,3,0.7,7,89.3,0
E00073453,4.1,0.3,4.5,88.2,2.9
E00073454,4.8,2.4,5.4,86.5,0.9
E00073455,1.9,8,2.5,86.1,1.5
E00073456,3.3,0,5.5,87.1,4.1
E00073457,3.7,3.7,4.1,87.7,0.9
E00073458,2.5,0.7,3.5,92.3,1.1
E00073461,3.8,3.3,2.8,89.6,0.5
E00073462,2.5,1,7.4,89.1,0
E00073463,5.9,5.4,5.9,80.9,2
E00073464,5.1,1.4,4.5,87.9,1.1
E00073465,2.3,0.9,4.9,90.2,1.7
E00073466,7.8,3.3,5.6,81.4,1.9
E00073467,2.2,3.6,4.4,89.8,0
E00073468,2.1,1.2,3.5,92.1,1.2
E00073469,6,1.7,4.7,87.1,0.4
E00073470,2.8,3,1.9,90.4,1.9
E00073471,2,8.9,6.4,79.2,3.5
E00073496,9.5,1,5.5,82.5,1.5
E00073636,5.1,3.3,2.8,88,0.8
E00073637,4.4,7.9,3.8,83.8,0
E00073638,4.8,5.3,4.5,84.6,0.8
E00073639,3,2.2,2.5,90.6,1.7
E00073640,8.5,3.9,5.9,81.7,0
E00073641,0.3,4.6,3.1,91.8,0.3
