geography_code,heating_type_3a-001,heating_type_3a-002
E00072967,0,100
E00072968,0.7,99.3
E00072970,0,100
E00073224,1.4,98.6
E00073225,2,98
E00073226,0,100
E00073227,1.4,98.6
E00073228,1.3,98.7
E00073229,0.9,99.1
E00073230,0.7,99.3
E00073231,0,100
E00073232,2.1,97.9
E00073233,2.5,97.5
E00073234,2.5,97.5
E00073236,1.6,98.4
E00073237,1.4,98.6
E00073238,0,100
E00073239,1.4,98.6
E00073240,0.6,99.4
E00073241,3.1,96.9
E00073242,1.8,98.2
E00073243,0,100
E00073245,1.4,98.6
E00073246,0.7,99.3
E00073247,0,100
E00073248,0.7,99.3
E00073249,1.5,98.5
E00073250,1.7,98.3
E00073251,1.9,98.1
E00073252,2.8,97.2
E00073253,0.9,99.1
E00073254,1.4,98.6
E00073255,0,100
E00073256,1.2,98.8
E00073257,1.4,98.6
E00073258,0.6,99.4
E00073259,1.8,98.2
E00073260,0.8,99.2
E00073261,0,100
E00073262,1.8,98.2
E00073301,0.7,99.3
E00073302,1.4,98.6
E00073303,0.6,99.4
E00073304,2.5,97.5
E00073305,0.8,99.2
E00073306,0.9,99.1
E00073307,0.8,99.2
E00073308,1.6,98.4
E00073309,0.8,99.2
E00073310,1.4,98.6
E00073311,1.6,98.4
E00073312,3.5,96.5
E00073313,2,98
E00073314,1.6,98.4
E00073315,3.2,96.8
E00073316,0.8,99.2
E00073317,2.5,97.5
E00073318,0.8,99.2
E00073319,1.1,98.9
E00073320,0,100
E00073321,1.3,98.7
E00073322,0,100
E00073323,1.7,98.3
E00073324,0.7,99.3
E00073325,1.2,98.8
E00073326,2.8,97.2
E00073327,2.2,97.8
E00073328,0.7,99.3
E00073329,0.8,99.2
E00073330,2.7,97.3
E00073331,0.6,99.4
E00073332,0,100
E00073333,0,100
E00073334,1.6,98.4
E00073335,0.6,99.4
E00073336,0,100
E00073337,0.8,99.2
E00073339,1.5,98.5
E00073350,1.2,98.8
E00073353,1.9,98.1
E00073361,0,100
E00073366,0.6,99.4
E00073373,0,100
E00073374,2.2,97.8
E00073377,2.6,97.4
E00073378,1.6,98.4
E00073379,1.4,98.6
E00073380,0.7,99.3
E00073381,1.3,98.7
E00073382,1.4,98.6
E00073383,2,98
E00073384,0,100
E00073388,0.8,99.2
E00073389,2.6,97.4
E00073390,3.3,96.7
E00073391,0.8,99.2
E00073392,0.7,99.3
E00073393,0,100
E00073394,0,100
E00073395,1.6,98.4
E00073397,0.9,99.1
E00073398,0,100
E00073399,3.1,96.9
E00073400,1.6,98.4
E00073401,2.2,97.8
E00073402,1.6,98.4
E00073403,0,100
E00073404,1.5,98.5
E00073405,0,100
E00073406,0,100
E00073407,0.6,99.4
E00073408,1.5,98.5
E00073409,0,100
E00073410,1.5,98.5
E00073411,3.2,96.8
E00073412,1.3,98.7
E00073413,0.8,99.2
E00073432,4.5,95.5
E00073437,3,97
E00073447,2.4,97.6
E00073448,0.8,99.2
E00073453,5.4,94.6
E00073454,2.5,97.5
E00073455,4.9,95.1
E00073456,0,100
E00073457,0.8,99.2
E00073458,1.5,98.5
E00073461,5.3,94.7
E00073462,0.7,99.3
E00073463,7.7,92.3
E00073464,0.7,99.3
E00073465,5.1,94.9
E00073466,1.2,98.8
E00073467,2.8,97.2
E00073468,1.4,98.6
E00073469,0.8,99.2
E00073470,3.2,96.8
E00073471,3.8,96.2
E00073496,4.1,95.9
E00073636,0.7,99.3
E00073637,6,94
E00073638,0.8,99.2
E00073639,4.6,95.4
E00073640,0,100
E00073641,1.5,98.5
E00073642,2.2,97.8
E00073643,0.7,99.3
E00073644,2.3,97.7
E00073645,0.9,99.1
E00073646,1.5,98.5
E00073647,0.7,99.3
E00073648,0,100
E00073649,1.7,98.3
E00073650,2.4,97.6
E00073651,0,100
E00073652,2.3,97.7
E00073653,0.9,99.1
E00073654,2.5,97.5
E00073655,0.7,99.3
E00073656,0,100
E00073657,0,100
E00073658,0,100
E00073659,0,100
E00073660,1.4,98.6
E00073662,2.1,97.9
E00073663,1.6,98.4
E00073664,1.7,98.3
E00073665,0,100
E00073666,0.7,99.3
E00073667,0.6,99.4
E00073668,0.9,99.1
E00073669,1.9,98.1
E00073670,2.4,97.6
E00073671,1.7,98.3
E00073709,0.9,99.1
E00073710,1.7,98.3
E00073711,1.2,98.8
E00073712,1.6,98.4
E00073713,0.6,99.4
E00073714,2.5,97.5
E00073715,2,98
E00073716,0.9,99.1
E00073717,0,100
E00073718,0.8,99.2
E00073719,1.5,98.5
E00073720,0.7,99.3
E00073721,0.8,99.2
E00073722,0,100
E00073723,0.6,99.4
E00073724,1.7,98.3
E00073725,0.9,99.1
E00073726,1.7,98.3
E00073727,3.6,96.4
E00073728,0,100
E00073729,1.5,98.5
E00073730,2.7,97.3
E00073731,1.7,98.3
E00073732,0.8,99.2
E00073733,2.6,97.4
E00073734,0,100
E00073735,0.8,99.2
E00073736,2.6,97.4
E00073737,1.6,98.4
E00073738,0.8,99.2
E00073739,0.7,99.3
E00073740,0.8,99.2
E00073741,0,100
E00073743,0.7,99.3
E00073744,2.2,97.8
E00073745,0.9,99.1
E00073780,0.9,99.1
E00073781,0,100
E00073782,0,100
E00073783,0.7,99.3
E00073784,1.4,98.6
E00073785,0,100
E00073786,0,100
E00073787,0,100
E00073788,0,100
E00073789,0,100
E00073790,0.6,99.4
E00073791,0.7,99.3
E00073792,1.9,98.1
E00073793,0,100
E00073794,2.5,97.5
E00073795,1.4,98.6
E00073796,0.7,99.3
E00073797,0.9,99.1
E00073798,2.1,97.9
E00073799,0.6,99.4
E00073800,0.9,99.1
E00073801,0,100
E00073802,2.1,97.9
E00073803,0,100
E00073804,0.9,99.1
E00073805,3.4,96.6
E00073806,0,100
E00073807,3.1,96.9
E00073808,0,100
E00073809,0,100
E00073810,0,100
E00073811,1.5,98.5
