areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
W00002268,74.7,17.5,7.8
W00002269,74.7,16.6,8.7
W00002270,73.7,16.2,10.2
W00002271,71.5,24,4.5
W00002272,78.8,14.3,6.9
W00002327,73.8,14.1,12.1
W00002328,63.4,27.7,8.9
W00002329,79.8,15.2,5.1
W00002330,85.3,9,5.8
W00002331,78.3,11.7,10
W00002332,74.2,18,7.7
W00002333,75.9,18.5,5.6
W00002649,78.5,15.3,6.2
W00002650,74.3,14.8,10.9
W00002651,78.1,16.7,5.2
W00002652,72.5,19.8,7.7
W00002653,68.8,19.4,11.8
W00002654,83.1,13.1,3.8
W00002655,80.2,11.3,8.4
W00002684,64.3,22.5,13.1
W00002685,74.9,16.5,8.6
W00002686,72.7,19.6,7.7
W00002687,76.9,17.9,5.2
W00002688,82.6,10.2,7.2
W00002689,72.8,20.4,6.8
W00002690,65.2,25,9.8
W00002691,77.1,10.2,12.7
W00002695,72.7,16.7,10.6
W00002696,65.8,24.6,9.6
W00002697,77.9,13.8,8.3
W00002698,67.8,20.4,11.9
W00002699,66.5,21.9,11.6
W00002700,66,16,18.1
W00002701,78.2,13.7,8
W00002702,67.5,17.9,14.6
W00002703,70.4,14.8,14.8
W00003856,76,16.9,7.1
W00003857,76,16.5,7.5
W00003859,76.3,16.2,7.5
W00003862,76.9,15.2,8
W00003864,76.3,13.1,10.6
W00003865,73.3,20.4,6.3
W00004724,81.1,15.2,3.6
W00004725,72.4,16.1,11.5
W00004726,79.6,17.3,3.1
W00004728,86.2,11.1,2.7
W00004729,69.7,16,14.3
W00004730,77.1,13.8,9.1
W00004731,77.6,14.7,7.7
W00004732,79.6,11.8,8.6
W00004733,81.8,12.5,5.6
W00004735,79.5,14.2,6.2
W00004736,78,14.9,7
W00004737,70.9,17.6,11.4
W00004738,75.9,16.4,7.7
W00004739,74.6,17.9,7.5
W00004740,77.9,14,8.1
W00004741,85.1,9.9,5
W00004742,74.4,16.3,9.3
W00004743,72.7,15.5,11.9
W00004744,88.4,8.8,2.9
W00004745,77.5,17,5.6
W00004746,80.9,13.2,5.9
W00004747,76,17.2,6.9
W00004749,79.2,14.7,6.2
W00004750,77.8,12.6,9.6
W00004759,66.7,19,14.3
W00004760,77.4,14.7,7.9
W00004761,70.1,19,10.9
W00004762,77.7,16.3,6
W00004763,73.6,19.9,6.5
W00004764,76.1,14.4,9.5
W00004765,75.6,16.1,8.2
W00004766,77.5,16.8,5.7
W00004767,43.1,34.6,22.2
W00004768,70.6,17.1,12.2
W00004769,66.4,24.9,8.7
W00004770,81.1,13.6,5.4
W00004771,76.7,14.8,8.6
W00004772,75.8,16.7,7.5
W00004773,74.2,17.1,8.7
W00004774,67.9,19.1,13
W00004775,79.3,13,7.7
W00004776,75.8,16.2,7.9
W00004777,73.5,16.5,10
W00004778,74.2,14.6,11.2
W00004779,67.7,19.1,13.1
W00004780,72.2,15,12.8
W00004781,69.4,19.4,11.1
W00004782,72.2,16.6,11.2
W00004783,70.2,18.3,11.5
W00004784,70.1,13,16.9
W00004785,79,13.5,7.4
W00004786,80.3,14.1,5.5
W00004787,78,13.5,8.5
W00004794,76.4,13.4,10.2
W00004795,75.3,15.9,8.8
W00004796,78.3,13.1,8.6
W00004797,83.9,10.4,5.7
W00004798,70.4,16.8,12.9
W00004799,72.6,19.2,8.2
W00004800,54.4,27,18.6
W00004801,81.3,14.7,4
W00004810,85.9,9.5,4.6
W00004811,90.2,7.2,2.6
W00004812,84.8,10.5,4.7
W00004813,74.3,18.9,6.8
W00004814,74,16.7,9.3
W00004815,80.1,14.9,5
W00004816,76.2,16.6,7.2
W00004817,82.7,13.3,4
W00004818,77.2,17.6,5.2
W00004819,71.1,16.8,12.1
W00004820,77.2,13.4,9.4
W00004821,82.1,10.5,7.4
W00004822,90.1,6.3,3.6
W00004823,89.8,7.3,3
W00004824,90.6,8,1.4
W00004825,81.1,13.7,5.3
W00004826,76.7,16.1,7.2
W00004827,82.7,12,5.3
W00004828,67.3,18.7,14
W00004829,61.7,23.5,14.8
W00004830,77.2,15.5,7.2
W00004831,76.5,16,7.5
W00004832,66.4,20.2,13.4
W00004833,86.9,9.8,3.3
W00004834,85.5,8.7,5.8
W00004836,75.7,16.2,8.1
W00004837,78.6,14.7,6.7
W00004838,79.1,11.8,9.1
W00004839,75.2,16.2,8.6
W00004840,80.3,12.6,7.1
W00004841,76.4,16.9,6.8
W00004842,78.1,13.5,8.4
W00004843,82.6,13.5,3.9
W00004844,86.8,10.2,3.1
W00004845,69,22.2,8.7
W00004846,73.7,19.8,6.5
W00004847,78.4,15.1,6.5
W00004848,66.5,20.6,12.9
W00004849,66.8,23.7,9.5
W00004850,73.3,17.4,9.3
W00004851,83.1,12.3,4.6
W00004852,78.6,14.9,6.5
W00004853,66,20.2,13.8
W00004854,79.8,17.2,3.1
W00004855,69.7,17.9,12.4
W00004856,79.7,13.4,6.9
W00004857,76.9,14.6,8.5
W00004858,74.9,14.3,10.7
W00004859,74.4,15.4,10.2
W00004860,77.6,16,6.5
W00004861,76.5,14.6,8.8
W00004862,78.5,12.1,9.4
W00004863,70.6,17.3,12.1
W00004864,68.4,23.8,7.8
W00004865,70.5,16.5,13
W00004866,77.2,15.1,7.7
W00004867,75.5,16.8,7.7
W00004868,66.7,26.7,6.6
W00004869,71.5,16.5,12
W00004870,78.6,16,5.4
W00004871,75.2,17.9,6.8
W00004872,77.6,14.1,8.2
W00004873,81,13.9,5.1
W00004874,81.7,14.3,3.9
W00004875,80.6,12.1,7.3
W00004877,78.1,15.2,6.7
W00004879,83.8,11.6,4.7
W00004882,74.8,16.9,8.3
W00004883,72.6,18.7,8.7
W00004884,77.6,14.7,7.7
W00004885,77.4,14.3,8.3
W00004886,85.4,11.3,3.3
W00004887,61.3,16.9,21.8
W00004888,76.6,15.1,8.3
W00004889,74.7,19.2,6.1
W00004890,73.2,18.7,8.2
W00004891,76.8,15.1,8
W00004892,71.2,16.2,12.6
W00004893,59.3,19.1,21.6
W00004894,69.1,20.6,10.3
W00004895,74.4,15.5,10.1
W00004896,56,17.5,26.5
W00004897,74.7,14.9,10.4
W00004898,74.9,15.3,9.8
W00004899,70.2,14.2,15.6
W00004900,57.3,24.3,18.4
W00004901,61.2,18.5,20.4
W00004902,67.5,17.3,15.2
W00004903,69.2,20.5,10.3
W00004904,92.3,4.8,2.9
W00004905,72.3,17.5,10.2
W00004906,72.5,17.2,10.3
W00004907,79.8,14,6.2
W00004908,76.3,17.9,5.8
W00004909,77,13.8,9.2
W00004910,74,18.2,7.8
W00004911,80.5,14.1,5.4
W00004912,71.2,18.2,10.6
W00004913,79.3,14.4,6.3
W00004914,62.1,24.6,13.3
W00004915,71.1,16.2,12.7
W00004916,73.5,17.2,9.2
W00004917,74.3,13.9,11.8
W00004918,68.6,17,14.4
W00004919,85,9.2,5.8
W00004920,76.7,17.8,5.5
W00004921,80.1,12.4,7.5
W00004922,74.1,17.9,8
W00004923,79.4,15,5.6
W00004924,67.5,18.7,13.8
W00004925,75,16.8,8.2
W00004926,66.2,18.4,15.4
W00004927,75.7,17.8,6.5
W00004928,71.6,19.3,9.1
W00004929,75.9,15.7,8.4
W00004930,69.3,16.5,14.2
W00004931,81.4,12.1,6.6
W00004932,82,12.7,5.3
W00004934,73,17.6,9.4
W00004935,69.2,16.6,14.3
W00004947,78.2,15.3,6.5
W00004948,59.7,27.5,12.8
W00004949,67.8,15.1,17.1
W00004950,62.3,17.9,19.8
W00004951,75.3,14.8,9.9
W00004953,69.8,21.7,8.6
W00004964,62.7,18.4,18.9
W00004965,81.6,11.8,6.6
W00004966,73.2,18.1,8.7
W00004968,68.1,22,9.9
W00004969,71.5,18.5,10
W00004970,66.8,17.3,15.9
W00004971,69.7,18.5,11.8
W00004972,73.4,16,10.6
W00004973,59.1,26.1,14.8
W00004974,74.6,14,11.4
W00004975,69.1,19.7,11.2
W00004976,61.5,22.4,16.1
W00004977,73.9,15.4,10.8
W00004978,55.9,21.8,22.3
W00004979,69.2,21.5,9.3
W00004980,70.1,18,12
W00004981,70.5,19,10.5
W00004982,68.5,17.3,14.2
W00004983,68.5,21,10.5
W00004984,65,18.5,16.5
W00004985,64.5,19.7,15.8
W00004986,77,14.7,8.3
W00004987,74.3,16.9,8.7
W00004988,75.2,15.9,8.9
W00004989,81.1,12.6,6.3
W00004990,68.9,20.1,11
W00004991,69.5,21.1,9.5
W00004992,46.2,31.6,22.2
W00004993,68.6,20.1,11.3
W00004994,71.8,20.9,7.3
W00004995,57,30.5,12.5
W00004996,69.9,19.4,10.7
W00004997,56.9,26.5,16.6
W00004998,83.3,12,4.7
W00004999,83.6,9.9,6.6
W00005000,60.9,21.4,17.7
W00005001,67.6,16.5,15.8
W00005002,67,20.7,12.3
W00005003,68.1,20.9,11
W00005004,70.9,19.2,9.8
W00005005,85.8,10,4.2
W00005006,87.2,7.9,4.9
W00005007,73,15.3,11.7
W00005008,83.6,11.8,4.5
W00005009,74.2,16.6,9.2
W00005010,82.5,12.5,4.9
W00005011,80.3,15.2,4.5
W00005012,78.4,14.9,6.7
W00005013,76.1,15.2,8.8
W00005014,74.8,18,7.2
W00005015,68.2,18.7,13.1
W00005016,71.3,18.9,9.8
W00005017,72.6,17.9,9.5
W00005018,71.8,14.6,13.6
W00005019,75.6,14.2,10.2
W00005020,73.3,15.5,11.2
W00005021,81.2,12.7,6.2
W00005022,73.9,15,11.1
W00005023,76.5,18,5.5
W00005024,71.6,15.8,12.6
W00005025,78.1,14.5,7.4
W00005026,77.8,15.1,7.1
W00005027,72.7,18,9.4
W00005028,81.8,12.3,5.9
W00005029,82.1,12.5,5.4
W00005030,79.4,15.9,4.7
W00005031,66.8,19.7,13.5
W00005032,73.5,16.2,10.4
W00005033,64.9,23.6,11.5
W00005034,67.9,17.1,15
W00005035,78.7,14.9,6.3
W00005036,75.5,15.7,8.8
W00005037,74.2,17,8.8
W00005038,81.9,13.6,4.5
W00005039,72,17.7,10.3
W00005040,70.7,17.8,11.5
W00005041,82.9,11.5,5.6
W00005060,78.3,15.9,5.8
W00005061,69.4,17.1,13.5
W00005062,71.1,16,12.9
W00005063,66.3,17.3,16.5
W00005064,75.7,15.4,8.9
W00005065,79.3,12.6,8.1
W00005066,69.4,16.3,14.3
W00005067,74,16,10
W00005068,76.7,13.9,9.4
W00005069,80.3,16.5,3.2
W00005070,80.8,11.4,7.9
W00005071,77.7,16.1,6.2
W00005072,84,12,4
W00005073,63.6,21.8,14.5
W00005074,80.8,11.7,7.5
W00005075,84.7,9.3,5.9
W00005076,82,13.1,4.8
W00005077,71.4,20.5,8.1
W00005078,78.7,13.6,7.7
W00005125,79.9,13.9,6.2
W00005126,71.1,21.1,7.8
W00005127,70.1,20.4,9.6
W00005128,67,19.7,13.2
W00005129,75.1,12.9,12
W00005130,76.8,12,11.2
W00005131,82.5,12.6,4.9
W00005148,89.5,6.6,3.9
W00005149,78.3,14.8,6.9
W00005150,76.8,15,8.2
W00005151,84.9,13.8,1.3
W00005152,76.4,17.8,5.8
W00005153,69.3,20.8,9.9
W00005154,72.3,15,12.7
W00005155,79.7,16.2,4.1
W00005156,84.1,9.3,6.6
W00005157,82.2,11.3,6.5
W00005161,66.3,18.8,15
W00005162,72.9,16.4,10.7
W00005163,66.7,20.8,12.5
W00005164,74.8,16.8,8.4
W00005165,69.1,21,9.9
W00005166,71.8,13.9,14.3
W00005167,60.9,21.5,17.6
W00005168,64.1,24.5,11.4
W00005169,74.7,15.3,10.1
W00005171,68.1,17.5,14.4
W00005193,76.3,13.9,9.8
W00005194,74,18,8
