areacd,sex-001,sex-002
W00002268,55.6,44.4
W00002269,50.3,49.7
W00002270,47.1,52.9
W00002271,51.2,48.8
W00002272,52.1,47.9
W00002327,52.8,47.2
W00002328,57,43
W00002329,51,49
W00002330,56.1,43.9
W00002331,52.2,47.8
W00002332,51.9,48.1
W00002333,47.5,52.5
W00002649,52.5,47.5
W00002650,50.2,49.8
W00002651,50.7,49.3
W00002652,50.6,49.4
W00002653,52.1,47.9
W00002654,44.3,55.7
W00002655,47.7,52.3
W00002684,50.6,49.4
W00002685,47.3,52.7
W00002686,50.7,49.3
W00002687,50.6,49.4
W00002688,48.5,51.5
W00002689,50.6,49.4
W00002690,58.3,41.7
W00002691,48.6,51.4
W00002695,50,50
W00002696,50.8,49.2
W00002697,51.6,48.4
W00002698,51.5,48.5
W00002699,54.8,45.2
W00002700,53.1,46.9
W00002701,50.6,49.4
W00002702,57.6,42.4
W00002703,49.2,50.8
W00003856,51.7,48.3
W00003857,54.8,45.2
W00003859,48.2,51.8
W00003862,48.1,51.9
W00003864,51.2,48.8
W00003865,49.4,50.6
W00004724,51.1,48.9
W00004725,51.6,48.4
W00004726,50.3,49.7
W00004728,53,47
W00004729,51.2,48.8
W00004730,50.9,49.1
W00004731,54.3,45.7
W00004732,51.2,48.8
W00004733,55.4,44.6
W00004735,50.6,49.4
W00004736,49,51
W00004737,45.9,54.1
W00004738,49.5,50.5
W00004739,53,47
W00004740,53.3,46.7
W00004741,51.3,48.7
W00004742,53.7,46.3
W00004743,53.2,46.8
W00004744,51.4,48.6
W00004745,51.8,48.2
W00004746,51.9,48.1
W00004747,53.8,46.2
W00004749,50.2,49.8
W00004750,54,46
W00004759,52.2,47.8
W00004760,49,51
W00004761,54.6,45.4
W00004762,50.9,49.1
W00004763,51.2,48.8
W00004764,50.9,49.1
W00004765,53.2,46.8
W00004766,49.5,50.5
W00004767,51.3,48.7
W00004768,48,52
W00004769,48.1,51.9
W00004770,49.9,50.1
W00004771,50.8,49.2
W00004772,49.6,50.4
W00004773,52.7,47.3
W00004774,50.6,49.4
W00004775,53.1,46.9
W00004776,55.3,44.7
W00004777,49.7,50.3
W00004778,54.3,45.7
W00004779,49.5,50.5
W00004780,49.8,50.2
W00004781,54.7,45.3
W00004782,48.3,51.7
W00004783,52.6,47.4
W00004784,53.9,46.1
W00004785,47.4,52.6
W00004786,50.7,49.3
W00004787,52.9,47.1
W00004794,49.3,50.7
W00004795,47.9,52.1
W00004796,45.7,54.3
W00004797,53,47
W00004798,53.6,46.4
W00004799,48.9,51.1
W00004800,54,46
W00004801,52.9,47.1
W00004810,55.7,44.3
W00004811,53.3,46.7
W00004812,53.1,46.9
W00004813,56.1,43.9
W00004814,48.7,51.3
W00004815,53.3,46.7
W00004816,55.6,44.4
W00004817,52.4,47.6
W00004818,52.4,47.6
W00004819,51.4,48.6
W00004820,52,48
W00004821,50.3,49.7
W00004822,49.3,50.7
W00004823,51.6,48.4
W00004824,49.6,50.4
W00004825,51.1,48.9
W00004826,46.6,53.4
W00004827,49.1,50.9
W00004828,48.6,51.4
W00004829,56.7,43.3
