areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
W00002268,98.3,1.1,0.6
W00002269,99.3,0.7,0
W00002270,98.1,1.3,0.6
W00002271,100,0,0
W00002272,99.7,0.3,0
W00002327,100,0,0
W00002328,99.4,0.6,0
W00002329,98.1,0.8,1.1
W00002330,100,0,0
W00002331,98.3,1.7,0
W00002332,100,0,0
W00002333,100,0,0
W00002649,99.7,0.3,0
W00002650,99,0.3,0.7
W00002651,100,0,0
W00002652,99.6,0.4,0
W00002653,95.4,1.8,2.8
W00002654,100,0,0
W00002655,100,0,0
W00002684,97.1,1.7,1.3
W00002685,97.4,1.8,0.7
W00002686,95.8,3.1,1.1
W00002687,100,0,0
W00002688,98.7,1,0.3
W00002689,99.7,0,0.3
W00002690,100,0,0
W00002691,98.4,1.6,0
W00002695,99.4,0.6,0
W00002696,97,3,0
W00002697,98.7,1,0.3
W00002698,99.2,0.4,0.4
W00002699,100,0,0
W00002700,96.4,2.9,0.7
W00002701,99.6,0.4,0
W00002702,94.6,3.8,1.5
W00002703,94.5,5.5,0
W00003856,99.6,0.4,0
W00003857,99.7,0.3,0
W00003859,100,0,0
W00003862,99.6,0.4,0
W00003864,98.7,0.4,0.8
W00003865,100,0,0
W00004724,99,0.7,0.3
W00004725,97.3,2.7,0
W00004726,100,0,0
W00004728,98.8,1.2,0
W00004729,96.2,3.8,0
W00004730,98.9,0.5,0.5
W00004731,98.6,1.4,0
W00004732,100,0,0
W00004733,98,1,1
W00004735,99.7,0.3,0
W00004736,100,0,0
W00004737,97.6,2.4,0
W00004738,95,3.7,1.2
W00004739,99,0.7,0.3
W00004740,98.9,0.4,0.8
W00004741,99.8,0.2,0
W00004742,99.6,0.4,0
W00004743,99.2,0.4,0.4
W00004744,98.8,1.2,0
W00004745,100,0,0
W00004746,97.1,2.9,0
W00004747,100,0,0
W00004749,98.4,0.8,0.8
W00004750,98.7,1.3,0
W00004759,95.8,4.2,0
W00004760,100,0,0
W00004761,99.3,0.4,0.4
W00004762,100,0,0
W00004763,99.5,0,0.5
W00004764,100,0,0
W00004765,99.3,0.4,0.4
W00004766,99.6,0.4,0
W00004767,98,2,0
W00004768,94.5,4.6,0.8
W00004769,93.1,4.3,2.6
W00004770,99.5,0.5,0
W00004771,99.2,0.8,0
W00004772,98.5,1.5,0
W00004773,97.8,1.5,0.7
W00004774,100,0,0
W00004775,99.3,0.4,0.4
W00004776,94.8,2,3.2
W00004777,97.5,2.5,0
W00004778,99.6,0.4,0
W00004779,98.2,1.8,0
W00004780,98.9,1.1,0
W00004781,100,0,0
W00004782,98.4,0.6,1
W00004783,99.3,0.7,0
