geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00080976,91.4,2.3,3.3,3
E00080978,88.7,4.7,4,2.5
E00080981,92.9,2.7,2.4,2.1
E00080983,91.1,3.3,3.5,2.2
E00080989,91.7,1.9,4.3,2.1
E00080991,94.5,2.5,1.8,1.1
E00080996,89.9,3.8,3.2,3.2
E00080998,92.1,2.1,3,2.7
E00081000,90.4,2.7,2,4.8
E00081001,89.6,2.9,3.2,4.2
E00081003,92.2,2.4,1.6,3.8
E00081004,90.6,3.1,2.7,3.6
E00081005,92.2,1.6,3.4,2.9
E00081006,93.8,1.5,1.2,3.5
E00081007,93,2.9,1.9,2.2
E00081017,91.2,2.7,2.7,3.4
E00081019,93.1,3.3,2.6,1.1
E00081020,89.4,3.2,4.6,2.8
E00081038,91.2,2.8,2.8,3.2
E00081039,89.8,4.9,1.5,3.7
E00081040,94.6,1.7,1.7,2
E00081041,94.6,3.2,1.1,1.1
E00081042,92.7,3.6,1.8,1.8
E00081043,88.6,4.1,4.1,3.2
E00081044,89.7,6.1,1.6,2.6
E00081046,92.3,3.1,1.2,3.4
E00081047,93.6,1,3.2,2.3
E00081048,88.5,3.6,3.6,4.4
E00081049,93,4,1,2.1
E00081050,89.9,4.1,2.3,3.7
E00081051,91.6,3.7,2.9,1.8
E00081052,90.1,4.4,3.4,2.1
E00081053,95.7,1.6,1.1,1.6
E00081054,96.3,2.2,0.7,0.7
E00081055,91.4,3.1,3.4,2.1
E00081056,85.8,2.8,4.6,6.8
E00081057,94.2,2.9,1.4,1.4
E00081058,87.5,2.8,3.7,5.9
E00081059,92.3,3,3,1.7
E00081060,91.9,2.3,3.6,2.3
E00081061,91.3,2.5,2.8,3.4
E00081062,92.1,2.8,0.8,4.4
E00081063,95.1,2.1,2.1,0.8
E00081065,87.9,5.5,1.5,5.1
E00081066,92.4,2.2,2.2,3.2
E00081067,90.6,4.2,3.1,2.1
E00081068,91.1,4.8,1.9,2.2
E00081069,91.7,3.6,2.7,2.1
E00081071,90.5,3.7,2,3.7
E00081072,85.1,5.6,4.5,4.9
E00081073,88.6,2.8,3.1,5.6
E00081074,91.1,4.6,1.8,2.4
E00081075,90.6,2.7,2.7,4
E00081076,90.5,3.7,2.9,2.9
E00081077,91.3,2.6,2.9,3.2
E00081078,92.4,3,1.7,3
E00081079,91.5,4.6,0.7,3.2
E00081080,92.5,3.9,1,2.6
E00081081,90.3,3.6,3,3
E00081082,93.1,2.8,1.7,2.5
E00081083,90.6,4.3,2.2,2.9
E00081084,92.5,2,2.4,3.1
E00081085,89,2.9,4.5,3.5
E00081086,91.1,4.3,1.6,3
E00081087,89.6,4.2,3.5,2.7
E00081088,91.7,3.4,2.8,2.1
E00081089,94.7,2.7,1.1,1.5
E00081090,94.9,1.4,2.7,1.1
E00081091,92,2.2,3.4,2.5
E00081092,94.3,1.2,1.2,3.3
E00081093,89.1,5,3.6,2.3
E00081094,93.7,1.3,2.5,2.5
E00081095,93.9,2.6,1.4,2
E00081096,93.9,2.8,2.2,1.1
E00081097,95.4,0.4,2.7,1.5
E00081098,92.7,2.7,2.7,2
E00081099,88.4,2.9,4.1,4.6
E00081100,87,3.7,5,4.2
E00081101,94.8,2.8,0.3,2.1
E00081102,89.6,3.9,0.7,5.7
E00081103,91,4.5,1.4,3.1
E00081104,93.6,1.7,2.8,1.9
E00081105,91.7,4.6,1.8,1.8
E00081106,90.3,3,4.2,2.4
E00081107,92.4,3.6,1.7,2.3
E00081108,90.5,6,2.2,1.3
E00081109,89.9,3,2.1,5
E00081110,92.9,2.9,1.3,2.9
E00081111,93,3.4,1.8,1.8
E00081112,89.3,4.7,2.4,3.6
E00081113,88.7,5.5,1.8,4
E00081114,93.6,2.6,1,2.9
E00081115,93.7,2.5,2.5,1.3
E00081116,93.9,1.8,1.4,2.9
E00081117,89.8,4.7,2,3.4
E00081118,89.9,4.9,2.8,2.3
E00081119,95.1,1.1,0.7,3.2
E00081120,93.9,1.9,2.5,1.7
E00081121,91.5,2.7,3.9,1.8
E00081122,91,3.7,3.1,2.2
E00081123,92.1,3.2,2.9,1.8
E00081124,90.3,3.4,2.6,3.7
E00081125,94.4,2.2,0.7,2.6
E00081126,91.3,3.5,3.9,1.3
E00081127,92.6,2.9,2.6,2
E00081128,93,2.3,3,1.7
E00081129,92.9,4.2,2,0.8
E00081130,91.4,4.9,2.1,1.5
E00081131,93.9,2,1.7,2.4
E00081132,90,4.4,2,3.6
E00081133,93.4,2.1,1.5,3
E00081134,93.2,3.8,1.4,1.6
E00081135,90.4,6,2.4,1.1
E00081136,90,4.2,0.8,5
E00081137,93.1,4.4,1,1.5
E00081138,90.6,5.3,0.4,3.8
E00081139,93.5,4.7,0.4,1.3
E00081140,92,4,1.3,2.7
E00081141,92.4,5.9,1,0.7
E00081142,90,5.2,2.4,2.4
E00081143,93.6,4.7,0.6,1.2
E00081144,93,3.8,1.3,1.9
E00081145,90.9,3,2.4,3.7
E00081146,89.8,5.2,2,3
E00081147,92.9,4.2,1.9,0.9
E00081148,92,5.1,0.3,2.6
E00081149,88.4,9.2,0.7,1.7
E00081150,91.6,5.9,1.8,0.7
E00081151,90,5.8,1.4,2.7
E00081152,90.9,5.4,1.3,2.4
E00081153,93.6,3.6,0.7,2.1
E00081154,92,5.1,1.5,1.5
E00081155,91.6,6.2,1.1,1.1
E00081156,93.3,3.7,0.9,2.1
E00081157,94.4,4.4,0,1.2
E00081158,90.4,5.4,0.8,3.4
E00081159,95.3,3.9,0.4,0.4
E00081160,89.7,3,3,4.3
E00081161,92.4,3.4,2.3,1.9
E00081162,95.2,1.5,1.8,1.5
E00081163,91.4,2.1,1.7,4.8
E00081164,90.6,5,1.1,3.3
E00081165,89.1,4.4,2.2,4.4
E00081166,92.2,2.2,2.8,2.8
E00081167,93.3,3.9,1.1,1.8
E00081168,87.2,6.4,3.2,3.2
E00081169,91.1,2.3,0.8,5.8
E00081170,93.1,3.8,1.2,1.9
E00081171,88.7,4.3,3.6,3.3
E00081172,84.6,7.4,1.9,6.1
E00081173,93.8,5.4,0.8,0
E00081174,89,3.5,3.2,4.2
E00081175,94.4,3.6,0.8,1.2
E00081176,90.7,6.2,0.4,2.7
E00081177,91.7,1.4,2.4,4.5
E00081178,87.6,3.9,2.3,6.2
E00081179,91.4,5.8,1.2,1.5
E00081180,90.7,6.1,1.2,2
E00081181,92.1,4.4,0.9,2.5
E00081182,92.3,3.9,1.4,2.5
E00081183,88.4,6.3,2,3.3
E00081184,87.9,5.3,1.1,5.7
E00081185,95.3,1.7,0.7,2.3
E00081186,89.6,4.9,2.9,2.6
E00081187,90.5,6.5,0.6,2.4
E00081188,93,2.2,2.2,2.6
E00081189,94.9,1.9,2.9,0.3
E00081190,93,0,2.9,4
E00081191,90.8,4.2,2.4,2.7
E00081192,90.4,2.9,2.1,4.5
E00081193,92.3,3,2.6,2.1
E00081194,88.1,7.7,1.4,2.8
E00081195,93.2,6.1,0.7,0
E00081196,93,2.4,1.8,2.7
E00081197,92.1,3.6,2.2,2.2
E00081198,93.8,1.9,1.9,2.5
E00081199,93.1,3,0.9,3
E00081200,90.8,2.6,2.6,3.9
E00081201,91.3,2.3,3.3,3
E00081202,93.9,2.2,1.8,2
E00081203,89.9,2.6,4.2,3.2
E00081204,91.6,3.8,2.3,2.3
E00081205,85.1,6.1,3.8,5
E00081206,92.2,1.7,3.1,3.1
E00081207,89.3,2.6,4,4.2
E00081208,90.7,3.1,2.8,3.4
E00081209,90.5,3,1.2,5.3
E00081210,91.2,6,0.4,2.5
E00081211,89.9,6.6,0.9,2.5
E00081212,89.3,3.9,3.4,3.4
E00081213,90.6,4,1.8,3.6
E00081214,87.6,4.6,2.9,5
E00081215,88.4,4.7,4,2.9
E00081217,87.9,2.8,2.2,7.1
E00081218,92.8,2,1.4,3.7
E00081219,86,4.6,5.7,3.7
E00081221,89.7,2,2.8,5.5
E00081226,95.1,2.8,0.6,1.5
