geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00080976,30.3,40.9,27.3,1.5
E00080978,29.8,53.5,14.9,1.8
E00080981,24.8,51.2,15.7,8.3
E00080983,33.7,41.3,19.2,5.8
E00080989,27.8,45.7,21,5.6
E00080991,33.6,42.9,21,2.5
E00080996,41.6,41.6,14.1,2.7
E00080998,30.5,48.4,21.1,0
E00081000,35.5,40.6,19.6,4.3
E00081001,31.6,48.2,12.3,7.9
E00081003,28.3,46.2,20.2,5.2
E00081004,38.8,40.8,16.3,4.1
E00081005,30.3,40,25.5,4.1
E00081006,23.9,40.4,29.4,6.4
E00081007,21.6,41.4,31.9,5.2
E00081017,32.5,50.4,13,4.1
E00081019,23.3,53.4,19.4,3.9
E00081020,68.1,24.1,4.3,3.5
E00081038,16.7,39.2,36,8.1
E00081039,25.8,47.7,20.3,6.3
E00081040,37,39.3,18.5,5.2
E00081041,36,54,10,0
E00081042,28.6,37.6,29.3,4.5
E00081043,50.3,42.2,6.2,1.2
E00081044,10.5,46.6,32.5,10.5
E00081046,41.8,41.1,14.4,2.7
E00081047,33.1,40.2,18.1,8.7
E00081048,35,45.8,15,4.2
E00081049,41.9,41.1,10.2,6.8
E00081050,26.5,52.9,17.6,2.9
E00081051,16.2,46.6,33.8,3.4
E00081052,16.3,45,24.4,14.4
E00081053,57.4,40,2.6,0
E00081054,42,36.1,20.2,1.7
E00081055,28,44.9,20.3,6.8
E00081056,40.6,36.7,12.5,10.2
E00081057,43.1,47.7,9.2,0
E00081058,31.9,45.1,15,8
E00081059,41.1,38.7,17.7,2.4
E00081060,25.4,45.4,20.8,8.5
E00081061,14,37.2,31.4,17.4
E00081062,23.8,46.7,22.9,6.7
E00081063,53.3,39,6.6,1.1
E00081065,35.8,44.2,13.3,6.7
E00081066,38.5,43.1,11,7.3
E00081067,28.1,40,26.7,5.2
E00081068,36.3,43.5,16.9,3.2
E00081069,20.4,44.5,26.3,8.8
E00081071,24.2,45.2,26.6,4
E00081072,33,41.7,17.4,7.8
E00081073,45.5,34.8,17.4,2.3
E00081074,22.3,53.8,21.5,2.3
E00081075,30.7,49.3,15,5
E00081076,51.9,36.5,8.7,2.9
E00081077,22.1,48.4,23,6.6
E00081078,28.7,52.5,13.9,4.9
E00081079,35.6,47.4,15.6,1.5
E00081080,23.4,50,21,5.6
E00081081,24.1,40.1,30.7,5.1
E00081082,21.4,36.6,32.1,9.9
E00081083,15.1,41.4,31.7,11.8
E00081084,45.2,39.7,13.5,1.6
E00081085,22.7,39.1,33.6,4.7
E00081086,21.7,55.8,16.3,6.2
E00081087,31.7,46.3,15.4,6.5
E00081088,54.7,35.8,8.2,1.3
E00081089,46.4,37.7,15.5,0.5
E00081090,35.3,43.6,17.3,3.8
E00081091,26.3,51.7,18.6,3.4
E00081092,30.8,42.7,21,5.6
E00081093,25.8,37.1,26.6,10.5
E00081094,26.2,54.1,17.2,2.5
E00081095,40.4,43,13.9,2.6
E00081096,36,46.7,14.7,2.7
E00081097,51.2,36,12,0.8
E00081098,39.1,39.8,16.5,4.5
E00081099,32.9,37,21.9,8.2
E00081100,37.2,43.9,12.8,6.1
E00081101,36.4,44.8,16.1,2.8
E00081102,7.6,50.5,32.4,9.5
E00081103,27.3,49.6,14.4,8.6
E00081104,38.4,40.4,17.9,3.3
E00081105,32.3,49.6,15,3
E00081106,26.3,45.8,22,5.9
E00081107,45.7,39.7,11.9,2.6
E00081108,22,43.9,26,8.1
E00081109,24.8,36.8,30.8,7.5
E00081110,20.8,43.2,29.6,6.4
