geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00080976,8.3,22.2,62.5,6.9
E00080978,13.4,20.5,58.3,7.9
E00080981,14.4,17.4,52.1,16.2
E00080983,12.2,19.2,59.6,8.9
E00080989,9.8,18.7,64.2,7.3
E00080991,11.5,20.5,56.6,11.5
E00080996,20.4,13.2,55.3,11.2
E00080998,8.3,26.9,59,5.8
E00081000,9.9,21.1,55.6,13.4
E00081001,9.8,25.9,58,6.3
E00081003,8.3,18.5,64.8,8.3
E00081004,12.2,25.9,47.6,14.3
E00081005,12.4,21.6,57.5,8.5
E00081006,7.7,13.7,63.2,15.4
E00081007,19,16.9,52.8,11.3
E00081017,9,14.2,64.9,11.9
E00081019,9.8,23,57.4,9.8
E00081020,11.3,11.3,64.8,12.7
E00081038,5.1,13.3,69.7,11.9
E00081039,10.1,18.9,64.8,6.3
E00081040,7.5,20.5,60.9,11.2
E00081041,15.5,15.5,58.3,10.7
E00081042,7.9,20.9,59.3,11.9
E00081043,11.2,31.8,48.6,8.4
E00081044,7.2,16.9,64.6,11.4
E00081046,6.3,13.8,71.1,8.8
E00081047,9.9,15.8,60.5,13.8
E00081048,6.8,33.1,52.7,7.4
E00081049,10.4,22.3,59.5,7.8
E00081050,6,15,68,11
E00081051,9.3,19.2,64.2,7.3
E00081052,9.4,22.1,61.5,7
E00081053,13.3,21.7,50,15
E00081054,13.8,23.4,56.6,6.2
E00081055,13.4,19.4,56.7,10.4
E00081056,15.2,16.2,60,8.6
E00081057,8.5,20.2,62.8,8.5
E00081058,6.5,21.6,62.6,9.4
E00081059,9.7,22.2,58.3,9.7
E00081060,8.3,20.5,60.9,10.3
E00081061,6.4,26.1,59.2,8.3
E00081062,8,20.8,59.2,12
E00081063,7.8,24,58.1,10.2
E00081065,7.8,25.2,50.4,16.5
E00081066,17.9,26.4,48.1,7.5
E00081067,14,24.2,51,10.8
E00081068,17.2,24.2,51,7.6
E00081069,7.9,17.5,61.6,13
E00081071,10.5,18.4,64.5,6.6
E00081072,11,20.5,64.6,3.9
E00081073,15.7,19.8,58.7,5.8
E00081074,11.3,15,56.9,16.9
E00081075,6.5,23.2,61.6,8.7
E00081076,15,20,58.8,6.3
E00081077,8.2,15.8,63.9,12
E00081078,7.1,25.3,57.8,9.7
E00081079,12.9,18.4,63.3,5.4
E00081080,7.6,22.8,59.1,10.5
E00081081,9.5,17.9,60.5,12.1
E00081082,9.6,13.5,66.8,10.1
E00081083,9.4,18.9,60.7,11.1
E00081084,11.4,15.7,62.9,10
E00081085,9.9,17.9,55,17.2
E00081086,7.4,20.2,62,10.4
E00081087,12.6,17.9,66.2,3.3
E00081088,18.9,10.7,59,11.5
E00081089,10.8,17.4,57.7,14.1
E00081090,9.7,12.9,68.8,8.6
E00081091,10.2,11.4,68.9,9.6
E00081092,11,12.7,68,8.3
E00081093,9.2,18.4,63.8,8.5
E00081094,15.9,22.5,49.7,11.9
E00081095,16.6,25.8,50.9,6.7
E00081096,9.8,19.6,60.8,9.8
E00081097,8.5,23.7,54.2,13.6
E00081098,10,14.7,68.7,6.7
E00081099,7.6,17.5,64.3,10.5
E00081100,13.3,16.6,64.1,6.1
E00081101,8,16,70.6,5.5
E00081102,11.6,14.4,58.9,15.1
E00081103,8.6,18.8,64.5,8.1
E00081104,7,24.1,62,7
E00081105,10.4,24.5,57.7,7.4
E00081106,10.5,9.4,69.6,10.5
E00081107,6.1,20.9,62.2,10.8
E00081108,7.9,14.6,62.4,15.2
E00081109,9,16.3,61.2,13.5
E00081110,7.6,16.9,61,14.5
E00081111,8.1,22.5,60.7,8.7
E00081112,8.5,14.5,67.9,9.1
E00081113,9.8,16.6,66.3,7.4
E00081114,7,17.2,66.9,8.9
E00081115,11.9,11.9,66.7,9.6
E00081116,12.3,16.9,61,9.7
E00081117,14,19.8,58.1,8.1
E00081118,10.2,17.3,59.4,13.2
E00081119,6.5,19,66,8.5
E00081120,8.8,16.6,62.2,12.4
E00081121,8.8,14.8,64.8,11.5
E00081122,7.1,19.5,63,10.4
E00081123,6.7,10.6,73.9,8.9
E00081124,10.7,15,65,9.2
E00081125,11.2,18.4,62.4,8
E00081126,10.4,17.8,64.4,7.4
E00081127,11.7,20.7,56.4,11.2
E00081128,12.9,15.3,65,6.7
E00081129,8.8,20.6,57.6,12.9
E00081130,7.7,21.3,62.3,8.7
E00081131,11.6,18.1,56.1,14.2
E00081132,12.7,11.2,64.2,11.9
E00081133,8.2,23,60.1,8.7
E00081134,7.2,18.4,67.6,6.8
E00081135,10.8,18.2,61.6,9.4
E00081136,17.4,18.2,56.2,8.3
E00081137,15.7,19.5,47,17.8
E00081138,9.5,21.2,57.7,11.7
E00081139,12.5,23.3,49.2,15
E00081140,9,19.4,56,15.7
E00081141,3.8,19.2,62.2,14.7
E00081142,9.1,19.9,54.8,16.1
E00081143,13.1,22.5,57.5,6.9
E00081144,15.2,21.9,42.4,20.5
E00081145,18.2,19.6,53.8,8.4
E00081146,10.6,16.9,59.2,13.4
E00081147,9.2,19.5,65.5,5.7
E00081148,12.8,14.2,54.6,18.4
E00081149,12.8,26.3,46.6,14.3
E00081150,10.9,17.6,58.8,12.7
E00081151,11.6,19.4,55,14
E00081152,13.1,19.3,56.3,11.4
E00081153,12.3,19.3,52.6,15.8
E00081154,7.4,23.5,55,14.1
E00081155,10.3,19.8,57.2,12.8
E00081156,10.8,21.7,56.1,11.5
E00081157,6.7,21.3,54,18
E00081158,9.8,22,52.3,15.9
E00081159,6.2,21.5,62.3,10
E00081160,10.1,28.2,52.3,9.4
E00081161,6.2,17.9,61.4,14.5
E00081162,6.5,16.2,66.9,10.4
E00081163,10.1,21.6,59,9.4
E00081164,10.8,21,53.8,14.5
E00081165,7.2,21.7,54.6,16.4
E00081166,11.6,19.5,60,8.9
E00081167,8.1,19.3,67.7,5
E00081168,12.4,22,52.7,12.9
E00081169,11.9,17.2,58.2,12.7
E00081170,11.3,14.1,65.5,9.2
E00081171,9.9,26.2,50.4,13.5
E00081172,8.2,25.9,57.1,8.8
E00081173,6.9,15.1,61.6,16.4
E00081174,3.3,29.2,57.5,10
E00081175,11,12.9,69.7,6.5
E00081176,7.2,13,70.3,9.4
E00081177,4.1,22.1,62.3,11.5
E00081178,11.8,26.7,49.7,11.8
E00081179,7.1,19.6,60.1,13.1
E00081180,13.1,20.6,55.1,11.2
E00081181,6.5,20.1,59.7,13.6
E00081182,9.8,11.1,68.6,10.5
E00081183,6.8,21.7,60.9,10.6
E00081184,8,23.9,56.5,11.6
E00081185,6.3,16.1,67.7,9.9
E00081186,9.5,18.4,57.8,14.3
E00081187,10.8,16.8,61.6,10.8
E00081188,14.5,17.1,55.6,12.8
E00081189,6.2,26.7,57.5,9.6
E00081190,11,17.6,64.8,6.6
E00081191,5.6,26.4,55.1,12.9
E00081192,7.3,15.2,68.1,9.4
E00081193,17.5,19.2,54.2,9.2
E00081194,6.3,12.5,68.8,12.5
E00081195,14.4,18.7,55.4,11.5
E00081196,12.1,17.1,59.3,11.4
E00081197,11.3,18,61.7,9
E00081198,8.9,23.4,60.1,7.6
E00081199,10.3,14.6,64.8,10.3
E00081200,10.3,19.4,56.8,13.5
E00081201,13,16,63.4,7.6
E00081202,8.8,15.9,63,12.3
E00081203,6,26.9,53.7,13.4
E00081204,7.6,24.5,56.5,11.4
E00081205,12.1,20.5,57.6,9.8
E00081206,10.9,22.6,56.9,9.5
E00081207,7.6,21.4,59.5,11.4
E00081208,6,23,54,17
E00081209,4.8,28.6,57.1,9.5
E00081210,11.2,18,60.9,9.9
E00081211,8.7,16.8,67.1,7.5
E00081212,11.3,13.7,62.9,12.1
E00081213,7.6,16.7,68.2,7.6
E00081214,5.7,28.7,50.6,14.9
E00081215,6.5,18.1,65.2,10.3
E00081217,13.4,18.5,59.7,8.4
E00081218,8.4,18.5,61.2,11.8
E00081219,6,16,65.3,12.7
E00081221,13.2,39.7,38.2,8.8
E00081226,13.2,15.7,65.4,5.7
E00081227,8.2,23.4,57.9,10.5
E00081228,10.3,21.3,58.1,10.3
E00081229,9.9,14.3,67,8.8
E00081230,11,19.5,57.3,12.2
E00081231,10.3,24.4,60.3,5.1
E00081232,9.8,17.6,61.8,10.8
E00081233,10.7,20.6,63.4,5.3
E00081234,11.1,18.3,54.9,15.7
E00081278,9.5,14.9,65.5,10.1
E00081279,6.4,15.6,67.6,10.4
E00081280,9.1,22.2,52.8,15.9
E00081281,6.6,13.7,72.1,7.7
E00081282,7.6,14,68.4,9.9
E00081283,6.8,18,60.9,14.3
E00081284,4.6,24.8,57.5,13.1
E00081285,8.3,14.3,64.3,13.1
E00081286,8.7,21.3,58.3,11.8
E00081287,7.6,18.1,61.9,12.4
E00081288,10.8,17.8,58.7,12.7
E00081289,8,20.5,52.3,19.3
E00081290,11.5,19.4,55,14.1
E00081291,11.5,16.6,61.8,10.2
E00081292,9.6,19.8,58.7,12
E00081293,13,11.9,62.2,13
E00081294,14.3,13.5,54.1,18
E00081295,4.2,19.3,69.3,7.2
E00081296,0,19,64.3,16.7
E00081297,9.4,15,61.7,13.9
E00081298,5.6,17.2,63.9,13.3
