geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00080976,7.4,11.9,6.3,72.3,2.1
E00080978,6.3,14.5,5.9,71.1,2.3
E00080981,11.3,11.6,4.9,67.6,4.6
E00080983,6.7,12.9,3.8,74.2,2.3
E00080989,4.8,13.3,4.8,74.7,2.4
E00080991,5.4,16.4,5.7,67.8,4.7
E00080996,4.6,10.5,7.7,74.3,2.8
E00080998,10.6,6.4,0.8,77.9,4.2
E00081000,5.7,10.4,5.1,76.2,2.7
E00081001,4.1,12.2,5,78.4,0.3
E00081003,8.5,19.9,1.2,65.5,4.9
E00081004,2,4.8,3.3,88.9,1.1
E00081005,5.1,9.5,4.2,80.6,0.7
E00081006,3.6,14.8,1.8,75.8,4
E00081007,4.8,8.9,5.4,80.7,0.3
E00081017,13.7,2.4,4.3,76.9,2.7
E00081019,10.1,10.1,3.4,73.3,3
E00081020,0.8,4.2,3.8,84.3,6.8
E00081038,4,16.6,2.3,75.1,2.1
E00081039,6,14,3.4,74.6,2
E00081040,13.2,11,5.3,69.5,0.9
E00081041,6.9,17.2,6.9,68.5,0.5
E00081042,9.4,13.9,2.5,71.4,2.8
E00081043,7,7.5,6.4,76.4,2.7
E00081044,5,0.9,3.1,91.1,0
E00081046,7.1,11.3,6.8,73.7,1.1
E00081047,6.3,11.4,5.4,76,0.9
E00081048,6,4.9,6,81.3,1.6
E00081049,11.4,10.4,4.2,72.7,1.4
E00081050,0,6.3,1.4,89.2,3.2
E00081051,4.1,17.2,6.2,71.3,1.2
E00081052,9.8,5,1.8,82.4,1
E00081053,3.2,1.4,6.4,84.9,4.1
E00081054,10.3,11,3.9,72.3,2.5
E00081055,6.6,11.5,2.6,77,2.3
E00081056,1.2,6,4.8,87.7,0.3
E00081057,13.3,14.6,5.4,62.6,4.1
E00081058,4.2,2.1,5.2,88.2,0.3
E00081059,6.6,7.6,7.9,76.3,1.6
E00081060,4.9,6.7,7.7,78.8,1.8
E00081061,3.9,5.7,3.6,84.8,2.1
E00081062,10.5,8.6,4.1,76.4,0.4
E00081063,11.6,24.1,3.9,57.5,2.8
E00081065,5.3,3.1,4.1,85.9,1.6
E00081066,2.8,6,3.8,84.5,2.8
E00081067,5.6,9,3.3,82.1,0
E00081068,10.4,13.5,2.8,68.7,4.6
E00081069,4,21.8,2.2,71.7,0.3
E00081071,4,17.1,3.4,73.8,1.6
E00081072,8,9,2.8,79.2,1
E00081073,5,6.9,3.7,82.4,2
E00081074,3.7,3.1,4.3,86.3,2.6
E00081075,6.6,12.3,4.5,72.7,3.9
E00081076,7.7,13.5,6.9,68.8,3.1
E00081077,7.8,6.9,6,76.5,2.7
E00081078,10.7,16.3,4.7,66.8,1.5
E00081079,5.3,11.5,6.5,75.9,0.9
E00081080,7.6,9.7,2.1,80.5,0
E00081081,7.4,11.2,2.4,78.2,0.8
E00081082,8.5,8.5,4.4,75.1,3.4
E00081083,2.1,6.1,2.5,87.2,2.1
E00081084,7.1,14.2,1.5,72.9,4.3
E00081085,3,7.4,4.5,84.9,0.3
E00081086,6.1,8.6,0.9,80.7,3.7
E00081087,10.2,7.5,3.7,75.5,3.1
E00081088,4,13.2,5.7,76.2,0.9
E00081089,13.1,11.9,3.8,68.9,2.4
E00081090,18.7,10.7,5,62.7,3
E00081091,14.1,21.8,3.2,59.8,1.1
E00081092,11.9,13.5,5.5,67.4,1.7
E00081093,6.4,7.7,2.2,83.7,0
E00081094,7.3,14.3,3.8,70.8,3.8
E00081095,9.8,14.2,2.8,68.4,4.7
E00081096,5.8,9.3,4,77.8,3.3
E00081097,12.6,8.5,4.4,68.3,6.1
E00081098,10.7,8.4,8.1,69.6,3.3
E00081099,7.6,8.1,5.1,76.4,2.7
E00081100,21.7,6.1,4.1,64.9,3.2
E00081101,14.6,5.4,2.5,75.2,2.2
E00081102,2.7,5.1,1.7,90.5,0
E00081103,23.7,7.8,3.8,63.7,1.1
E00081104,7.8,15.4,1,74.2,1.6
E00081105,10.4,8.1,2.5,76.1,2.8
E00081106,17.8,6.6,3.4,68.8,3.4
E00081107,12.8,7.1,6.8,71.8,1.5
E00081108,8.9,14.4,2.3,73.5,0.9
E00081109,11.5,11.5,3.9,71.1,2
E00081110,13.6,6.9,2.4,77,0
E00081111,11.7,9.7,5.1,73.4,0
E00081112,13.9,6.3,5.1,71.6,3.1
E00081113,1.5,9.4,3.2,85.9,0
E00081114,4.2,8.3,3.3,81,3.3
E00081115,11.7,10.9,3.2,72.4,1.8
E00081116,21.1,7.2,3,67.8,1
E00081117,9.1,5.6,4.1,79.4,1.9
E00081118,9.2,8.7,5.4,76.2,0.5
E00081119,17,9.5,4.3,64.3,4.9
E00081120,19.5,8.5,5,64,3
