areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00057139,31.7,68.3
E00057476,60.6,39.4
E00057477,46.1,53.9
E00057478,38.8,61.2
E00057479,35.9,64.1
E00057480,42.2,57.8
E00057481,38.7,61.3
E00057482,41.7,58.3
E00057483,48,52
E00057484,36.6,63.4
E00057485,45.1,54.9
E00057486,59.4,40.6
E00057487,56.3,43.7
E00057496,38.6,61.4
E00057497,56.4,43.6
E00057498,50,50
E00057499,70.2,29.8
E00057500,60,40
E00057501,49,51
E00057502,40.9,59.1
E00057527,41.2,58.8
E00057528,61,39
E00057529,53,47
E00057530,53.3,46.7
E00057531,48.8,51.2
E00057532,36.5,63.5
E00057533,51.8,48.2
E00057534,32,68
E00057535,56.6,43.4
E00057536,41.2,58.8
E00057537,57.7,42.3
E00057538,39.1,60.9
E00057539,55.4,44.6
E00057540,55.7,44.3
E00057541,67,33
E00057542,42.6,57.4
E00057543,51.7,48.3
E00057544,61,39
E00057545,46.4,53.6
E00057546,51.6,48.4
E00057547,35.1,64.9
E00057548,49,51
E00057549,43.9,56.1
E00057550,47.2,52.8
E00057551,66.2,33.8
E00057552,58.8,41.2
E00057553,57.7,42.3
E00057554,58.6,41.4
E00057555,57.8,42.2
E00057556,59.6,40.4
E00057557,52.2,47.8
E00057558,59.8,40.2
E00057559,52.5,47.5
E00057560,65.3,34.7
E00058539,26.6,73.4
E00058541,27.5,72.5
E00058544,26.6,73.4
E00058545,23.2,76.8
E00058548,23.4,76.6
E00058550,34.6,65.4
E00058551,45.1,54.9
E00058561,27.8,72.2
E00058562,37.1,62.9
E00058571,28.9,71.1
E00058572,35.2,64.8
E00058573,39.1,60.9
E00058575,29.7,70.3
E00058580,28.6,71.4
E00058590,32.5,67.5
E00058591,35.4,64.6
E00058592,27.5,72.5
E00058593,29.1,70.9
E00058597,28.5,71.5
E00058601,42.3,57.7
E00058602,45.8,54.2
E00058603,62.7,37.3
E00058604,70.2,29.8
E00058607,62.1,37.9
E00058608,25.4,74.6
E00058609,61.1,38.9
E00058610,59.7,40.3
E00058611,33.9,66.1
E00058612,39.7,60.3
E00058613,57.7,42.3
E00058614,39.8,60.2
E00058616,52.5,47.5
E00058618,53,47
E00058619,31.7,68.3
E00058620,36.3,63.7
E00058621,36.4,63.6
E00058622,38.9,61.1
E00058624,50.9,49.1
E00058625,54.4,45.6
E00058626,46.4,53.6
E00058635,32.7,67.3
E00058643,41.5,58.5
E00058644,37.4,62.6
E00058647,47.4,52.6
E00058648,42.9,57.1
E00058649,42.3,57.7
E00058650,43.2,56.8
E00058651,62.4,37.6
E00058652,50.3,49.7
E00058653,41.8,58.2
E00058654,49.6,50.4
E00058655,31.4,68.6
E00058656,58.4,41.6
E00058657,53.6,46.4
E00058658,49.8,50.2
E00058659,27.5,72.5
E00058660,40.6,59.4
E00058661,43.3,56.7
E00058662,31,69
E00058663,40.8,59.2
E00058664,52,48
E00058665,47.5,52.5
E00058666,53.8,46.2
E00058667,18.1,81.9
E00058668,48.4,51.6
E00058669,36.2,63.8
E00058670,34.2,65.8
E00165675,28.1,71.9
E00165676,60.7,39.3
E00165677,55,45
E00165678,26.4,73.6
E00187036,56.5,43.5
