areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00068660,66.9,3.4,29.7
E00068662,77,3.2,19.8
E00068663,69.2,3.3,27.5
E00068665,79.8,1.9,18.3
E00068666,78.6,1.3,20.1
E00068667,78.2,0.6,21.2
E00068668,83.8,0.6,15.6
E00068672,68.5,1.5,30
E00068675,78.1,1.8,20.1
E00068678,79.5,0.6,19.9
E00068680,77,3.2,19.8
E00068682,75.3,3,21.7
E00068684,73.8,3.9,22.3
E00068688,79.7,3.4,16.9
E00068689,73.1,4.4,22.5
E00068691,83.7,2.5,13.8
E00068693,83.4,4,12.6
E00068694,73.3,6,20.7
E00068695,77.7,6.6,15.6
E00068696,79.9,1.6,18.5
E00068697,76.9,1,22.1
E00068699,84.1,0.9,15
E00068700,76.2,3.6,20.2
E00068739,82.7,5.8,11.5
E00068740,79.2,1.3,19.5
E00068741,68.4,1.7,29.9
E00068743,85,4.2,10.8
E00068744,85.2,1,13.8
E00068745,79.8,4,16.1
E00068747,80.3,4.5,15.2
E00068748,95.7,3,1.3
E00068749,81.9,3.4,14.8
E00068750,86,2.9,11.1
E00068751,87,0.6,12.4
E00068752,80.8,2.3,16.9
E00068753,91.4,1.2,7.4
E00068754,81.8,0.7,17.5
E00068755,79.8,2.7,17.5
E00068756,89.5,2.8,7.7
E00068757,84.1,3.1,12.8
E00068758,84.4,4.4,11.2
E00068759,83.1,1.3,15.7
E00068760,82.9,1.5,15.5
E00068761,86.6,0.4,13
E00068762,81.4,3,15.6
E00068763,82.4,1.6,16
E00068764,77.1,2.7,20.1
E00068765,79.3,0.7,20
E00068766,75.1,2.7,22.2
E00068767,79.4,2.9,17.8
E00068768,79.2,2.8,18
E00068769,83.4,1.9,14.6
E00068770,78.2,3.8,17.9
E00068771,75.6,1.5,22.9
E00068772,72.9,1.7,25.4
E00068773,73.9,3.9,22.2
E00068775,76.9,2.1,21
E00068776,84.8,2.7,12.5
E00068777,83.7,1.7,14.5
E00068778,79.5,3.2,17.3
E00068779,72.9,3.3,23.8
E00068780,74,5.1,20.9
E00068781,78,4,17.9
E00068782,81.3,2.8,15.8
E00069053,81.4,1.3,17.3
E00069063,84.9,3.2,11.9
E00069064,81,0.8,18.2
E00069065,89.6,2.6,7.8
E00069066,89.8,1.1,9
E00069067,83.1,2.7,14.2
E00069068,84.2,2.1,13.7
E00069069,81.5,1.9,16.7
E00069071,83.2,4.5,12.3
E00069072,60.3,5,34.7
E00069073,69.4,2.2,28.5
E00069074,82.5,1.7,15.8
E00069075,73.2,3.6,23.2
E00069076,56.6,2.8,40.6
E00069077,82.4,3.7,13.9
E00069246,85.3,1.2,13.5
E00069247,78.5,1.8,19.6
E00069248,83.3,2,14.7
E00069249,85.6,1.5,12.9
E00069251,84.6,3.2,12.3
E00069253,80.3,3.5,16.2
E00069277,90.5,1.4,8.1
E00069278,88.6,4.8,6.6
E00069279,86.3,2,11.7
E00069280,80.7,1.7,17.6
E00069281,83.4,0.5,16.1
E00069282,85.9,1.2,12.9
E00069283,75.3,0.5,24.1
E00069284,89.7,3,7.3
E00069285,81.2,1.5,17.2
E00069286,88.9,1.5,9.6
E00069287,87.1,3.3,9.6
E00069288,82.7,1.1,16.2
E00069289,70.9,1.2,27.9
E00069290,74.9,0.3,24.8
E00069291,81.7,1.4,16.8
E00069295,81.4,3.2,15.4
E00069296,85.6,2.2,12.2
E00130025,95.3,0.9,3.8
E00130026,91.8,1.6,6.5
E00130027,96,1.8,2.2
E00130029,86.9,0.8,12.4
E00130030,95.4,0.9,3.8
E00130032,97.7,0,2.3
E00130033,99,0.3,0.6
E00130034,94.1,0.7,5.2
E00130035,92.6,2.3,5.1
E00130036,96.2,0.9,2.8
E00130037,98.2,0.4,1.4
E00130038,93.8,1.8,4.4
E00130039,94.4,3.5,2.1
E00130040,95.4,1.1,3.6
E00130056,94.5,0.8,4.7
E00130057,96,1.7,2.3
E00130059,90.2,2.6,7.1
E00130060,95.6,1.2,3.1
E00130062,92.2,0.4,7.4
E00130065,93.9,0.9,5.3
E00130066,93.9,1.8,4.4
E00130067,96.5,1,2.5
E00130068,94.2,1,4.8
E00130069,95.7,2.3,2
E00130070,90.7,2.7,6.6
E00130256,95.4,1.5,3.1
E00130257,96.9,0,3.1
E00130258,97.3,0.3,2.5
E00130259,98.1,0.7,1.2
E00130260,95.1,1.1,3.8
E00130261,94.5,0.8,4.6
E00130262,98.1,0,1.9
E00130263,96.8,1.1,2
E00130264,96.5,0,3.5
E00130268,98.7,0,1.3
E00130269,96.9,0,3.1
E00130270,96,0.4,3.6
E00130272,97.2,0.3,2.5
E00130273,96.3,0.3,3.4
E00130274,94.5,1,4.6
E00130341,94.3,1.6,4.1
E00130589,99.6,0.4,0
E00130590,97,0.4,2.6
E00130592,99.6,0,0.4
E00130593,95.8,0.9,3.3
E00130594,96.5,0.4,3.1
E00131145,96.3,2.2,1.6
E00131147,98.3,0.3,1.4
E00131148,97.1,0.6,2.3
E00131150,97.3,1.5,1.2
E00131156,96.7,1.4,1.9
E00131157,99,0,1
E00131158,98,1.4,0.7
E00131159,92.4,3.3,4.3
E00131161,98.1,0.9,0.9
E00131162,94.2,3.9,1.9
E00131163,92.8,0.7,6.5
E00131164,94.3,0.3,5.4
E00131165,93.3,1.5,5.3
E00165830,85.8,0.3,13.9
E00165831,91,2.8,6.3
E00169469,80.4,0,19.6
E00169474,59.2,2.7,38.1
E00169537,83.4,1.5,15.1
E00169539,69.1,2.3,28.6
E00169541,87.1,2.2,10.7
E00169542,55.3,2.2,42.5
E00169544,76.4,11.4,12.2
E00169548,81.7,0,18.3
E00169569,84.3,7.5,8.3
E00170681,94.5,0.6,4.9
E00170682,95,2.4,2.7
E00173345,93.5,0,6.5
E00173347,97.1,0.4,2.5
E00178479,88.3,5.4,6.3
E00178508,60.6,5.4,34.1
E00178524,65.3,2.7,32
E00178539,95.6,1.7,2.7
E00178544,96,1.7,2.3
E00178550,98,0,2
E00178577,94.5,0.9,4.7
E00178588,76.2,0,23.8
