areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00068660,63.2,15.4,14,7.4
E00068662,54.5,14.4,15.6,15.6
E00068663,57.1,20.6,9.7,12.6
E00068665,64.1,9.9,6.9,19.1
E00068666,68.7,14.5,6,10.8
E00068667,51.9,16,13,19.1
E00068668,62.3,10.5,11.4,15.8
E00068672,56.2,17.1,10.3,16.4
E00068675,64.8,10.8,10.2,14.2
E00068678,68.3,7.5,7.5,16.7
E00068680,67.8,10.5,9.1,12.6
E00068682,58.9,15.6,11.5,14.1
E00068684,58.5,16.9,13.8,10.8
E00068688,60.4,14.9,17.5,7.1
E00068689,61.9,10.2,14.3,13.6
E00068691,62.8,15,11.5,10.6
E00068693,58.6,6.8,26.5,8
E00068694,56.6,11.6,17.1,14.7
E00068695,58.9,19.4,7.3,14.5
E00068696,58.6,18.5,10.2,12.7
E00068697,68.4,6,8.5,17.1
E00068699,63.8,16.5,6.3,13.4
E00068700,61.2,10.7,9.9,18.2
E00068739,64.1,9,10.3,16.6
E00068740,61.7,13.8,12.6,12
E00068741,63.4,12,12,12.7
E00068743,45.2,16.7,28.4,9.7
E00068744,41.2,14.6,27.4,16.8
E00068745,56,12.7,16.9,14.5
E00068747,50.2,15.1,24.3,10.5
E00068748,41.4,15.8,31.6,11.3
E00068749,54.1,12.8,19.2,14
E00068750,51.9,16.3,20.2,11.6
E00068751,51.6,14.1,19,15.2
E00068752,58.4,14.9,13,13.6
E00068753,59.6,16.3,12.8,11.3
E00068754,53.5,12.5,19.4,14.6
E00068755,58,12.3,15.2,14.5
E00068756,55.6,13.1,16.2,15.2
E00068757,58.1,14,13.2,14.7
E00068758,56.7,14,20.4,8.9
E00068759,52.9,10.7,18.2,18.2
E00068760,59.4,10.9,10.4,19.3
E00068761,50.8,15.3,20.2,13.7
E00068762,57.5,15.8,12.3,14.4
E00068763,62.3,12.3,13,12.3
E00068764,53,20.9,11.2,14.9
E00068765,59.8,13,6.5,20.7
E00068766,60.5,19.4,5.6,14.5
E00068767,53.4,17.2,11.2,18.1
E00068768,62.6,9.4,9.4,18.7
E00068769,50,20.1,18.8,11
E00068770,52.9,16.8,9.2,21
E00068771,58.7,21,7,13.3
E00068772,54.8,17.7,14.5,12.9
E00068773,54.7,13.3,11.8,20.2
E00068775,63.6,16.3,7,13.2
E00068776,57.4,22.2,12,8.3
E00068777,57.4,16.3,8.5,17.8
E00068778,66.4,10.7,7.1,15.7
E00068779,66.4,15.1,8.4,10.1
E00068780,61.7,8.6,17.3,12.3
E00068781,56.4,13.6,11.8,18.2
E00068782,59.4,18.8,5.2,16.7
E00069053,58,10.3,17.8,13.8
E00069063,58.8,14.3,13.4,13.4
E00069064,54.6,9.8,18.5,17.1
E00069065,52.3,11.8,21.6,14.4
E00069066,42,12.3,30.4,15.2
E00069067,55.5,6.7,20.2,17.6
E00069068,62,9.3,17.6,11.1
E00069069,61.5,11.2,16.1,11.2
E00069071,53.4,9.5,13.8,23.3
E00069072,57.9,17.3,15.2,9.6
E00069073,54.3,17,16.6,12.1
E00069074,57.3,10.8,16.6,15.3
E00069075,47.8,12.6,21.4,18.2
E00069076,51.5,21.5,11.5,15.5
E00069077,45.5,16.2,20.1,18.2
E00069246,59.8,14.1,10.6,15.6
E00069247,63.6,13.9,9.3,13.2
E00069248,65.8,10.8,10,13.3
E00069249,54.8,15.8,6.2,23.3
E00069251,60.5,11.7,16,11.7
E00069253,57.5,16.4,7.5,18.7
E00069277,58.2,16.4,9.8,15.6
E00069278,63.7,11.5,10.6,14.2
E00069279,59.1,14.1,14.8,12.1
E00069280,62.2,13.4,5.9,18.5
E00069281,61.4,13.6,5.7,19.3
E00069282,58.7,15.6,13.8,11.9
E00069283,67.8,12.5,5.9,13.8
E00069284,51.5,11.9,17.2,19.4
E00069285,65.9,15.6,6,12.6
E00069286,71.4,9.8,4.5,14.3
E00069287,63.6,9.3,10,17.1
E00069288,60.3,14.5,9.2,16
E00069289,61.9,12.3,3.2,22.6
E00069290,66.7,13.6,8.6,11.1
E00069291,69.2,7.7,7.7,15.4
E00069295,60,15,14.2,10.8
E00069296,62,15.2,10.1,12.7
E00130025,40,10.3,29.2,20.5
E00130026,44,12.5,23.2,20.2
E00130027,40.8,13.3,33.7,12.2
E00130029,42.6,10.6,33.5,13.3
E00130030,40.2,14.3,33.9,11.6
E00130032,30.5,13.5,38.1,17.9
E00130033,38.4,13.8,30.2,17.6
E00130034,30.4,18.3,32.2,19.1
E00130035,36.4,17.3,28.2,18.2
E00130036,51.2,14.6,9.8,24.4
E00130037,36.4,17.8,35.5,10.3
E00130038,50,11.7,22.5,15.8
E00130039,38.5,14.2,29.7,17.6
E00130040,45.1,11.8,24.8,18.3
E00130056,53.8,13.6,17.9,14.7
E00130057,37,15.1,26.9,21
E00130059,39,10.1,39.5,11.4
E00130060,51.5,20.1,17.9,10.4
E00130062,53.3,17.1,11.4,18.1
E00130065,33.5,14.1,39.4,12.9
E00130066,36.5,18,34.8,10.7
E00130067,43.2,12.3,28.1,16.4
E00130068,37.6,19.3,26.6,16.5
E00130069,38,8.9,38.6,14.6
E00130070,48.4,18.7,21.3,11.6
E00130256,44.3,15.1,21.7,18.9
E00130257,37.4,25.1,22.1,15.4
E00130258,41,20.2,25.3,13.5
E00130259,37.3,16.7,35.4,10.6
E00130260,37.2,15.3,34.3,13.1
E00130261,49.4,25.8,14.6,10.1
E00130262,43.3,9.4,26.8,20.5
E00130263,34,13.1,38.8,14.1
E00130264,43.8,17.1,23.3,15.8
E00130268,41.3,21.5,18.2,19
E00130269,38.6,18.6,24.3,18.6
E00130270,32.6,21.5,25.9,20
E00130272,38,19.6,25.5,16.8
E00130273,42.5,16.2,20.4,21
E00130274,45.5,17.3,19.9,17.3
E00130341,30,15,45.8,9.2
E00130589,34.9,15.6,37.6,11.9
E00130590,28.8,16.5,38.1,16.5
E00130592,37.2,24.1,29.9,8.8
E00130593,33.3,16.4,39,11.3
E00130594,33.6,13.3,38.9,14.2
E00131145,40.5,15.3,35.1,9.2
