areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00068660,26.5,37.3,31.4,4.9
E00068662,19,42.1,28.6,10.3
E00068663,14.2,46.7,30,9.2
E00068665,36.8,46.5,13.9,2.8
E00068666,27,38.1,30.2,4.8
E00068667,44.4,33.3,19.8,2.4
E00068668,39.3,45.1,13.9,1.6
E00068672,25,53.3,16.7,5
E00068675,29.5,41.7,21.6,7.2
E00068678,34.1,42.4,15.9,7.6
E00068680,28.7,48.7,20,2.6
E00068682,22.7,46.9,22.7,7.8
E00068684,24.8,45.9,22.9,6.4
E00068688,14.4,44.1,33.3,8.1
E00068689,19.7,52.1,23.1,5.1
E00068691,19.4,42.6,33.3,4.6
E00068693,19.4,35.9,25.2,19.4
E00068694,31.5,48.8,16.5,3.1
E00068695,31.5,50.4,17.3,0.8
E00068696,28.6,43.7,21.8,5.9
E00068697,36.4,43.6,17.3,2.7
E00068699,39.4,40.2,17.3,3.1
E00068700,46.6,36.1,13.5,3.8
E00068739,25.2,37.4,31.7,5.8
E00068740,25.9,47.4,19.3,7.4
E00068741,26.2,49.2,21.3,3.3
E00068743,11.3,33.5,45.4,9.8
E00068744,10.6,42.4,33.8,13.2
E00068745,21.3,44.7,26.2,7.8
E00068747,16.1,33.9,39.1,10.9
E00068748,2.7,11,50.7,35.6
E00068749,11.3,47,31.3,10.4
E00068750,13.4,37.8,31.7,17.1
E00068751,22.1,35.2,30.3,12.4
E00068752,10,65.8,21.7,2.5
E00068753,8.7,46.6,34,10.7
E00068754,21.9,51.8,21.1,5.3
E00068755,44.1,39.9,11.9,4.2
E00068756,31.1,52.8,13.2,2.8
E00068757,19.7,53.3,21.3,5.7
E00068758,25.8,43.8,25.8,4.7
E00068759,21.7,54.8,20,3.5
E00068760,30.8,35.3,24.8,9
E00068761,19.2,51.9,18.3,10.6
E00068762,40.4,42.6,11,5.9
E00068763,22.6,44.4,29,4
E00068764,50,36.5,10.1,3.4
E00068765,34.8,39.3,18,7.9
E00068766,46.7,42,11.3,0
E00068767,30.8,49.6,17.1,2.6
E00068768,42.3,37.7,14.6,5.4
E00068769,14,53.5,26.4,6.2
E00068770,36.8,39.8,18,5.3
E00068771,41.4,36.3,17.2,5.1
E00068772,40.4,45.6,11.8,2.2
E00068773,32.3,47.6,17.1,3
E00068775,39.4,45.3,12.4,2.9
E00068776,37.1,46.7,13.3,2.9
